,IOC,Breeding Range,Order,Family,Hungarian
3864,Brotogeris pyrrhoptera,SA,PSITTACIFORMES,Psittacidae,tűzszárnyú papagáj
3865,Brotogeris jugularis,"MA, SA",PSITTACIFORMES,Psittacidae,Orange-chinned Parakeet
3866,Brotogeris cyanoptera,SA,PSITTACIFORMES,Psittacidae,kékszárnyú tirika
3867,Brotogeris chrysoptera,SA,PSITTACIFORMES,Psittacidae,aranyosszárnyú tirika
3868,Pionopsitta pileata,SA,PSITTACIFORMES,Psittacidae,skarlátfejű papagáj
3869,Triclaria malachitacea,SA,PSITTACIFORMES,Psittacidae,malachitpapagáj
3870,Pyrilia haematotis,"MA, SA",PSITTACIFORMES,Psittacidae,vörösfülű papagáj
3871,Pyrilia pyrilia,"MA, SA",PSITTACIFORMES,Psittacidae,sáfrányfejű papagáj
3872,Pyrilia pulchra,SA,PSITTACIFORMES,Psittacidae,rózsásarcú papagáj
3873,Pyrilia barrabandi,SA,PSITTACIFORMES,Psittacidae,aranyarcú papagáj
3874,Pyrilia caica,SA,PSITTACIFORMES,Psittacidae,sapkás papagáj
3875,Pyrilia aurantiocephala,SA,PSITTACIFORMES,Psittacidae,Bald Parrot
3876,Pyrilia vulturina,SA,PSITTACIFORMES,Psittacidae,csupaszszemű papagáj
3877,Hapalopsittaca amazonina,SA,PSITTACIFORMES,Psittacidae,rozsdásarcú papagáj
3878,Hapalopsittaca fuertesi,SA,PSITTACIFORMES,Psittacidae,indigószárnyú papagáj
3879,Hapalopsittaca pyrrhops,SA,PSITTACIFORMES,Psittacidae,Red-faced Parrot
3880,Hapalopsittaca melanotis,SA,PSITTACIFORMES,Psittacidae,feketeszárnyú papagáj
3881,Pionus fuscus,SA,PSITTACIFORMES,Psittacidae,ibolyapapagáj
3882,Pionus sordidus,SA,PSITTACIFORMES,Psittacidae,korallcsőrű papagáj
3883,Pionus maximiliani,SA,PSITTACIFORMES,Psittacidae,Maximilian papagája
3884,Pionus tumultuosus,SA,PSITTACIFORMES,Psittacidae,rózsafejű papagáj
3885,Pionus seniloides,SA,PSITTACIFORMES,Psittacidae,White-capped Parrot
3886,Pionus menstruus,"MA, SA",PSITTACIFORMES,Psittacidae,feketefülű papagáj
3887,Pionus senilis,MA,PSITTACIFORMES,Psittacidae,fehérsapkás papagáj
3888,Pionus chalcopterus,SA,PSITTACIFORMES,Psittacidae,bronzszárnyú papagáj
3889,Graydidascalus brachyurus,SA,PSITTACIFORMES,Psittacidae,rövidfarkú papagáj
3890,Alipiopsitta xanthops,SA,PSITTACIFORMES,Psittacidae,sárgahasú amazon
3891,Amazona festiva,SA,PSITTACIFORMES,Psittacidae,kékszakállú amazon
3892,Amazona vinacea,SA,PSITTACIFORMES,Psittacidae,galambnyakú amazon
3893,Amazona tucumana,SA,PSITTACIFORMES,Psittacidae,Tucemán-amazon
3894,Amazona pretrei,SA,PSITTACIFORMES,Psittacidae,vörösmaszkos amazon
3895,Amazona albifrons,MA,PSITTACIFORMES,Psittacidae,fehérhomlokú amazon
3896,Amazona finschi,MA,PSITTACIFORMES,Psittacidae,kéksapkás amazon
3897,Amazona autumnalis,"MA, SA",PSITTACIFORMES,Psittacidae,őszi amazon
3898,Amazona diadema,SA,PSITTACIFORMES,Psittacidae,Diademed Amazon
3899,Amazona viridigenalis,MA,PSITTACIFORMES,Psittacidae,zöldarcú amazon
3900,Amazona xantholora,MA,PSITTACIFORMES,Psittacidae,sárgakantáros amazon
3901,Amazona dufresniana,SA,PSITTACIFORMES,Psittacidae,granadai amazon
3902,Amazona rhodocorytha,SA,PSITTACIFORMES,Psittacidae,tüzeshomlokú amazon
3903,Amazona oratrix,MA,PSITTACIFORMES,Psittacidae,sárgafejű amazon
3904,Amazona auropalliata,MA,PSITTACIFORMES,Psittacidae,sárgatarkójú amazon
3905,Amazona ochrocephala,"MA, SA",PSITTACIFORMES,Psittacidae,sárgahomlokú amazon
3906,Amazona barbadensis,SA,PSITTACIFORMES,Psittacidae,sárgavállú amazon
3907,Amazona aestiva,SA,PSITTACIFORMES,Psittacidae,kékhomlokú amazon
3908,Amazona mercenarius,SA,PSITTACIFORMES,Psittacidae,katona amazon
3909,Amazona farinosa,"MA, SA",PSITTACIFORMES,Psittacidae,Molnár-amazon
3910,Amazona kawalli,SA,PSITTACIFORMES,Psittacidae,Kawall-amazon
3911,Amazona brasiliensis,SA,PSITTACIFORMES,Psittacidae,vörösfarkú amazon
3912,Amazona amazonica,SA,PSITTACIFORMES,Psittacidae,venezuelai amazon
3913,Forpus modestus,SA,PSITTACIFORMES,Psittacidae,Sclater-verébpapagáj
3914,Forpus cyanopygius,MA,PSITTACIFORMES,Psittacidae,kékszárnyú verébpapagáj
3915,Forpus crassirostris,SA,PSITTACIFORMES,Psittacidae,Riparian Parrotlet
3916,Forpus spengeli,SA,PSITTACIFORMES,Psittacidae,Turquoise-winged Parrotlet
3917,Forpus xanthopterygius,SA,PSITTACIFORMES,Psittacidae,kékfarú verébpapagáj
3918,Forpus passerinus,SA,PSITTACIFORMES,Psittacidae,zöldszárnyú verébpapagáj
3919,Forpus conspicillatus,"MA, SA",PSITTACIFORMES,Psittacidae,szemgyűrűs verébpapagáj
3920,Forpus coelestis,SA,PSITTACIFORMES,Psittacidae,szürkehátú verébpapagáj
3921,Forpus xanthops,SA,PSITTACIFORMES,Psittacidae,sárga verébpapagáj
3922,Pionites melanocephalus,SA,PSITTACIFORMES,Psittacidae,feketesapkás papagáj
3923,Pionites leucogaster,SA,PSITTACIFORMES,Psittacidae,rozsdássapkás papagáj
3924,Deroptyus accipitrinus,SA,PSITTACIFORMES,Psittacidae,legyezőpapagáj
3925,Pyrrhura cruentata,SA,PSITTACIFORMES,Psittacidae,pirosfülű papagáj
3926,Pyrrhura devillei,SA,PSITTACIFORMES,Psittacidae,bolíviai pirosfarkú papagáj
3927,Pyrrhura frontalis,SA,PSITTACIFORMES,Psittacidae,barnafülű papagáj
3928,Pyrrhura lepida,SA,PSITTACIFORMES,Psittacidae,gyöngyös papagáj
3929,Pyrrhura perlata,SA,PSITTACIFORMES,Psittacidae,piroshasú papagáj
3930,Pyrrhura molinae,SA,PSITTACIFORMES,Psittacidae,zöldarcú vörösfarkú papagáj
3931,Pyrrhura pfrimeri,SA,PSITTACIFORMES,Psittacidae,Pfrimer's Parakeet
3932,Pyrrhura griseipectus,SA,PSITTACIFORMES,Psittacidae,Grey-breasted Parakeet
3933,Pyrrhura leucotis,SA,PSITTACIFORMES,Psittacidae,fehérfülű papagáj
3934,Pyrrhura picta,SA,PSITTACIFORMES,Psittacidae,kékszárnyú vörösfarkú papagáj
3935,Pyrrhura emma,SA,PSITTACIFORMES,Psittacidae,Venezuelan Parakeet
3936,Pyrrhura amazonum,SA,PSITTACIFORMES,Psittacidae,Santarem Parakeet
3937,Pyrrhura lucianii,SA,PSITTACIFORMES,Psittacidae,Bonaparte's Parakeet
3938,Pyrrhura roseifrons,SA,PSITTACIFORMES,Psittacidae,Rose-fronted Parakeet
3939,Pyrrhura viridicata,SA,PSITTACIFORMES,Psittacidae,Szent Márta-hegyi papagáj
3940,Pyrrhura egregia,SA,PSITTACIFORMES,Psittacidae,Demerara-papagáj
3941,Pyrrhura melanura,SA,PSITTACIFORMES,Psittacidae,feketefarkú papagáj
3942,Pyrrhura orcesi,SA,PSITTACIFORMES,Psittacidae,El Oró-i papagáj
3943,Pyrrhura albipectus,SA,PSITTACIFORMES,Psittacidae,fehérmellű papagáj
3944,Pyrrhura rupicola,SA,PSITTACIFORMES,Psittacidae,feketesapkás zöldarcú papagáj
3945,Pyrrhura calliptera,SA,PSITTACIFORMES,Psittacidae,díszesszárnyú papagáj
3946,Pyrrhura hoematotis,SA,PSITTACIFORMES,Psittacidae,zöldpofájú vörösfülű papagáj
3947,Pyrrhura rhodocephala,SA,PSITTACIFORMES,Psittacidae,pirosfejű papagáj
3948,Pyrrhura hoffmanni,MA,PSITTACIFORMES,Psittacidae,Hoffmann papagája
3949,Enicognathus ferrugineus,SA,PSITTACIFORMES,Psittacidae,smaragdzöld papagáj
3950,Enicognathus leptorhynchus,SA,PSITTACIFORMES,Psittacidae,hosszúcsőrű papagáj
3951,Cyanoliseus patagonus,SA,PSITTACIFORMES,Psittacidae,üregi papagáj
3952,Anodorhynchus hyacinthinus,SA,PSITTACIFORMES,Psittacidae,jácintkék ara
3953,Anodorhynchus leari,SA,PSITTACIFORMES,Psittacidae,kobaltkék ara
3954,Rhynchopsitta pachyrhyncha,MA,PSITTACIFORMES,Psittacidae,vastagcsőrű papagáj
3955,Rhynchopsitta terrisi,MA,PSITTACIFORMES,Psittacidae,barnafejű ararapapagáj
3956,Eupsittula canicularis,MA,PSITTACIFORMES,Psittacidae,narancshomlokú ékfarkúpapagáj
3957,Eupsittula aurea,SA,PSITTACIFORMES,Psittacidae,aranyhomlokú aratinga
3958,Eupsittula pertinax,"MA, SA",PSITTACIFORMES,Psittacidae,barnaarcú aratinga
3959,Eupsittula cactorum,SA,PSITTACIFORMES,Psittacidae,kaktuszaratinga
3960,Aratinga weddellii,SA,PSITTACIFORMES,Psittacidae,barnafejű aratinga
3961,Aratinga nenday,SA,PSITTACIFORMES,Psittacidae,nandajpapagáj
3962,Aratinga solstitialis,SA,PSITTACIFORMES,Psittacidae,nappapagáj
3963,Aratinga maculata,SA,PSITTACIFORMES,Psittacidae,Sulphur-breasted Parakeet
3964,Aratinga jandaya,SA,PSITTACIFORMES,Psittacidae,jandaya aratinga
3965,Aratinga auricapillus,SA,PSITTACIFORMES,Psittacidae,aranyosfejű aratinga
3966,Cyanopsitta spixii,SA,PSITTACIFORMES,Psittacidae,Spix-ara
3967,Orthopsittaca manilatus,SA,PSITTACIFORMES,Psittacidae,vöröshasú ara
3968,Primolius couloni,SA,PSITTACIFORMES,Psittacidae,hegyi ara
3969,Primolius auricollis,SA,PSITTACIFORMES,Psittacidae,aranynyakú ara
3970,Primolius maracana,SA,PSITTACIFORMES,Psittacidae,marakánaara
3971,Ara ararauna,SA,PSITTACIFORMES,Psittacidae,sárga-kék ara
3972,Ara glaucogularis,SA,PSITTACIFORMES,Psittacidae,kéktorkú ara
3973,Ara severus,"MA, SA",PSITTACIFORMES,Psittacidae,vörösszárnyélű ara
3974,Ara rubrogenys,SA,PSITTACIFORMES,Psittacidae,vörösfülű ara
3975,Ara militaris,"MA, SA",PSITTACIFORMES,Psittacidae,kis katonaara
3976,Ara ambiguus,"MA, SA",PSITTACIFORMES,Psittacidae,nagy katonaara
3977,Ara macao,"MA, SA",PSITTACIFORMES,Psittacidae,sárgaszárnyú ara
3978,Ara chloropterus,SA,PSITTACIFORMES,Psittacidae,zöldszárnyú ara
3979,Leptosittaca branickii,SA,PSITTACIFORMES,Psittacidae,Branicki papagáj
3980,Ognorhynchus icterotis,SA,PSITTACIFORMES,Psittacidae,sárgafülű papagáj
3981,Guaruba guarouba,SA,PSITTACIFORMES,Psittacidae,aranyaratinga
3982,Diopsittaca nobilis,SA,PSITTACIFORMES,Psittacidae,kékhomlokú törpeara
3983,Thectocercus acuticaudatus,SA,PSITTACIFORMES,Psittacidae,kékhomlokú aratinga
3984,Psittacara holochlorus,MA,PSITTACIFORMES,Psittacidae,zöld ékfarkúpapagáj
3985,Psittacara brevipes,MA,PSITTACIFORMES,Psittacidae,Socorro Parakeet
3986,Psittacara rubritorquis,MA,PSITTACIFORMES,Psittacidae,Red-throated Parakeet
3987,Psittacara strenuus,MA,PSITTACIFORMES,Psittacidae,nicaraguai zöld aratinga
3988,Psittacara wagleri,SA,PSITTACIFORMES,Psittacidae,Wagler aratingája
3989,Psittacara frontatus,SA,PSITTACIFORMES,Psittacidae,Cordilleran Parakeet
