,IOC,Breeding Range,Order,Family,Swedish
2302,Puffinus yelkouan,AO,PROCELLARIIFORMES,Procellariidae,medelhavslira
2303,Puffinus mauretanicus,AO,PROCELLARIIFORMES,Procellariidae,balearisk lira
2304,Puffinus bryani,PO,PROCELLARIIFORMES,Procellariidae,bryanlira
2305,Puffinus opisthomelas,PO,PROCELLARIIFORMES,Procellariidae,californialira
2306,Puffinus auricularis,PO,PROCELLARIIFORMES,Procellariidae,socorrolira
2307,Puffinus newelli,PO,PROCELLARIIFORMES,Procellariidae,hawaiilira
2308,Puffinus myrtae,PO,PROCELLARIIFORMES,Procellariidae,rapalira
2309,Puffinus gavia,PO,PROCELLARIIFORMES,Procellariidae,nyazeelandlira
2310,Puffinus huttoni,PO,PROCELLARIIFORMES,Procellariidae,huttonlira
2311,Puffinus lherminieri,AO,PROCELLARIIFORMES,Procellariidae,audubonlira
2312,Puffinus persicus,IO,PROCELLARIIFORMES,Procellariidae,arablira
2313,Puffinus bailloni,"IO, PO",PROCELLARIIFORMES,Procellariidae,tropiklira
2314,Puffinus subalaris,PO,PROCELLARIIFORMES,Procellariidae,galápagoslira
2315,Puffinus bannermani,PO,PROCELLARIIFORMES,Procellariidae,boninlira
2316,Puffinus heinrothi,PO,PROCELLARIIFORMES,Procellariidae,melanesisk lira
2317,Puffinus assimilis,"IO, PO",PROCELLARIIFORMES,Procellariidae,dvärglira
2318,Puffinus elegans,"AO, PO, IO",PROCELLARIIFORMES,Procellariidae,subantarktisk lira
2319,Puffinus baroli,AO,PROCELLARIIFORMES,Procellariidae,makaronesisk lira
2320,Puffinus boydi,AO,PROCELLARIIFORMES,Procellariidae,boydlira
2321,Pelecanoides garnotii,SA,PROCELLARIIFORMES,Procellariidae,perudykpetrell
2322,Pelecanoides magellani,SA,PROCELLARIIFORMES,Procellariidae,magellandykpetrell
2323,Pelecanoides georgicus,SO,PROCELLARIIFORMES,Procellariidae,brednäbbad dykpetrell
2324,Pelecanoides urinatrix,SO,PROCELLARIIFORMES,Procellariidae,smalnäbbad dykpetrell
2325,Bulweria bulwerii,TrO,PROCELLARIIFORMES,Procellariidae,spetsstjärtad petrell
2326,Bulweria fallax,IO,PROCELLARIIFORMES,Procellariidae,arabpetrell
2327,Anastomus lamelligerus,AF,CICONIIFORMES,Ciconiidae,afrikansk gapnäbbsstork
2328,Anastomus oscitans,OR,CICONIIFORMES,Ciconiidae,asiatisk gapnäbbsstork
2329,Leptoptilos crumenifer,AF,CICONIIFORMES,Ciconiidae,maraboustork
2330,Leptoptilos javanicus,OR,CICONIIFORMES,Ciconiidae,mindre adjutantstork
2331,Leptoptilos dubius,OR,CICONIIFORMES,Ciconiidae,större adjutantstork
2332,Mycteria americana,"NA, MA, SA",CICONIIFORMES,Ciconiidae,amerikansk ibisstork
2333,Mycteria ibis,AF,CICONIIFORMES,Ciconiidae,afrikansk ibisstork
2334,Mycteria leucocephala,OR,CICONIIFORMES,Ciconiidae,indisk ibisstork
2335,Mycteria cinerea,"OR, AU",CICONIIFORMES,Ciconiidae,indonesisk ibisstork
2336,Jabiru mycteria,"MA, SA",CICONIIFORMES,Ciconiidae,jabirustork
2337,Ephippiorhynchus senegalensis,AF,CICONIIFORMES,Ciconiidae,sadelnäbbsstork
2338,Ephippiorhynchus asiaticus,"OR, AU",CICONIIFORMES,Ciconiidae,svarthalsad stork
2339,Ciconia abdimii,AF,CICONIIFORMES,Ciconiidae,abdimstork
2340,Ciconia episcopus,"OR, AU",CICONIIFORMES,Ciconiidae,asiatisk ullhalsstork
2341,Ciconia stormi,OR,CICONIIFORMES,Ciconiidae,sundastork
2342,Ciconia nigra,"AF, PAL",CICONIIFORMES,Ciconiidae,svart stork
2343,Ciconia maguari,SA,CICONIIFORMES,Ciconiidae,maguaristork
2344,Ciconia microscelis,AF,CICONIIFORMES,Ciconiidae,afrikansk ullhalsstork
2345,Ciconia ciconia,"PAL, AF",CICONIIFORMES,Ciconiidae,vit stork
2346,Ciconia boyciana,PAL,CICONIIFORMES,Ciconiidae,amurstork
2347,Fregata aquila,AO,SULIFORMES,Fregatidae,ascensionfregattfågel
2348,Fregata andrewsi,IO,SULIFORMES,Fregatidae,julöfregattfågel
2349,Fregata magnificens,"AO, PO",SULIFORMES,Fregatidae,praktfregattfågel
2350,Fregata minor,TrO,SULIFORMES,Fregatidae,större fregattfågel
2351,Fregata ariel,TrO,SULIFORMES,Fregatidae,mindre fregattfågel
2352,Morus bassanus,AO,SULIFORMES,Sulidae,havssula
2353,Morus capensis,AF,SULIFORMES,Sulidae,kapsula
2354,Morus serrator,AU,SULIFORMES,Sulidae,australisk sula
2355,Papasula abbotti,IO,SULIFORMES,Sulidae,julösula
2356,Sula nebouxii,PO,SULIFORMES,Sulidae,blåfotad sula
2357,Sula variegata,SA,SULIFORMES,Sulidae,perusula
2358,Sula dactylatra,TrO,SULIFORMES,Sulidae,masksula
2359,Sula granti,PO,SULIFORMES,Sulidae,nazcasula
2360,Sula sula,TrO,SULIFORMES,Sulidae,rödfotad sula
2361,Sula leucogaster,TrO,SULIFORMES,Sulidae,brunsula
2362,Anhinga melanogaster,"OR, AU",SULIFORMES,Anhingidae,indisk ormhalsfågel
2363,Anhinga rufa,"AF, PAL",SULIFORMES,Anhingidae,afrikansk ormhalsfågel
2364,Anhinga novaehollandiae,AU,SULIFORMES,Anhingidae,australisk ormhalsfågel
2365,Anhinga anhinga,"NA, MA, SA",SULIFORMES,Anhingidae,amerikansk ormhalsfågel
2366,Microcarbo pygmaeus,PAL,SULIFORMES,Phalacrocoracidae,dvärgskarv
2367,Microcarbo africanus,AF,SULIFORMES,Phalacrocoracidae,långstjärtad skarv
2368,Microcarbo coronatus,AF,SULIFORMES,Phalacrocoracidae,kronskarv
2369,Microcarbo niger,OR,SULIFORMES,Phalacrocoracidae,småskarv
2370,Microcarbo melanoleucos,AU,SULIFORMES,Phalacrocoracidae,svartvit skarv
2371,Poikilocarbo gaimardi,SA,SULIFORMES,Phalacrocoracidae,rödfotad skarv
2372,Urile penicillatus,"NA, MA",SULIFORMES,Phalacrocoracidae,blåstrupig skarv
2373,Urile urile,PO,SULIFORMES,Phalacrocoracidae,beringskarv
2374,Urile pelagicus,PO,SULIFORMES,Phalacrocoracidae,pelagskarv
2375,Phalacrocorax neglectus,AF,SULIFORMES,Phalacrocoracidae,vitgumpad skarv
2376,Phalacrocorax nigrogularis,"PAL, AF",SULIFORMES,Phalacrocoracidae,sokotraskarv
2377,Phalacrocorax featherstoni,AU,SULIFORMES,Phalacrocoracidae,grönmaskad skarv
2378,Phalacrocorax punctatus,AU,SULIFORMES,Phalacrocoracidae,fläckskarv
2379,Phalacrocorax fuscescens,AU,SULIFORMES,Phalacrocoracidae,svartmaskad skarv
2380,Phalacrocorax varius,AU,SULIFORMES,Phalacrocoracidae,australisk skarv
2381,Phalacrocorax sulcirostris,"OR, AU",SULIFORMES,Phalacrocoracidae,sotskarv
2382,Phalacrocorax fuscicollis,OR,SULIFORMES,Phalacrocoracidae,indisk skarv
2383,Phalacrocorax capensis,AF,SULIFORMES,Phalacrocoracidae,kapskarv
2384,Phalacrocorax capillatus,PAL,SULIFORMES,Phalacrocoracidae,japansk skarv
2385,Phalacrocorax lucidus,AF,SULIFORMES,Phalacrocoracidae,vitbröstad skarv
2386,Phalacrocorax carbo,"PAL, AU, OR, NA, AF",SULIFORMES,Phalacrocoracidae,storskarv
2387,Gulosus aristotelis,"PAL, AF",SULIFORMES,Phalacrocoracidae,toppskarv
2388,Nannopterum harrisi,SA,SULIFORMES,Phalacrocoracidae,galápagosskarv
2389,Nannopterum brasilianum,"NA, MA, SA",SULIFORMES,Phalacrocoracidae,amazonskarv
2390,Nannopterum auritum,"NA, MA",SULIFORMES,Phalacrocoracidae,öronskarv
2391,Leucocarbo magellanicus,SA,SULIFORMES,Phalacrocoracidae,magellanskarv
2392,Leucocarbo bougainvillii,SA,SULIFORMES,Phalacrocoracidae,guanoskarv
2393,Leucocarbo ranfurlyi,AU,SULIFORMES,Phalacrocoracidae,bountyskarv
2394,Leucocarbo carunculatus,AU,SULIFORMES,Phalacrocoracidae,vårtskarv
2395,Leucocarbo onslowi,AU,SULIFORMES,Phalacrocoracidae,chathamskarv
2396,Leucocarbo chalconotus,AU,SULIFORMES,Phalacrocoracidae,otagoskarv
2397,Leucocarbo stewarti,AU,SULIFORMES,Phalacrocoracidae,foveauxskarv
2398,Leucocarbo colensoi,AU,SULIFORMES,Phalacrocoracidae,aucklandskarv
2399,Leucocarbo campbelli,AU,SULIFORMES,Phalacrocoracidae,campbellskarv
2400,Leucocarbo atriceps,SA,SULIFORMES,Phalacrocoracidae,kejsarskarv
2401,Leucocarbo georgianus,SO,SULIFORMES,Phalacrocoracidae,sydgeorgisk skarv
2402,Leucocarbo melanogenis,SO,SULIFORMES,Phalacrocoracidae,crozetskarv
2403,Leucocarbo bransfieldensis,SO,SULIFORMES,Phalacrocoracidae,antarktisskarv
2404,Leucocarbo verrucosus,IO,SULIFORMES,Phalacrocoracidae,kerguelenskarv
2405,Leucocarbo nivalis,SO,SULIFORMES,Phalacrocoracidae,heardskarv
2406,Leucocarbo purpurascens,SO,SULIFORMES,Phalacrocoracidae,macquarieskarv
2407,Threskiornis aethiopicus,AF,PELECANIFORMES,Threskiornithidae,helig ibis
2408,Threskiornis bernieri,AF,PELECANIFORMES,Threskiornithidae,madagaskaribis
2409,Threskiornis melanocephalus,OR,PELECANIFORMES,Threskiornithidae,orientibis
2410,Threskiornis molucca,AU,PELECANIFORMES,Threskiornithidae,australisk ibis
2411,Threskiornis spinicollis,AU,PELECANIFORMES,Threskiornithidae,skäggibis
2412,Pseudibis papillosa,OR,PELECANIFORMES,Threskiornithidae,brahminibis
2413,Pseudibis davisoni,OR,PELECANIFORMES,Threskiornithidae,vitskuldrad ibis
2414,Pseudibis gigantea,OR,PELECANIFORMES,Threskiornithidae,jätteibis
2415,Geronticus eremita,AF,PELECANIFORMES,Threskiornithidae,eremitibis
2416,Geronticus calvus,AF,PELECANIFORMES,Threskiornithidae,skallig ibis
2417,Nipponia nippon,PAL,PELECANIFORMES,Threskiornithidae,tofsibis
2418,Bostrychia olivacea,AF,PELECANIFORMES,Threskiornithidae,olivibis
2419,Bostrychia bocagei,AF,PELECANIFORMES,Threskiornithidae,sãotoméibis
2420,Bostrychia rara,AF,PELECANIFORMES,Threskiornithidae,fläckbröstad ibis
2421,Bostrychia hagedash,AF,PELECANIFORMES,Threskiornithidae,hadadaibis
2422,Bostrychia carunculata,AF,PELECANIFORMES,Threskiornithidae,flikibis
2423,Theristicus caerulescens,SA,PELECANIFORMES,Threskiornithidae,grå ibis
2424,Theristicus caudatus,SA,PELECANIFORMES,Threskiornithidae,beigehalsad ibis
2425,Theristicus melanopis,SA,PELECANIFORMES,Threskiornithidae,svartmaskad ibis
2426,Theristicus branickii,SA,PELECANIFORMES,Threskiornithidae,andinsk ibis
2427,Cercibis oxycerca,SA,PELECANIFORMES,Threskiornithidae,spetsstjärtad ibis
2428,Mesembrinibis cayennensis,"MA, SA",PELECANIFORMES,Threskiornithidae,grön ibis
2429,Phimosus infuscatus,SA,PELECANIFORMES,Threskiornithidae,rödmaskad ibis
2430,Eudocimus albus,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,vit ibis
2431,Eudocimus ruber,SA,PELECANIFORMES,Threskiornithidae,röd ibis
2432,Plegadis falcinellus,Worldwide but disjunctly,PELECANIFORMES,Threskiornithidae,bronsibis
2433,Plegadis chihi,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,maskibis
2434,Plegadis ridgwayi,SA,PELECANIFORMES,Threskiornithidae,punaibis
2435,Lophotibis cristata,AF,PELECANIFORMES,Threskiornithidae,vitvingad ibis
2436,Platalea leucorodia,"AF, PAL, OR",PELECANIFORMES,Threskiornithidae,skedstork
2437,Platalea minor,PAL,PELECANIFORMES,Threskiornithidae,koreaskedstork
2438,Platalea alba,AF,PELECANIFORMES,Threskiornithidae,afrikansk skedstork
2439,Platalea regia,AU,PELECANIFORMES,Threskiornithidae,kungsskedstork
2440,Platalea flavipes,AU,PELECANIFORMES,Threskiornithidae,gulnäbbad skedstork
2441,Platalea ajaja,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,rosenskedstork
2442,Zonerodius heliosylus,AU,PELECANIFORMES,Ardeidae,papuahäger
2443,Tigriornis leucolopha,AF,PELECANIFORMES,Ardeidae,afrikansk tigerhäger
2444,Tigrisoma lineatum,"MA, SA",PELECANIFORMES,Ardeidae,rödhalsad tigerhäger
2445,Tigrisoma fasciatum,"MA, SA",PELECANIFORMES,Ardeidae,mörk tigerhäger
2446,Tigrisoma mexicanum,"MA, SA",PELECANIFORMES,Ardeidae,mexikansk tigerhäger
2447,Agamia agami,"MA, SA",PELECANIFORMES,Ardeidae,agamihäger
2448,Cochlearius cochlearius,"MA, SA",PELECANIFORMES,Ardeidae,båtnäbb
2449,Zebrilus undulatus,SA,PELECANIFORMES,Ardeidae,zebrahäger
2450,Botaurus stellaris,PAL,PELECANIFORMES,Ardeidae,rördrom
2451,Botaurus poiciloptilus,AU,PELECANIFORMES,Ardeidae,australisk rördrom
2452,Botaurus pinnatus,"MA, SA",PELECANIFORMES,Ardeidae,strimmig rördrom
2453,Ixobrychus involucris,SA,PELECANIFORMES,Ardeidae,strimryggig dvärgrördrom
2454,Ixobrychus exilis,"NA, MA, SA",PELECANIFORMES,Ardeidae,amerikansk dvärgrördrom
2455,Ixobrychus minutus,"PAL, AF",PELECANIFORMES,Ardeidae,dvärgrördrom
2456,Ixobrychus dubius,AU,PELECANIFORMES,Ardeidae,svartryggig dvärgrördrom
2457,Ixobrychus sinensis,"PAL, IO, OR",PELECANIFORMES,Ardeidae,kinesisk dvärgrördrom
2458,Ixobrychus eurhythmus,PAL,PELECANIFORMES,Ardeidae,Schrencks dvärgrördrom
2459,Ixobrychus cinnamomeus,"OR, PAL",PELECANIFORMES,Ardeidae,kanelrördrom
2460,Ixobrychus sturmii,AF,PELECANIFORMES,Ardeidae,pygmérördrom
2461,Ixobrychus flavicollis,"OR, AU",PELECANIFORMES,Ardeidae,svart rördrom
2462,Gorsachius magnificus,OR,PELECANIFORMES,Ardeidae,prakthäger
2463,Gorsachius goisagi,PAL,PELECANIFORMES,Ardeidae,japansk natthäger
2464,Gorsachius melanolophus,OR,PELECANIFORMES,Ardeidae,malajnatthäger
2465,Gorsachius leuconotus,AF,PELECANIFORMES,Ardeidae,vitryggig natthäger
2466,Nycticorax nycticorax,Worldwide,PELECANIFORMES,Ardeidae,natthäger
2467,Nycticorax caledonicus,AU,PELECANIFORMES,Ardeidae,rostnatthäger
2468,Nyctanassa violacea,"NA, MA, SA",PELECANIFORMES,Ardeidae,gulkronad natthäger
2469,Butorides virescens,"NA, MA",PELECANIFORMES,Ardeidae,grönryggig häger
2470,Butorides sundevalli,SA,PELECANIFORMES,Ardeidae,galápagoshäger
2471,Butorides striata,"SA, PAL, AF, AU",PELECANIFORMES,Ardeidae,mangrovehäger
2472,Ardeola ralloides,"PAL, AF",PELECANIFORMES,Ardeidae,rallhäger
2473,Ardeola grayii,"PAL, OR",PELECANIFORMES,Ardeidae,rishäger
2474,Ardeola bacchus,OR,PELECANIFORMES,Ardeidae,bacchushäger
2475,Ardeola speciosa,OR,PELECANIFORMES,Ardeidae,svartryggig häger
2476,Ardeola idae,AF,PELECANIFORMES,Ardeidae,madagaskarrallhäger
2477,Ardeola rufiventris,AF,PELECANIFORMES,Ardeidae,sammetshäger
2478,Bubulcus ibis,"PAL, AF, NA, MA, SA",PELECANIFORMES,Ardeidae,kohäger
2479,Bubulcus coromandus,OR,PELECANIFORMES,Ardeidae,orientkohäger
2480,Ardea cinerea,"PAL, AF, OR",PELECANIFORMES,Ardeidae,gråhäger
2481,Ardea herodias,"NA, MA",PELECANIFORMES,Ardeidae,amerikansk gråhäger
2482,Ardea cocoi,SA,PELECANIFORMES,Ardeidae,cocoihäger
2483,Ardea pacifica,AU,PELECANIFORMES,Ardeidae,vithalsad häger
2484,Ardea melanocephala,AF,PELECANIFORMES,Ardeidae,svarthuvad häger
2485,Ardea humbloti,AF,PELECANIFORMES,Ardeidae,madagaskarhäger
2486,Ardea insignis,OR,PELECANIFORMES,Ardeidae,kejsarhäger
2487,Ardea sumatrana,"OR, AU",PELECANIFORMES,Ardeidae,stornäbbad häger
2488,Ardea goliath,"AF, PAL",PELECANIFORMES,Ardeidae,goliathäger
2489,Ardea purpurea,"PAL, OR, AF",PELECANIFORMES,Ardeidae,purpurhäger
2490,Ardea alba,"NA, SA, AF, PAL, OR, AU",PELECANIFORMES,Ardeidae,ägretthäger
2491,Ardea intermedia,"OR, AF, AU",PELECANIFORMES,Ardeidae,mellanhäger
2492,Pilherodius pileatus,"MA, SA",PELECANIFORMES,Ardeidae,svartkronad häger
2493,Syrigma sibilatrix,SA,PELECANIFORMES,Ardeidae,visselhäger
2494,Egretta picata,AU,PELECANIFORMES,Ardeidae,svartvit häger
2495,Egretta novaehollandiae,AU,PELECANIFORMES,Ardeidae,vithuvad häger
2496,Egretta rufescens,"NA, MA",PELECANIFORMES,Ardeidae,rosthäger
2497,Egretta ardesiaca,AF,PELECANIFORMES,Ardeidae,svarthäger
2498,Egretta vinaceigula,AF,PELECANIFORMES,Ardeidae,rödstrupig häger
2499,Egretta tricolor,"NA, MA, SA",PELECANIFORMES,Ardeidae,trefärgad häger
2500,Egretta caerulea,"NA, MA, SA",PELECANIFORMES,Ardeidae,blåhäger
2501,Egretta thula,"NA, MA, SA",PELECANIFORMES,Ardeidae,snöhäger
2502,Egretta garzetta,"PAL, AF, OR, AU",PELECANIFORMES,Ardeidae,silkeshäger
2503,Egretta gularis,"AF, PAL, OR",PELECANIFORMES,Ardeidae,revhäger
2504,Egretta dimorpha,AF,PELECANIFORMES,Ardeidae,kusthäger
2505,Egretta sacra,"OR, AU",PELECANIFORMES,Ardeidae,korallhäger
2506,Egretta eulophotes,PAL,PELECANIFORMES,Ardeidae,sidenhäger
2507,Scopus umbretta,AF,PELECANIFORMES,Scopidae,skuggstork
2508,Balaeniceps rex,AF,PELECANIFORMES,Balaenicipitidae,träskonäbb
2509,Pelecanus onocrotalus,"PAL, AF",PELECANIFORMES,Pelecanidae,vit pelikan
2510,Pelecanus rufescens,AF,PELECANIFORMES,Pelecanidae,rosaryggig pelikan
2511,Pelecanus philippensis,OR,PELECANIFORMES,Pelecanidae,fläcknäbbad pelikan
2512,Pelecanus crispus,PAL,PELECANIFORMES,Pelecanidae,krushuvad pelikan
2513,Pelecanus conspicillatus,AU,PELECANIFORMES,Pelecanidae,australisk pelikan
2514,Pelecanus occidentalis,"NA, MA, SA",PELECANIFORMES,Pelecanidae,brun pelikan
2515,Pelecanus thagus,SA,PELECANIFORMES,Pelecanidae,perupelikan
2516,Opisthocomus hoazin,SA,OPISTHOCOMIFORMES,Opisthocomidae,hoatzin
2517,Sarcoramphus papa,"MA, SA",ACCIPITRIFORMES,Cathartidae,kungsgam
2518,Vultur gryphus,SA,ACCIPITRIFORMES,Cathartidae,kondor
2519,Coragyps atratus,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,korpgam
2520,Cathartes aura,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,kalkongam
2521,Cathartes burrovianus,"MA, SA",ACCIPITRIFORMES,Cathartidae,savanngam
2522,Cathartes melambrotus,SA,ACCIPITRIFORMES,Cathartidae,skogsgam
2523,Sagittarius serpentarius,AF,ACCIPITRIFORMES,Sagittariidae,sekreterarfågel
2524,Pandion haliaetus,Worldwide,ACCIPITRIFORMES,Pandionidae,fiskgjuse
2525,Elanus caeruleus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,svartvingad glada
2526,Elanus axillaris,AU,ACCIPITRIFORMES,Accipitridae,svartskuldrad glada
2527,Elanus leucurus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,vitstjärtad glada
2528,Elanus scriptus,AU,ACCIPITRIFORMES,Accipitridae,nattglada
2529,Gampsonyx swainsonii,SA,ACCIPITRIFORMES,Accipitridae,pärlglada
2530,Chelictinia riocourii,AF,ACCIPITRIFORMES,Accipitridae,saxstjärtsglada
2531,Polyboroides typus,AF,ACCIPITRIFORMES,Accipitridae,afrikansk klätterhök
2532,Polyboroides radiatus,AF,ACCIPITRIFORMES,Accipitridae,madagaskarklätterhök
2533,Gypohierax angolensis,AF,ACCIPITRIFORMES,Accipitridae,palmgam
2534,Gypaetus barbatus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,lammgam
2535,Neophron percnopterus,"AF, PAL, OR",ACCIPITRIFORMES,Accipitridae,smutsgam
2536,Eutriorchis astur,AF,ACCIPITRIFORMES,Accipitridae,madagaskarörn
2537,Leptodon cayanensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,gråhuvad glada
2538,Leptodon forbesi,SA,ACCIPITRIFORMES,Accipitridae,halsbandsglada
2539,Chondrohierax uncinatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,kroknäbbsglada
2540,Pernis apivorus,PAL,ACCIPITRIFORMES,Accipitridae,bivråk
2541,Pernis ptilorhynchus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,tofsbivråk
2542,Pernis celebensis,AU,ACCIPITRIFORMES,Accipitridae,sulawesibivråk
2543,Pernis steerei,OR,ACCIPITRIFORMES,Accipitridae,filippinbivråk
2544,Elanoides forficatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,svalstjärtsglada
2545,Lophoictinia isura,AU,ACCIPITRIFORMES,Accipitridae,tvärstjärtad glada
2546,Hamirostra melanosternon,AU,ACCIPITRIFORMES,Accipitridae,svartbröstad glada
2547,Aviceda cuculoides,AF,ACCIPITRIFORMES,Accipitridae,afrikansk baza
2548,Aviceda madagascariensis,AF,ACCIPITRIFORMES,Accipitridae,madagaskarbaza
2549,Aviceda jerdoni,"OR, AU",ACCIPITRIFORMES,Accipitridae,jerdonbaza
2550,Aviceda subcristata,AU,ACCIPITRIFORMES,Accipitridae,gråfotad baza
2551,Aviceda leuphotes,OR,ACCIPITRIFORMES,Accipitridae,svartbaza
2552,Henicopernis longicauda,AU,ACCIPITRIFORMES,Accipitridae,långstjärtad bivråk
2553,Henicopernis infuscatus,AU,ACCIPITRIFORMES,Accipitridae,svart bivråk
2554,Necrosyrtes monachus,AF,ACCIPITRIFORMES,Accipitridae,kappgam
2555,Gyps africanus,AF,ACCIPITRIFORMES,Accipitridae,vitryggig gam
2556,Gyps bengalensis,OR,ACCIPITRIFORMES,Accipitridae,bengalgam
2557,Gyps indicus,OR,ACCIPITRIFORMES,Accipitridae,indisk gam
2558,Gyps tenuirostris,OR,ACCIPITRIFORMES,Accipitridae,smalnäbbad gam
2559,Gyps rueppelli,AF,ACCIPITRIFORMES,Accipitridae,rüppellgam
2560,Gyps himalayensis,OR,ACCIPITRIFORMES,Accipitridae,snögam
2561,Gyps fulvus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,gåsgam
2562,Gyps coprotheres,AF,ACCIPITRIFORMES,Accipitridae,kapgam
2563,Sarcogyps calvus,OR,ACCIPITRIFORMES,Accipitridae,rödhuvad gam
2564,Trigonoceps occipitalis,AF,ACCIPITRIFORMES,Accipitridae,vithuvad gam
2565,Aegypius monachus,PAL,ACCIPITRIFORMES,Accipitridae,grågam
2566,Torgos tracheliotos,AF,ACCIPITRIFORMES,Accipitridae,örongam
2567,Spilornis cheela,OR,ACCIPITRIFORMES,Accipitridae,orienthjälmörn
2568,Spilornis klossi,OR,ACCIPITRIFORMES,Accipitridae,nikobarhjälmörn
2569,Spilornis kinabaluensis,OR,ACCIPITRIFORMES,Accipitridae,kinabaluhjälmörn
2570,Spilornis rufipectus,AU,ACCIPITRIFORMES,Accipitridae,sulawesihjälmörn
2571,Spilornis holospilus,OR,ACCIPITRIFORMES,Accipitridae,filippinhjälmörn
2572,Spilornis elgini,OR,ACCIPITRIFORMES,Accipitridae,andamanhjälmörn
2573,Pithecophaga jefferyi,OR,ACCIPITRIFORMES,Accipitridae,apörn
2574,Circaetus gallicus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,ormörn
2575,Circaetus beaudouini,AF,ACCIPITRIFORMES,Accipitridae,sahelormörn
2576,Circaetus pectoralis,AF,ACCIPITRIFORMES,Accipitridae,svartbröstad ormörn
2577,Circaetus cinereus,AF,ACCIPITRIFORMES,Accipitridae,brun ormörn
2578,Circaetus fasciolatus,AF,ACCIPITRIFORMES,Accipitridae,kustormörn
2579,Circaetus cinerascens,AF,ACCIPITRIFORMES,Accipitridae,flodormörn
2580,Dryotriorchis spectabilis,AF,ACCIPITRIFORMES,Accipitridae,kongoormörn
2581,Terathopius ecaudatus,AF,ACCIPITRIFORMES,Accipitridae,gycklarörn
2582,Macheiramphus alcinus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,fladdermusvråk
2583,Harpyopsis novaeguineae,AU,ACCIPITRIFORMES,Accipitridae,papuaörn
2584,Morphnus guianensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,amazonörn
2585,Harpia harpyja,"MA, SA",ACCIPITRIFORMES,Accipitridae,harpyja
2586,Stephanoaetus coronatus,AF,ACCIPITRIFORMES,Accipitridae,kronörn
2587,Nisaetus kelaarti,OR,ACCIPITRIFORMES,Accipitridae,ghatsörn
2588,Nisaetus nanus,OR,ACCIPITRIFORMES,Accipitridae,wallaceörn
2589,Nisaetus nipalensis,OR,ACCIPITRIFORMES,Accipitridae,bergörn
2590,Nisaetus alboniger,OR,ACCIPITRIFORMES,Accipitridae,sundaörn
2591,Nisaetus bartelsi,OR,ACCIPITRIFORMES,Accipitridae,javaörn
2592,Nisaetus lanceolatus,AU,ACCIPITRIFORMES,Accipitridae,sulawesiörn
2593,Nisaetus pinskeri,OR,ACCIPITRIFORMES,Accipitridae,mindanaoörn
2594,Nisaetus philippensis,OR,ACCIPITRIFORMES,Accipitridae,luzonörn
2595,Nisaetus cirrhatus,OR,ACCIPITRIFORMES,Accipitridae,orientörn
2596,Nisaetus floris,AU,ACCIPITRIFORMES,Accipitridae,floresörn
2597,Spizaetus tyrannus,"MA, SA",ACCIPITRIFORMES,Accipitridae,tyrannörn
2598,Spizaetus melanoleucus,"MA, SA",ACCIPITRIFORMES,Accipitridae,svartvit örn
2599,Spizaetus ornatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,praktörn
2600,Spizaetus isidori,SA,ACCIPITRIFORMES,Accipitridae,andinsk örn
2601,Lophotriorchis kienerii,"OR, AU",ACCIPITRIFORMES,Accipitridae,rödbukig örn
2602,Polemaetus bellicosus,AF,ACCIPITRIFORMES,Accipitridae,stridsörn
2603,Lophaetus occipitalis,AF,ACCIPITRIFORMES,Accipitridae,tofsörn
2604,Ictinaetus malaiensis,OR,ACCIPITRIFORMES,Accipitridae,svartörn
2605,Clanga hastata,OR,ACCIPITRIFORMES,Accipitridae,indisk skrikörn
2606,Clanga pomarina,PAL,ACCIPITRIFORMES,Accipitridae,mindre skrikörn
2607,Clanga clanga,PAL,ACCIPITRIFORMES,Accipitridae,större skrikörn
2608,Hieraaetus wahlbergi,AF,ACCIPITRIFORMES,Accipitridae,Wahlbergs örn
2609,Hieraaetus ayresii,AF,ACCIPITRIFORMES,Accipitridae,fläckörn
2610,Hieraaetus pennatus,PAL,ACCIPITRIFORMES,Accipitridae,dvärgörn
2611,Hieraaetus weiskei,AU,ACCIPITRIFORMES,Accipitridae,pygméörn
2612,Hieraaetus morphnoides,AU,ACCIPITRIFORMES,Accipitridae,småörn
2613,Aquila nipalensis,PAL,ACCIPITRIFORMES,Accipitridae,stäppörn
