,IOC,Breeding Range,Order,Family,Chinese (Traditional)
2338,Ephippiorhynchus asiaticus,"OR, AU",CICONIIFORMES,Ciconiidae,黑頸鸛
2339,Ciconia abdimii,AF,CICONIIFORMES,Ciconiidae,白腹鸛
2340,Ciconia episcopus,"OR, AU",CICONIIFORMES,Ciconiidae,白頸鸛
2341,Ciconia stormi,OR,CICONIIFORMES,Ciconiidae,史東氏鸛
2342,Ciconia nigra,"AF, PAL",CICONIIFORMES,Ciconiidae,黑鸛
2343,Ciconia maguari,SA,CICONIIFORMES,Ciconiidae,黑尾鸛
2344,Ciconia microscelis,AF,CICONIIFORMES,Ciconiidae,African Woolly-necked Stork
2345,Ciconia ciconia,"PAL, AF",CICONIIFORMES,Ciconiidae,白鸛
2346,Ciconia boyciana,PAL,CICONIIFORMES,Ciconiidae,東方白鸛
2347,Fregata aquila,AO,SULIFORMES,Fregatidae,亞欣森軍艦鳥
2348,Fregata andrewsi,IO,SULIFORMES,Fregatidae,白腹軍艦鳥
2349,Fregata magnificens,"AO, PO",SULIFORMES,Fregatidae,麗色軍艦鳥
2350,Fregata minor,TrO,SULIFORMES,Fregatidae,大軍艦鳥〔黑腹軍艦鳥〕
2351,Fregata ariel,TrO,SULIFORMES,Fregatidae,小軍艦鳥〔白斑軍艦鳥〕
2352,Morus bassanus,AO,SULIFORMES,Sulidae,北方鰹鳥〔憨鰹鳥〕
2353,Morus capensis,AF,SULIFORMES,Sulidae,南非鰹鳥
2354,Morus serrator,AU,SULIFORMES,Sulidae,澳洲鰹鳥
2355,Papasula abbotti,IO,SULIFORMES,Sulidae,粉嘴鰹鳥
2356,Sula nebouxii,PO,SULIFORMES,Sulidae,藍腳鰹鳥
2357,Sula variegata,SA,SULIFORMES,Sulidae,秘魯鰹鳥
2358,Sula dactylatra,TrO,SULIFORMES,Sulidae,藍臉鰹鳥
2359,Sula granti,PO,SULIFORMES,Sulidae,納茲卡鰹鳥
2360,Sula sula,TrO,SULIFORMES,Sulidae,紅腳鰹鳥
2361,Sula leucogaster,TrO,SULIFORMES,Sulidae,白腹鰹鳥
2362,Anhinga melanogaster,"OR, AU",SULIFORMES,Anhingidae,黑腹蛇鵜
2363,Anhinga rufa,"AF, PAL",SULIFORMES,Anhingidae,非洲蛇鵜〔紅蛇鵜〕
2364,Anhinga novaehollandiae,AU,SULIFORMES,Anhingidae,澳洲蛇鵜
2365,Anhinga anhinga,"NA, MA, SA",SULIFORMES,Anhingidae,美洲蛇鵜
2366,Microcarbo pygmaeus,PAL,SULIFORMES,Phalacrocoracidae,侏鸕鷀
2367,Microcarbo africanus,AF,SULIFORMES,Phalacrocoracidae,長尾鸕鷀
2368,Microcarbo coronatus,AF,SULIFORMES,Phalacrocoracidae,冠鸕鷀
2369,Microcarbo niger,OR,SULIFORMES,Phalacrocoracidae,黑頸鸕鷀〔小鸕鷀〕
2370,Microcarbo melanoleucos,AU,SULIFORMES,Phalacrocoracidae,小斑鸕鷀
2371,Poikilocarbo gaimardi,SA,SULIFORMES,Phalacrocoracidae,紅腿鸕鷀
2372,Urile penicillatus,"NA, MA",SULIFORMES,Phalacrocoracidae,阿拉斯加鸕鷀
2373,Urile urile,PO,SULIFORMES,Phalacrocoracidae,紅臉鸕鷀
2374,Urile pelagicus,PO,SULIFORMES,Phalacrocoracidae,海鸕鷀
2375,Phalacrocorax neglectus,AF,SULIFORMES,Phalacrocoracidae,堤鸕鷀
2376,Phalacrocorax nigrogularis,"PAL, AF",SULIFORMES,Phalacrocoracidae,黑喉鸕鷀
2377,Phalacrocorax featherstoni,AU,SULIFORMES,Phalacrocoracidae,皮特島鸕鷀
2378,Phalacrocorax punctatus,AU,SULIFORMES,Phalacrocoracidae,點斑鸕鷀
2379,Phalacrocorax fuscescens,AU,SULIFORMES,Phalacrocoracidae,黑臉鸕鷀
2380,Phalacrocorax varius,AU,SULIFORMES,Phalacrocoracidae,斑鸕鷀
2381,Phalacrocorax sulcirostris,"OR, AU",SULIFORMES,Phalacrocoracidae,小黑鸕鷀
2382,Phalacrocorax fuscicollis,OR,SULIFORMES,Phalacrocoracidae,印度鸕鷀
2383,Phalacrocorax capensis,AF,SULIFORMES,Phalacrocoracidae,南非鸕鷀
2384,Phalacrocorax capillatus,PAL,SULIFORMES,Phalacrocoracidae,丹氏鸕鷀〔日本鸕鷀，暗綠鸕鷀〕
2385,Phalacrocorax lucidus,AF,SULIFORMES,Phalacrocoracidae,白胸鸕鷀
2386,Phalacrocorax carbo,"PAL, AU, OR, NA, AF",SULIFORMES,Phalacrocoracidae,普通鸕鷀
2387,Gulosus aristotelis,"PAL, AF",SULIFORMES,Phalacrocoracidae,長冠鸕鷀
2388,Nannopterum harrisi,SA,SULIFORMES,Phalacrocoracidae,難飛鸕鷀
2389,Nannopterum brasilianum,"NA, MA, SA",SULIFORMES,Phalacrocoracidae,斑翅鸕鷀
2390,Nannopterum auritum,"NA, MA",SULIFORMES,Phalacrocoracidae,雙冠鸕鷀
2391,Leucocarbo magellanicus,SA,SULIFORMES,Phalacrocoracidae,岩鸕鷀
2392,Leucocarbo bougainvillii,SA,SULIFORMES,Phalacrocoracidae,南美鸕鷀
2393,Leucocarbo ranfurlyi,AU,SULIFORMES,Phalacrocoracidae,班提島鸕鷀
2394,Leucocarbo carunculatus,AU,SULIFORMES,Phalacrocoracidae,毛臉鸕鷀
2395,Leucocarbo onslowi,AU,SULIFORMES,Phalacrocoracidae,查坦島鸕鷀
2396,Leucocarbo chalconotus,AU,SULIFORMES,Phalacrocoracidae,銅色鸕鷀
2397,Leucocarbo stewarti,AU,SULIFORMES,Phalacrocoracidae,史都華島鸕鷀
2398,Leucocarbo colensoi,AU,SULIFORMES,Phalacrocoracidae,奧克蘭島鸕鷀
2399,Leucocarbo campbelli,AU,SULIFORMES,Phalacrocoracidae,粗臉鸕鷀〔坎培爾島鸕鷀〕
2400,Leucocarbo atriceps,SA,SULIFORMES,Phalacrocoracidae,藍眼鸕鷀
2401,Leucocarbo georgianus,SO,SULIFORMES,Phalacrocoracidae,南喬治亞鸕鷀
2402,Leucocarbo melanogenis,SO,SULIFORMES,Phalacrocoracidae,克羅塞鸕鷀
2403,Leucocarbo bransfieldensis,SO,SULIFORMES,Phalacrocoracidae,南極鸕鷀
2404,Leucocarbo verrucosus,IO,SULIFORMES,Phalacrocoracidae,克格連鸕鷀
2405,Leucocarbo nivalis,SO,SULIFORMES,Phalacrocoracidae,赫德島鸕鷀
2406,Leucocarbo purpurascens,SO,SULIFORMES,Phalacrocoracidae,麥夸利鸕鷀
2407,Threskiornis aethiopicus,AF,PELECANIFORMES,Threskiornithidae,埃及聖鹮〔非洲白鹮〕
2408,Threskiornis bernieri,AF,PELECANIFORMES,Threskiornithidae,馬達加斯加白鹮
2409,Threskiornis melanocephalus,OR,PELECANIFORMES,Threskiornithidae,黑頭白鹮
2410,Threskiornis molucca,AU,PELECANIFORMES,Threskiornithidae,澳洲白鹮
2411,Threskiornis spinicollis,AU,PELECANIFORMES,Threskiornithidae,蓑頸鹮
2412,Pseudibis papillosa,OR,PELECANIFORMES,Threskiornithidae,黑鹮〔紅枕黑鹮〕
2413,Pseudibis davisoni,OR,PELECANIFORMES,Threskiornithidae,白肩鹮〔東方黑鹮〕
2414,Pseudibis gigantea,OR,PELECANIFORMES,Threskiornithidae,巨黑鹮
2415,Geronticus eremita,AF,PELECANIFORMES,Threskiornithidae,隱鹮
2416,Geronticus calvus,AF,PELECANIFORMES,Threskiornithidae,禿鹮
2417,Nipponia nippon,PAL,PELECANIFORMES,Threskiornithidae,朱鹮
2418,Bostrychia olivacea,AF,PELECANIFORMES,Threskiornithidae,橄綠鹮
2419,Bostrychia bocagei,AF,PELECANIFORMES,Threskiornithidae,侏橄綠鹮〔聖多美橄綠鹮〕
2420,Bostrychia rara,AF,PELECANIFORMES,Threskiornithidae,點胸鹮
2421,Bostrychia hagedash,AF,PELECANIFORMES,Threskiornithidae,鳳頭鹮
2422,Bostrychia carunculata,AF,PELECANIFORMES,Threskiornithidae,肉垂鹮
2423,Theristicus caerulescens,SA,PELECANIFORMES,Threskiornithidae,鉛鹮
2424,Theristicus caudatus,SA,PELECANIFORMES,Threskiornithidae,黃頸鹮
2425,Theristicus melanopis,SA,PELECANIFORMES,Threskiornithidae,黑臉鹮
2426,Theristicus branickii,SA,PELECANIFORMES,Threskiornithidae,安地斯鹮
2427,Cercibis oxycerca,SA,PELECANIFORMES,Threskiornithidae,尖尾鹮
2428,Mesembrinibis cayennensis,"MA, SA",PELECANIFORMES,Threskiornithidae,綠鹮
2429,Phimosus infuscatus,SA,PELECANIFORMES,Threskiornithidae,裸臉鹮
2430,Eudocimus albus,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,美洲白鹮
2431,Eudocimus ruber,SA,PELECANIFORMES,Threskiornithidae,紅鹮
2432,Plegadis falcinellus,Worldwide but disjunctly,PELECANIFORMES,Threskiornithidae,彩鹮
2433,Plegadis chihi,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,白臉彩鹮
2434,Plegadis ridgwayi,SA,PELECANIFORMES,Threskiornithidae,普納高原彩鹮
2435,Lophotibis cristata,AF,PELECANIFORMES,Threskiornithidae,鬃冠鴞鹮
2436,Platalea leucorodia,"AF, PAL, OR",PELECANIFORMES,Threskiornithidae,白琵鷺
2437,Platalea minor,PAL,PELECANIFORMES,Threskiornithidae,黑面琵鷺
2438,Platalea alba,AF,PELECANIFORMES,Threskiornithidae,非洲琵鷺
2439,Platalea regia,AU,PELECANIFORMES,Threskiornithidae,大琵鷺
2440,Platalea flavipes,AU,PELECANIFORMES,Threskiornithidae,黃嘴琵鷺
2441,Platalea ajaja,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,粉紅琵鷺
2442,Zonerodius heliosylus,AU,PELECANIFORMES,Ardeidae,林鳽
2443,Tigriornis leucolopha,AF,PELECANIFORMES,Ardeidae,白冠虎斑鷺
2444,Tigrisoma lineatum,"MA, SA",PELECANIFORMES,Ardeidae,栗虎斑鷺
2445,Tigrisoma fasciatum,"MA, SA",PELECANIFORMES,Ardeidae,橫紋虎斑鷺
2446,Tigrisoma mexicanum,"MA, SA",PELECANIFORMES,Ardeidae,裸喉虎斑鷺
2447,Agamia agami,"MA, SA",PELECANIFORMES,Ardeidae,栗腹鷺
2448,Cochlearius cochlearius,"MA, SA",PELECANIFORMES,Ardeidae,船嘴鷺
2449,Zebrilus undulatus,SA,PELECANIFORMES,Ardeidae,波斑鷺
2450,Botaurus stellaris,PAL,PELECANIFORMES,Ardeidae,大麻鷺〔大麻鳽〕
2451,Botaurus poiciloptilus,AU,PELECANIFORMES,Ardeidae,褐麻鷺
2452,Botaurus pinnatus,"MA, SA",PELECANIFORMES,Ardeidae,大嘴麻鷺
2453,Ixobrychus involucris,SA,PELECANIFORMES,Ardeidae,紋背葦鳽
2454,Ixobrychus exilis,"NA, MA, SA",PELECANIFORMES,Ardeidae,姬葦鳽
2455,Ixobrychus minutus,"PAL, AF",PELECANIFORMES,Ardeidae,小葦鳽
2456,Ixobrychus dubius,AU,PELECANIFORMES,Ardeidae,黑背葦鳽
2457,Ixobrychus sinensis,"PAL, IO, OR",PELECANIFORMES,Ardeidae,黃小鷺〔黃葦鳽〕
2458,Ixobrychus eurhythmus,PAL,PELECANIFORMES,Ardeidae,秋小鷺〔紫背葦鳽〕
2459,Ixobrychus cinnamomeus,"OR, PAL",PELECANIFORMES,Ardeidae,栗小鷺〔栗葦鳽〕
2460,Ixobrychus sturmii,AF,PELECANIFORMES,Ardeidae,藍葦鳽
2461,Ixobrychus flavicollis,"OR, AU",PELECANIFORMES,Ardeidae,黃頸黑鷺〔黑鳽〕
2462,Gorsachius magnificus,OR,PELECANIFORMES,Ardeidae,海南虎斑鳽
2463,Gorsachius goisagi,PAL,PELECANIFORMES,Ardeidae,日本麻鷺〔栗頭虎斑鳽〕
2464,Gorsachius melanolophus,OR,PELECANIFORMES,Ardeidae,黑冠麻鷺〔黑冠虎斑鳽〕
2465,Gorsachius leuconotus,AF,PELECANIFORMES,Ardeidae,白背虎斑鳽
2466,Nycticorax nycticorax,Worldwide,PELECANIFORMES,Ardeidae,夜鷺
2467,Nycticorax caledonicus,AU,PELECANIFORMES,Ardeidae,棕夜鷺
2468,Nyctanassa violacea,"NA, MA, SA",PELECANIFORMES,Ardeidae,黃頂夜鷺
2469,Butorides virescens,"NA, MA",PELECANIFORMES,Ardeidae,小綠鷺
2470,Butorides sundevalli,SA,PELECANIFORMES,Ardeidae,加拉巴哥綠鷺
2471,Butorides striata,"SA, PAL, AF, AU",PELECANIFORMES,Ardeidae,綠蓑鷺〔綠鷺〕
2472,Ardeola ralloides,"PAL, AF",PELECANIFORMES,Ardeidae,黃池鷺
2473,Ardeola grayii,"PAL, OR",PELECANIFORMES,Ardeidae,印度池鷺
2474,Ardeola bacchus,OR,PELECANIFORMES,Ardeidae,池鷺〔亞洲池鷺〕
2475,Ardeola speciosa,OR,PELECANIFORMES,Ardeidae,爪哇池鷺
2476,Ardeola idae,AF,PELECANIFORMES,Ardeidae,馬達加斯加池鷺
2477,Ardeola rufiventris,AF,PELECANIFORMES,Ardeidae,棕腹池鷺
2478,Bubulcus ibis,"PAL, AF, NA, MA, SA",PELECANIFORMES,Ardeidae,西方牛背鷺〔西方黃頭鷺〕
2479,Bubulcus coromandus,OR,PELECANIFORMES,Ardeidae,東方牛背鷺〔東方黃頭鷺〕
2480,Ardea cinerea,"PAL, AF, OR",PELECANIFORMES,Ardeidae,蒼鷺
2481,Ardea herodias,"NA, MA",PELECANIFORMES,Ardeidae,大藍鷺
2482,Ardea cocoi,SA,PELECANIFORMES,Ardeidae,黑冠白頸鷺
2483,Ardea pacifica,AU,PELECANIFORMES,Ardeidae,白頸鷺
2484,Ardea melanocephala,AF,PELECANIFORMES,Ardeidae,黑頭鷺
2485,Ardea humbloti,AF,PELECANIFORMES,Ardeidae,馬達加斯加鷺
2486,Ardea insignis,OR,PELECANIFORMES,Ardeidae,白腹鷺
2487,Ardea sumatrana,"OR, AU",PELECANIFORMES,Ardeidae,大嘴鷺〔巨嘴鷺，烏灰鷺〕
2488,Ardea goliath,"AF, PAL",PELECANIFORMES,Ardeidae,巨鷺
2489,Ardea purpurea,"PAL, OR, AF",PELECANIFORMES,Ardeidae,紫鷺〔草鷺〕
2490,Ardea alba,"NA, SA, AF, PAL, OR, AU",PELECANIFORMES,Ardeidae,大白鷺
2491,Ardea intermedia,"OR, AF, AU",PELECANIFORMES,Ardeidae,藍嘴黑頂鷺
2492,Pilherodius pileatus,"MA, SA",PELECANIFORMES,Ardeidae,嘯鷺
2493,Syrigma sibilatrix,SA,PELECANIFORMES,Ardeidae,中白鷺
2494,Egretta picata,AU,PELECANIFORMES,Ardeidae,斑鷺
2495,Egretta novaehollandiae,AU,PELECANIFORMES,Ardeidae,白臉鷺
2496,Egretta rufescens,"NA, MA",PELECANIFORMES,Ardeidae,棕頸鷺
2497,Egretta ardesiaca,AF,PELECANIFORMES,Ardeidae,黑鷺
2498,Egretta vinaceigula,AF,PELECANIFORMES,Ardeidae,灰藍鷺
2499,Egretta tricolor,"NA, MA, SA",PELECANIFORMES,Ardeidae,三色鷺
2500,Egretta caerulea,"NA, MA, SA",PELECANIFORMES,Ardeidae,小藍鷺
2501,Egretta thula,"NA, MA, SA",PELECANIFORMES,Ardeidae,雪鷺
2502,Egretta garzetta,"PAL, AF, OR, AU",PELECANIFORMES,Ardeidae,小白鷺
2503,Egretta gularis,"AF, PAL, OR",PELECANIFORMES,Ardeidae,黃喉岩鷺
2504,Egretta dimorpha,AF,PELECANIFORMES,Ardeidae,礁鷺
2505,Egretta sacra,"OR, AU",PELECANIFORMES,Ardeidae,岩鷺
2506,Egretta eulophotes,PAL,PELECANIFORMES,Ardeidae,唐白鷺〔黃嘴白鷺〕
2507,Scopus umbretta,AF,PELECANIFORMES,Scopidae,錘頭鸛
2508,Balaeniceps rex,AF,PELECANIFORMES,Balaenicipitidae,鯨頭鸛
2509,Pelecanus onocrotalus,"PAL, AF",PELECANIFORMES,Pelecanidae,白鵜鶘
2510,Pelecanus rufescens,AF,PELECANIFORMES,Pelecanidae,粉紅背鵜鶘
2511,Pelecanus philippensis,OR,PELECANIFORMES,Pelecanidae,斑嘴鵜鶘〔灰鵜鶘〕
2512,Pelecanus crispus,PAL,PELECANIFORMES,Pelecanidae,卷羽鵜鶘
2513,Pelecanus conspicillatus,AU,PELECANIFORMES,Pelecanidae,澳洲鵜鶘
2514,Pelecanus occidentalis,"NA, MA, SA",PELECANIFORMES,Pelecanidae,褐鵜鶘
2515,Pelecanus thagus,SA,PELECANIFORMES,Pelecanidae,秘魯鵜鶘
2516,Opisthocomus hoazin,SA,OPISTHOCOMIFORMES,Opisthocomidae,麝雉
2517,Sarcoramphus papa,"MA, SA",ACCIPITRIFORMES,Cathartidae,王鷲
2518,Vultur gryphus,SA,ACCIPITRIFORMES,Cathartidae,康多兀鷲
2519,Coragyps atratus,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,黑美洲鷲
2520,Cathartes aura,"NA, MA, SA",ACCIPITRIFORMES,Cathartidae,紅頭美洲鷲
2521,Cathartes burrovianus,"MA, SA",ACCIPITRIFORMES,Cathartidae,小黃頭美洲鷲
2522,Cathartes melambrotus,SA,ACCIPITRIFORMES,Cathartidae,大黃頭美洲鷲
2523,Sagittarius serpentarius,AF,ACCIPITRIFORMES,Sagittariidae,蛇鷲
2524,Pandion haliaetus,Worldwide,ACCIPITRIFORMES,Pandionidae,西方魚鷹
2525,Elanus caeruleus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,黑翅鳶〔黑肩鳶〕
2526,Elanus axillaris,AU,ACCIPITRIFORMES,Accipitridae,黑肩鳶〔澳洲黑翅鳶〕
2527,Elanus leucurus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,白尾鳶
2528,Elanus scriptus,AU,ACCIPITRIFORMES,Accipitridae,紋翅鳶
2529,Gampsonyx swainsonii,SA,ACCIPITRIFORMES,Accipitridae,珠鳶
2530,Chelictinia riocourii,AF,ACCIPITRIFORMES,Accipitridae,叉尾鳶
2531,Polyboroides typus,AF,ACCIPITRIFORMES,Accipitridae,獵鷹
2532,Polyboroides radiatus,AF,ACCIPITRIFORMES,Accipitridae,馬達加斯加獵鷹
2533,Gypohierax angolensis,AF,ACCIPITRIFORMES,Accipitridae,棕櫚鷲
2534,Gypaetus barbatus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,鬍兀鷲
2535,Neophron percnopterus,"AF, PAL, OR",ACCIPITRIFORMES,Accipitridae,白兀鷲
2536,Eutriorchis astur,AF,ACCIPITRIFORMES,Accipitridae,馬達加斯加蛇鵰1950滅絕?
2537,Leptodon cayanensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,灰頭鳶
2538,Leptodon forbesi,SA,ACCIPITRIFORMES,Accipitridae,白領鳶
2539,Chondrohierax uncinatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,鉤嘴鳶
2540,Pernis apivorus,PAL,ACCIPITRIFORMES,Accipitridae,西方蜂鷹
2541,Pernis ptilorhynchus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,東方蜂鷹〔蜂鷹〕
2542,Pernis celebensis,AU,ACCIPITRIFORMES,Accipitridae,橫斑蜂鷹
2543,Pernis steerei,OR,ACCIPITRIFORMES,Accipitridae,菲律賓蜂鷹
2544,Elanoides forficatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,燕尾鳶
2545,Lophoictinia isura,AU,ACCIPITRIFORMES,Accipitridae,方尾鳶
2546,Hamirostra melanosternon,AU,ACCIPITRIFORMES,Accipitridae,黑胸鉤嘴鳶
2547,Aviceda cuculoides,AF,ACCIPITRIFORMES,Accipitridae,西非鵑隼
2548,Aviceda madagascariensis,AF,ACCIPITRIFORMES,Accipitridae,馬達加斯加鵑隼
2549,Aviceda jerdoni,"OR, AU",ACCIPITRIFORMES,Accipitridae,褐冠鵑隼
2550,Aviceda subcristata,AU,ACCIPITRIFORMES,Accipitridae,鳳頭鵑隼
2551,Aviceda leuphotes,OR,ACCIPITRIFORMES,Accipitridae,黑冠鵑隼
2552,Henicopernis longicauda,AU,ACCIPITRIFORMES,Accipitridae,長尾鵟
2553,Henicopernis infuscatus,AU,ACCIPITRIFORMES,Accipitridae,黑長尾鵟
2554,Necrosyrtes monachus,AF,ACCIPITRIFORMES,Accipitridae,頭巾兀鷲
2555,Gyps africanus,AF,ACCIPITRIFORMES,Accipitridae,白背兀鷲
2556,Gyps bengalensis,OR,ACCIPITRIFORMES,Accipitridae,白腰兀鷲
2557,Gyps indicus,OR,ACCIPITRIFORMES,Accipitridae,長嘴兀鷲
2558,Gyps tenuirostris,OR,ACCIPITRIFORMES,Accipitridae,細嘴兀鷲
2559,Gyps rueppelli,AF,ACCIPITRIFORMES,Accipitridae,黑白兀鷲
2560,Gyps himalayensis,OR,ACCIPITRIFORMES,Accipitridae,高山兀鷲
2561,Gyps fulvus,"AF, PAL",ACCIPITRIFORMES,Accipitridae,兀鷲
2562,Gyps coprotheres,AF,ACCIPITRIFORMES,Accipitridae,南非兀鷲
2563,Sarcogyps calvus,OR,ACCIPITRIFORMES,Accipitridae,黑兀鷲
2564,Trigonoceps occipitalis,AF,ACCIPITRIFORMES,Accipitridae,白頭鷲
2565,Aegypius monachus,PAL,ACCIPITRIFORMES,Accipitridae,禿鷲
2566,Torgos tracheliotos,AF,ACCIPITRIFORMES,Accipitridae,縐臉兀鷲
2567,Spilornis cheela,OR,ACCIPITRIFORMES,Accipitridae,大冠鷲〔蛇鵰〕
2568,Spilornis klossi,OR,ACCIPITRIFORMES,Accipitridae,尼科巴蛇鵰〔大尼科巴蛇鵰〕
2569,Spilornis kinabaluensis,OR,ACCIPITRIFORMES,Accipitridae,山蛇鵰
2570,Spilornis rufipectus,AU,ACCIPITRIFORMES,Accipitridae,蘇拉威西蛇鵰
2571,Spilornis holospilus,OR,ACCIPITRIFORMES,Accipitridae,菲律賓蛇鵰
2572,Spilornis elgini,OR,ACCIPITRIFORMES,Accipitridae,安達曼蛇鵰
2573,Pithecophaga jefferyi,OR,ACCIPITRIFORMES,Accipitridae,食猿鵰
2574,Circaetus gallicus,"PAL, OR",ACCIPITRIFORMES,Accipitridae,短趾鵰
2575,Circaetus beaudouini,AF,ACCIPITRIFORMES,Accipitridae,波多氏短趾鵰
2576,Circaetus pectoralis,AF,ACCIPITRIFORMES,Accipitridae,黑胸短趾鵰
2577,Circaetus cinereus,AF,ACCIPITRIFORMES,Accipitridae,棕短趾鵰
2578,Circaetus fasciolatus,AF,ACCIPITRIFORMES,Accipitridae,斑短趾鵰
2579,Circaetus cinerascens,AF,ACCIPITRIFORMES,Accipitridae,小斑短趾鵰
2580,Dryotriorchis spectabilis,AF,ACCIPITRIFORMES,Accipitridae,剛果蛇鵰
2581,Terathopius ecaudatus,AF,ACCIPITRIFORMES,Accipitridae,短尾鵰
2582,Macheiramphus alcinus,"AF, OR, AU",ACCIPITRIFORMES,Accipitridae,蝠鳶
2583,Harpyopsis novaeguineae,AU,ACCIPITRIFORMES,Accipitridae,新幾內亞角鵰
2584,Morphnus guianensis,"MA, SA",ACCIPITRIFORMES,Accipitridae,冠鵰
2585,Harpia harpyja,"MA, SA",ACCIPITRIFORMES,Accipitridae,角鵰
2586,Stephanoaetus coronatus,AF,ACCIPITRIFORMES,Accipitridae,冕鷹鵰
2587,Nisaetus kelaarti,OR,ACCIPITRIFORMES,Accipitridae,萊氏角鷹
2588,Nisaetus nanus,OR,ACCIPITRIFORMES,Accipitridae,小鷹鵰
2589,Nisaetus nipalensis,OR,ACCIPITRIFORMES,Accipitridae,熊鷹〔赫氏角鷹〕
2590,Nisaetus alboniger,OR,ACCIPITRIFORMES,Accipitridae,馬來鷹鵰
2591,Nisaetus bartelsi,OR,ACCIPITRIFORMES,Accipitridae,爪哇鷹鵰
2592,Nisaetus lanceolatus,AU,ACCIPITRIFORMES,Accipitridae,蘇拉威西鷹鵰
2593,Nisaetus pinskeri,OR,ACCIPITRIFORMES,Accipitridae,平斯克氏鷹鵰
2594,Nisaetus philippensis,OR,ACCIPITRIFORMES,Accipitridae,菲律賓鷹鵰
2595,Nisaetus cirrhatus,OR,ACCIPITRIFORMES,Accipitridae,冠鷹鵰
2596,Nisaetus floris,AU,ACCIPITRIFORMES,Accipitridae,弗羅勒斯鳳頭鷹鵰
2597,Spizaetus tyrannus,"MA, SA",ACCIPITRIFORMES,Accipitridae,黑鷹鵰
2598,Spizaetus melanoleucus,"MA, SA",ACCIPITRIFORMES,Accipitridae,黑白鷹鵰
2599,Spizaetus ornatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,飾冠鷹鵰
2600,Spizaetus isidori,SA,ACCIPITRIFORMES,Accipitridae,黑栗鷹鵰
2601,Lophotriorchis kienerii,"OR, AU",ACCIPITRIFORMES,Accipitridae,棕腹隼鵰
2602,Polemaetus bellicosus,AF,ACCIPITRIFORMES,Accipitridae,猛鵰
2603,Lophaetus occipitalis,AF,ACCIPITRIFORMES,Accipitridae,長冠鵰
2604,Ictinaetus malaiensis,OR,ACCIPITRIFORMES,Accipitridae,林鵰
2605,Clanga hastata,OR,ACCIPITRIFORMES,Accipitridae,印度烏鵰
2606,Clanga pomarina,PAL,ACCIPITRIFORMES,Accipitridae,小烏鵰
2607,Clanga clanga,PAL,ACCIPITRIFORMES,Accipitridae,花鵰〔大烏鵰〕
2608,Hieraaetus wahlbergi,AF,ACCIPITRIFORMES,Accipitridae,細嘴鵰
2609,Hieraaetus ayresii,AF,ACCIPITRIFORMES,Accipitridae,艾氏鵰
2610,Hieraaetus pennatus,PAL,ACCIPITRIFORMES,Accipitridae,靴鵰
2611,Hieraaetus weiskei,AU,ACCIPITRIFORMES,Accipitridae,新幾內亞小鵰
2612,Hieraaetus morphnoides,AU,ACCIPITRIFORMES,Accipitridae,小鵰
2613,Aquila nipalensis,PAL,ACCIPITRIFORMES,Accipitridae,歐亞草原鵰
2614,Aquila rapax,AF,ACCIPITRIFORMES,Accipitridae,草原鵰
2615,Aquila adalberti,PAL,ACCIPITRIFORMES,Accipitridae,亞德氏鵰
2616,Aquila heliaca,PAL,ACCIPITRIFORMES,Accipitridae,白肩鵰
2617,Aquila chrysaetos,"NA, MA, PAL",ACCIPITRIFORMES,Accipitridae,金鵰
2618,Aquila africana,AF,ACCIPITRIFORMES,Accipitridae,叫鷹鵰〔卡辛氏鷹鵰〕
2619,Aquila audax,AU,ACCIPITRIFORMES,Accipitridae,楔尾鵰
2620,Aquila gurneyi,AU,ACCIPITRIFORMES,Accipitridae,格尼氏鵰
2621,Aquila verreauxii,AF,ACCIPITRIFORMES,Accipitridae,黑鵰
2622,Aquila fasciata,"PAL, OR",ACCIPITRIFORMES,Accipitridae,白腹鵰
2623,Aquila spilogaster,AF,ACCIPITRIFORMES,Accipitridae,非洲鷹鵰
2624,Harpagus bidentatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,雙齒鷹
2625,Harpagus diodon,SA,ACCIPITRIFORMES,Accipitridae,棕腿齒鷹
2626,Kaupifalco monogrammicus,AF,ACCIPITRIFORMES,Accipitridae,蜥鵟
2627,Micronisus gabar,AF,ACCIPITRIFORMES,Accipitridae,紅臉歌鷹
2628,Melierax metabates,AF,ACCIPITRIFORMES,Accipitridae,暗灰紅臉歌鷹
2629,Melierax poliopterus,AF,ACCIPITRIFORMES,Accipitridae,歌鷹
2630,Melierax canorus,AF,ACCIPITRIFORMES,Accipitridae,淡色歌鷹
2631,Urotriorchis macrourus,AF,ACCIPITRIFORMES,Accipitridae,非洲長尾鷹
