,IOC,Breeding Range,Order,Family,Turkish
1810,Turnix ocellatus,OR,CHARADRIIFORMES,Turnicidae,Benekli Bıldırcınyelvesi
1811,Turnix suscitator,OR,CHARADRIIFORMES,Turnicidae,Karaca Bıldırcınyelvesi
1812,Turnix nigricollis,AF,CHARADRIIFORMES,Turnicidae,Kara Boğazlı Bıldırcınyelvesi
1813,Turnix melanogaster,AU,CHARADRIIFORMES,Turnicidae,Kara Göğüslü Bıldırcınyelvesi
1814,Turnix castanotus,AU,CHARADRIIFORMES,Turnicidae,Kestane Sırtlı Bıldırcınyelvesi
1815,Turnix olivii,AU,CHARADRIIFORMES,Turnicidae,Robinson Bıldırcınyelvesi
1816,Turnix varius,AU,CHARADRIIFORMES,Turnicidae,Boyalı Bıldırcınyelvesi
1817,Turnix worcesteri,OR,CHARADRIIFORMES,Turnicidae,Luzon Bıldırcınyelvesi
1818,Turnix everetti,AU,CHARADRIIFORMES,Turnicidae,Sumba Bıldırcınyelvesi
1819,Turnix pyrrhothorax,AU,CHARADRIIFORMES,Turnicidae,Kızıl Göğüslü Bıldırcınyelvesi
1820,Turnix velox,AU,CHARADRIIFORMES,Turnicidae,Avustralya Bıldırcınyelvesi
1821,Ortyxelos meiffrenii,AF,CHARADRIIFORMES,Turnicidae,Toygarkılavuzu
1822,Burhinus oedicnemus,PAL,CHARADRIIFORMES,Burhinidae,Kocagöz
1823,Burhinus indicus,OR,CHARADRIIFORMES,Burhinidae,Hint Kocagözü
1824,Burhinus senegalensis,AF,CHARADRIIFORMES,Burhinidae,Nil Kocagözü
1825,Burhinus vermiculatus,AF,CHARADRIIFORMES,Burhinidae,Su Kocagözü
1826,Burhinus capensis,AF,CHARADRIIFORMES,Burhinidae,Benekli Kocagöz
1827,Burhinus bistriatus,"MA, SA",CHARADRIIFORMES,Burhinidae,Kaşlı Kocagöz
1828,Burhinus superciliaris,SA,CHARADRIIFORMES,Burhinidae,Peru Kocagözü
1829,Burhinus grallarius,AU,CHARADRIIFORMES,Burhinidae,Uzun Kuyruklu Kocagöz
1830,Esacus recurvirostris,OR,CHARADRIIFORMES,Burhinidae,Kıyı Kocagözü
1831,Esacus magnirostris,"OR, AU",CHARADRIIFORMES,Burhinidae,Resif Kocagözü
1832,Chionis albus,AN,CHARADRIIFORMES,Chionidae,Ak Kıngaga
1833,Chionis minor,IO,CHARADRIIFORMES,Chionidae,Kara Yüzlü Kıngaga
1834,Pluvianellus socialis,SA,CHARADRIIFORMES,Pluvianellidae,Macellan Cılıbıtı
1835,Haematopus leucopodus,SA,CHARADRIIFORMES,Haematopodidae,Macellan Poyrazkuşu
1836,Haematopus ater,SA,CHARADRIIFORMES,Haematopodidae,Amerika Kara Poyrazkuşu
1837,Haematopus bachmani,"NA, MA",CHARADRIIFORMES,Haematopodidae,Kara Poyrazkuşu
1838,Haematopus palliatus,"NA, MA, SA",CHARADRIIFORMES,Haematopodidae,Amerika Poyrazkuşu
1839,Haematopus moquini,AF,CHARADRIIFORMES,Haematopodidae,Afrika Poyrazkuşu
1840,Haematopus ostralegus,PAL,CHARADRIIFORMES,Haematopodidae,Poyrazkuşu
1841,Haematopus finschi,AU,CHARADRIIFORMES,Haematopodidae,Güney Adası Poyrazkuşu
1842,Haematopus longirostris,AU,CHARADRIIFORMES,Haematopodidae,Avustralya Poyrazkuşu
1843,Haematopus unicolor,AU,CHARADRIIFORMES,Haematopodidae,Yeni Zelanda Kara Poyrazkuşu
1844,Haematopus chathamensis,AU,CHARADRIIFORMES,Haematopodidae,Chatham Poyrazkuşu
1845,Haematopus fuliginosus,AU,CHARADRIIFORMES,Haematopodidae,Avustralya Kara Poyrazkuşu
1846,Ibidorhyncha struthersii,PAL,CHARADRIIFORMES,Ibidorhynchidae,Aynakgaga
1847,Himantopus himantopus,"PAL, AF, OR",CHARADRIIFORMES,Recurvirostridae,Uzunbacak
1848,Himantopus leucocephalus,"OR, AU",CHARADRIIFORMES,Recurvirostridae,Ak Başlı Uzunbacak
1849,Himantopus mexicanus,"NA, MA, SA, PO",CHARADRIIFORMES,Recurvirostridae,Maskeli Uzunbacak
1850,Himantopus melanurus,SA,CHARADRIIFORMES,Recurvirostridae,White-backed Stilt
1851,Himantopus novaezelandiae,AU,CHARADRIIFORMES,Recurvirostridae,Kara Uzunbacak
1852,Cladorhynchus leucocephalus,AU,CHARADRIIFORMES,Recurvirostridae,Kuşaklı Uzunbacak
1853,Recurvirostra avosetta,"AF, PAL",CHARADRIIFORMES,Recurvirostridae,Kılıçgaga
1854,Recurvirostra americana,"NA, MA",CHARADRIIFORMES,Recurvirostridae,Kızıl Kılıçgaga
1855,Recurvirostra novaehollandiae,AU,CHARADRIIFORMES,Recurvirostridae,Kızıl Boyunlu Kılıçgaga
1856,Recurvirostra andina,SA,CHARADRIIFORMES,Recurvirostridae,And Kılıçgagası
1857,Vanellus vanellus,PAL,CHARADRIIFORMES,Charadriidae,Kızkuşu
1858,Vanellus crassirostris,AF,CHARADRIIFORMES,Charadriidae,Uzun Parmaklı Kızkuşu
1859,Vanellus armatus,AF,CHARADRIIFORMES,Charadriidae,Zırhlı Kızkuşu
1860,Vanellus spinosus,"PAL, AF",CHARADRIIFORMES,Charadriidae,Mahmuzlu Kızkuşu
1861,Vanellus duvaucelii,OR,CHARADRIIFORMES,Charadriidae,Nehir Kızkuşu
1862,Vanellus tectus,AF,CHARADRIIFORMES,Charadriidae,Kara Tepeli Kızkuşu
1863,Vanellus malabaricus,OR,CHARADRIIFORMES,Charadriidae,Sarı İbikli Kızkuşu
1864,Vanellus albiceps,AF,CHARADRIIFORMES,Charadriidae,Ak Tepeli Kızkuşu
1865,Vanellus lugubris,AF,CHARADRIIFORMES,Charadriidae,Mahzun Kızkuşu
1866,Vanellus melanopterus,AF,CHARADRIIFORMES,Charadriidae,Kara Kanatlı Kızkuşu
1867,Vanellus coronatus,AF,CHARADRIIFORMES,Charadriidae,Taçlı Kızkuşu
1868,Vanellus senegallus,AF,CHARADRIIFORMES,Charadriidae,Afrika Kızkuşu
1869,Vanellus melanocephalus,AF,CHARADRIIFORMES,Charadriidae,Benekli Kızkuşu
1870,Vanellus superciliosus,AF,CHARADRIIFORMES,Charadriidae,Kızıl Kuşaklı Kızkuşu
1871,Vanellus cinereus,PAL,CHARADRIIFORMES,Charadriidae,Gri Başlı Kızkuşu
1872,Vanellus indicus,OR,CHARADRIIFORMES,Charadriidae,Büyük Kızkuşu
1873,Vanellus tricolor,AU,CHARADRIIFORMES,Charadriidae,Alaca Kızkuşu
1874,Vanellus miles,AU,CHARADRIIFORMES,Charadriidae,Miğferli Kızkuşu
1875,Vanellus gregarius,PAL,CHARADRIIFORMES,Charadriidae,Sürmeli Kızkuşu
1876,Vanellus leucurus,PAL,CHARADRIIFORMES,Charadriidae,Ak Kuyruklu Kızkuşu
1877,Vanellus chilensis,"MA, SA",CHARADRIIFORMES,Charadriidae,Şili Kızkuşu
1878,Vanellus resplendens,SA,CHARADRIIFORMES,Charadriidae,And Kızkuşu
1879,Erythrogonys cinctus,AU,CHARADRIIFORMES,Charadriidae,Kara Kuşaklı Cılıbıt
1880,Peltohyas australis,AU,CHARADRIIFORMES,Charadriidae,Karasal Cılıbıt
1881,Anarhynchus frontalis,AU,CHARADRIIFORMES,Charadriidae,Eğri Gagalı Cılıbıt
1882,Pluvialis apricaria,PAL,CHARADRIIFORMES,Charadriidae,Altın Yağmurcun
1883,Pluvialis fulva,PAL,CHARADRIIFORMES,Charadriidae,Küçük Altın Yağmurcun
1884,Pluvialis squatarola,"NA, PAL",CHARADRIIFORMES,Charadriidae,Gümüş Yağmurcun
1885,Charadrius obscurus,AU,CHARADRIIFORMES,Charadriidae,Yeni Zelanda Cılıbıtı
1886,Charadrius hiaticula,PAL,CHARADRIIFORMES,Charadriidae,Halkalı Cılıbıt
1887,Charadrius placidus,PAL,CHARADRIIFORMES,Charadriidae,Sakin Cılıbıt
1888,Charadrius dubius,"PAL, OR",CHARADRIIFORMES,Charadriidae,Halkalı Küçük Cılıbıt
1889,Charadrius wilsonia,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,Kıyı Cılıbıtı
1890,Charadrius vociferus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,Çayır Cılıbıtı
1891,Charadrius thoracicus,AF,CHARADRIIFORMES,Charadriidae,Madagaskar Cılıbıtı
1892,Charadrius pecuarius,AF,CHARADRIIFORMES,Charadriidae,Nil Cılıbıtı
1893,Charadrius sanctaehelenae,AO,CHARADRIIFORMES,Charadriidae,Saint Helena Cılıbıtı
1894,Charadrius tricollaris,AF,CHARADRIIFORMES,Charadriidae,Takkeli Cılıbıt
1895,Charadrius forbesi,AF,CHARADRIIFORMES,Charadriidae,Forbes Cılıbıtı
1896,Charadrius marginatus,AF,CHARADRIIFORMES,Charadriidae,Ak Alınlı Cılıbıt
1897,Charadrius alexandrinus,"PAL, AF, OR",CHARADRIIFORMES,Charadriidae,Akça Cılıbıt
1898,Charadrius dealbatus,OR,CHARADRIIFORMES,Charadriidae,Ak Yüzlü Cılıbıtı
1899,Charadrius nivosus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,Karlı Cılıbıt
1900,Charadrius javanicus,OR,CHARADRIIFORMES,Charadriidae,Cava Cılıbıtı
1901,Charadrius ruficapillus,AU,CHARADRIIFORMES,Charadriidae,Kızıl Takkeli Cılıbıt
1902,Charadrius peronii,OR,CHARADRIIFORMES,Charadriidae,Malay Cılıbıtı
1903,Charadrius pallidus,AF,CHARADRIIFORMES,Charadriidae,Tuzcul Cılıbıt
1904,Charadrius collaris,"MA, SA",CHARADRIIFORMES,Charadriidae,Yakalı Cılıbıt
1905,Charadrius alticola,SA,CHARADRIIFORMES,Charadriidae,Puna Cılıbıtı
1906,Charadrius falklandicus,SA,CHARADRIIFORMES,Charadriidae,Falkland Cılıbıtı
1907,Charadrius bicinctus,AU,CHARADRIIFORMES,Charadriidae,Çift Kuşaklı Cılıbıt
1908,Charadrius leschenaultii,PAL,CHARADRIIFORMES,Charadriidae,Büyük Cılıbıt
1909,Charadrius mongolus,PAL,CHARADRIIFORMES,Charadriidae,Moğol Cılıbıtı
1910,Charadrius atrifrons,PAL,CHARADRIIFORMES,Charadriidae,Tibetan Sand Plover
1911,Charadrius asiaticus,PAL,CHARADRIIFORMES,Charadriidae,Doğu Cılıbıtı
1912,Charadrius veredus,PAL,CHARADRIIFORMES,Charadriidae,Kınalı Cılıbıt
1913,Charadrius morinellus,PAL,CHARADRIIFORMES,Charadriidae,Dağ Cılıbıtı
1914,Charadrius modestus,SA,CHARADRIIFORMES,Charadriidae,Kızıl Göğüslü Cılıbıt
1915,Thinornis cucullatus,AU,CHARADRIIFORMES,Charadriidae,Kara Başlı Cılıbıt
1916,Thinornis novaeseelandiae,AU,CHARADRIIFORMES,Charadriidae,Chatham Cılıbıtı
1917,Elseyornis melanops,AU,CHARADRIIFORMES,Charadriidae,Kara Yüzlü Cılıbıt
1918,Oreopholus ruficollis,SA,CHARADRIIFORMES,Charadriidae,Kızıl Gerdanlı Cılıbıt
1919,Phegornis mitchellii,SA,CHARADRIIFORMES,Charadriidae,And Cılıbıtı
1920,Hoploxypterus cayanus,SA,CHARADRIIFORMES,Charadriidae,Cayena Kızkuşu
1921,Pluvianus aegyptius,AF,CHARADRIIFORMES,Pluvianidae,Timsahkuşu
1922,Rostratula benghalensis,"AF, OR",CHARADRIIFORMES,Rostratulidae,Boyalıçulluk
1923,Rostratula australis,AU,CHARADRIIFORMES,Rostratulidae,Avustralya Boyalıçulluğu
1924,Nycticryphes semicollaris,SA,CHARADRIIFORMES,Rostratulidae,Güney Amerika Boyalıçulluğu
1925,Microparra capensis,AF,CHARADRIIFORMES,Jacanidae,Küçük Jakana
1926,Actophilornis africanus,AF,CHARADRIIFORMES,Jacanidae,Afrika Jakanası
1927,Actophilornis albinucha,AF,CHARADRIIFORMES,Jacanidae,Madagaskar Jakanası
1928,Irediparra gallinacea,AU,CHARADRIIFORMES,Jacanidae,İbikli Jakana
1929,Hydrophasianus chirurgus,OR,CHARADRIIFORMES,Jacanidae,Sülün Kuyruklu Jakana
1930,Metopidius indicus,OR,CHARADRIIFORMES,Jacanidae,Bronz Kanatlı Jakana
1931,Jacana spinosa,MA,CHARADRIIFORMES,Jacanidae,Sarı Alınlı Jakana
1932,Jacana jacana,SA,CHARADRIIFORMES,Jacanidae,Kırmızı Alınlı Jakana
1933,Pedionomus torquatus,AU,CHARADRIIFORMES,Pedionomidae,Bıldırcıngöçebesi
1934,Attagis gayi,SA,CHARADRIIFORMES,Thinocoridae,Kızıl Karınlı Tohumçulluğu
1935,Attagis malouinus,SA,CHARADRIIFORMES,Thinocoridae,Ak Karınlı Tohumçulluğu
1936,Thinocorus orbignyianus,SA,CHARADRIIFORMES,Thinocoridae,Gri Göğüslü Tohumçulluğu
1937,Thinocorus rumicivorus,SA,CHARADRIIFORMES,Thinocoridae,Küçük Tohumçulluğu
1938,Numenius phaeopus,PAL,CHARADRIIFORMES,Scolopacidae,Sürmeli Kervançulluğu
1939,Numenius minutus,PAL,CHARADRIIFORMES,Scolopacidae,Küçük Kervançulluğu
1940,Numenius madagascariensis,PAL,CHARADRIIFORMES,Scolopacidae,Uzakdoğulu Kervançulluğu
1941,Numenius tenuirostris,PAL,CHARADRIIFORMES,Scolopacidae,İnce Gagalı Kervançulluğu
1942,Numenius arquata,PAL,CHARADRIIFORMES,Scolopacidae,Kervançulluğu
1943,Limosa lapponica,PAL,CHARADRIIFORMES,Scolopacidae,Kıyı Çamurçulluğu
1944,Limosa limosa,PAL,CHARADRIIFORMES,Scolopacidae,Çamurçulluğu
1945,Arenaria interpres,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Taşçeviren
1946,Prosobonia parvirostris,PO,CHARADRIIFORMES,Scolopacidae,Tuamotu Kumkuşu
1947,Calidris tenuirostris,PAL,CHARADRIIFORMES,Scolopacidae,Benekli Kumkuşu
1948,Calidris canutus,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Büyük Kumkuşu
1949,Calidris pugnax,PAL,CHARADRIIFORMES,Scolopacidae,Döğüşkenkuş
1950,Calidris falcinellus,PAL,CHARADRIIFORMES,Scolopacidae,Sürmeli Kumkuşu
1951,Calidris acuminata,PAL,CHARADRIIFORMES,Scolopacidae,Kıl Kuyruklu Kumkuşu
1952,Calidris ferruginea,PAL,CHARADRIIFORMES,Scolopacidae,Kızıl Kumkuşu
1953,Calidris temminckii,PAL,CHARADRIIFORMES,Scolopacidae,Sarı Bacaklı Kumkuşu
1954,Calidris subminuta,PAL,CHARADRIIFORMES,Scolopacidae,Uzun Parmaklı Kumkuşu
1955,Calidris pygmaea,PAL,CHARADRIIFORMES,Scolopacidae,Kaşık Gagalı Kumkuşu
1956,Calidris ruficollis,PAL,CHARADRIIFORMES,Scolopacidae,Kızıl Boyunlu Kumkuşu
1957,Calidris alba,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Ak Kumkuşu
1958,Calidris alpina,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Kara Karınlı Kumkuşu
1959,Calidris ptilocnemis,"PAL, NA",CHARADRIIFORMES,Scolopacidae,Kaya Kumkuşu
1960,Calidris maritima,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Mor Kumkuşu
1961,Calidris bairdii,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Uzun Kanatlı Kumkuşu
1962,Calidris minuta,PAL,CHARADRIIFORMES,Scolopacidae,Küçük Kumkuşu
1963,Calidris subruficollis,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Çayırkoşarı
1964,Calidris melanotos,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Çizgili Kumkuşu
1965,Calidris pusilla,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Perdeli Kumkuşu
1966,Calidris mauri,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Alaska Kumkuşu
1967,Limnodromus semipalmatus,PAL,CHARADRIIFORMES,Scolopacidae,Asya Ak Sırtlı Suçulluğu
1968,Limnodromus scolopaceus,"PAL, NA",CHARADRIIFORMES,Scolopacidae,Uzun Gagalı Suçulluğu
1969,Scolopax rusticola,PAL,CHARADRIIFORMES,Scolopacidae,Çulluk
1970,Scolopax mira,PAL,CHARADRIIFORMES,Scolopacidae,Amami Çulluğu
1971,Scolopax saturata,OR,CHARADRIIFORMES,Scolopacidae,Cava Çulluğu
1972,Scolopax rosenbergii,AU,CHARADRIIFORMES,Scolopacidae,Yeni Gine Çulluğu
1973,Scolopax bukidnonensis,OR,CHARADRIIFORMES,Scolopacidae,Bukidnon Çulluğu
1974,Scolopax celebensis,AU,CHARADRIIFORMES,Scolopacidae,Selebes Çulluğu
1975,Scolopax rochussenii,AU,CHARADRIIFORMES,Scolopacidae,Maluku Çulluğu
1976,Coenocorypha pusilla,AU,CHARADRIIFORMES,Scolopacidae,Chatham Çulluğu
1977,Coenocorypha huegeli,AU,CHARADRIIFORMES,Scolopacidae,Snares Adası Çulluğu
1978,Coenocorypha aucklandica,AU,CHARADRIIFORMES,Scolopacidae,Aukland Çulluğu
1979,Lymnocryptes minimus,PAL,CHARADRIIFORMES,Scolopacidae,Küçük Suçulluğu
1980,Gallinago solitaria,PAL,CHARADRIIFORMES,Scolopacidae,Kehribar Göğüslü Suçulluğu
1981,Gallinago hardwickii,PAL,CHARADRIIFORMES,Scolopacidae,Japon Suçulluğu
1982,Gallinago nemoricola,OR,CHARADRIIFORMES,Scolopacidae,Orman Suçulluğu
1983,Gallinago stenura,PAL,CHARADRIIFORMES,Scolopacidae,Sibirya Suçulluğu
1984,Gallinago megala,PAL,CHARADRIIFORMES,Scolopacidae,Baykal Suçulluğu
1985,Gallinago nigripennis,AF,CHARADRIIFORMES,Scolopacidae,Afrika Suçulluğu
1986,Gallinago macrodactyla,AF,CHARADRIIFORMES,Scolopacidae,Madagaskar Suçulluğu
1987,Gallinago media,PAL,CHARADRIIFORMES,Scolopacidae,Büyük Suçulluğu
1988,Gallinago gallinago,PAL,CHARADRIIFORMES,Scolopacidae,Suçulluğu
1989,Gallinago paraguaiae,SA,CHARADRIIFORMES,Scolopacidae,Paraguay Suçulluğu
1990,Gallinago magellanica,SA,CHARADRIIFORMES,Scolopacidae,Magellan Suçulluğu
1991,Gallinago andina,SA,CHARADRIIFORMES,Scolopacidae,Puna Çulluğu
1992,Gallinago nobilis,SA,CHARADRIIFORMES,Scolopacidae,Has Çulluk
1993,Gallinago undulata,SA,CHARADRIIFORMES,Scolopacidae,Büyük Çulluk
1994,Gallinago stricklandii,SA,CHARADRIIFORMES,Scolopacidae,Fuego Çulluğu
1995,Gallinago jamesoni,SA,CHARADRIIFORMES,Scolopacidae,And Çulluğu
1996,Gallinago imperialis,SA,CHARADRIIFORMES,Scolopacidae,Kral Çulluk
1997,Xenus cinereus,PAL,CHARADRIIFORMES,Scolopacidae,Terek Düdükçünü
1998,Phalaropus lobatus,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Denizdüdükçünü
1999,Phalaropus fulicarius,"NA, PAL",CHARADRIIFORMES,Scolopacidae,Kızıl Denizdüdükçünü
2000,Actitis hypoleucos,PAL,CHARADRIIFORMES,Scolopacidae,Dere Düdükçünü
2001,Tringa ochropus,PAL,CHARADRIIFORMES,Scolopacidae,Yeşil Düdükçün
2002,Tringa incana,"PAL, NA",CHARADRIIFORMES,Scolopacidae,Gri Düdükçün
2003,Tringa brevipes,PAL,CHARADRIIFORMES,Scolopacidae,Gri Sırtlı Düdükçün
2004,Tringa totanus,PAL,CHARADRIIFORMES,Scolopacidae,Kızılbacak
2005,Tringa stagnatilis,PAL,CHARADRIIFORMES,Scolopacidae,Bataklık Düdükçünü
2006,Tringa glareola,PAL,CHARADRIIFORMES,Scolopacidae,Orman Düdükçünü
2007,Tringa erythropus,PAL,CHARADRIIFORMES,Scolopacidae,Kara Kızılbacak
2008,Tringa nebularia,PAL,CHARADRIIFORMES,Scolopacidae,Yeşilbacak
2009,Tringa guttifer,PAL,CHARADRIIFORMES,Scolopacidae,Benekli Yeşilbacak
2010,Dromas ardeola,"AF, IO",CHARADRIIFORMES,Dromadidae,Yengeç Yağmurcunu
2011,Cursorius cursor,"PAL, AF",CHARADRIIFORMES,Glareolidae,Çölkoşarı
2012,Cursorius somalensis,AF,CHARADRIIFORMES,Glareolidae,Somali Yerkoşarı
2013,Cursorius rufus,AF,CHARADRIIFORMES,Glareolidae,Ak Kanatlı Çölkoşarı
2014,Cursorius temminckii,AF,CHARADRIIFORMES,Glareolidae,Maskeli Çölkoşarı
2015,Cursorius coromandelicus,OR,CHARADRIIFORMES,Glareolidae,Kızıl Çölkoşarı
2016,Rhinoptilus africanus,AF,CHARADRIIFORMES,Glareolidae,Küçük Çalıkoşarı
2017,Rhinoptilus cinctus,AF,CHARADRIIFORMES,Glareolidae,Üç Kuşaklı Çalıkoşarı
2018,Rhinoptilus chalcopterus,AF,CHARADRIIFORMES,Glareolidae,Mor Şeritli Çalıkoşarı
2019,Rhinoptilus bitorquatus,OR,CHARADRIIFORMES,Glareolidae,Asya Çalıkoşarı
2020,Stiltia isabella,AU,CHARADRIIFORMES,Glareolidae,Uzun Bacaklı Bataklıkkırlangıcı
2021,Glareola pratincola,"AF, PAL",CHARADRIIFORMES,Glareolidae,Bataklıkkırlangıcı
2022,Glareola maldivarum,"PAL, OR",CHARADRIIFORMES,Glareolidae,Kısa Kuyruklu Bataklıkkırlangıcı
2023,Glareola nordmanni,PAL,CHARADRIIFORMES,Glareolidae,Kara Kanatlı Bataklıkkırlangıcı
2024,Glareola ocularis,AF,CHARADRIIFORMES,Glareolidae,Kara Bataklıkkırlangıcı
2025,Glareola nuchalis,AF,CHARADRIIFORMES,Glareolidae,Küçük Kara Bataklıkkırlangıcı
2026,Glareola cinerea,AF,CHARADRIIFORMES,Glareolidae,Akça Bataklıkkırlangıcı
2027,Glareola lactea,OR,CHARADRIIFORMES,Glareolidae,Küçük Bataklıkkırlangıcı
2028,Anous stolidus,TrO,CHARADRIIFORMES,Laridae,Kahverengi Nodi
2029,Anous tenuirostris,IO,CHARADRIIFORMES,Laridae,Küçük Nodi
2030,Anous minutus,"PO, AO",CHARADRIIFORMES,Laridae,Kara Nodi
2031,Anous ceruleus,PO,CHARADRIIFORMES,Laridae,Gökçe Nodi
2032,Anous albivitta,PO,CHARADRIIFORMES,Laridae,Gri Nodi
2033,Gygis alba,TrO,CHARADRIIFORMES,Laridae,Sütbeyaz Sumru
2034,Rynchops niger,"NA, MA, SA",CHARADRIIFORMES,Laridae,Kara Makasgaga
2035,Rynchops flavirostris,AF,CHARADRIIFORMES,Laridae,Afrika Makasgagası
2036,Rynchops albicollis,OR,CHARADRIIFORMES,Laridae,Hint Makasgagası
2037,Creagrus furcatus,SA,CHARADRIIFORMES,Laridae,Kırlangıç Kuyruklu Martı
2038,Rissa tridactyla,"PAL, NA",CHARADRIIFORMES,Laridae,Kara Ayaklı Martı
2039,Pagophila eburnea,"PAL, NA",CHARADRIIFORMES,Laridae,Ak Martı
2040,Xema sabini,"PAL, NA",CHARADRIIFORMES,Laridae,Çatal Kuyruklu Martı
2041,Chroicocephalus genei,"PAL, AF",CHARADRIIFORMES,Laridae,İnce Gagalı Martı
2042,Chroicocephalus novaehollandiae,AU,CHARADRIIFORMES,Laridae,Avustralya Martısı
2043,Chroicocephalus bulleri,AU,CHARADRIIFORMES,Laridae,Yeni Zelanda Martısı
2044,Chroicocephalus serranus,SA,CHARADRIIFORMES,Laridae,And Martısı
2045,Chroicocephalus brunnicephalus,PAL,CHARADRIIFORMES,Laridae,Hint Martısı
2046,Chroicocephalus maculipennis,SA,CHARADRIIFORMES,Laridae,Kahverengi Başlı Martı
2047,Chroicocephalus ridibundus,PAL,CHARADRIIFORMES,Laridae,Karabaş Martı
2048,Chroicocephalus cirrocephalus,"SA, AF",CHARADRIIFORMES,Laridae,Gri Başlı Martı
2049,Chroicocephalus hartlaubii,AF,CHARADRIIFORMES,Laridae,Hartlaub Martısı
2050,Chroicocephalus saundersi,PAL,CHARADRIIFORMES,Laridae,Saunders Martısı
2051,Hydrocoloeus minutus,PAL,CHARADRIIFORMES,Laridae,Küçük Martı
2052,Rhodostethia rosea,"PAL, NA",CHARADRIIFORMES,Laridae,Pembe Martı
2053,Leucophaeus scoresbii,SA,CHARADRIIFORMES,Laridae,Yunus Martısı
2054,Leucophaeus fuliginosus,SA,CHARADRIIFORMES,Laridae,Lav Martısı
2055,Leucophaeus atricilla,"NA, MA, SA",CHARADRIIFORMES,Laridae,Gülen Martı
2056,Leucophaeus modestus,SA,CHARADRIIFORMES,Laridae,Kül Rengi Martı
2057,Ichthyaetus relictus,PAL,CHARADRIIFORMES,Laridae,Moğol Martısı
2058,Ichthyaetus audouinii,PAL,CHARADRIIFORMES,Laridae,Ada Martısı
2059,Ichthyaetus melanocephalus,PAL,CHARADRIIFORMES,Laridae,Akdeniz Martısı
2060,Ichthyaetus ichthyaetus,PAL,CHARADRIIFORMES,Laridae,Büyük Karabaş Martı
2061,Ichthyaetus leucophthalmus,AF,CHARADRIIFORMES,Laridae,Kızıldeniz Martısı
2062,Ichthyaetus hemprichii,"AF, PAL",CHARADRIIFORMES,Laridae,Arabistan Martısı
2063,Larus pacificus,AU,CHARADRIIFORMES,Laridae,Pasifik Martısı
2064,Larus belcheri,SA,CHARADRIIFORMES,Laridae,Belcher Martısı
2065,Larus atlanticus,SA,CHARADRIIFORMES,Laridae,Orlog Martısı
2066,Larus crassirostris,PAL,CHARADRIIFORMES,Laridae,Kara Kuyruklu Martı
2067,Larus heermanni,"NA, MA",CHARADRIIFORMES,Laridae,Heermann Martısı
2068,Larus canus,"NA, PAL",CHARADRIIFORMES,Laridae,Küçük Gümüş Martı
2069,Larus marinus,"NA, PAL",CHARADRIIFORMES,Laridae,Büyük Kara Sırtlı Martı
2070,Larus dominicanus,"SA, AU, AF",CHARADRIIFORMES,Laridae,Yosun Martısı
2071,Larus glaucescens,"PAL, NA",CHARADRIIFORMES,Laridae,Buz Rengi Martı
2072,Larus occidentalis,"NA, MA",CHARADRIIFORMES,Laridae,Batı Amerika Martısı
2073,Larus livens,"NA, MA",CHARADRIIFORMES,Laridae,Sarı Ayaklı Martı
2074,Larus hyperboreus,"PAL, NA",CHARADRIIFORMES,Laridae,Kutup Martısı
2075,Larus glaucoides,"NA, PAL",CHARADRIIFORMES,Laridae,Grönland Martısı
2076,Larus argentatus,PAL,CHARADRIIFORMES,Laridae,Kuzey Gümüş Martısı
2077,Larus vegae,PAL,CHARADRIIFORMES,Laridae,Vega Gull
2078,Larus cachinnans,PAL,CHARADRIIFORMES,Laridae,Hazar Martısı
2079,Larus michahellis,PAL,CHARADRIIFORMES,Laridae,Gümüş Martı
2080,Larus armenicus,PAL,CHARADRIIFORMES,Laridae,Van Gölü Martısı
2081,Larus schistisagus,PAL,CHARADRIIFORMES,Laridae,Japon Martısı
2082,Larus fuscus,PAL,CHARADRIIFORMES,Laridae,Kara Sırtlı Martı
2083,Gelochelidon nilotica,"PAL, AF, OR, NA, MA, SA",CHARADRIIFORMES,Laridae,Gülen Sumru
2084,Gelochelidon macrotarsa,AU,CHARADRIIFORMES,Laridae,Australian Tern
2085,Hydroprogne caspia,"PAL, OR, AU, NA",CHARADRIIFORMES,Laridae,Hazar Sumrusu
2086,Thalasseus maximus,"NA, MA, SA",CHARADRIIFORMES,Laridae,Kral Sumru
2087,Thalasseus bergii,"AU, OR, AF",CHARADRIIFORMES,Laridae,Tepeli Büyük Sumru
2088,Thalasseus bengalensis,"AF, OR, AU",CHARADRIIFORMES,Laridae,Tepeli Sumru
