,IOC,Breeding Range,Order,Family,Finnish
2707,Haliaeetus pelagicus,PAL,ACCIPITRIFORMES,Accipitridae,kuningasmerikotka
2708,Haliaeetus leucoryphus,PAL,ACCIPITRIFORMES,Accipitridae,aromerikotka
2709,Haliaeetus albicilla,PAL,ACCIPITRIFORMES,Accipitridae,merikotka
2710,Icthyophaga leucogaster,"OR, AU",ACCIPITRIFORMES,Accipitridae,valkomerikotka
2711,Icthyophaga sanfordi,AU,ACCIPITRIFORMES,Accipitridae,ruskomerikotka
2712,Icthyophaga vocifer,AF,ACCIPITRIFORMES,Accipitridae,kiljumerikotka
2713,Icthyophaga vociferoides,AF,ACCIPITRIFORMES,Accipitridae,madagaskarinmerikotka
2714,Icthyophaga humilis,"OR, AU",ACCIPITRIFORMES,Accipitridae,pikkukalakotka
2715,Icthyophaga ichthyaetus,OR,ACCIPITRIFORMES,Accipitridae,isokalakotka
2716,Butastur rufipennis,AF,ACCIPITRIFORMES,Accipitridae,heinäsirkkahaukka
2717,Butastur teesa,OR,ACCIPITRIFORMES,Accipitridae,valkosilmähaukka
2718,Butastur liventer,"OR, AU",ACCIPITRIFORMES,Accipitridae,ruskosiipihaukka
2719,Butastur indicus,PAL,ACCIPITRIFORMES,Accipitridae,harmaanaamahaukka
2720,Ictinia plumbea,"MA, SA",ACCIPITRIFORMES,Accipitridae,etelänsirkkahaukka
2721,Busarellus nigricollis,"MA, SA",ACCIPITRIFORMES,Accipitridae,kalastajahaukka
2722,Rostrhamus sociabilis,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,kotilohaukka
2723,Helicolestes hamatus,"MA, SA",ACCIPITRIFORMES,Accipitridae,sinikotilohaukka
2724,Geranospiza caerulescens,"MA, SA",ACCIPITRIFORMES,Accipitridae,pitkäjalkahaukka
2725,Cryptoleucopteryx plumbea,SA,ACCIPITRIFORMES,Accipitridae,tummaviidakkohaukka
2726,Buteogallus schistaceus,SA,ACCIPITRIFORMES,Accipitridae,siniviidakkohaukka
2727,Buteogallus anthracinus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,mustahaukka
2728,Buteogallus aequinoctialis,SA,ACCIPITRIFORMES,Accipitridae,rapuhaukka
2729,Buteogallus meridionalis,"MA, SA",ACCIPITRIFORMES,Accipitridae,ruskoluhtahaukka
2730,Buteogallus lacernulatus,SA,ACCIPITRIFORMES,Accipitridae,brasilianviidakkohaukka
2731,Buteogallus urubitinga,"MA, SA",ACCIPITRIFORMES,Accipitridae,isomustahaukka
2732,Buteogallus solitarius,"MA, SA",ACCIPITRIFORMES,Accipitridae,erakkohaukka
2733,Buteogallus coronatus,SA,ACCIPITRIFORMES,Accipitridae,kruunuerakkohaukka
2734,Morphnarchus princeps,"MA, SA",ACCIPITRIFORMES,Accipitridae,vuoriviidakkohaukka
2735,Rupornis magnirostris,"MA, SA",ACCIPITRIFORMES,Accipitridae,soreahiirihaukka
2736,Parabuteo unicinctus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,ritarihaukka
2737,Parabuteo leucorrhous,SA,ACCIPITRIFORMES,Accipitridae,pilvihiirihaukka
2738,Geranoaetus albicaudatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,kaktushiirihaukka
2739,Geranoaetus polyosoma,SA,ACCIPITRIFORMES,Accipitridae,punaselkähaukka
2740,Geranoaetus melanoleucus,SA,ACCIPITRIFORMES,Accipitridae,deguhaukka
2741,Pseudastur polionotus,SA,ACCIPITRIFORMES,Accipitridae,viittahaukka
2742,Pseudastur albicollis,"MA, SA",ACCIPITRIFORMES,Accipitridae,valkohaukka
2743,Pseudastur occidentalis,SA,ACCIPITRIFORMES,Accipitridae,ecuadorinvalkohaukka
2744,Leucopternis semiplumbeus,"MA, SA",ACCIPITRIFORMES,Accipitridae,pikkuviidakkohaukka
2745,Leucopternis melanops,SA,ACCIPITRIFORMES,Accipitridae,helmiselkähaukka
2746,Leucopternis kuhli,SA,ACCIPITRIFORMES,Accipitridae,amazonianviidakkohaukka
2747,Buteo plagiatus,"NA, MA",ACCIPITRIFORMES,Accipitridae,tummaraitahaukka
2748,Buteo nitidus,"MA, SA",ACCIPITRIFORMES,Accipitridae,harmaaraitahaukka
2749,Buteo lineatus,"NA, MA",ACCIPITRIFORMES,Accipitridae,ruostehiirihaukka
2750,Buteo albigula,SA,ACCIPITRIFORMES,Accipitridae,andienhiirihaukka
2751,Buteo brachyurus,"MA, SA",ACCIPITRIFORMES,Accipitridae,luhtahiirihaukka
2752,Buteo solitarius,PO,ACCIPITRIFORMES,Accipitridae,havaijinhiirihaukka
2753,Buteo swainsoni,"NA, MA",ACCIPITRIFORMES,Accipitridae,preeriahiirihaukka
2754,Buteo galapagoensis,SA,ACCIPITRIFORMES,Accipitridae,galapagosinhiirihaukka
2755,Buteo albonotatus,"NA, MA, SA",ACCIPITRIFORMES,Accipitridae,sirohiirihaukka
2756,Buteo jamaicensis,"NA, MA",ACCIPITRIFORMES,Accipitridae,amerikanhiirihaukka
2757,Buteo ventralis,SA,ACCIPITRIFORMES,Accipitridae,patagonianhiirihaukka
2758,Buteo lagopus,"NA, PAL",ACCIPITRIFORMES,Accipitridae,piekana
2759,Buteo hemilasius,PAL,ACCIPITRIFORMES,Accipitridae,mongolianhiirihaukka
2760,Buteo japonicus,OR,ACCIPITRIFORMES,Accipitridae,aasianhiirihaukka
2761,Buteo refectus,OR,ACCIPITRIFORMES,Accipitridae,himalajanhiirihaukka
2762,Buteo rufinus,"PAL, AF",ACCIPITRIFORMES,Accipitridae,arohiirihaukka
2763,Buteo bannermani,AF,ACCIPITRIFORMES,Accipitridae,Cape Verde Buzzard
2764,Buteo socotraensis,AF,ACCIPITRIFORMES,Accipitridae,Socotra Buzzard
2765,Buteo buteo,PAL,ACCIPITRIFORMES,Accipitridae,hiirihaukka
2766,Buteo trizonatus,AF,ACCIPITRIFORMES,Accipitridae,eteläafrikanhiirihaukka
2767,Buteo oreophilus,AF,ACCIPITRIFORMES,Accipitridae,vuorihiirihaukka
2768,Buteo auguralis,AF,ACCIPITRIFORMES,Accipitridae,savannihiirihaukka
2769,Buteo brachypterus,AF,ACCIPITRIFORMES,Accipitridae,madagaskarinhiirihaukka
2770,Buteo augur,AF,ACCIPITRIFORMES,Accipitridae,afrikanhiirihaukka
2771,Buteo rufofuscus,AF,ACCIPITRIFORMES,Accipitridae,kapinhiirihaukka
2772,Tyto tenebricosa,AU,STRIGIFORMES,Tytonidae,nokipöllö
2773,Tyto multipunctata,AU,STRIGIFORMES,Tytonidae,pikkunokipöllö
2774,Tyto inexspectata,AU,STRIGIFORMES,Tytonidae,minahassantornipöllö
2775,Tyto nigrobrunnea,AU,STRIGIFORMES,Tytonidae,sulantornipöllö
2776,Tyto sororcula,AU,STRIGIFORMES,Tytonidae,tenimberintornipöllö
2777,Tyto manusi,AU,STRIGIFORMES,Tytonidae,manusintornipöllö
2778,Tyto aurantia,AU,STRIGIFORMES,Tytonidae,täplätornipöllö
2779,Tyto novaehollandiae,AU,STRIGIFORMES,Tytonidae,naamiotornipöllö
2780,Tyto rosenbergii,AU,STRIGIFORMES,Tytonidae,celebesintornipöllö
2781,Tyto soumagnei,AF,STRIGIFORMES,Tytonidae,madagaskarintornipöllö
2782,Tyto alba,"AF, PAL",STRIGIFORMES,Tytonidae,tornipöllö
2783,Tyto furcata,"NA, MA, SA",STRIGIFORMES,Tytonidae,American Barn Owl
2784,Tyto javanica,"OR, AU, PO",STRIGIFORMES,Tytonidae,vaaleatornipöllö
2785,Tyto deroepstorffi,OR,STRIGIFORMES,Tytonidae,andamaanientornipöllö
2786,Tyto capensis,AF,STRIGIFORMES,Tytonidae,afrikanruohopöllö
2787,Tyto longimembris,"OR, AU",STRIGIFORMES,Tytonidae,aasianruohopöllö
2788,Tyto prigoginei,AF,STRIGIFORMES,Tytonidae,afrikanviitapöllö
2789,Phodilus badius,OR,STRIGIFORMES,Tytonidae,viitapöllö
2790,Phodilus assimilis,OR,STRIGIFORMES,Tytonidae,Sri Lanka Bay Owl
2791,Uroglaux dimorpha,AU,STRIGIFORMES,Strigidae,papuanpöllö
2792,Ninox rufa,AU,STRIGIFORMES,Strigidae,raitahaukkapöllö
2793,Ninox strenua,AU,STRIGIFORMES,Strigidae,isohaukkapöllö
2794,Ninox connivens,AU,STRIGIFORMES,Strigidae,koirapöllö
2795,Ninox rudolfi,AU,STRIGIFORMES,Strigidae,sumbanhaukkapöllö
2796,Ninox boobook,AU,STRIGIFORMES,Strigidae,australianhaukkapöllö
2797,Ninox rotiensis,AU,STRIGIFORMES,Strigidae,Rote Boobook
2798,Ninox fusca,AU,STRIGIFORMES,Strigidae,Timor Boobook
2799,Ninox plesseni,AU,STRIGIFORMES,Strigidae,Alor Boobook
2800,Ninox leucopsis,AU,STRIGIFORMES,Strigidae,tasmanianhaukkapöllö
2801,Ninox novaeseelandiae,AU,STRIGIFORMES,Strigidae,uudenseelanninhaukkapöllö
2802,Ninox japonica,OR,STRIGIFORMES,Strigidae,japaninhaukkapöllö
2803,Ninox scutulata,"OR, PAL",STRIGIFORMES,Strigidae,haukkapöllö
2804,Ninox obscura,OR,STRIGIFORMES,Strigidae,Hume's Boobook
2805,Ninox randi,OR,STRIGIFORMES,Strigidae,ruskohaukkapöllö
2806,Ninox affinis,OR,STRIGIFORMES,Strigidae,andamaanienhaukkapöllö
2807,Ninox philippensis,OR,STRIGIFORMES,Strigidae,filippiinienhaukkapöllö
2808,Ninox spilocephala,OR,STRIGIFORMES,Strigidae,mindanaonhaukkapöllö
2809,Ninox leventisi,OR,STRIGIFORMES,Strigidae,camiguininhaukkapöllö
2810,Ninox reyi,OR,STRIGIFORMES,Strigidae,sulunhaukkapöllö
2811,Ninox rumseyi,OR,STRIGIFORMES,Strigidae,cebunhaukkapöllö
2812,Ninox spilonotus,OR,STRIGIFORMES,Strigidae,sibuyaninhaukkapöllö
2813,Ninox mindorensis,OR,STRIGIFORMES,Strigidae,mindoronhaukkapöllö
2814,Ninox sumbaensis,AU,STRIGIFORMES,Strigidae,pikkusumbanpöllö
2815,Ninox burhani,AU,STRIGIFORMES,Strigidae,togianinhaukkapöllö
2816,Ninox ochracea,AU,STRIGIFORMES,Strigidae,aarnihaukkapöllö
2817,Ninox ios,AU,STRIGIFORMES,Strigidae,ruostehaukkapöllö
2818,Ninox hypogramma,AU,STRIGIFORMES,Strigidae,halmaheranhaukkapöllö
2819,Ninox hantu,AU,STRIGIFORMES,Strigidae,Buru Boobook
2820,Ninox squamipila,AU,STRIGIFORMES,Strigidae,molukkienhaukkapöllö
2821,Ninox forbesi,AU,STRIGIFORMES,Strigidae,tanimbarinhaukkapöllö
2822,Ninox natalis,IO,STRIGIFORMES,Strigidae,joulusaarenpöllö
2823,Ninox meeki,AU,STRIGIFORMES,Strigidae,amiraliteettienpöllö
2824,Ninox theomacha,AU,STRIGIFORMES,Strigidae,nokihaukkapöllö
2825,Ninox punctulata,AU,STRIGIFORMES,Strigidae,celebesinhaukkapöllö
2826,Ninox odiosa,AU,STRIGIFORMES,Strigidae,uudenbritannianpöllö
2827,Ninox variegata,AU,STRIGIFORMES,Strigidae,bismarckinpöllö
2828,Taenioptynx brodiei,OR,STRIGIFORMES,Strigidae,kaulusvarpuspöllö
2829,Taenioptynx sylvaticus,OR,STRIGIFORMES,Strigidae,Sunda Owlet
2830,Micrathene whitneyi,"NA, MA",STRIGIFORMES,Strigidae,kaktuspöllö
2831,Xenoglaux loweryi,SA,STRIGIFORMES,Strigidae,partapöllö
2832,Aegolius funereus,"NA, PAL",STRIGIFORMES,Strigidae,helmipöllö
2833,Aegolius acadicus,"NA, MA",STRIGIFORMES,Strigidae,amerikanhelmipöllö
2834,Aegolius ridgwayi,MA,STRIGIFORMES,Strigidae,ruskohelmipöllö
2835,Aegolius harrisii,SA,STRIGIFORMES,Strigidae,keltahelmipöllö
2836,Athene cunicularia,"NA, MA, SA",STRIGIFORMES,Strigidae,preeriapöllö
2837,Athene brama,"OR, PAL",STRIGIFORMES,Strigidae,brahmanpöllö
2838,Athene noctua,"PAL, AF",STRIGIFORMES,Strigidae,minervanpöllö
2839,Athene superciliaris,AF,STRIGIFORMES,Strigidae,madagaskarinhaukkapöllö
2840,Athene blewitti,OR,STRIGIFORMES,Strigidae,hindustaninpöllö
2841,Athene jacquinoti,AU,STRIGIFORMES,Strigidae,salomoninpöllö
2842,Athene granti,AU,STRIGIFORMES,Strigidae,Guadalcanal Owl
2843,Athene malaitae,AU,STRIGIFORMES,Strigidae,Malaita Owl
2844,Athene roseoaxillaris,AU,STRIGIFORMES,Strigidae,Makira Owl
2845,Surnia ulula,"NA, PAL",STRIGIFORMES,Strigidae,hiiripöllö
2846,Glaucidium passerinum,PAL,STRIGIFORMES,Strigidae,varpuspöllö
2847,Glaucidium perlatum,AF,STRIGIFORMES,Strigidae,savannivarpuspöllö
2848,Glaucidium tephronotum,AF,STRIGIFORMES,Strigidae,tropiikkivarpuspöllö
2849,Glaucidium sjostedti,AF,STRIGIFORMES,Strigidae,kameruninvarpuspöllö
2850,Glaucidium cuculoides,OR,STRIGIFORMES,Strigidae,raitavarpuspöllö
2851,Glaucidium castanopterum,OR,STRIGIFORMES,Strigidae,jaavanvarpuspöllö
2852,Glaucidium radiatum,OR,STRIGIFORMES,Strigidae,intianvarpuspöllö
2853,Glaucidium castanotum,OR,STRIGIFORMES,Strigidae,srilankanvarpuspöllö
2854,Glaucidium capense,AF,STRIGIFORMES,Strigidae,akasiavarpuspöllö
2855,Glaucidium albertinum,AF,STRIGIFORMES,Strigidae,Albertine Owlet
2856,Glaucidium californicum,"NA, MA",STRIGIFORMES,Strigidae,kalifornianvarpuspöllö
2857,Glaucidium gnoma,"NA, MA",STRIGIFORMES,Strigidae,lännenvarpuspöllö
2858,Glaucidium hoskinsii,MA,STRIGIFORMES,Strigidae,Baja Pygmy Owl
2859,Glaucidium cobanense,MA,STRIGIFORMES,Strigidae,Guatemalan Pygmy Owl
2860,Glaucidium costaricanum,MA,STRIGIFORMES,Strigidae,costaricanvarpuspöllö
2861,Glaucidium nubicola,SA,STRIGIFORMES,Strigidae,ecuadorinvarpuspöllö
2862,Glaucidium jardinii,SA,STRIGIFORMES,Strigidae,andienvarpuspöllö
2863,Glaucidium bolivianum,SA,STRIGIFORMES,Strigidae,bolivianvarpuspöllö
2864,Glaucidium palmarum,MA,STRIGIFORMES,Strigidae,meksikonvarpuspöllö
2865,Glaucidium sanchezi,MA,STRIGIFORMES,Strigidae,tamaulipasinvarpuspöllö
2866,Glaucidium griseiceps,"MA, SA",STRIGIFORMES,Strigidae,keskiamerikanvarpuspöllö
2867,Glaucidium parkeri,SA,STRIGIFORMES,Strigidae,harjuvarpuspöllö
2868,Glaucidium hardyi,SA,STRIGIFORMES,Strigidae,brasilianvarpuspöllö
2869,Glaucidium minutissimum,SA,STRIGIFORMES,Strigidae,pikkuvarpuspöllö
2870,Glaucidium mooreorum,SA,STRIGIFORMES,Strigidae,pernambuconvarpuspöllö
2871,Glaucidium brasilianum,"MA, SA",STRIGIFORMES,Strigidae,ruostevarpuspöllö
2872,Glaucidium peruanum,SA,STRIGIFORMES,Strigidae,perunvarpuspöllö
2873,Glaucidium nana,SA,STRIGIFORMES,Strigidae,pampavarpuspöllö
2874,Otus gurneyi,OR,STRIGIFORMES,Strigidae,pisarapöllönen
2875,Otus sagittatus,OR,STRIGIFORMES,Strigidae,valko-otsapöllönen
2876,Otus rufescens,OR,STRIGIFORMES,Strigidae,ruskopöllönen
2877,Otus thilohoffmanni,OR,STRIGIFORMES,Strigidae,srilankanpöllönen
2878,Otus icterorhynchus,AF,STRIGIFORMES,Strigidae,kanelipöllönen
2879,Otus ireneae,AF,STRIGIFORMES,Strigidae,sokokenpöllönen
2880,Otus balli,OR,STRIGIFORMES,Strigidae,andamaanienpöllönen
2881,Otus alfredi,AU,STRIGIFORMES,Strigidae,floresinpöllönen
2882,Otus spilocephalus,OR,STRIGIFORMES,Strigidae,vuoripöllönen
2883,Otus angelinae,OR,STRIGIFORMES,Strigidae,jaavanpöllönen
2884,Otus mirus,OR,STRIGIFORMES,Strigidae,mindanaonpöllönen
2885,Otus longicornis,OR,STRIGIFORMES,Strigidae,luzoninpöllönen
2886,Otus mindorensis,OR,STRIGIFORMES,Strigidae,mindoronpöllönen
2887,Otus madagascariensis,AF,STRIGIFORMES,Strigidae,torotorokanpöllönen
2888,Otus rutilus,AF,STRIGIFORMES,Strigidae,madagaskarinpöllönen
2889,Otus mayottensis,AF,STRIGIFORMES,Strigidae,mayottenpöllönen
2890,Otus pauliani,AF,STRIGIFORMES,Strigidae,karthalanpöllönen
2891,Otus capnodes,AF,STRIGIFORMES,Strigidae,nzwaninpöllönen
2892,Otus moheliensis,AF,STRIGIFORMES,Strigidae,mwalinpöllönen
2893,Otus brucei,PAL,STRIGIFORMES,Strigidae,persianpöllönen
2894,Otus pamelae,PAL,STRIGIFORMES,Strigidae,Arabian Scops Owl
2895,Otus scops,PAL,STRIGIFORMES,Strigidae,kyläpöllönen
2896,Otus cyprius,PAL,STRIGIFORMES,Strigidae,Cyprus Scops Owl
2897,Otus bikegila,AF,STRIGIFORMES,Strigidae,Principe Scops Owl
2898,Otus pembaensis,AF,STRIGIFORMES,Strigidae,pembanpöllönen
2899,Otus hartlaubi,AF,STRIGIFORMES,Strigidae,saotomenpöllönen
2900,Otus senegalensis,AF,STRIGIFORMES,Strigidae,afrikanpöllönen
2901,Otus feae,AF,STRIGIFORMES,Strigidae,Annobon Scops Owl
2902,Otus socotranus,AF,STRIGIFORMES,Strigidae,Socotra Scops Owl
2903,Otus sunia,OR,STRIGIFORMES,Strigidae,idänkyläpöllönen
2904,Otus elegans,OR,STRIGIFORMES,Strigidae,riukiunpöllönen
2905,Otus magicus,AU,STRIGIFORMES,Strigidae,molukkienpöllönen
2906,Otus tempestatis,AU,STRIGIFORMES,Strigidae,Wetar Scops Owl
2907,Otus sulaensis,AU,STRIGIFORMES,Strigidae,Sula Scops Owl
2908,Otus beccarii,AU,STRIGIFORMES,Strigidae,biakinpöllönen
2909,Otus manadensis,AU,STRIGIFORMES,Strigidae,celebesinpöllönen
2910,Otus mendeni,AU,STRIGIFORMES,Strigidae,Banggai Scops Owl
2911,Otus siaoensis,AU,STRIGIFORMES,Strigidae,Siau Scops Owl
2912,Otus collari,AU,STRIGIFORMES,Strigidae,sangihenpöllönen
2913,Otus mantananensis,OR,STRIGIFORMES,Strigidae,filippiinienkyläpöllönen
2914,Otus insularis,IO,STRIGIFORMES,Strigidae,seychellienpöllönen
2915,Otus alius,OR,STRIGIFORMES,Strigidae,nikobaarienpöllönen
2916,Otus umbra,OR,STRIGIFORMES,Strigidae,kahvipöllönen
2917,Otus enganensis,OR,STRIGIFORMES,Strigidae,Enggano Scops Owl
2918,Otus mentawi,OR,STRIGIFORMES,Strigidae,siporanpöllönen
2919,Otus brookii,OR,STRIGIFORMES,Strigidae,valkotupsupöllönen
2920,Otus bakkamoena,"PAL, OR",STRIGIFORMES,Strigidae,sepelpöllönen
2921,Otus lettia,OR,STRIGIFORMES,Strigidae,Collared Scops Owl
2922,Otus semitorques,PAL,STRIGIFORMES,Strigidae,Japanese Scops Owl
2923,Otus lempiji,OR,STRIGIFORMES,Strigidae,Sunda Scops Owl
2924,Otus megalotis,OR,STRIGIFORMES,Strigidae,filippiinienpöllönen
2925,Otus nigrorum,OR,STRIGIFORMES,Strigidae,punapääpöllönen
2926,Otus everetti,OR,STRIGIFORMES,Strigidae,mindanaonsepelpöllönen
2927,Otus fuliginosus,OR,STRIGIFORMES,Strigidae,palawaninpöllönen
2928,Otus silvicola,AU,STRIGIFORMES,Strigidae,pikkusundanpöllönen
2929,Otus jolandae,AU,STRIGIFORMES,Strigidae,Rinjani Scops Owl
2930,Otus podarginus,PO,STRIGIFORMES,Strigidae,palaunpöllönen
2931,Ptilopsis leucotis,AF,STRIGIFORMES,Strigidae,valkonaamapöllönen
2932,Ptilopsis granti,AF,STRIGIFORMES,Strigidae,kirjonaamapöllönen
2933,Asio clamator,"MA, SA",STRIGIFORMES,Strigidae,amerikansarvipöllö
2934,Asio otus,"NA, MA, PAL",STRIGIFORMES,Strigidae,sarvipöllö
2935,Asio abyssinicus,AF,STRIGIFORMES,Strigidae,afrikansarvipöllö
2936,Asio madagascariensis,AF,STRIGIFORMES,Strigidae,madagaskarinsarvipöllö
2937,Asio stygius,"MA, SA",STRIGIFORMES,Strigidae,tummasarvipöllö
2938,Asio flammeus,Worldwide,STRIGIFORMES,Strigidae,suopöllö
2939,Asio capensis,AF,STRIGIFORMES,Strigidae,afrikansuopöllö
2940,Asio solomonensis,AU,STRIGIFORMES,Strigidae,isojalkapöllö
2941,Jubula lettii,AF,STRIGIFORMES,Strigidae,harjapöllö
2942,Bubo scandiacus,"NA, PAL",STRIGIFORMES,Strigidae,tunturipöllö
2943,Bubo virginianus,"NA, MA, SA",STRIGIFORMES,Strigidae,amerikanhuuhkaja
2944,Bubo magellanicus,SA,STRIGIFORMES,Strigidae,Lesser Horned Owl
2945,Bubo bubo,PAL,STRIGIFORMES,Strigidae,huuhkaja
2946,Bubo bengalensis,OR,STRIGIFORMES,Strigidae,kalliohuuhkaja
2947,Bubo ascalaphus,AF,STRIGIFORMES,Strigidae,aavikkohuuhkaja
2948,Bubo capensis,AF,STRIGIFORMES,Strigidae,afrikanhuuhkaja
2949,Bubo milesi,PAL,STRIGIFORMES,Strigidae,Arabian Eagle-Owl
2950,Bubo cinerascens,AF,STRIGIFORMES,Strigidae,tuhkahuuhkaja
2951,Bubo africanus,AF,STRIGIFORMES,Strigidae,täplähuuhkaja
2952,Ketupa poensis,AF,STRIGIFORMES,Strigidae,pikkuraitahuuhkaja
2953,Ketupa leucosticta,AF,STRIGIFORMES,Strigidae,hyönteishuuhkaja
2954,Ketupa lactea,AF,STRIGIFORMES,Strigidae,savannihuuhkaja
2955,Ketupa shelleyi,AF,STRIGIFORMES,Strigidae,raitahuuhkaja
2956,Ketupa blakistoni,PAL,STRIGIFORMES,Strigidae,äyriäishuuhkaja
2957,Ketupa zeylonensis,"OR, PAL",STRIGIFORMES,Strigidae,kalahuuhkaja
2958,Ketupa flavipes,OR,STRIGIFORMES,Strigidae,vuorikalahuuhkaja
2959,Ketupa ketupu,OR,STRIGIFORMES,Strigidae,sundankalahuuhkaja
2960,Ketupa sumatrana,OR,STRIGIFORMES,Strigidae,sundanhuuhkaja
2961,Ketupa nipalensis,OR,STRIGIFORMES,Strigidae,täplävatsahuuhkaja
2962,Ketupa coromanda,OR,STRIGIFORMES,Strigidae,harmaahuuhkaja
2963,Ketupa philippensis,OR,STRIGIFORMES,Strigidae,filippiinienhuuhkaja
2964,Scotopelia peli,AF,STRIGIFORMES,Strigidae,kalapöllö
2965,Scotopelia ussheri,AF,STRIGIFORMES,Strigidae,ghanankalapöllö
2966,Scotopelia bouvieri,AF,STRIGIFORMES,Strigidae,viirukalapöllö
2967,Psiloscops flammeolus,"NA, MA",STRIGIFORMES,Strigidae,ponderosapöllönen
2968,Megascops trichopsis,"NA, MA",STRIGIFORMES,Strigidae,etelänkirkupöllönen
2969,Megascops clarkii,"MA, SA",STRIGIFORMES,Strigidae,panamanpöllönen
2970,Megascops albogularis,SA,STRIGIFORMES,Strigidae,valkokurkkupöllönen
2971,Megascops choliba,"MA, SA",STRIGIFORMES,Strigidae,eteläamerikanpöllönen
2972,Megascops barbarus,MA,STRIGIFORMES,Strigidae,guatemalanpöllönen
2973,Megascops cooperi,MA,STRIGIFORMES,Strigidae,tyynenmerenpöllönen
2974,Megascops kennicottii,"NA, MA",STRIGIFORMES,Strigidae,lännenkirkupöllönen
2975,Megascops asio,"NA, MA",STRIGIFORMES,Strigidae,idänkirkupöllönen
2976,Megascops seductus,MA,STRIGIFORMES,Strigidae,meksikonkirkupöllönen
2977,Megascops guatemalae,MA,STRIGIFORMES,Strigidae,amerikanpöllönen
2978,Megascops koepckeae,SA,STRIGIFORMES,Strigidae,perunkirkupöllönen
2979,Megascops ingens,SA,STRIGIFORMES,Strigidae,andienpöllönen
2980,Megascops petersoni,SA,STRIGIFORMES,Strigidae,tumbesinpöllönen
2981,Megascops marshalli,SA,STRIGIFORMES,Strigidae,pilvimetsäpöllönen
2982,Megascops hoyi,SA,STRIGIFORMES,Strigidae,vuorimetsäpöllönen
2983,Megascops centralis,SA,STRIGIFORMES,Strigidae,Choco Screech Owl
2984,Megascops roraimae,SA,STRIGIFORMES,Strigidae,Foothill Screech Owl
2985,Megascops sanctaecatarinae,SA,STRIGIFORMES,Strigidae,tupsupöllönen
2986,Megascops gilesi,SA,STRIGIFORMES,Strigidae,Santa Marta Screech Owl
2987,Megascops roboratus,SA,STRIGIFORMES,Strigidae,piuranpöllönen
2988,Megascops watsonii,SA,STRIGIFORMES,Strigidae,amazonianpöllönen
2989,Megascops atricapilla,SA,STRIGIFORMES,Strigidae,mustalakkipöllönen
2990,Pulsatrix perspicillata,"MA, SA",STRIGIFORMES,Strigidae,kultapöllö
2991,Pulsatrix koeniswaldiana,SA,STRIGIFORMES,Strigidae,kultakulmapöllö
2992,Pulsatrix melanota,SA,STRIGIFORMES,Strigidae,perunkultapöllö
2993,Lophostrix cristata,"MA, SA",STRIGIFORMES,Strigidae,töyhtöpöllö
2994,Strix seloputo,OR,STRIGIFORMES,Strigidae,puistopöllö
2995,Strix ocellata,OR,STRIGIFORMES,Strigidae,intianpöllö
2996,Strix leptogrammica,OR,STRIGIFORMES,Strigidae,ruskopöllö
2997,Strix aluco,PAL,STRIGIFORMES,Strigidae,lehtopöllö
2998,Strix mauritanica,AF,STRIGIFORMES,Strigidae,Maghreb Owl
2999,Strix nivicolum,PAL,STRIGIFORMES,Strigidae,Himalayan Owl
3000,Strix hadorami,"PAL, AF",STRIGIFORMES,Strigidae,Desert Owl
3001,Strix butleri,PAL,STRIGIFORMES,Strigidae,aavikkopöllö
3002,Strix occidentalis,"NA, MA",STRIGIFORMES,Strigidae,täpläpöllö
3003,Strix sartorii,MA,STRIGIFORMES,Strigidae,Cinereous Owl
3004,Strix fulvescens,MA,STRIGIFORMES,Strigidae,meksikonviirupöllö
3005,Strix hylophila,SA,STRIGIFORMES,Strigidae,brasilianpöllö
3006,Strix chacoensis,SA,STRIGIFORMES,Strigidae,raitapöllö
3007,Strix rufipes,SA,STRIGIFORMES,Strigidae,argentiinanpöllö
3008,Strix uralensis,PAL,STRIGIFORMES,Strigidae,viirupöllö
3009,Strix nebulosa,"NA, PAL",STRIGIFORMES,Strigidae,lapinpöllö
3010,Strix woodfordii,AF,STRIGIFORMES,Strigidae,afrikanpöllö
3011,Strix virgata,"MA, SA",STRIGIFORMES,Strigidae,viirumetsäpöllö
3012,Strix nigrolineata,"MA, SA",STRIGIFORMES,Strigidae,sepelmetsäpöllö
3013,Strix huhula,SA,STRIGIFORMES,Strigidae,raitametsäpöllö
3014,Strix albitarsis,SA,STRIGIFORMES,Strigidae,andienmetsäpöllö
3015,Colius striatus,AF,COLIIFORMES,Coliidae,täplähiiro
3016,Colius leucocephalus,AF,COLIIFORMES,Coliidae,valkolakkihiiro
3017,Colius castanotus,AF,COLIIFORMES,Coliidae,angolanhiiro
3018,Colius colius,AF,COLIIFORMES,Coliidae,valkoperähiiro
3019,Urocolius macrourus,AF,COLIIFORMES,Coliidae,sininiskahiiro
3020,Urocolius indicus,AF,COLIIFORMES,Coliidae,punanaamiohiiro
3021,Leptosomus discolor,AF,LEPTOSOMIFORMES,Leptosomidae,kuroli
3022,Euptilotis neoxenus,MA,TROGONIFORMES,Trogonidae,korvatrogoni
3023,Pharomachrus pavoninus,SA,TROGONIFORMES,Trogonidae,alankoketsaali
