,IOC,Breeding Range,Order,Family,Japanese
1252,Hierococcyx sparverioides,OR,CUCULIFORMES,Cuculidae,オオジュウイチ
1253,Hierococcyx bocki,OR,CUCULIFORMES,Cuculidae,クロジュウイチ
1254,Hierococcyx varius,OR,CUCULIFORMES,Cuculidae,ハイタカジュウイチ
1255,Hierococcyx hyperythrus,PAL,CUCULIFORMES,Cuculidae,ジュウイチ
1256,Hierococcyx pectoralis,OR,CUCULIFORMES,Cuculidae,フィリピンジュウイチ
1257,Hierococcyx fugax,OR,CUCULIFORMES,Cuculidae,マレーシアジュウイチ
1258,Hierococcyx nisicolor,OR,CUCULIFORMES,Cuculidae,インドシナジュウイチ
1259,Cuculus clamosus,AF,CUCULIFORMES,Cuculidae,クロカッコウ
1260,Cuculus solitarius,AF,CUCULIFORMES,Cuculidae,チャムネカッコウ
1261,Cuculus poliocephalus,"PAL, OR",CUCULIFORMES,Cuculidae,ホトトギス
1262,Cuculus crassirostris,AU,CUCULIFORMES,Cuculidae,セレベスジュウイチ
1263,Cuculus micropterus,"OR, PAL",CUCULIFORMES,Cuculidae,セグロカッコウ
1264,Cuculus rochii,AF,CUCULIFORMES,Cuculidae,マダガスカルホトトギス
1265,Cuculus gularis,AF,CUCULIFORMES,Cuculidae,アフリカカッコウ
1266,Cuculus saturatus,OR,CUCULIFORMES,Cuculidae,ヒマラヤツツドリ
1267,Cuculus optatus,PAL,CUCULIFORMES,Cuculidae,ツツドリ
1268,Cuculus lepidus,OR,CUCULIFORMES,Cuculidae,スンダツツドリ
1269,Cuculus canorus,PAL,CUCULIFORMES,Cuculidae,カッコウ
1270,Mesitornis variegatus,AF,MESITORNITHIFORMES,Mesitornithidae,ムナジロクイナモドキ
1271,Mesitornis unicolor,AF,MESITORNITHIFORMES,Mesitornithidae,クリイロクイナモドキ
1272,Monias benschi,AF,MESITORNITHIFORMES,Mesitornithidae,メスアカクイナモドキ
1273,Syrrhaptes tibetanus,PAL,PTEROCLIFORMES,Pteroclidae,チベットサケイ
1274,Syrrhaptes paradoxus,PAL,PTEROCLIFORMES,Pteroclidae,サケイ
1275,Pterocles alchata,"PAL, AF",PTEROCLIFORMES,Pteroclidae,シロハラサケイ
1276,Pterocles namaqua,AF,PTEROCLIFORMES,Pteroclidae,クリムネサケイ
1277,Pterocles exustus,"AF, PAL, OR",PTEROCLIFORMES,Pteroclidae,チャバラサケイ
1278,Pterocles senegallus,"AF, PAL",PTEROCLIFORMES,Pteroclidae,セネガルサケイ
1279,Pterocles orientalis,PAL,PTEROCLIFORMES,Pteroclidae,クロハラサケイ
1280,Pterocles gutturalis,AF,PTEROCLIFORMES,Pteroclidae,キノドサケイ
1281,Pterocles coronatus,"AF, PAL",PTEROCLIFORMES,Pteroclidae,ササフサケイ
1282,Pterocles decoratus,AF,PTEROCLIFORMES,Pteroclidae,クロガオサケイ
1283,Pterocles personatus,AF,PTEROCLIFORMES,Pteroclidae,マダガスカルサケイ
1284,Pterocles lichtensteinii,"AF, PAL",PTEROCLIFORMES,Pteroclidae,クロビタイサケイ
1285,Pterocles indicus,OR,PTEROCLIFORMES,Pteroclidae,サザナミサケイ
1286,Pterocles quadricinctus,AF,PTEROCLIFORMES,Pteroclidae,ヨツオビサケイ
1287,Pterocles bicinctus,AF,PTEROCLIFORMES,Pteroclidae,フタオビサケイ
1288,Pterocles burchelli,AF,PTEROCLIFORMES,Pteroclidae,シロボシサケイ
1289,Columba livia,Worldwide,COLUMBIFORMES,Columbidae,カワラバト
1290,Columba rupestris,PAL,COLUMBIFORMES,Columbidae,コウライバト
1291,Columba leuconota,PAL,COLUMBIFORMES,Columbidae,ユキバト
1292,Columba guinea,AF,COLUMBIFORMES,Columbidae,ウロコカワラバト
1293,Columba albitorques,AF,COLUMBIFORMES,Columbidae,シロエリカワラバト
1294,Columba oenas,PAL,COLUMBIFORMES,Columbidae,ヒメモリバト
1295,Columba eversmanni,PAL,COLUMBIFORMES,Columbidae,ヒガシヒメモリバト
1296,Columba oliviae,AF,COLUMBIFORMES,Columbidae,ソマリアヒメバト
1297,Columba palumbus,PAL,COLUMBIFORMES,Columbidae,モリバト
1298,Columba trocaz,AF,COLUMBIFORMES,Columbidae,マデイラバト
1299,Columba bollii,AF,COLUMBIFORMES,Columbidae,カナリーバト
1300,Columba junoniae,AF,COLUMBIFORMES,Columbidae,ゲッケイジュバト
1301,Columba unicincta,AF,COLUMBIFORMES,Columbidae,ハラジロバト
1302,Columba arquatrix,AF,COLUMBIFORMES,Columbidae,オリーブバト
1303,Columba sjostedti,AF,COLUMBIFORMES,Columbidae,カメルーンオリーブバト
1304,Columba thomensis,AF,COLUMBIFORMES,Columbidae,サントメオリーブバト
1305,Columba pollenii,AF,COLUMBIFORMES,Columbidae,コモロオリーブバト
1306,Columba hodgsonii,OR,COLUMBIFORMES,Columbidae,ゴマフバト
1307,Columba albinucha,AF,COLUMBIFORMES,Columbidae,シロエリバト
1308,Columba pulchricollis,OR,COLUMBIFORMES,Columbidae,タイワンジュズカケバト
1309,Columba elphinstonii,OR,COLUMBIFORMES,Columbidae,カノコモリバト
1310,Columba torringtoniae,OR,COLUMBIFORMES,Columbidae,セイロンカノコモリバト
1311,Columba punicea,OR,COLUMBIFORMES,Columbidae,ムラサキモリバト
1312,Columba argentina,OR,COLUMBIFORMES,Columbidae,ギンモリバト
1313,Columba palumboides,OR,COLUMBIFORMES,Columbidae,アンダマンモリバト
1314,Columba janthina,PAL,COLUMBIFORMES,Columbidae,カラスバト
1315,Columba vitiensis,"OR, AU, PO",COLUMBIFORMES,Columbidae,アカメカラスバト
1316,Columba leucomela,AU,COLUMBIFORMES,Columbidae,シロガシラカラスバト
1317,Columba pallidiceps,AU,COLUMBIFORMES,Columbidae,キアシカラスバト
1318,Columba delegorguei,AF,COLUMBIFORMES,Columbidae,ブロンズエリジロバト
1319,Columba iriditorques,AF,COLUMBIFORMES,Columbidae,ニジェリバト
1320,Columba malherbii,AF,COLUMBIFORMES,Columbidae,サントメニジェリバト
1321,Columba larvata,AF,COLUMBIFORMES,Columbidae,レモンバト
1322,Patagioenas leucocephala,"NA, MA",COLUMBIFORMES,Columbidae,シロボウシバト
1323,Patagioenas speciosa,"MA, SA",COLUMBIFORMES,Columbidae,アカハシウロコバト
1324,Patagioenas picazuro,SA,COLUMBIFORMES,Columbidae,アカメバト
1325,Patagioenas corensis,SA,COLUMBIFORMES,Columbidae,アオメバト
1326,Patagioenas maculosa,SA,COLUMBIFORMES,Columbidae,シロボシバト
1327,Patagioenas fasciata,"NA, MA, SA",COLUMBIFORMES,Columbidae,オビオバト
1328,Patagioenas araucana,SA,COLUMBIFORMES,Columbidae,チリバト
1329,Patagioenas cayennensis,"MA, SA",COLUMBIFORMES,Columbidae,ムラサキバト
1330,Patagioenas flavirostris,MA,COLUMBIFORMES,Columbidae,アカハシバト
1331,Patagioenas oenops,SA,COLUMBIFORMES,Columbidae,ペルーバト
1332,Patagioenas plumbea,SA,COLUMBIFORMES,Columbidae,ハイイロバト
1333,Patagioenas subvinacea,"MA, SA",COLUMBIFORMES,Columbidae,チョコレートバト
1334,Patagioenas nigrirostris,"MA, SA",COLUMBIFORMES,Columbidae,コバシバト
1335,Patagioenas goodsoni,SA,COLUMBIFORMES,Columbidae,ウスグロバト
1336,Nesoenas picturatus,AF,COLUMBIFORMES,Columbidae,マダガスカルキジバト
1337,Nesoenas mayeri,IO,COLUMBIFORMES,Columbidae,モーリシャスバト
1338,Streptopelia turtur,PAL,COLUMBIFORMES,Columbidae,コキジバト
1339,Streptopelia lugens,"AF, PAL",COLUMBIFORMES,Columbidae,クロエリキジバト
1340,Streptopelia hypopyrrha,AF,COLUMBIFORMES,Columbidae,バラムネキジバト
1341,Streptopelia orientalis,"PAL, OR",COLUMBIFORMES,Columbidae,キジバト
1342,Streptopelia bitorquata,"OR, AU",COLUMBIFORMES,Columbidae,オオベニバト
1343,Streptopelia dusumieri,OR,COLUMBIFORMES,Columbidae,フィリピンシラコバト
1344,Streptopelia decaocto,"PAL, OR",COLUMBIFORMES,Columbidae,シラコバト
1345,Streptopelia xanthocycla,OR,COLUMBIFORMES,Columbidae,Burmese Collared Dove
1346,Streptopelia roseogrisea,AF,COLUMBIFORMES,Columbidae,バライロシラコバト
1347,Streptopelia reichenowi,AF,COLUMBIFORMES,Columbidae,ハジロシラコバト
1348,Streptopelia decipiens,AF,COLUMBIFORMES,Columbidae,アフリカシラコバト
1349,Streptopelia semitorquata,"AF, PAL",COLUMBIFORMES,Columbidae,アカメジュズカケバト
1350,Streptopelia capicola,AF,COLUMBIFORMES,Columbidae,アフリカジュズカケバト
1351,Streptopelia vinacea,AF,COLUMBIFORMES,Columbidae,ウスアフリカジュズカケバト
1352,Streptopelia tranquebarica,OR,COLUMBIFORMES,Columbidae,ベニバト
1353,Spilopelia chinensis,OR,COLUMBIFORMES,Columbidae,カノコバト
1354,Spilopelia senegalensis,"AF, PAL, OR",COLUMBIFORMES,Columbidae,ワライバト
1355,Macropygia unchall,OR,COLUMBIFORMES,Columbidae,ヨコジマオナガバト
1356,Macropygia amboinensis,AU,COLUMBIFORMES,Columbidae,バラムネオナガバト
1357,Macropygia doreya,AU,COLUMBIFORMES,Columbidae,スルターンオナガバト
1358,Macropygia emiliana,OR,COLUMBIFORMES,Columbidae,インドネシアオナガバト
1359,Macropygia cinnamomea,OR,COLUMBIFORMES,Columbidae,エンガノオナガバト
1360,Macropygia modiglianii,OR,COLUMBIFORMES,Columbidae,バルサン
1361,Macropygia magna,AU,COLUMBIFORMES,Columbidae,ティモールオナガバト
1362,Macropygia timorlaoensis,AU,COLUMBIFORMES,Columbidae,タニンバルオナガバト
1363,Macropygia macassariensis,AU,COLUMBIFORMES,Columbidae,オオオナガバト
1364,Macropygia tenuirostris,OR,COLUMBIFORMES,Columbidae,フィリピンオナガバト
1365,Macropygia phasianella,AU,COLUMBIFORMES,Columbidae,オナガバト
1366,Macropygia rufipennis,OR,COLUMBIFORMES,Columbidae,アンダマンオナガバト
1367,Macropygia nigrirostris,AU,COLUMBIFORMES,Columbidae,ハシグロオナガバト
1368,Macropygia mackinlayi,AU,COLUMBIFORMES,Columbidae,メラネシアオナガバト
1369,Macropygia ruficeps,OR,COLUMBIFORMES,Columbidae,ヒメオナガバト
1370,Reinwardtoena reinwardti,AU,COLUMBIFORMES,Columbidae,マイヒメバト
1371,Reinwardtoena browni,AU,COLUMBIFORMES,Columbidae,ニューブリテンマイヒメバト
1372,Reinwardtoena crassirostris,AU,COLUMBIFORMES,Columbidae,カンムリマイヒメバト
1373,Turacoena manadensis,AU,COLUMBIFORMES,Columbidae,カオジロクロバト
1374,Turacoena sulaensis,AU,COLUMBIFORMES,Columbidae,スラクロバト
1375,Turacoena modesta,AU,COLUMBIFORMES,Columbidae,チモールクロバト
1376,Turtur chalcospilos,AF,COLUMBIFORMES,Columbidae,ミドリマダラバト
1377,Turtur abyssinicus,AF,COLUMBIFORMES,Columbidae,ハシグロアオフバト
1378,Turtur afer,AF,COLUMBIFORMES,Columbidae,アオフバト
1379,Turtur tympanistria,AF,COLUMBIFORMES,Columbidae,タンバリンバト
1380,Turtur brehmeri,AF,COLUMBIFORMES,Columbidae,ズアオバト
1381,Oena capensis,"AF, PAL",COLUMBIFORMES,Columbidae,シッポウバト
1382,Chalcophaps indica,"OR, AU",COLUMBIFORMES,Columbidae,キンバト
1383,Chalcophaps longirostris,AU,COLUMBIFORMES,Columbidae,タイヘイヨウキンバト
1384,Chalcophaps stephani,AU,COLUMBIFORMES,Columbidae,チャイロキンバト
1385,Henicophaps albifrons,AU,COLUMBIFORMES,Columbidae,ハシナガバト
1386,Henicophaps foersteri,AU,COLUMBIFORMES,Columbidae,ニューブリテンハシナガバト
1387,Phaps chalcoptera,AU,COLUMBIFORMES,Columbidae,ニジハバト
1388,Phaps elegans,AU,COLUMBIFORMES,Columbidae,チャノドニジハバト
1389,Phaps histrionica,AU,COLUMBIFORMES,Columbidae,クマドリバト
1390,Ocyphaps lophotes,AU,COLUMBIFORMES,Columbidae,レンジャクバト
1391,Geophaps plumifera,AU,COLUMBIFORMES,Columbidae,ショウキバト
1392,Geophaps scripta,AU,COLUMBIFORMES,Columbidae,ライチョウバト
1393,Geophaps smithii,AU,COLUMBIFORMES,Columbidae,アカメシャコバト
1394,Trugon terrestris,AU,COLUMBIFORMES,Columbidae,ハシブトバト
1395,Leucosarcia melanoleuca,AU,COLUMBIFORMES,Columbidae,ウォンガバト
1396,Petrophassa rufipennis,AU,COLUMBIFORMES,Columbidae,チャバネイワバト
1397,Petrophassa albipennis,AU,COLUMBIFORMES,Columbidae,モンツキイワバト
1398,Geopelia cuneata,AU,COLUMBIFORMES,Columbidae,ウスユキバト
1399,Geopelia striata,OR,COLUMBIFORMES,Columbidae,チョウショウバト
1400,Geopelia placida,AU,COLUMBIFORMES,Columbidae,オーストラリアチョウショウバト
1401,Geopelia maugeus,AU,COLUMBIFORMES,Columbidae,スンダチョウショウバト
1402,Geopelia humeralis,AU,COLUMBIFORMES,Columbidae,ベニカノコバト
1403,Columbina inca,"NA, MA",COLUMBIFORMES,Columbidae,インカバト
1404,Columbina squammata,SA,COLUMBIFORMES,Columbidae,サザナミインカバト
1405,Columbina passerina,"NA, MA, SA",COLUMBIFORMES,Columbidae,スズメバト
1406,Columbina minuta,"MA, SA",COLUMBIFORMES,Columbidae,フナシスズメバト
1407,Columbina buckleyi,SA,COLUMBIFORMES,Columbidae,オオスズメバト
1408,Columbina talpacoti,"MA, SA",COLUMBIFORMES,Columbidae,ケアシスズメバト
1409,Columbina picui,SA,COLUMBIFORMES,Columbidae,イチモンジバト
1410,Columbina cruziana,SA,COLUMBIFORMES,Columbidae,キバシヒメバト
1411,Columbina cyanopis,SA,COLUMBIFORMES,Columbidae,アオメヒメバト
1412,Claravis pretiosa,"MA, SA",COLUMBIFORMES,Columbidae,ソライロアルキバト
1413,Paraclaravis geoffroyi,SA,COLUMBIFORMES,Columbidae,フタオビアルキバト
1414,Paraclaravis mondetoura,"MA, SA",COLUMBIFORMES,Columbidae,フジムネアルキバト
1415,Metriopelia ceciliae,SA,COLUMBIFORMES,Columbidae,アカガオハシリバト
1416,Metriopelia morenoi,SA,COLUMBIFORMES,Columbidae,キガオハシリバト
1417,Metriopelia melanoptera,SA,COLUMBIFORMES,Columbidae,ハグロハシリバト
1418,Metriopelia aymara,SA,COLUMBIFORMES,Columbidae,キンボシハシリバト
1419,Uropelia campestris,SA,COLUMBIFORMES,Columbidae,オナガハシリバト
1420,Geotrygon purpurata,SA,COLUMBIFORMES,Columbidae,ムラサキウズラバト
1421,Geotrygon saphirina,SA,COLUMBIFORMES,Columbidae,クロヒゲウズラバト
1422,Geotrygon montana,"MA, SA",COLUMBIFORMES,Columbidae,ヤマウズラバト
1423,Geotrygon violacea,"MA, SA",COLUMBIFORMES,Columbidae,シロハラウズラバト
1424,Leptotrygon veraguensis,"MA, SA",COLUMBIFORMES,Columbidae,ホオジロウズラバト
1425,Leptotila verreauxi,"MA, SA",COLUMBIFORMES,Columbidae,シロビタイシャコバト
1426,Leptotila megalura,SA,COLUMBIFORMES,Columbidae,シロガオシャコバト
1427,Leptotila rufaxilla,SA,COLUMBIFORMES,Columbidae,ハイビタイシャコバト
1428,Leptotila plumbeiceps,"MA, SA",COLUMBIFORMES,Columbidae,ハイガシラシャコバト
1429,Leptotila pallida,SA,COLUMBIFORMES,Columbidae,ウスイロシャコバト
1430,Leptotila battyi,MA,COLUMBIFORMES,Columbidae,チャイロシャコバト
1431,Leptotila jamaicensis,"NA, MA",COLUMBIFORMES,Columbidae,シロハラシャコバト
1432,Leptotila cassinii,"MA, SA",COLUMBIFORMES,Columbidae,ハイイロシャコバト
1433,Leptotila ochraceiventris,SA,COLUMBIFORMES,Columbidae,キバラシャコバト
1434,Leptotila conoveri,SA,COLUMBIFORMES,Columbidae,コロンビアシャコバト
1435,Zentrygon carrikeri,MA,COLUMBIFORMES,Columbidae,ベラクルスウズラバト
1436,Zentrygon costaricensis,MA,COLUMBIFORMES,Columbidae,セアカウズラバト
1437,Zentrygon lawrencii,MA,COLUMBIFORMES,Columbidae,アメリカウズラバト
1438,Zentrygon albifacies,MA,COLUMBIFORMES,Columbidae,カオジロウズラバト
1439,Zentrygon frenata,SA,COLUMBIFORMES,Columbidae,バラビタイウズラバト
1440,Zentrygon linearis,SA,COLUMBIFORMES,Columbidae,オオウズラバト
1441,Zentrygon chiriquensis,MA,COLUMBIFORMES,Columbidae,ムネアカウズラバト
1442,Zentrygon goldmani,"MA, SA",COLUMBIFORMES,Columbidae,アカガシラウズラバト
1443,Zenaida macroura,"NA, MA",COLUMBIFORMES,Columbidae,ナゲキバト
1444,Zenaida graysoni,MA,COLUMBIFORMES,Columbidae,ソコロナゲキバト
1445,Zenaida auriculata,SA,COLUMBIFORMES,Columbidae,ミミグロバト
1446,Zenaida galapagoensis,SA,COLUMBIFORMES,Columbidae,ガラパゴスバト
1447,Zenaida asiatica,"NA, MA",COLUMBIFORMES,Columbidae,ハジロバト
1448,Zenaida meloda,SA,COLUMBIFORMES,Columbidae,ミナミハジロバト
1449,Caloenas nicobarica,"OR, AU",COLUMBIFORMES,Columbidae,ミノバト
1450,Gallicolumba tristigmata,AU,COLUMBIFORMES,Columbidae,セレベスウズラバト
1451,Gallicolumba rufigula,AU,COLUMBIFORMES,Columbidae,キンムネバト
1452,Gallicolumba luzonica,OR,COLUMBIFORMES,Columbidae,ヒムネバト
1453,Gallicolumba crinigera,OR,COLUMBIFORMES,Columbidae,ミンダナオヒムネバト
1454,Gallicolumba platenae,OR,COLUMBIFORMES,Columbidae,ミンドロヒムネバト
1455,Gallicolumba keayi,OR,COLUMBIFORMES,Columbidae,ネグロスヒムネバト
1456,Gallicolumba menagei,OR,COLUMBIFORMES,Columbidae,タウィタウィヒムネバト
1457,Pampusana hoedtii,AU,COLUMBIFORMES,Columbidae,ウェタルバト
1458,Pampusana jobiensis,AU,COLUMBIFORMES,Columbidae,パプアマミムナジロバト
1459,Pampusana kubaryi,PO,COLUMBIFORMES,Columbidae,マミムナジロバト
1460,Pampusana erythroptera,PO,COLUMBIFORMES,Columbidae,ソシエテマミムナジロバト
1461,Pampusana xanthonura,PO,COLUMBIFORMES,Columbidae,ムナジロバト
1462,Pampusana stairi,PO,COLUMBIFORMES,Columbidae,トンガバト
1463,Pampusana sanctaecrucis,AU,COLUMBIFORMES,Columbidae,サンタクルーズバト
1464,Pampusana rubescens,PO,COLUMBIFORMES,Columbidae,マルケサスバト
1465,Pampusana beccarii,AU,COLUMBIFORMES,Columbidae,ハイムネバト
1466,Pampusana canifrons,PO,COLUMBIFORMES,Columbidae,パラオムナジロバト
1467,Otidiphaps nobilis,AU,COLUMBIFORMES,Columbidae,ゴクラクバト
1468,Goura cristata,AU,COLUMBIFORMES,Columbidae,カンムリバト
1469,Goura scheepmakeri,AU,COLUMBIFORMES,Columbidae,ミナミカンムリバト
1470,Goura sclaterii,AU,COLUMBIFORMES,Columbidae,ムネアカカンムリバト
1471,Goura victoria,AU,COLUMBIFORMES,Columbidae,オウギバト
1472,Didunculus strigirostris,PO,COLUMBIFORMES,Columbidae,オオハシバト
1473,Phapitreron leucotis,OR,COLUMBIFORMES,Columbidae,テリアオバト
1474,Phapitreron amethystinus,OR,COLUMBIFORMES,Columbidae,オオテリアオバト
1475,Phapitreron cinereiceps,OR,COLUMBIFORMES,Columbidae,ミナミオオテリアオバト
1476,Phapitreron brunneiceps,OR,COLUMBIFORMES,Columbidae,ミンダナオテリアオバト
1477,Treron fulvicollis,OR,COLUMBIFORMES,Columbidae,ニッケイアオバト
1478,Treron olax,OR,COLUMBIFORMES,Columbidae,チビアオバト
1479,Treron vernans,"OR, AU",COLUMBIFORMES,Columbidae,コアオバト
1480,Treron bicinctus,OR,COLUMBIFORMES,Columbidae,ムネアカアオバト
1481,Treron pompadora,OR,COLUMBIFORMES,Columbidae,スリランカアオバト
1482,Treron affinis,OR,COLUMBIFORMES,Columbidae,ハイビタイアオバト
1483,Treron phayrei,OR,COLUMBIFORMES,Columbidae,ハイガシラアオバト
1484,Treron chloropterus,OR,COLUMBIFORMES,Columbidae,アンダマンアオバト
1485,Treron axillaris,OR,COLUMBIFORMES,Columbidae,フィリピンアオバト
1486,Treron aromaticus,OR,COLUMBIFORMES,Columbidae,ブルアオバト
1487,Treron curvirostra,OR,COLUMBIFORMES,Columbidae,ハシブトアオバト
1488,Treron griseicauda,"OR, AU",COLUMBIFORMES,Columbidae,ハイガオハシブトアオバト
1489,Treron teysmannii,AU,COLUMBIFORMES,Columbidae,スンバアオバト
1490,Treron floris,AU,COLUMBIFORMES,Columbidae,フロレスアオバト
1491,Treron psittaceus,AU,COLUMBIFORMES,Columbidae,チモールアオバト
1492,Treron capellei,OR,COLUMBIFORMES,Columbidae,オオアオバト
1493,Treron phoenicopterus,OR,COLUMBIFORMES,Columbidae,キアシアオバト
1494,Treron waalia,"AF, PAL",COLUMBIFORMES,Columbidae,キバラアオバト
1495,Treron australis,AF,COLUMBIFORMES,Columbidae,マダガスカルアオバト
1496,Treron griveaudi,AF,COLUMBIFORMES,Columbidae,コモロアオバト
1497,Treron calvus,AF,COLUMBIFORMES,Columbidae,アフリカアオバト
1498,Treron pembaensis,AF,COLUMBIFORMES,Columbidae,ペンバアオバト
1499,Treron sanctithomae,AF,COLUMBIFORMES,Columbidae,サントメアオバト
1500,Treron apicauda,OR,COLUMBIFORMES,Columbidae,ハリオアオバト
