,IOC,Breeding Range,Order,Family,Catalan
5606,Malurus leucopterus,AU,PASSERIFORMES,Maluridae,malur alablanc
5607,Clytomyias insignis,AU,PASSERIFORMES,Maluridae,malur cap-roig
5608,Stipiturus malachurus,AU,PASSERIFORMES,Maluridae,malur cua-de-palla meridional
5609,Stipiturus mallee,AU,PASSERIFORMES,Maluridae,malur cua-de-palla del Mallee
5610,Stipiturus ruficeps,AU,PASSERIFORMES,Maluridae,malur cua-de-palla septentrional
5611,Amytornis barbatus,AU,PASSERIFORMES,Maluridae,malur canós carablanc
5612,Amytornis housei,AU,PASSERIFORMES,Maluridae,malur canós negrós
5613,Amytornis woodwardi,AU,PASSERIFORMES,Maluridae,malur canós golablanc
5614,Amytornis dorotheae,AU,PASSERIFORMES,Maluridae,malur canós de Carpentària
5615,Amytornis merrotsyi,AU,PASSERIFORMES,Maluridae,malur canós de Merrotsy
5616,Amytornis whitei,AU,PASSERIFORMES,Maluridae,Rufous Grasswren
5617,Amytornis rowleyi,AU,PASSERIFORMES,Maluridae,Opalton Grasswren
5618,Amytornis striatus,AU,PASSERIFORMES,Maluridae,malur canós estriat
5619,Amytornis goyderi,AU,PASSERIFORMES,Maluridae,malur canós del llac Eyre
5620,Amytornis textilis,AU,PASSERIFORMES,Maluridae,malur canós becgròs
5621,Amytornis modestus,AU,PASSERIFORMES,Maluridae,Thick-billed Grasswren
5622,Amytornis purnelli,AU,PASSERIFORMES,Maluridae,malur canós fosc
5623,Amytornis ballarae,AU,PASSERIFORMES,Maluridae,malur canós kalkadoon
5624,Myza celebensis,AU,PASSERIFORMES,Meliphagidae,menjamel d'ulleres
5625,Myza sarasinorum,AU,PASSERIFORMES,Meliphagidae,menjamel d'orelles rosades
5626,Acanthorhynchus tenuirostris,AU,PASSERIFORMES,Meliphagidae,bec d'espina oriental
5627,Acanthorhynchus superciliosus,AU,PASSERIFORMES,Meliphagidae,bec d'espina occidental
5628,Glycichaera fallax,AU,PASSERIFORMES,Meliphagidae,menjamel de dors verd
5629,Melionyx fuscus,AU,PASSERIFORMES,Meliphagidae,menjamel fuliginós
5630,Melionyx princeps,AU,PASSERIFORMES,Meliphagidae,menjamel barballarg
5631,Melionyx nouhuysi,AU,PASSERIFORMES,Meliphagidae,menjamel barbacurt
5632,Ptiloprora plumbea,AU,PASSERIFORMES,Meliphagidae,menjamel plumbi
5633,Ptiloprora meekiana,AU,PASSERIFORMES,Meliphagidae,menjamel de Meek
5634,Ptiloprora erythropleura,AU,PASSERIFORMES,Meliphagidae,menjamel de flancs rogencs
5635,Ptiloprora guisei,AU,PASSERIFORMES,Meliphagidae,menjamel de dors rogenc
5636,Ptiloprora mayri,AU,PASSERIFORMES,Meliphagidae,menjamel de Mayr
5637,Ptiloprora perstriata,AU,PASSERIFORMES,Meliphagidae,menjamel estriat
5638,Ashbyia lovensis,AU,PASSERIFORMES,Meliphagidae,eptianur d'Ashby
5639,Epthianura tricolor,AU,PASSERIFORMES,Meliphagidae,eptianur roig
5640,Epthianura aurifrons,AU,PASSERIFORMES,Meliphagidae,eptianur golanegre
5641,Epthianura crocea,AU,PASSERIFORMES,Meliphagidae,eptianur groc
5642,Epthianura albifrons,AU,PASSERIFORMES,Meliphagidae,eptianur carablanc
5643,Stresemannia bougainvillei,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Bougainville
5644,Conopophila albogularis,AU,PASSERIFORMES,Meliphagidae,menjamel pit-roig
5645,Conopophila rufogularis,AU,PASSERIFORMES,Meliphagidae,menjamel gola-roig
5646,Conopophila whitei,AU,PASSERIFORMES,Meliphagidae,menjamel de White
5647,Ramsayornis fasciatus,AU,PASSERIFORMES,Meliphagidae,menjamel de pit barrat
5648,Ramsayornis modestus,AU,PASSERIFORMES,Meliphagidae,menjamel modest
5649,Melilestes megarhynchus,AU,PASSERIFORMES,Meliphagidae,menjamel becllarg
5650,Timeliopsis fulvigula,AU,PASSERIFORMES,Meliphagidae,menjamel olivaci
5651,Timeliopsis griseigula,AU,PASSERIFORMES,Meliphagidae,menjamel canyella
5652,Melipotes gymnops,AU,PASSERIFORMES,Meliphagidae,menjamel de les muntanyes Arfak
5653,Melipotes fumigatus,AU,PASSERIFORMES,Meliphagidae,menjamel fumat
5654,Melipotes carolae,AU,PASSERIFORMES,Meliphagidae,menjamel de Carol
5655,Melipotes ater,AU,PASSERIFORMES,Meliphagidae,menjamel pigallat
5656,Macgregoria pulchra,AU,PASSERIFORMES,Meliphagidae,menjamel de MacGregor
5657,Glycifohia undulata,AU,PASSERIFORMES,Meliphagidae,menjamel barrat
5658,Glycifohia notabilis,AU,PASSERIFORMES,Meliphagidae,menjamel de Vanuatu
5659,Gliciphila melanops,AU,PASSERIFORMES,Meliphagidae,menjamel coronat
5660,Pycnopygius ixoides,AU,PASSERIFORMES,Meliphagidae,menjamel ocraci
5661,Pycnopygius cinereus,AU,PASSERIFORMES,Meliphagidae,menjamel marbrenc
5662,Pycnopygius stictocephalus,AU,PASSERIFORMES,Meliphagidae,menjamel de cap ratllat
5663,Certhionyx variegatus,AU,PASSERIFORMES,Meliphagidae,menjamel garser
5664,Prosthemadera novaeseelandiae,AU,PASSERIFORMES,Meliphagidae,menjamel tui
5665,Anthornis melanura,AU,PASSERIFORMES,Meliphagidae,menjamel de Nova Zelanda
5666,Sugomel lombokium,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Lombok
5667,Sugomel nigrum,AU,PASSERIFORMES,Meliphagidae,mel·lífer blanc i negre
5668,Melitograis gilolensis,AU,PASSERIFORMES,Meliphagidae,frare crestat
5669,Vosea whitemanensis,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Nova Bretanya
5670,Myzomela blasii,AU,PASSERIFORMES,Meliphagidae,mel·lífer sobri
5671,Myzomela albigula,AU,PASSERIFORMES,Meliphagidae,mel·lífer golablanc
5672,Myzomela cineracea,AU,PASSERIFORMES,Meliphagidae,mel·lífer cendrós
5673,Myzomela eques,AU,PASSERIFORMES,Meliphagidae,mel·lífer gola-roig
5674,Myzomela simplex,AU,PASSERIFORMES,Meliphagidae,Moluccan Myzomela
5675,Myzomela rubrotincta,AU,PASSERIFORMES,Meliphagidae,Red-tinged Myzomela
5676,Myzomela rubrobrunnea,AU,PASSERIFORMES,Meliphagidae,Biak Myzomela
5677,Myzomela obscura,AU,PASSERIFORMES,Meliphagidae,mel·lífer fosc
5678,Myzomela cruentata,AU,PASSERIFORMES,Meliphagidae,mel·lífer escarlata
5679,Myzomela erythrina,AU,PASSERIFORMES,Meliphagidae,Reddish Myzomela
5680,Myzomela nigrita,AU,PASSERIFORMES,Meliphagidae,mel·lífer negre
5681,Myzomela pulchella,AU,PASSERIFORMES,Meliphagidae,mel·lífer cara-roig
5682,Myzomela kuehni,AU,PASSERIFORMES,Meliphagidae,mel·lífer de l'illa Wetar
5683,Myzomela prawiradilagae,AU,PASSERIFORMES,Meliphagidae,Alor Myzomela
5684,Myzomela erythrocephala,AU,PASSERIFORMES,Meliphagidae,mel·lífer cap-roig
5685,Myzomela dammermani,AU,PASSERIFORMES,Meliphagidae,mel·lífer de l'illa Sumba
5686,Myzomela irianawidodoae,AU,PASSERIFORMES,Meliphagidae,Rote Myzomela
5687,Myzomela adolphinae,AU,PASSERIFORMES,Meliphagidae,mel·lífer d'Adolfina
5688,Myzomela boiei,AU,PASSERIFORMES,Meliphagidae,mel·lífer de les illes de la Banda
5689,Myzomela wahe,AU,PASSERIFORMES,Meliphagidae,Taliabu Myzomela
5690,Myzomela chloroptera,AU,PASSERIFORMES,Meliphagidae,mel·lífer de Sulawesi
5691,Myzomela batjanensis,AU,PASSERIFORMES,Meliphagidae,Bacan Myzomela
5692,Myzomela wakoloensis,AU,PASSERIFORMES,Meliphagidae,mel·lífer del llac Wakolo
5693,Myzomela sanguinolenta,AU,PASSERIFORMES,Meliphagidae,mel·lífer sagnant
5694,Myzomela caledonica,AU,PASSERIFORMES,Meliphagidae,mel·lífer de Nova Caledònia
5695,Myzomela cardinalis,"AU, PO",PASSERIFORMES,Meliphagidae,mel·lífer cardenal
5696,Myzomela chermesina,PO,PASSERIFORMES,Meliphagidae,mel·lífer de l'illa Rotuma
5697,Myzomela rubratra,PO,PASSERIFORMES,Meliphagidae,mel·lífer de Micronèsia
5698,Myzomela sclateri,AU,PASSERIFORMES,Meliphagidae,mel·lífer de Sclater
5699,Myzomela pammelaena,AU,PASSERIFORMES,Meliphagidae,mel·lífer de les illes Bismarck
5700,Myzomela lafargei,AU,PASSERIFORMES,Meliphagidae,mel·lífer de coroneta vermella
5701,Myzomela eichhorni,AU,PASSERIFORMES,Meliphagidae,mel·lífer d'Eichhorn
5702,Myzomela malaitae,AU,PASSERIFORMES,Meliphagidae,mel·lífer de l'illa Malaita
5703,Myzomela melanocephala,AU,PASSERIFORMES,Meliphagidae,mel·lífer capnegre
5704,Myzomela tristrami,AU,PASSERIFORMES,Meliphagidae,mel·lífer de Tristram
5705,Myzomela jugularis,PO,PASSERIFORMES,Meliphagidae,mel·lífer de les Fiji
5706,Myzomela erythromelas,AU,PASSERIFORMES,Meliphagidae,mel·lífer bicolor
5707,Myzomela vulnerata,AU,PASSERIFORMES,Meliphagidae,mel·lífer pitnegre
5708,Myzomela rosenbergii,AU,PASSERIFORMES,Meliphagidae,mel·lífer de Rosenberg
5709,Myzomela longirostris,AU,PASSERIFORMES,Meliphagidae,Long-billed Myzomela
5710,Philemon meyeri,AU,PASSERIFORMES,Meliphagidae,frare de Meyer
5711,Philemon brassi,AU,PASSERIFORMES,Meliphagidae,frare de Brass
5712,Philemon citreogularis,AU,PASSERIFORMES,Meliphagidae,frare carablau
5713,Philemon kisserensis,AU,PASSERIFORMES,Meliphagidae,frare de l'illa Kissar
5714,Philemon inornatus,AU,PASSERIFORMES,Meliphagidae,frare de Timor
5715,Philemon fuscicapillus,AU,PASSERIFORMES,Meliphagidae,frare fosc
5716,Philemon subcorniculatus,AU,PASSERIFORMES,Meliphagidae,frare de l'illa Seram
5717,Philemon moluccensis,AU,PASSERIFORMES,Meliphagidae,frare de l'illa Buru
5718,Philemon plumigenis,AU,PASSERIFORMES,Meliphagidae,frare de les illes Tanimbar
5719,Philemon buceroides,AU,PASSERIFORMES,Meliphagidae,frare d'elm
5720,Philemon novaeguineae,AU,PASSERIFORMES,Meliphagidae,New Guinea Friarbird
5721,Philemon yorki,AU,PASSERIFORMES,Meliphagidae,Hornbill Friarbird
5722,Philemon cockerelli,AU,PASSERIFORMES,Meliphagidae,frare de Nova Bretanya
5723,Philemon eichhorni,AU,PASSERIFORMES,Meliphagidae,frare de Nova Irlanda
5724,Philemon albitorques,AU,PASSERIFORMES,Meliphagidae,frare de l'illa Manus
5725,Philemon argenticeps,AU,PASSERIFORMES,Meliphagidae,frare rinoceront
5726,Philemon corniculatus,AU,PASSERIFORMES,Meliphagidae,frare cridaner
5727,Philemon diemenensis,AU,PASSERIFORMES,Meliphagidae,frare de Nova Caledònia
5728,Xanthotis polygrammus,AU,PASSERIFORMES,Meliphagidae,menjamel tacat
5729,Xanthotis macleayanus,AU,PASSERIFORMES,Meliphagidae,menjamel de Macleay
5730,Xanthotis flaviventer,AU,PASSERIFORMES,Meliphagidae,menjamel de ventre cremós
5731,Plectorhyncha lanceolata,AU,PASSERIFORMES,Meliphagidae,menjamel de cap estriat
5732,Grantiella picta,AU,PASSERIFORMES,Meliphagidae,menjamel bec-roig
5733,Trichodere cockerelli,AU,PASSERIFORMES,Meliphagidae,menjamel de Cockerell
5734,Phylidonyris pyrrhopterus,AU,PASSERIFORMES,Meliphagidae,menjamel de mitja lluna
5735,Phylidonyris novaehollandiae,AU,PASSERIFORMES,Meliphagidae,menjamel de Nova Holanda
5736,Phylidonyris niger,AU,PASSERIFORMES,Meliphagidae,menjamel piliat
5737,Lichmera argentauris,AU,PASSERIFORMES,Meliphagidae,menjamel galtes d'argent
5738,Lichmera indistincta,AU,PASSERIFORMES,Meliphagidae,menjamel bru
5739,Lichmera incana,AU,PASSERIFORMES,Meliphagidae,menjamel de bigotis
5740,Lichmera alboauricularis,AU,PASSERIFORMES,Meliphagidae,menjamel maculat
5741,Lichmera squamata,AU,PASSERIFORMES,Meliphagidae,menjamel escatós
5742,Lichmera deningeri,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Buru
5743,Lichmera monticola,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Seram
5744,Lichmera flavicans,AU,PASSERIFORMES,Meliphagidae,menjamel de Timor
5745,Lichmera notabilis,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Wetar
5746,Cissomela pectoralis,AU,PASSERIFORMES,Meliphagidae,menjamel de collar
5747,Guadalcanaria inexpectata,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Guadalcanal
5748,Meliarchus sclateri,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Makira
5749,Gymnomyza viridis,PO,PASSERIFORMES,Meliphagidae,menjamel verd
5750,Gymnomyza brunneirostris,PO,PASSERIFORMES,Meliphagidae,Giant Honeyeater
5751,Gymnomyza samoensis,PO,PASSERIFORMES,Meliphagidae,menjamel mao
5752,Gymnomyza aubryana,AU,PASSERIFORMES,Meliphagidae,menjamel corb
5753,Foulehaio carunculatus,PO,PASSERIFORMES,Meliphagidae,menjamel carunculat
5754,Foulehaio taviunensis,PO,PASSERIFORMES,Meliphagidae,Fiji Wattled Honeyeater
5755,Foulehaio procerior,PO,PASSERIFORMES,Meliphagidae,Kikau
5756,Meliphacator provocator,PO,PASSERIFORMES,Meliphagidae,menjamel de l'illa Kadavu
5757,Nesoptilotis leucotis,AU,PASSERIFORMES,Meliphagidae,menjamel d'orelles blanques
5758,Nesoptilotis flavicollis,AU,PASSERIFORMES,Meliphagidae,menjamel golagroc
5759,Entomyzon cyanotis,AU,PASSERIFORMES,Meliphagidae,menjamel carablau
5760,Melithreptus gularis,AU,PASSERIFORMES,Meliphagidae,menjamel camagroc
5761,Melithreptus validirostris,AU,PASSERIFORMES,Meliphagidae,menjamel becgròs
5762,Melithreptus brevirostris,AU,PASSERIFORMES,Meliphagidae,menjamel capbrú
5763,Melithreptus albogularis,AU,PASSERIFORMES,Meliphagidae,menjamel golablanc
5764,Melithreptus lunatus,AU,PASSERIFORMES,Meliphagidae,menjamel de clatell blanc
5765,Melithreptus chloropsis,AU,PASSERIFORMES,Meliphagidae,Gilbert's Honeyeater
5766,Melithreptus affinis,AU,PASSERIFORMES,Meliphagidae,menjamel capnegre
5767,Stomiopera unicolor,AU,PASSERIFORMES,Meliphagidae,menjamel unicolor
5768,Stomiopera flava,AU,PASSERIFORMES,Meliphagidae,menjamel groc
5769,Meliphaga aruensis,AU,PASSERIFORMES,Meliphagidae,menjamel de les illes Aru
5770,Meliphaga notata,AU,PASSERIFORMES,Meliphagidae,menjamel de taques grogues
5771,Meliphaga lewinii,AU,PASSERIFORMES,Meliphagidae,menjamel de Lewin
5772,Purnella albifrons,AU,PASSERIFORMES,Meliphagidae,menjamel de front blanc
5773,Lichenostomus melanops,AU,PASSERIFORMES,Meliphagidae,menjamel de cresta groga
5774,Lichenostomus cratitius,AU,PASSERIFORMES,Meliphagidae,menjamel de boqueres
5775,Microptilotis mimikae,AU,PASSERIFORMES,Meliphagidae,menjamel del riu Mimika
5776,Microptilotis montanus,AU,PASSERIFORMES,Meliphagidae,menjamel forestal
5777,Microptilotis orientalis,AU,PASSERIFORMES,Meliphagidae,menjamel de muntanya
5778,Microptilotis albonotatus,AU,PASSERIFORMES,Meliphagidae,menjamel dels matolls
5779,Microptilotis analogus,AU,PASSERIFORMES,Meliphagidae,menjamel imitador
5780,Microptilotis vicina,AU,PASSERIFORMES,Meliphagidae,menjamel de l'illa Tagula
5781,Microptilotis gracilis,AU,PASSERIFORMES,Meliphagidae,menjamel gràcil
5782,Microptilotis imitatrix,AU,PASSERIFORMES,Meliphagidae,Cryptic Honeyeater
5783,Microptilotis cinereifrons,AU,PASSERIFORMES,Meliphagidae,menjamel elegant
5784,Microptilotis flavirictus,AU,PASSERIFORMES,Meliphagidae,menjamel rialler
5785,Territornis albilineata,AU,PASSERIFORMES,Meliphagidae,menjamel de galta ratllada
5786,Territornis fordiana,AU,PASSERIFORMES,Meliphagidae,menjamel de Kimberley
5787,Territornis reticulata,AU,PASSERIFORMES,Meliphagidae,menjamel reticulat
5788,Gavicalis versicolor,AU,PASSERIFORMES,Meliphagidae,menjamel versicolor
5789,Gavicalis fasciogularis,AU,PASSERIFORMES,Meliphagidae,menjamel dels manglars
5790,Gavicalis virescens,AU,PASSERIFORMES,Meliphagidae,menjamel cantaire
5791,Oreornis chrysogenys,AU,PASSERIFORMES,Meliphagidae,menjamel dels monts Maoke
5792,Ptilotula flavescens,AU,PASSERIFORMES,Meliphagidae,menjamel citrí
5793,Ptilotula fusca,AU,PASSERIFORMES,Meliphagidae,menjamel gris
5794,Ptilotula keartlandi,AU,PASSERIFORMES,Meliphagidae,menjamel emmascarat
5795,Ptilotula plumula,AU,PASSERIFORMES,Meliphagidae,menjamel plumífer
5796,Ptilotula ornata,AU,PASSERIFORMES,Meliphagidae,menjamel ornat
5797,Ptilotula penicillata,AU,PASSERIFORMES,Meliphagidae,menjamel de coll marcat
5798,Caligavis chrysops,AU,PASSERIFORMES,Meliphagidae,menjamel caragroc
5799,Caligavis subfrenata,AU,PASSERIFORMES,Meliphagidae,menjamel golanegre
5800,Caligavis obscura,AU,PASSERIFORMES,Meliphagidae,menjamel orellut
5801,Anthochaera chrysoptera,AU,PASSERIFORMES,Meliphagidae,menjamel estornellenc
5802,Anthochaera lunulata,AU,PASSERIFORMES,Meliphagidae,menjamel de galtes blanques
5803,Anthochaera carunculata,AU,PASSERIFORMES,Meliphagidae,menjamel d'arracades
5804,Anthochaera paradoxa,AU,PASSERIFORMES,Meliphagidae,menjamel de carúncules
5805,Anthochaera phrygia,AU,PASSERIFORMES,Meliphagidae,menjamel regent
5806,Acanthagenys rufogularis,AU,PASSERIFORMES,Meliphagidae,menjamel de galtes espinoses
5807,Bolemoreus frenatus,AU,PASSERIFORMES,Meliphagidae,menjamel embridat
5808,Bolemoreus hindwoodi,AU,PASSERIFORMES,Meliphagidae,menjamel de Hindwood
5809,Melidectes ochromelas,AU,PASSERIFORMES,Meliphagidae,menjamel oftàlmic
5810,Melidectes leucostephes,AU,PASSERIFORMES,Meliphagidae,menjamel de Vogelkop
5811,Melidectes rufocrissalis,AU,PASSERIFORMES,Meliphagidae,menjamel cellagroc
5812,Melidectes foersteri,AU,PASSERIFORMES,Meliphagidae,menjamel de Foerster
5813,Melidectes belfordi,AU,PASSERIFORMES,Meliphagidae,menjamel de Belford
5814,Melidectes torquatus,AU,PASSERIFORMES,Meliphagidae,menjamel maquillat
5815,Manorina melanophrys,AU,PASSERIFORMES,Meliphagidae,menjamel de bec curt
5816,Manorina melanocephala,AU,PASSERIFORMES,Meliphagidae,menjamel cridaner
5817,Manorina flavigula,AU,PASSERIFORMES,Meliphagidae,menjamel de galtes negres
5818,Manorina melanotis,AU,PASSERIFORMES,Meliphagidae,menjamel caranegre
5819,Dasyornis brachypterus,AU,PASSERIFORMES,Dasyornithidae,becfilós oriental
5820,Dasyornis longirostris,AU,PASSERIFORMES,Dasyornithidae,becfilós occidental
5821,Dasyornis broadbenti,AU,PASSERIFORMES,Dasyornithidae,becfilós gros
5822,Pardalotus punctatus,AU,PASSERIFORMES,Pardalotidae,pardalot tacat
5823,Pardalotus quadragintus,AU,PASSERIFORMES,Pardalotidae,pardalot de Tasmània
5824,Pardalotus rubricatus,AU,PASSERIFORMES,Pardalotidae,pardalot aladaurat
5825,Pardalotus striatus,AU,PASSERIFORMES,Pardalotidae,pardalot cellut
5826,Pachycare flavogriseum,AU,PASSERIFORMES,Acanthizidae,xiuladora nana
5827,Oreoscopus gutturalis,AU,PASSERIFORMES,Acanthizidae,espineta de les falgueres
5828,Acanthornis magna,AU,PASSERIFORMES,Acanthizidae,espineta de Tasmània
5829,Smicrornis brevirostris,AU,PASSERIFORMES,Acanthizidae,espineta de bec curt
5830,Calamanthus fuliginosus,AU,PASSERIFORMES,Acanthizidae,espineta estriada
5831,Calamanthus montanellus,AU,PASSERIFORMES,Acanthizidae,espineta occidental
5832,Calamanthus campestris,AU,PASSERIFORMES,Acanthizidae,espineta campestre
5833,Hylacola pyrrhopygia,AU,PASSERIFORMES,Acanthizidae,espineta cua-rogenca
5834,Hylacola cauta,AU,PASSERIFORMES,Acanthizidae,espineta tímida
5835,Pycnoptilus floccosus,AU,PASSERIFORMES,Acanthizidae,espineta pilot
5836,Pyrrholaemus brunneus,AU,PASSERIFORMES,Acanthizidae,espineta gola-roja
5837,Pyrrholaemus sagittatus,AU,PASSERIFORMES,Acanthizidae,espineta tacada
5838,Origma solitaria,AU,PASSERIFORMES,Acanthizidae,espineta roquera
5839,Origma murina,AU,PASSERIFORMES,Acanthizidae,espineta encaputxada
5840,Origma robusta,AU,PASSERIFORMES,Acanthizidae,espineta robusta
5841,Neosericornis citreogularis,AU,PASSERIFORMES,Acanthizidae,espineta golagroga
5842,Aethomyias nigrorufus,AU,PASSERIFORMES,Acanthizidae,espineta bicolor
5843,Aethomyias spilodera,AU,PASSERIFORMES,Acanthizidae,espineta de bec rosat
5844,Aethomyias rufescens,AU,PASSERIFORMES,Acanthizidae,espineta de Vogelkop
5845,Aethomyias perspicillatus,AU,PASSERIFORMES,Acanthizidae,espineta capgrisa
5846,Aethomyias papuensis,AU,PASSERIFORMES,Acanthizidae,espineta de Nova Guinea
5847,Aethomyias arfakianus,AU,PASSERIFORMES,Acanthizidae,espineta verdosa
5848,Sericornis magnirostra,AU,PASSERIFORMES,Acanthizidae,espineta becuda
5849,Sericornis beccarii,AU,PASSERIFORMES,Acanthizidae,espineta de Beccari
5850,Sericornis nouhuysi,AU,PASSERIFORMES,Acanthizidae,espineta de Nouhuys
5851,Sericornis maculatus,AU,PASSERIFORMES,Acanthizidae,Spotted Scrubwren
5852,Sericornis humilis,AU,PASSERIFORMES,Acanthizidae,espineta fosca
5853,Sericornis keri,AU,PASSERIFORMES,Acanthizidae,espineta de l'Atherton
5854,Sericornis frontalis,AU,PASSERIFORMES,Acanthizidae,espineta cellablanca
5855,Sericornis virgatus,AU,PASSERIFORMES,Acanthizidae,espineta misteriosa
5856,Gerygone mouki,AU,PASSERIFORMES,Acanthizidae,espineta bruna
5857,Gerygone igata,AU,PASSERIFORMES,Acanthizidae,espineta de Nova Zelanda
5858,Gerygone modesta,AU,PASSERIFORMES,Acanthizidae,espineta de l'illa Norfolk
5859,Gerygone albofrontata,AU,PASSERIFORMES,Acanthizidae,espineta de les illes Chatham
5860,Gerygone flavolateralis,AU,PASSERIFORMES,Acanthizidae,espineta de Melanèsia
5861,Gerygone citrina,AU,PASSERIFORMES,Acanthizidae,Rennell Gerygone
5862,Gerygone ruficollis,AU,PASSERIFORMES,Acanthizidae,espineta de pit bru
5863,Gerygone sulphurea,"OR, AU",PASSERIFORMES,Acanthizidae,espineta sulfurosa
5864,Gerygone dorsalis,AU,PASSERIFORMES,Acanthizidae,espineta de flancs rogencs
5865,Gerygone levigaster,AU,PASSERIFORMES,Acanthizidae,espineta dels manglars
5866,Gerygone inornata,AU,PASSERIFORMES,Acanthizidae,espineta senzilla
5867,Gerygone fusca,AU,PASSERIFORMES,Acanthizidae,espineta cuablanca
5868,Gerygone tenebrosa,AU,PASSERIFORMES,Acanthizidae,espineta argentada
5869,Gerygone magnirostris,AU,PASSERIFORMES,Acanthizidae,espineta de Gould
5870,Gerygone hypoxantha,AU,PASSERIFORMES,Acanthizidae,espineta de l'illa Biak
5871,Gerygone chrysogaster,AU,PASSERIFORMES,Acanthizidae,espineta de ventre groc
5872,Gerygone chloronota,AU,PASSERIFORMES,Acanthizidae,espineta de dors verd
5873,Gerygone olivacea,AU,PASSERIFORMES,Acanthizidae,espineta golablanca
5874,Gerygone palpebrosa,AU,PASSERIFORMES,Acanthizidae,espineta de bigotis
5875,Acanthiza katherina,AU,PASSERIFORMES,Acanthizidae,acantiça de muntanya
5876,Acanthiza pusilla,AU,PASSERIFORMES,Acanthizidae,acantiça de front vermell
5877,Acanthiza apicalis,AU,PASSERIFORMES,Acanthizidae,acantiça cargolet
5878,Acanthiza ewingii,AU,PASSERIFORMES,Acanthizidae,acantiça de Tasmània
5879,Acanthiza murina,AU,PASSERIFORMES,Acanthizidae,acantiça de Nova Guinea
5880,Acanthiza uropygialis,AU,PASSERIFORMES,Acanthizidae,acantiça de carpó rogenc
5881,Acanthiza reguloides,AU,PASSERIFORMES,Acanthizidae,acantiça reguloide
5882,Acanthiza inornata,AU,PASSERIFORMES,Acanthizidae,acantiça occidental
5883,Acanthiza iredalei,AU,PASSERIFORMES,Acanthizidae,acantiça d'Iredale
5884,Acanthiza chrysorrhoa,AU,PASSERIFORMES,Acanthizidae,acantiça de carpó groc
5885,Acanthiza nana,AU,PASSERIFORMES,Acanthizidae,acantiça daurada
5886,Acanthiza cinerea,AU,PASSERIFORMES,Acanthizidae,espineta grisa
5887,Acanthiza lineata,AU,PASSERIFORMES,Acanthizidae,acantiça pintada
5888,Acanthiza robustirostris,AU,PASSERIFORMES,Acanthizidae,acantiça pissarrosa
5889,Aphelocephala leucopsis,AU,PASSERIFORMES,Acanthizidae,carablanc meridional
5890,Aphelocephala pectoralis,AU,PASSERIFORMES,Acanthizidae,carablanc pectoral
5891,Aphelocephala nigricincta,AU,PASSERIFORMES,Acanthizidae,carablanc barrat
5892,Garritornis isidorei,AU,PASSERIFORMES,Pomatostomidae,cridaner de Nova Guinea
5893,Pomatostomus temporalis,AU,PASSERIFORMES,Pomatostomidae,cridaner de coroneta grisa
