,IOC,Breeding Range,Order,Family,Italian
5680,Myzomela nigrita,AU,PASSERIFORMES,Meliphagidae,Mizomela nera
5681,Myzomela pulchella,AU,PASSERIFORMES,Meliphagidae,Mizomela di New Ireland
5682,Myzomela kuehni,AU,PASSERIFORMES,Meliphagidae,Mizomela monaca
5683,Myzomela prawiradilagae,AU,PASSERIFORMES,Meliphagidae,Alor Myzomela
5684,Myzomela erythrocephala,AU,PASSERIFORMES,Meliphagidae,Mizomela testarossa
5685,Myzomela dammermani,AU,PASSERIFORMES,Meliphagidae,Mizomela di Sumba
5686,Myzomela irianawidodoae,AU,PASSERIFORMES,Meliphagidae,Rote Myzomela
5687,Myzomela adolphinae,AU,PASSERIFORMES,Meliphagidae,Mizomela montana
5688,Myzomela boiei,AU,PASSERIFORMES,Meliphagidae,Mizomela del Banda
5689,Myzomela wahe,AU,PASSERIFORMES,Meliphagidae,Taliabu Myzomela
5690,Myzomela chloroptera,AU,PASSERIFORMES,Meliphagidae,Mizomela di Sulawesi
5691,Myzomela batjanensis,AU,PASSERIFORMES,Meliphagidae,Bacan Myzomela
5692,Myzomela wakoloensis,AU,PASSERIFORMES,Meliphagidae,Mizomela del Wakolo
5693,Myzomela sanguinolenta,AU,PASSERIFORMES,Meliphagidae,Mizomela scarlatta
5694,Myzomela caledonica,AU,PASSERIFORMES,Meliphagidae,Mizomela di New Caledonia
5695,Myzomela cardinalis,"AU, PO",PASSERIFORMES,Meliphagidae,Mizomela cardinale
5696,Myzomela chermesina,PO,PASSERIFORMES,Meliphagidae,Mizomela di Rotuma
5697,Myzomela rubratra,PO,PASSERIFORMES,Meliphagidae,Mizomela di Micronesia
5698,Myzomela sclateri,AU,PASSERIFORMES,Meliphagidae,Mizomela mentoscarlatto
5699,Myzomela pammelaena,AU,PASSERIFORMES,Meliphagidae,Mizomela ebano
5700,Myzomela lafargei,AU,PASSERIFORMES,Meliphagidae,Mizomela nucascarlatta
5701,Myzomela eichhorni,AU,PASSERIFORMES,Meliphagidae,Mizomela culgiallo
5702,Myzomela malaitae,AU,PASSERIFORMES,Meliphagidae,Mizomela panciarossa
5703,Myzomela melanocephala,AU,PASSERIFORMES,Meliphagidae,Mizomela testanera
5704,Myzomela tristrami,AU,PASSERIFORMES,Meliphagidae,Mizomela fuligginosa
5705,Myzomela jugularis,PO,PASSERIFORMES,Meliphagidae,Mizomela pettoarancio
5706,Myzomela erythromelas,AU,PASSERIFORMES,Meliphagidae,Mizomela pancianera
5707,Myzomela vulnerata,AU,PASSERIFORMES,Meliphagidae,Mizomela gropparossa
5708,Myzomela rosenbergii,AU,PASSERIFORMES,Meliphagidae,Mizomela dal collare
5709,Myzomela longirostris,AU,PASSERIFORMES,Meliphagidae,Long-billed Myzomela
5710,Philemon meyeri,AU,PASSERIFORMES,Meliphagidae,Uccello frate di Meyer
5711,Philemon brassi,AU,PASSERIFORMES,Meliphagidae,Uccello frate di Brass
5712,Philemon citreogularis,AU,PASSERIFORMES,Meliphagidae,Uccello frate minore
5713,Philemon kisserensis,AU,PASSERIFORMES,Meliphagidae,Uccello frate grigio
5714,Philemon inornatus,AU,PASSERIFORMES,Meliphagidae,Uccello frate di Timor
5715,Philemon fuscicapillus,AU,PASSERIFORMES,Meliphagidae,Uccello frate fosco
5716,Philemon subcorniculatus,AU,PASSERIFORMES,Meliphagidae,Uccello frate di Seram
5717,Philemon moluccensis,AU,PASSERIFORMES,Meliphagidae,Uccello frate faccianera
5718,Philemon plumigenis,AU,PASSERIFORMES,Meliphagidae,Tanimbar Friarbird
5719,Philemon buceroides,AU,PASSERIFORMES,Meliphagidae,Uccello frate dall'elmo
5720,Philemon novaeguineae,AU,PASSERIFORMES,Meliphagidae,Uccello frate della Nuova Guinea
5721,Philemon yorki,AU,PASSERIFORMES,Meliphagidae,Hornbill Friarbird
5722,Philemon cockerelli,AU,PASSERIFORMES,Meliphagidae,Uccello frate di New Britain
5723,Philemon eichhorni,AU,PASSERIFORMES,Meliphagidae,Uccello frate di New Ireland
5724,Philemon albitorques,AU,PASSERIFORMES,Meliphagidae,Uccello frate nucabianca
5725,Philemon argenticeps,AU,PASSERIFORMES,Meliphagidae,Uccello frate capoargento
5726,Philemon corniculatus,AU,PASSERIFORMES,Meliphagidae,Uccello frate chiassoso
5727,Philemon diemenensis,AU,PASSERIFORMES,Meliphagidae,Uccello frate di New Caledonia
5728,Xanthotis polygrammus,AU,PASSERIFORMES,Meliphagidae,Succiamiele macchiato
5729,Xanthotis macleayanus,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Macleay
5730,Xanthotis flaviventer,AU,PASSERIFORMES,Meliphagidae,Succiamiele pettofulvo
5731,Plectorhyncha lanceolata,AU,PASSERIFORMES,Meliphagidae,Succiamiele striato
5732,Grantiella picta,AU,PASSERIFORMES,Meliphagidae,Succiamiele pittato
5733,Trichodere cockerelli,AU,PASSERIFORMES,Meliphagidae,Succiamiele striebianche
5734,Phylidonyris pyrrhopterus,AU,PASSERIFORMES,Meliphagidae,Succiamiele semilunare
5735,Phylidonyris novaehollandiae,AU,PASSERIFORMES,Meliphagidae,Succiamiele di New Holland
5736,Phylidonyris niger,AU,PASSERIFORMES,Meliphagidae,Succiamiele guancebianche
5737,Lichmera argentauris,AU,PASSERIFORMES,Meliphagidae,Succiamiele oliva
5738,Lichmera indistincta,AU,PASSERIFORMES,Meliphagidae,Succiamiele bruno
5739,Lichmera incana,AU,PASSERIFORMES,Meliphagidae,Succiamiele brunoscuro
5740,Lichmera alboauricularis,AU,PASSERIFORMES,Meliphagidae,Succiamiele guanceargento
5741,Lichmera squamata,AU,PASSERIFORMES,Meliphagidae,Succiamiele baffibianchi
5742,Lichmera deningeri,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Buru
5743,Lichmera monticola,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Seram
5744,Lichmera flavicans,AU,PASSERIFORMES,Meliphagidae,Succiamiele guancegialle
5745,Lichmera notabilis,AU,PASSERIFORMES,Meliphagidae,Succiamiele pettonero
5746,Cissomela pectoralis,AU,PASSERIFORMES,Meliphagidae,Succiamiele fasciato
5747,Guadalcanaria inexpectata,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Guadalcanal
5748,Meliarchus sclateri,AU,PASSERIFORMES,Meliphagidae,Succiamiele di San Cristobal
5749,Gymnomyza viridis,PO,PASSERIFORMES,Meliphagidae,Succiamiele gigante
5750,Gymnomyza brunneirostris,PO,PASSERIFORMES,Meliphagidae,Giant Honeyeater
5751,Gymnomyza samoensis,PO,PASSERIFORMES,Meliphagidae,Mao
5752,Gymnomyza aubryana,AU,PASSERIFORMES,Meliphagidae,Succiamiele corvino
5753,Foulehaio carunculatus,PO,PASSERIFORMES,Meliphagidae,Succiamiele caruncolato
5754,Foulehaio taviunensis,PO,PASSERIFORMES,Meliphagidae,Fiji Wattled Honeyeater
5755,Foulehaio procerior,PO,PASSERIFORMES,Meliphagidae,Kikau
5756,Meliphacator provocator,PO,PASSERIFORMES,Meliphagidae,Succiamiele di Kadavu
5757,Nesoptilotis leucotis,AU,PASSERIFORMES,Meliphagidae,Succiamiele macchiebianche
5758,Nesoptilotis flavicollis,AU,PASSERIFORMES,Meliphagidae,Succiamiele golagialla
5759,Entomyzon cyanotis,AU,PASSERIFORMES,Meliphagidae,Succiamiele guanceblu
5760,Melithreptus gularis,AU,PASSERIFORMES,Meliphagidae,Succiamiele mentonero
5761,Melithreptus validirostris,AU,PASSERIFORMES,Meliphagidae,Succiamiele beccoforte
5762,Melithreptus brevirostris,AU,PASSERIFORMES,Meliphagidae,Succiamiele testabruna
5763,Melithreptus albogularis,AU,PASSERIFORMES,Meliphagidae,Succiamiele golabianca
5764,Melithreptus lunatus,AU,PASSERIFORMES,Meliphagidae,Succiamiele nucabianca
5765,Melithreptus chloropsis,AU,PASSERIFORMES,Meliphagidae,Gilbert's Honeyeater
5766,Melithreptus affinis,AU,PASSERIFORMES,Meliphagidae,Succiamiele testanera
5767,Stomiopera unicolor,AU,PASSERIFORMES,Meliphagidae,Succiamiele rimabianca
5768,Stomiopera flava,AU,PASSERIFORMES,Meliphagidae,Succiamiele giallo
5769,Meliphaga aruensis,AU,PASSERIFORMES,Meliphagidae,Succiamiele dorsopiumoso
5770,Meliphaga notata,AU,PASSERIFORMES,Meliphagidae,Succiamiele macchiegialle
5771,Meliphaga lewinii,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Lewin
5772,Purnella albifrons,AU,PASSERIFORMES,Meliphagidae,Succiamiele frontebianca
5773,Lichenostomus melanops,AU,PASSERIFORMES,Meliphagidae,Succiamiele ciuffigialli
5774,Lichenostomus cratitius,AU,PASSERIFORMES,Meliphagidae,Succiamiele rimaviola
5775,Microptilotis mimikae,AU,PASSERIFORMES,Meliphagidae,Succiamiele pettomacchiato
5776,Microptilotis montanus,AU,PASSERIFORMES,Meliphagidae,Succiamiele di foresta
5777,Microptilotis orientalis,AU,PASSERIFORMES,Meliphagidae,Succiamiele montano
5778,Microptilotis albonotatus,AU,PASSERIFORMES,Meliphagidae,Succiamiele di macchia
5779,Microptilotis analogus,AU,PASSERIFORMES,Meliphagidae,Succiamiele mimo
5780,Microptilotis vicina,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Tagula
5781,Microptilotis gracilis,AU,PASSERIFORMES,Meliphagidae,Succiamiele gracile
5782,Microptilotis imitatrix,AU,PASSERIFORMES,Meliphagidae,Cryptic Honeyeater
5783,Microptilotis cinereifrons,AU,PASSERIFORMES,Meliphagidae,Elegant Honeyeater
5784,Microptilotis flavirictus,AU,PASSERIFORMES,Meliphagidae,Succiamiele rimagialla
5785,Territornis albilineata,AU,PASSERIFORMES,Meliphagidae,Succiamiele lineato
5786,Territornis fordiana,AU,PASSERIFORMES,Meliphagidae,Kimberley Honeyeater
5787,Territornis reticulata,AU,PASSERIFORMES,Meliphagidae,Succiamiele pettostriato
5788,Gavicalis versicolor,AU,PASSERIFORMES,Meliphagidae,Succiamiele vario
5789,Gavicalis fasciogularis,AU,PASSERIFORMES,Meliphagidae,Succiamiele delle mangrovie
5790,Gavicalis virescens,AU,PASSERIFORMES,Meliphagidae,Succiamiele canoro
5791,Oreornis chrysogenys,AU,PASSERIFORMES,Meliphagidae,Succiamiele guancearancio
5792,Ptilotula flavescens,AU,PASSERIFORMES,Meliphagidae,Succiamiele flavo
5793,Ptilotula fusca,AU,PASSERIFORMES,Meliphagidae,Succiamiele fosco
5794,Ptilotula keartlandi,AU,PASSERIFORMES,Meliphagidae,Succiamiele testagrigia
5795,Ptilotula plumula,AU,PASSERIFORMES,Meliphagidae,Succiamiele frontegrigia
5796,Ptilotula ornata,AU,PASSERIFORMES,Meliphagidae,Succiamiele piumegialle
5797,Ptilotula penicillata,AU,PASSERIFORMES,Meliphagidae,Succiamiele piumebianche
5798,Caligavis chrysops,AU,PASSERIFORMES,Meliphagidae,Succiamiele facciagialla
5799,Caligavis subfrenata,AU,PASSERIFORMES,Meliphagidae,Succiamiele golanera
5800,Caligavis obscura,AU,PASSERIFORMES,Meliphagidae,Succiamiele oscuro
5801,Anthochaera chrysoptera,AU,PASSERIFORMES,Meliphagidae,Bargigliuto di macchia
5802,Anthochaera lunulata,AU,PASSERIFORMES,Meliphagidae,Bargigliuto minore
5803,Anthochaera carunculata,AU,PASSERIFORMES,Meliphagidae,Bargigliuto rosso
5804,Anthochaera paradoxa,AU,PASSERIFORMES,Meliphagidae,Bargigliuto giallo
5805,Anthochaera phrygia,AU,PASSERIFORMES,Meliphagidae,Succiamiele del reggente
5806,Acanthagenys rufogularis,AU,PASSERIFORMES,Meliphagidae,Succiamiele guancespinose
5807,Bolemoreus frenatus,AU,PASSERIFORMES,Meliphagidae,Succiamiele dalle redini
5808,Bolemoreus hindwoodi,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Eungella
5809,Melidectes ochromelas,AU,PASSERIFORMES,Meliphagidae,Succiamiele cigliacannella
5810,Melidectes leucostephes,AU,PASSERIFORMES,Meliphagidae,Succiamiele del Vogelkop
5811,Melidectes rufocrissalis,AU,PASSERIFORMES,Meliphagidae,Succiamiele cigliagialle
5812,Melidectes foersteri,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Huon
5813,Melidectes belfordi,AU,PASSERIFORMES,Meliphagidae,Succiamiele di Belford
5814,Melidectes torquatus,AU,PASSERIFORMES,Meliphagidae,Succiamiele ornato
5815,Manorina melanophrys,AU,PASSERIFORMES,Meliphagidae,Manorina campanara
5816,Manorina melanocephala,AU,PASSERIFORMES,Meliphagidae,Manorina chiassosa
5817,Manorina flavigula,AU,PASSERIFORMES,Meliphagidae,Manorina golagialla
5818,Manorina melanotis,AU,PASSERIFORMES,Meliphagidae,Manorina guancenere
5819,Dasyornis brachypterus,AU,PASSERIFORMES,Dasyornithidae,Beccoriccio orientale
5820,Dasyornis longirostris,AU,PASSERIFORMES,Dasyornithidae,Beccoriccio occidentale
5821,Dasyornis broadbenti,AU,PASSERIFORMES,Dasyornithidae,Beccoriccio rossiccio
5822,Pardalotus punctatus,AU,PASSERIFORMES,Pardalotidae,Pardaloto macchiato
5823,Pardalotus quadragintus,AU,PASSERIFORMES,Pardalotidae,Pardaloto quaranta macchie
5824,Pardalotus rubricatus,AU,PASSERIFORMES,Pardalotidae,Pardaloto cigliarosse
5825,Pardalotus striatus,AU,PASSERIFORMES,Pardalotidae,Pardaloto striato
5826,Pachycare flavogriseum,AU,PASSERIFORMES,Acanthizidae,Zufolatore nano
5827,Oreoscopus gutturalis,AU,PASSERIFORMES,Acanthizidae,Scricciolo delle felci
5828,Acanthornis magna,AU,PASSERIFORMES,Acanthizidae,Acantiza di macchia
5829,Smicrornis brevirostris,AU,PASSERIFORMES,Acanthizidae,Beccuccio
5830,Calamanthus fuliginosus,AU,PASSERIFORMES,Acanthizidae,Scricciolo campestre striato
5831,Calamanthus montanellus,AU,PASSERIFORMES,Acanthizidae,Scricciolo campestre occidentale
5832,Calamanthus campestris,AU,PASSERIFORMES,Acanthizidae,Scricciolo campestre rossiccio
5833,Hylacola pyrrhopygia,AU,PASSERIFORMES,Acanthizidae,Ilacola groppacastana
5834,Hylacola cauta,AU,PASSERIFORMES,Acanthizidae,Ilacola cauta
5835,Pycnoptilus floccosus,AU,PASSERIFORMES,Acanthizidae,Uccello pilota
5836,Pyrrholaemus brunneus,AU,PASSERIFORMES,Acanthizidae,Golarossa
5837,Pyrrholaemus sagittatus,AU,PASSERIFORMES,Acanthizidae,Acantiza marezzata
5838,Origma solitaria,AU,PASSERIFORMES,Acanthizidae,Origma
5839,Origma murina,AU,PASSERIFORMES,Acanthizidae,Acantiza rossiccia
5840,Origma robusta,AU,PASSERIFORMES,Acanthizidae,Acantiza montana
5841,Neosericornis citreogularis,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia golagialla
5842,Aethomyias nigrorufus,AU,PASSERIFORMES,Acanthizidae,Acantiza bicolore
5843,Aethomyias spilodera,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia beccochiaro
5844,Aethomyias rufescens,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia del Vogelkop
5845,Aethomyias perspicillatus,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia facciacamoscio
5846,Aethomyias papuensis,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia papua
5847,Aethomyias arfakianus,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia grigioverde
5848,Sericornis magnirostra,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia beccogrosso
5849,Sericornis beccarii,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia di Beccari
5850,Sericornis nouhuysi,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia maggiore
5851,Sericornis maculatus,AU,PASSERIFORMES,Acanthizidae,Spotted Scrubwren
5852,Sericornis humilis,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia di Tasmania
5853,Sericornis keri,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia di Atherton
5854,Sericornis frontalis,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia dai sopraccigli
5855,Sericornis virgatus,AU,PASSERIFORMES,Acanthizidae,Scricciolo di macchia strano
5856,Gerygone mouki,AU,PASSERIFORMES,Acanthizidae,Gerigone bruna
5857,Gerygone igata,AU,PASSERIFORMES,Acanthizidae,Gerigone grigia
5858,Gerygone modesta,AU,PASSERIFORMES,Acanthizidae,Gerigone di Norfolk
5859,Gerygone albofrontata,AU,PASSERIFORMES,Acanthizidae,Gerigone delle Chatham
5860,Gerygone flavolateralis,AU,PASSERIFORMES,Acanthizidae,Gerigone codaventaglio
5861,Gerygone citrina,AU,PASSERIFORMES,Acanthizidae,Rennell Gerygone
5862,Gerygone ruficollis,AU,PASSERIFORMES,Acanthizidae,Gerigone pettobruno
5863,Gerygone sulphurea,"OR, AU",PASSERIFORMES,Acanthizidae,Gerigone panciadorata
5864,Gerygone dorsalis,AU,PASSERIFORMES,Acanthizidae,Gerigone fianchirossicci
5865,Gerygone levigaster,AU,PASSERIFORMES,Acanthizidae,Gerigone delle mangrovie
5866,Gerygone inornata,AU,PASSERIFORMES,Acanthizidae,Gerigone disadorna
5867,Gerygone fusca,AU,PASSERIFORMES,Acanthizidae,Gerigone occidentale
5868,Gerygone tenebrosa,AU,PASSERIFORMES,Acanthizidae,Gerigone fosca
5869,Gerygone magnirostris,AU,PASSERIFORMES,Acanthizidae,Gerigone beccogrosso
5870,Gerygone hypoxantha,AU,PASSERIFORMES,Acanthizidae,Gerigone di Biak
5871,Gerygone chrysogaster,AU,PASSERIFORMES,Acanthizidae,Gerigone panciagialla
5872,Gerygone chloronota,AU,PASSERIFORMES,Acanthizidae,Gerigone dorsoverde
5873,Gerygone olivacea,AU,PASSERIFORMES,Acanthizidae,Gerigone golabianca
5874,Gerygone palpebrosa,AU,PASSERIFORMES,Acanthizidae,Gerigone fatata
5875,Acanthiza katherina,AU,PASSERIFORMES,Acanthizidae,Beccospino montano
5876,Acanthiza pusilla,AU,PASSERIFORMES,Acanthizidae,Beccospino bruno
5877,Acanthiza apicalis,AU,PASSERIFORMES,Acanthizidae,Beccospino interno
5878,Acanthiza ewingii,AU,PASSERIFORMES,Acanthizidae,Beccospino di Tasmania
5879,Acanthiza murina,AU,PASSERIFORMES,Acanthizidae,Beccospino papua
5880,Acanthiza uropygialis,AU,PASSERIFORMES,Acanthizidae,Beccospino groppacastana
5881,Acanthiza reguloides,AU,PASSERIFORMES,Acanthizidae,Beccospino groppacamoscio
5882,Acanthiza inornata,AU,PASSERIFORMES,Acanthizidae,Beccospino occidentale
5883,Acanthiza iredalei,AU,PASSERIFORMES,Acanthizidae,Beccospino beccosottile
5884,Acanthiza chrysorrhoa,AU,PASSERIFORMES,Acanthizidae,Beccospino groppagialla
5885,Acanthiza nana,AU,PASSERIFORMES,Acanthizidae,Beccospino giallo
5886,Acanthiza cinerea,AU,PASSERIFORMES,Acanthizidae,Gerigone montana
5887,Acanthiza lineata,AU,PASSERIFORMES,Acanthizidae,Beccospino striato
5888,Acanthiza robustirostris,AU,PASSERIFORMES,Acanthizidae,Beccospino dorsoardesia
5889,Aphelocephala leucopsis,AU,PASSERIFORMES,Acanthizidae,Facciabianca meridionale
5890,Aphelocephala pectoralis,AU,PASSERIFORMES,Acanthizidae,Facciabianca pettocastano
5891,Aphelocephala nigricincta,AU,PASSERIFORMES,Acanthizidae,Facciabianca fasciata
5892,Garritornis isidorei,AU,PASSERIFORMES,Pomatostomidae,Garrulo di Nuova Guinea
5893,Pomatostomus temporalis,AU,PASSERIFORMES,Pomatostomidae,Garrulo capogrigio
5894,Pomatostomus halli,AU,PASSERIFORMES,Pomatostomidae,Garrulo di Hall
5895,Pomatostomus superciliosus,AU,PASSERIFORMES,Pomatostomidae,Garrulo cigliabianche
5896,Pomatostomus ruficeps,AU,PASSERIFORMES,Pomatostomidae,Garrulo capocastano
5897,Orthonyx novaeguineae,AU,PASSERIFORMES,Orthonychidae,Corriceppi settentrionale
5898,Orthonyx temminckii,AU,PASSERIFORMES,Orthonychidae,Corriceppi meridionale
5899,Orthonyx spaldingii,AU,PASSERIFORMES,Orthonychidae,Chowchilla
5900,Cnemophilus loriae,AU,PASSERIFORMES,Cnemophilidae,Uccello del paradiso di Loria
5901,Cnemophilus macgregorii,AU,PASSERIFORMES,Cnemophilidae,Uccello del paradiso crestato
5902,Loboparadisea sericea,AU,PASSERIFORMES,Cnemophilidae,Uccello del paradiso pettogiallo
5903,Melanocharis arfakiana,AU,PASSERIFORMES,Melanocharitidae,Beccabacca oscuro
5904,Melanocharis longicauda,AU,PASSERIFORMES,Melanocharitidae,Beccabacca pettolimone
5905,Melanocharis nigra,AU,PASSERIFORMES,Melanocharitidae,Beccabacca nero
5906,Melanocharis versteri,AU,PASSERIFORMES,Melanocharitidae,Beccabacca codaventaglio
5907,Melanocharis striativentris,AU,PASSERIFORMES,Melanocharitidae,Beccabacca striato
5908,Melanocharis citreola,AU,PASSERIFORMES,Melanocharitidae,Satin Berrypecker
5909,Rhamphocharis crassirostris,AU,PASSERIFORMES,Melanocharitidae,Beccabacca macchiato
5910,Rhamphocharis piperata,AU,PASSERIFORMES,Melanocharitidae,Spotted Berrypecker
5911,Oedistoma iliolophus,AU,PASSERIFORMES,Melanocharitidae,Beccolungo nano
5912,Oedistoma pygmaeum,AU,PASSERIFORMES,Melanocharitidae,Beccolungo pigmeo
5913,Toxorhamphus novaeguineae,AU,PASSERIFORMES,Melanocharitidae,Beccolungo panciagialla
5914,Toxorhamphus poliopterus,AU,PASSERIFORMES,Melanocharitidae,Beccolungo mentoardesia
5915,Oreocharis arfaki,AU,PASSERIFORMES,Paramythiidae,Beccabacca cincia
5916,Paramythia olivacea,AU,PASSERIFORMES,Paramythiidae,Western Crested Berrypecker
5917,Paramythia montium,AU,PASSERIFORMES,Paramythiidae,Beccabacca crestato
5918,Callaeas wilsoni,AU,PASSERIFORMES,Callaeidae,North Island Kokako
5919,Philesturnus rufusater,AU,PASSERIFORMES,Callaeidae,North Island Saddleback
5920,Philesturnus carunculatus,AU,PASSERIFORMES,Callaeidae,Sellarossa
5921,Notiomystis cincta,AU,PASSERIFORMES,Notiomystidae,Uccello chirurgo
5922,Androphobus viridis,AU,PASSERIFORMES,Psophodidae,Uccello frustino papua
5923,Psophodes olivaceus,AU,PASSERIFORMES,Psophodidae,Uccello frustino orientale
5924,Psophodes nigrogularis,AU,PASSERIFORMES,Psophodidae,Uccello frustino occidentale
5925,Psophodes leucogaster,AU,PASSERIFORMES,Psophodidae,Uccello frustino del mallee
5926,Psophodes cristatus,AU,PASSERIFORMES,Psophodidae,Becco a cuneo cinguettante
5927,Psophodes occidentalis,AU,PASSERIFORMES,Psophodidae,Becco a cuneo cembalista
5928,Ptilorrhoa leucosticta,AU,PASSERIFORMES,Cinclosomatidae,Garrulo splendido macchiato
5929,Ptilorrhoa caerulescens,AU,PASSERIFORMES,Cinclosomatidae,Garrulo splendido azzurro
5930,Ptilorrhoa geislerorum,AU,PASSERIFORMES,Cinclosomatidae,Brown-headed Jewel-babbler
5931,Ptilorrhoa castanonota,AU,PASSERIFORMES,Cinclosomatidae,Garrulo splendido dorsocastano
5932,Cinclosoma punctatum,AU,PASSERIFORMES,Cinclosomatidae,Tordo quaglia macchiato
5933,Cinclosoma castanotum,AU,PASSERIFORMES,Cinclosomatidae,Tordo quaglia castano
5934,Cinclosoma clarum,AU,PASSERIFORMES,Cinclosomatidae,Copperback Quail-thrush
5935,Cinclosoma cinnamomeum,AU,PASSERIFORMES,Cinclosomatidae,Tordo quaglia cannella
5936,Cinclosoma alisteri,AU,PASSERIFORMES,Cinclosomatidae,Nullarbor Quail-thrush
5937,Cinclosoma castaneothorax,AU,PASSERIFORMES,Cinclosomatidae,Tordo quaglia pettocastano
5938,Cinclosoma marginatum,AU,PASSERIFORMES,Cinclosomatidae,Western Quail-thrush
5939,Cinclosoma ajax,AU,PASSERIFORMES,Cinclosomatidae,Tordo quaglia pittato
5940,Batis diops,AF,PASSERIFORMES,Platysteiridae,Batis del Ruwenzori
5941,Batis margaritae,AF,PASSERIFORMES,Platysteiridae,Batis di Boulton
5942,Batis mixta,AF,PASSERIFORMES,Platysteiridae,Batis codacorta
5943,Batis reichenowi,AF,PASSERIFORMES,Platysteiridae,Reichenow's Batis
5944,Batis crypta,AF,PASSERIFORMES,Platysteiridae,Dark Batis
5945,Batis dimorpha,AF,PASSERIFORMES,Platysteiridae,Malawi Batis
5946,Batis capensis,AF,PASSERIFORMES,Platysteiridae,Batis del Capo
5947,Batis fratrum,AF,PASSERIFORMES,Platysteiridae,Batis di Woodward
5948,Batis molitor,AF,PASSERIFORMES,Platysteiridae,Batis macchiato
5949,Batis senegalensis,AF,PASSERIFORMES,Platysteiridae,Batis del Senegal
5950,Batis orientalis,AF,PASSERIFORMES,Platysteiridae,Batis testagrigia
5951,Batis soror,AF,PASSERIFORMES,Platysteiridae,Batis chiaro
5952,Batis pririt,AF,PASSERIFORMES,Platysteiridae,Batis pririt
5953,Batis minor,AF,PASSERIFORMES,Platysteiridae,Batis testanera
5954,Batis erlangeri,AF,PASSERIFORMES,Platysteiridae,Western Black-headed Batis
5955,Batis perkeo,AF,PASSERIFORMES,Platysteiridae,Batis pigmeo
5956,Batis minulla,AF,PASSERIFORMES,Platysteiridae,Batis d'Angola
5957,Batis minima,AF,PASSERIFORMES,Platysteiridae,Batis di Verreaux
5958,Batis ituriensis,AF,PASSERIFORMES,Platysteiridae,Batis dell'Ituri
