,IOC,Breeding Range,Order,Family,German
2848,Glaucidium tephronotum,AF,STRIGIFORMES,Strigidae,Rotbrust-Zwergkauz
2849,Glaucidium sjostedti,AF,STRIGIFORMES,Strigidae,Prachtzwergkauz
2850,Glaucidium cuculoides,OR,STRIGIFORMES,Strigidae,Kuckuckszwergkauz
2851,Glaucidium castanopterum,OR,STRIGIFORMES,Strigidae,Trillerzwergkauz
2852,Glaucidium radiatum,OR,STRIGIFORMES,Strigidae,Dschungelzwergkauz
2853,Glaucidium castanotum,OR,STRIGIFORMES,Strigidae,Kastanienmantel-Zwergkauz
2854,Glaucidium capense,AF,STRIGIFORMES,Strigidae,Kapzwergkauz
2855,Glaucidium albertinum,AF,STRIGIFORMES,Strigidae,Albertzwergkauz
2856,Glaucidium californicum,"NA, MA",STRIGIFORMES,Strigidae,Kalifornienzwergkauz
2857,Glaucidium gnoma,"NA, MA",STRIGIFORMES,Strigidae,Gnomenzwergkauz
2858,Glaucidium hoskinsii,MA,STRIGIFORMES,Strigidae,Hoskinszwergkauz
2859,Glaucidium cobanense,MA,STRIGIFORMES,Strigidae,Guatemalazwergkauz
2860,Glaucidium costaricanum,MA,STRIGIFORMES,Strigidae,Costa-Rica-Zwergkauz
2861,Glaucidium nubicola,SA,STRIGIFORMES,Strigidae,Nebelzwergkauz
2862,Glaucidium jardinii,SA,STRIGIFORMES,Strigidae,Andenzwergkauz
2863,Glaucidium bolivianum,SA,STRIGIFORMES,Strigidae,Bolivienzwergkauz
2864,Glaucidium palmarum,MA,STRIGIFORMES,Strigidae,Palmenzwergkauz
2865,Glaucidium sanchezi,MA,STRIGIFORMES,Strigidae,Sanchezzwergkauz
2866,Glaucidium griseiceps,"MA, SA",STRIGIFORMES,Strigidae,Graukopf-Zwergkauz
2867,Glaucidium parkeri,SA,STRIGIFORMES,Strigidae,Parkerzwergkauz
2868,Glaucidium hardyi,SA,STRIGIFORMES,Strigidae,Amazonaszwergkauz
2869,Glaucidium minutissimum,SA,STRIGIFORMES,Strigidae,Kleinstzwergkauz
2870,Glaucidium mooreorum,SA,STRIGIFORMES,Strigidae,Pernambuco-Zwergkauz
2871,Glaucidium brasilianum,"MA, SA",STRIGIFORMES,Strigidae,Brasilzwergkauz
2872,Glaucidium peruanum,SA,STRIGIFORMES,Strigidae,Peruzwergkauz
2873,Glaucidium nana,SA,STRIGIFORMES,Strigidae,Australzwergkauz
2874,Otus gurneyi,OR,STRIGIFORMES,Strigidae,Rot-Zwergohreule
2875,Otus sagittatus,OR,STRIGIFORMES,Strigidae,Weißstirn-Zwergohreule
2876,Otus rufescens,OR,STRIGIFORMES,Strigidae,Rötel-Zwergohreule
2877,Otus thilohoffmanni,OR,STRIGIFORMES,Strigidae,Ceylon-Zwergohreule
2878,Otus icterorhynchus,AF,STRIGIFORMES,Strigidae,Gelbschnabel-Zwergohreule
2879,Otus ireneae,AF,STRIGIFORMES,Strigidae,Sokoke-Zwergohreule
2880,Otus balli,OR,STRIGIFORMES,Strigidae,Andamanen-Zwergohreule
2881,Otus alfredi,AU,STRIGIFORMES,Strigidae,Flores-Zwergohreule
2882,Otus spilocephalus,OR,STRIGIFORMES,Strigidae,Fuchs-Zwergohreule
2883,Otus angelinae,OR,STRIGIFORMES,Strigidae,Angelina-Zwergohreule
2884,Otus mirus,OR,STRIGIFORMES,Strigidae,Mindanao-Zwergohreule
2885,Otus longicornis,OR,STRIGIFORMES,Strigidae,Luzon-Zwergohreule
2886,Otus mindorensis,OR,STRIGIFORMES,Strigidae,Mindoro-Zwergohreule
2887,Otus madagascariensis,AF,STRIGIFORMES,Strigidae,Torotoroka-Zwergohreule
2888,Otus rutilus,AF,STRIGIFORMES,Strigidae,Madagaskar-Zwergohreule
2889,Otus mayottensis,AF,STRIGIFORMES,Strigidae,Mayotte-Zwergohreule
2890,Otus pauliani,AF,STRIGIFORMES,Strigidae,Komoren-Zwergohreule
2891,Otus capnodes,AF,STRIGIFORMES,Strigidae,Anjouan-Zwergohreule
2892,Otus moheliensis,AF,STRIGIFORMES,Strigidae,Moheli-Zwergohreule
2893,Otus brucei,PAL,STRIGIFORMES,Strigidae,Streifen-Zwergohreule
2894,Otus pamelae,PAL,STRIGIFORMES,Strigidae,Arabien-Zwergohreule
2895,Otus scops,PAL,STRIGIFORMES,Strigidae,Zwergohreule
2896,Otus cyprius,PAL,STRIGIFORMES,Strigidae,Zypern-Zwergohreule
2897,Otus bikegila,AF,STRIGIFORMES,Strigidae,Principe Scops Owl
2898,Otus pembaensis,AF,STRIGIFORMES,Strigidae,Pemba-Zwergohreule
2899,Otus hartlaubi,AF,STRIGIFORMES,Strigidae,Hartlaub-Zwergohreule
2900,Otus senegalensis,AF,STRIGIFORMES,Strigidae,Afrika-Zwergohreule
2901,Otus feae,AF,STRIGIFORMES,Strigidae,Annobón-Zwergohreule
2902,Otus socotranus,AF,STRIGIFORMES,Strigidae,Sokotra-Zwergohreule
2903,Otus sunia,OR,STRIGIFORMES,Strigidae,Orient-Zwergohreule
2904,Otus elegans,OR,STRIGIFORMES,Strigidae,Schmuck-Zwergohreule
2905,Otus magicus,AU,STRIGIFORMES,Strigidae,Molukken-Zwergohreule
2906,Otus tempestatis,AU,STRIGIFORMES,Strigidae,Wetar-Zwergohreule
2907,Otus sulaensis,AU,STRIGIFORMES,Strigidae,Sula-Zwergohreule
2908,Otus beccarii,AU,STRIGIFORMES,Strigidae,Biak-Zwergohreule
2909,Otus manadensis,AU,STRIGIFORMES,Strigidae,Manado-Zwergohreule
2910,Otus mendeni,AU,STRIGIFORMES,Strigidae,Banggai-Zwergohreule
2911,Otus siaoensis,AU,STRIGIFORMES,Strigidae,Siau-Zwergohreule
2912,Otus collari,AU,STRIGIFORMES,Strigidae,Sangihe-Zwergohreule
2913,Otus mantananensis,OR,STRIGIFORMES,Strigidae,Mantanani-Zwergohreule
2914,Otus insularis,IO,STRIGIFORMES,Strigidae,Seychellen-Zwergohreule
2915,Otus alius,OR,STRIGIFORMES,Strigidae,Nikobaren-Zwergohreule
2916,Otus umbra,OR,STRIGIFORMES,Strigidae,Simalur-Zwergohreule
2917,Otus enganensis,OR,STRIGIFORMES,Strigidae,Enggano-Zwergohreule
2918,Otus mentawi,OR,STRIGIFORMES,Strigidae,Mentawi-Zwergohreule
2919,Otus brookii,OR,STRIGIFORMES,Strigidae,Radscha-Zwergohreule
2920,Otus bakkamoena,"PAL, OR",STRIGIFORMES,Strigidae,Indien-Zwergohreule
2921,Otus lettia,OR,STRIGIFORMES,Strigidae,Halsband-Zwergohreule
2922,Otus semitorques,PAL,STRIGIFORMES,Strigidae,Japan-Zwergohreule
2923,Otus lempiji,OR,STRIGIFORMES,Strigidae,Sunda-Zwergohreule
2924,Otus megalotis,OR,STRIGIFORMES,Strigidae,Philippinen-Zwergohreule
2925,Otus nigrorum,OR,STRIGIFORMES,Strigidae,Negros-Zwergohreule
2926,Otus everetti,OR,STRIGIFORMES,Strigidae,Everett-Zwergohreule
2927,Otus fuliginosus,OR,STRIGIFORMES,Strigidae,Palawan-Zwergohreule
2928,Otus silvicola,AU,STRIGIFORMES,Strigidae,Wallace-Zwergohreule
2929,Otus jolandae,AU,STRIGIFORMES,Strigidae,Lombok-Zwergohreule
2930,Otus podarginus,PO,STRIGIFORMES,Strigidae,Palaueule
2931,Ptilopsis leucotis,AF,STRIGIFORMES,Strigidae,Nordbüscheleule
2932,Ptilopsis granti,AF,STRIGIFORMES,Strigidae,Südbüscheleule
2933,Asio clamator,"MA, SA",STRIGIFORMES,Strigidae,Schreieule
2934,Asio otus,"NA, MA, PAL",STRIGIFORMES,Strigidae,Waldohreule
2935,Asio abyssinicus,AF,STRIGIFORMES,Strigidae,Afrika-Waldohreule
2936,Asio madagascariensis,AF,STRIGIFORMES,Strigidae,Madagaskar-Waldohreule
2937,Asio stygius,"MA, SA",STRIGIFORMES,Strigidae,Styxeule
2938,Asio flammeus,Worldwide,STRIGIFORMES,Strigidae,Sumpfohreule
2939,Asio capensis,AF,STRIGIFORMES,Strigidae,Kapohreule
2940,Asio solomonensis,AU,STRIGIFORMES,Strigidae,Salomoneneule
2941,Jubula lettii,AF,STRIGIFORMES,Strigidae,Mähnenkauz
2942,Bubo scandiacus,"NA, PAL",STRIGIFORMES,Strigidae,Schneeeule
2943,Bubo virginianus,"NA, MA, SA",STRIGIFORMES,Strigidae,Virginiauhu
2944,Bubo magellanicus,SA,STRIGIFORMES,Strigidae,Magellanuhu
2945,Bubo bubo,PAL,STRIGIFORMES,Strigidae,Uhu
2946,Bubo bengalensis,OR,STRIGIFORMES,Strigidae,Bengalenuhu
2947,Bubo ascalaphus,AF,STRIGIFORMES,Strigidae,Wüstenuhu
2948,Bubo capensis,AF,STRIGIFORMES,Strigidae,Kapuhu
2949,Bubo milesi,PAL,STRIGIFORMES,Strigidae,Arabienuhu
2950,Bubo cinerascens,AF,STRIGIFORMES,Strigidae,Grauuhu
2951,Bubo africanus,AF,STRIGIFORMES,Strigidae,Fleckenuhu
2952,Ketupa poensis,AF,STRIGIFORMES,Strigidae,Guineauhu
2953,Ketupa leucosticta,AF,STRIGIFORMES,Strigidae,Schwachschnabeluhu
2954,Ketupa lactea,AF,STRIGIFORMES,Strigidae,Blassuhu
2955,Ketupa shelleyi,AF,STRIGIFORMES,Strigidae,Bindenuhu
2956,Ketupa blakistoni,PAL,STRIGIFORMES,Strigidae,Riesenfischuhu
2957,Ketupa zeylonensis,"OR, PAL",STRIGIFORMES,Strigidae,Fischuhu
2958,Ketupa flavipes,OR,STRIGIFORMES,Strigidae,Himalajafischuhu
2959,Ketupa ketupu,OR,STRIGIFORMES,Strigidae,Sundafischuhu
2960,Ketupa sumatrana,OR,STRIGIFORMES,Strigidae,Malaienuhu
2961,Ketupa nipalensis,OR,STRIGIFORMES,Strigidae,Nepaluhu
2962,Ketupa coromanda,OR,STRIGIFORMES,Strigidae,Koromandeluhu
2963,Ketupa philippensis,OR,STRIGIFORMES,Strigidae,Streifenuhu
2964,Scotopelia peli,AF,STRIGIFORMES,Strigidae,Bindenfischeule
2965,Scotopelia ussheri,AF,STRIGIFORMES,Strigidae,Rotrücken-Fischeule
2966,Scotopelia bouvieri,AF,STRIGIFORMES,Strigidae,Marmorfischeule
2967,Psiloscops flammeolus,"NA, MA",STRIGIFORMES,Strigidae,Ponderosaeule
2968,Megascops trichopsis,"NA, MA",STRIGIFORMES,Strigidae,Fleckenkreischeule
2969,Megascops clarkii,"MA, SA",STRIGIFORMES,Strigidae,Nacktbein-Kreischeule
2970,Megascops albogularis,SA,STRIGIFORMES,Strigidae,Weißkehl-Kreischeule
2971,Megascops choliba,"MA, SA",STRIGIFORMES,Strigidae,Tropenkreischeule
2972,Megascops barbarus,MA,STRIGIFORMES,Strigidae,Tropfenkreischeule
2973,Megascops cooperi,MA,STRIGIFORMES,Strigidae,Mangrovekreischeule
2974,Megascops kennicottii,"NA, MA",STRIGIFORMES,Strigidae,Westkreischeule
2975,Megascops asio,"NA, MA",STRIGIFORMES,Strigidae,Ostkreischeule
2976,Megascops seductus,MA,STRIGIFORMES,Strigidae,Balsaskreischeule
2977,Megascops guatemalae,MA,STRIGIFORMES,Strigidae,Rotgesicht-Kreischeule
2978,Megascops koepckeae,SA,STRIGIFORMES,Strigidae,Andenkreischeule
2979,Megascops ingens,SA,STRIGIFORMES,Strigidae,Rostkreischeule
2980,Megascops petersoni,SA,STRIGIFORMES,Strigidae,Zimtkreischeule
2981,Megascops marshalli,SA,STRIGIFORMES,Strigidae,Nebelwald-Kreischeule
2982,Megascops hoyi,SA,STRIGIFORMES,Strigidae,Hoykreischeule
2983,Megascops centralis,SA,STRIGIFORMES,Strigidae,Chocókreischeule
2984,Megascops roraimae,SA,STRIGIFORMES,Strigidae,Roraima-Kreischeule
2985,Megascops sanctaecatarinae,SA,STRIGIFORMES,Strigidae,Langohr-Kreischeule
2986,Megascops gilesi,SA,STRIGIFORMES,Strigidae,Santa-Marta-Kreischeule
2987,Megascops roboratus,SA,STRIGIFORMES,Strigidae,Buschkreischeule
2988,Megascops watsonii,SA,STRIGIFORMES,Strigidae,Watsonkreischeule
2989,Megascops atricapilla,SA,STRIGIFORMES,Strigidae,Kappenkreischeule
2990,Pulsatrix perspicillata,"MA, SA",STRIGIFORMES,Strigidae,Brillenkauz
2991,Pulsatrix koeniswaldiana,SA,STRIGIFORMES,Strigidae,Gelbbrauenkauz
2992,Pulsatrix melanota,SA,STRIGIFORMES,Strigidae,Bindenkauz
2993,Lophostrix cristata,"MA, SA",STRIGIFORMES,Strigidae,Haubenkauz
2994,Strix seloputo,OR,STRIGIFORMES,Strigidae,Pagodenkauz
2995,Strix ocellata,OR,STRIGIFORMES,Strigidae,Mangokauz
2996,Strix leptogrammica,OR,STRIGIFORMES,Strigidae,Malaienkauz
2997,Strix aluco,PAL,STRIGIFORMES,Strigidae,Waldkauz
2998,Strix mauritanica,AF,STRIGIFORMES,Strigidae,Maghrebkauz
2999,Strix nivicolum,PAL,STRIGIFORMES,Strigidae,Himalajakauz
3000,Strix hadorami,"PAL, AF",STRIGIFORMES,Strigidae,Fahlkauz
3001,Strix butleri,PAL,STRIGIFORMES,Strigidae,Omankauz
3002,Strix occidentalis,"NA, MA",STRIGIFORMES,Strigidae,Fleckenkauz
3003,Strix sartorii,MA,STRIGIFORMES,Strigidae,Mexikokauz
3004,Strix fulvescens,MA,STRIGIFORMES,Strigidae,Gelbkauz
3005,Strix hylophila,SA,STRIGIFORMES,Strigidae,Brasilkauz
3006,Strix chacoensis,SA,STRIGIFORMES,Strigidae,Chacokauz
3007,Strix rufipes,SA,STRIGIFORMES,Strigidae,Rotfußkauz
3008,Strix uralensis,PAL,STRIGIFORMES,Strigidae,Habichtskauz
3009,Strix nebulosa,"NA, PAL",STRIGIFORMES,Strigidae,Bartkauz
3010,Strix woodfordii,AF,STRIGIFORMES,Strigidae,Afrikakauz
3011,Strix virgata,"MA, SA",STRIGIFORMES,Strigidae,Sprenkelkauz
3012,Strix nigrolineata,"MA, SA",STRIGIFORMES,Strigidae,Bindenhalskauz
3013,Strix huhula,SA,STRIGIFORMES,Strigidae,Zebrakauz
3014,Strix albitarsis,SA,STRIGIFORMES,Strigidae,Rötelkauz
3015,Colius striatus,AF,COLIIFORMES,Coliidae,Braunflügel-Mausvogel
3016,Colius leucocephalus,AF,COLIIFORMES,Coliidae,Weißkopf-Mausvogel
3017,Colius castanotus,AF,COLIIFORMES,Coliidae,Rotrücken-Mausvogel
3018,Colius colius,AF,COLIIFORMES,Coliidae,Weißrücken-Mausvogel
3019,Urocolius macrourus,AF,COLIIFORMES,Coliidae,Blaunacken-Mausvogel
3020,Urocolius indicus,AF,COLIIFORMES,Coliidae,Rotzügel-Mausvogel
3021,Leptosomus discolor,AF,LEPTOSOMIFORMES,Leptosomidae,Kuckucksroller
3022,Euptilotis neoxenus,MA,TROGONIFORMES,Trogonidae,Kieferntrogon
3023,Pharomachrus pavoninus,SA,TROGONIFORMES,Trogonidae,Pfauentrogon
3024,Pharomachrus auriceps,"MA, SA",TROGONIFORMES,Trogonidae,Goldkopftrogon
3025,Pharomachrus fulgidus,SA,TROGONIFORMES,Trogonidae,Glanztrogon
3026,Pharomachrus mocinno,MA,TROGONIFORMES,Trogonidae,Quetzal
3027,Pharomachrus antisianus,SA,TROGONIFORMES,Trogonidae,Kammtrogon
3028,Trogon clathratus,MA,TROGONIFORMES,Trogonidae,Sperberschwanztrogon
3029,Trogon massena,"MA, SA",TROGONIFORMES,Trogonidae,Schieferschwanztrogon
3030,Trogon comptus,SA,TROGONIFORMES,Trogonidae,Blauschwanztrogon
3031,Trogon mesurus,SA,TROGONIFORMES,Trogonidae,Guayaquiltrogon
3032,Trogon melanurus,"MA, SA",TROGONIFORMES,Trogonidae,Schwarzschwanztrogon
3033,Trogon melanocephalus,MA,TROGONIFORMES,Trogonidae,Schwarzkopftrogon
3034,Trogon citreolus,MA,TROGONIFORMES,Trogonidae,Graukopftrogon
3035,Trogon chionurus,"MA, SA",TROGONIFORMES,Trogonidae,Weißschwanztrogon
3036,Trogon bairdii,MA,TROGONIFORMES,Trogonidae,Bairdtrogon
3037,Trogon viridis,SA,TROGONIFORMES,Trogonidae,Grünmanteltrogon
3038,Trogon caligatus,"MA, SA",TROGONIFORMES,Trogonidae,Grünschwanztrogon
3039,Trogon ramonianus,SA,TROGONIFORMES,Trogonidae,Amazonastrogon
3040,Trogon violaceus,SA,TROGONIFORMES,Trogonidae,Veilchentrogon
3041,Trogon curucui,SA,TROGONIFORMES,Trogonidae,Blauscheiteltrogon
3042,Trogon surrucura,SA,TROGONIFORMES,Trogonidae,Surucuátrogon
3043,Trogon rufus,"MA, SA",TROGONIFORMES,Trogonidae,Schwarzkehltrogon
3044,Trogon elegans,"NA, MA",TROGONIFORMES,Trogonidae,Kupfertrogon
3045,Trogon mexicanus,MA,TROGONIFORMES,Trogonidae,Bronzetrogon
3046,Trogon collaris,"MA, SA",TROGONIFORMES,Trogonidae,Jungferntrogon
3047,Trogon personatus,SA,TROGONIFORMES,Trogonidae,Maskentrogon
3048,Apaloderma narina,AF,TROGONIFORMES,Trogonidae,Narinatrogon
3049,Apaloderma aequatoriale,AF,TROGONIFORMES,Trogonidae,Gelbwangentrogon
3050,Apaloderma vittatum,AF,TROGONIFORMES,Trogonidae,Bergtrogon
3051,Apalharpactes reinwardtii,OR,TROGONIFORMES,Trogonidae,Javatrogon
3052,Apalharpactes mackloti,OR,TROGONIFORMES,Trogonidae,Sumatratrogon
3053,Harpactes fasciatus,OR,TROGONIFORMES,Trogonidae,Malabartrogon
3054,Harpactes kasumba,OR,TROGONIFORMES,Trogonidae,Rotnackentrogon
3055,Harpactes diardii,OR,TROGONIFORMES,Trogonidae,Diardtrogon
3056,Harpactes ardens,OR,TROGONIFORMES,Trogonidae,Philippinentrogon
3057,Harpactes whiteheadi,OR,TROGONIFORMES,Trogonidae,Graubrusttrogon
3058,Harpactes orrhophaeus,OR,TROGONIFORMES,Trogonidae,Zimtbürzeltrogon
3059,Harpactes duvaucelii,OR,TROGONIFORMES,Trogonidae,Rotbürzeltrogon
3060,Harpactes oreskios,OR,TROGONIFORMES,Trogonidae,Orangebauchtrogon
3061,Harpactes erythrocephalus,OR,TROGONIFORMES,Trogonidae,Rotkopftrogon
3062,Harpactes wardi,OR,TROGONIFORMES,Trogonidae,Rosenschwanztrogon
3063,Upupa epops,"PAL, OR",BUCEROTIFORMES,Upupidae,Wiedehopf
3064,Upupa africana,AF,BUCEROTIFORMES,Upupidae,Afrikawiedehopf
3065,Upupa marginata,AF,BUCEROTIFORMES,Upupidae,Madagaskarwiedehopf
3066,Phoeniculus castaneiceps,AF,BUCEROTIFORMES,Phoeniculidae,Waldbaumhopf
3067,Phoeniculus bollei,AF,BUCEROTIFORMES,Phoeniculidae,Weißmasken-Baumhopf
3068,Phoeniculus purpureus,AF,BUCEROTIFORMES,Phoeniculidae,Grünbaumhopf
3069,Phoeniculus somaliensis,AF,BUCEROTIFORMES,Phoeniculidae,Schwarzschnabel-Baumhopf
3070,Phoeniculus damarensis,AF,BUCEROTIFORMES,Phoeniculidae,Damarabaumhopf
3071,Phoeniculus granti,AF,BUCEROTIFORMES,Phoeniculidae,Grantbaumhopf
3072,Rhinopomastus aterrimus,AF,BUCEROTIFORMES,Phoeniculidae,Violettsichelhopf
3073,Rhinopomastus cyanomelas,AF,BUCEROTIFORMES,Phoeniculidae,Glanzsichelhopf
3074,Rhinopomastus minor,AF,BUCEROTIFORMES,Phoeniculidae,Goldschnabel-Sichelhopf
3075,Bucorvus abyssinicus,AF,BUCEROTIFORMES,Bucorvidae,Blaugesicht-Hornrabe
3076,Bucorvus leadbeateri,AF,BUCEROTIFORMES,Bucorvidae,Rotgesicht-Hornrabe
3077,Tockus ruahae,AF,BUCEROTIFORMES,Bucerotidae,Tansaniatoko
3078,Tockus kempi,AF,BUCEROTIFORMES,Bucerotidae,Senegaltoko
3079,Tockus damarensis,AF,BUCEROTIFORMES,Bucerotidae,Damaratoko
3080,Tockus rufirostris,AF,BUCEROTIFORMES,Bucerotidae,Mopanetoko
3081,Tockus erythrorhynchus,AF,BUCEROTIFORMES,Bucerotidae,Savannentoko
3082,Tockus monteiri,AF,BUCEROTIFORMES,Bucerotidae,Fleckentoko
3083,Tockus deckeni,AF,BUCEROTIFORMES,Bucerotidae,Von-der-Decken-Toko
3084,Tockus jacksoni,AF,BUCEROTIFORMES,Bucerotidae,Jacksontoko
3085,Tockus leucomelas,AF,BUCEROTIFORMES,Bucerotidae,Rotringtoko
3086,Tockus flavirostris,AF,BUCEROTIFORMES,Bucerotidae,Gelbschnabeltoko
3087,Lophoceros bradfieldi,AF,BUCEROTIFORMES,Bucerotidae,Felsentoko
3088,Lophoceros alboterminatus,AF,BUCEROTIFORMES,Bucerotidae,Kronentoko
3089,Lophoceros semifasciatus,AF,BUCEROTIFORMES,Bucerotidae,West African Pied Hornbill
3090,Lophoceros fasciatus,AF,BUCEROTIFORMES,Bucerotidae,Elstertoko
3091,Lophoceros hemprichii,AF,BUCEROTIFORMES,Bucerotidae,Hemprichtoko
3092,Lophoceros nasutus,AF,BUCEROTIFORMES,Bucerotidae,Grautoko
3093,Lophoceros camurus,AF,BUCEROTIFORMES,Bucerotidae,Zwergtoko
3094,Lophoceros pallidirostris,AF,BUCEROTIFORMES,Bucerotidae,Blassschnabeltoko
3095,Bycanistes fistulator,AF,BUCEROTIFORMES,Bucerotidae,Schreihornvogel
3096,Bycanistes bucinator,AF,BUCEROTIFORMES,Bucerotidae,Trompeterhornvogel
3097,Bycanistes cylindricus,AF,BUCEROTIFORMES,Bucerotidae,Braunwangen-Hornvogel
3098,Bycanistes albotibialis,AF,BUCEROTIFORMES,Bucerotidae,Weißschenkel-Hornvogel
3099,Bycanistes subcylindricus,AF,BUCEROTIFORMES,Bucerotidae,Grauwangen-Hornvogel
3100,Bycanistes brevis,AF,BUCEROTIFORMES,Bucerotidae,Silberwangen-Hornvogel
3101,Ceratogymna atrata,AF,BUCEROTIFORMES,Bucerotidae,Schwarzhelm-Hornvogel
3102,Ceratogymna elata,AF,BUCEROTIFORMES,Bucerotidae,Goldhelm-Hornvogel
3103,Horizocerus hartlaubi,AF,BUCEROTIFORMES,Bucerotidae,Hartlaub-Hornvogel
3104,Horizocerus albocristatus,AF,BUCEROTIFORMES,Bucerotidae,Weißkopf-Hornvogel
3105,Berenicornis comatus,OR,BUCEROTIFORMES,Bucerotidae,Langschopf-Hornvogel
3106,Buceros rhinoceros,OR,BUCEROTIFORMES,Bucerotidae,Rhinozeroshornvogel
3107,Buceros bicornis,OR,BUCEROTIFORMES,Bucerotidae,Doppelhornvogel
3108,Buceros hydrocorax,OR,BUCEROTIFORMES,Bucerotidae,Feuerhornvogel
3109,Rhinoplax vigil,OR,BUCEROTIFORMES,Bucerotidae,Schildhornvogel
3110,Anthracoceros marchei,OR,BUCEROTIFORMES,Bucerotidae,Palawanhornvogel
3111,Anthracoceros albirostris,OR,BUCEROTIFORMES,Bucerotidae,Orienthornvogel
3112,Anthracoceros coronatus,OR,BUCEROTIFORMES,Bucerotidae,Malabarhornvogel
3113,Anthracoceros montani,OR,BUCEROTIFORMES,Bucerotidae,Suluhornvogel
3114,Anthracoceros malayanus,OR,BUCEROTIFORMES,Bucerotidae,Malaienhornvogel
3115,Ocyceros griseus,OR,BUCEROTIFORMES,Bucerotidae,Grauhornvogel
3116,Ocyceros gingalensis,OR,BUCEROTIFORMES,Bucerotidae,Ceylonhornvogel
3117,Ocyceros birostris,OR,BUCEROTIFORMES,Bucerotidae,Indienhornvogel
3118,Anorrhinus tickelli,OR,BUCEROTIFORMES,Bucerotidae,Rostbauch-Hornvogel
3119,Anorrhinus austeni,OR,BUCEROTIFORMES,Bucerotidae,Weißgesicht-Hornvogel
3120,Anorrhinus galeritus,OR,BUCEROTIFORMES,Bucerotidae,Kurzschopf-Hornvogel
3121,Aceros nipalensis,OR,BUCEROTIFORMES,Bucerotidae,Nepalhornvogel
3122,Rhyticeros plicatus,AU,BUCEROTIFORMES,Bucerotidae,Papuahornvogel
3123,Rhyticeros narcondami,OR,BUCEROTIFORMES,Bucerotidae,Narcondamhornvogel
3124,Rhyticeros undulatus,OR,BUCEROTIFORMES,Bucerotidae,Furchenhornvogel
3125,Rhyticeros everetti,AU,BUCEROTIFORMES,Bucerotidae,Sumbahornvogel
3126,Rhyticeros subruficollis,OR,BUCEROTIFORMES,Bucerotidae,Tenasserimhornvogel
3127,Rhyticeros cassidix,AU,BUCEROTIFORMES,Bucerotidae,Helmhornvogel
3128,Rhabdotorrhinus waldeni,OR,BUCEROTIFORMES,Bucerotidae,Waldenhornvogel
3129,Rhabdotorrhinus leucocephalus,OR,BUCEROTIFORMES,Bucerotidae,Mindanaohornvogel
3130,Rhabdotorrhinus exarhatus,AU,BUCEROTIFORMES,Bucerotidae,Gelbmasken-Hornvogel
3131,Rhabdotorrhinus corrugatus,OR,BUCEROTIFORMES,Bucerotidae,Runzelhornvogel
3132,Penelopides manillae,OR,BUCEROTIFORMES,Bucerotidae,Luzonhornvogel
3133,Penelopides mindorensis,OR,BUCEROTIFORMES,Bucerotidae,Mindorohornvogel
3134,Penelopides affinis,OR,BUCEROTIFORMES,Bucerotidae,Tariktikhornvogel
3135,Penelopides samarensis,OR,BUCEROTIFORMES,Bucerotidae,Samarhornvogel
3136,Penelopides panini,OR,BUCEROTIFORMES,Bucerotidae,Visayashornvogel
3137,Coracias naevius,AF,CORACIIFORMES,Coraciidae,Strichelracke
3138,Coracias benghalensis,PAL,CORACIIFORMES,Coraciidae,Bengalenracke
3139,Coracias affinis,OR,CORACIIFORMES,Coraciidae,Purpurbrustracke
3140,Coracias temminckii,AU,CORACIIFORMES,Coraciidae,Celebesracke
3141,Coracias spatulatus,AF,CORACIIFORMES,Coraciidae,Spatelracke
3142,Coracias caudatus,AF,CORACIIFORMES,Coraciidae,Gabelracke
3143,Coracias abyssinicus,AF,CORACIIFORMES,Coraciidae,Senegalracke
3144,Coracias garrulus,PAL,CORACIIFORMES,Coraciidae,Blauracke
3145,Coracias cyanogaster,AF,CORACIIFORMES,Coraciidae,Opalracke
3146,Eurystomus gularis,AF,CORACIIFORMES,Coraciidae,Blaukehlracke
3147,Eurystomus glaucurus,AF,CORACIIFORMES,Coraciidae,Zimtracke
3148,Eurystomus orientalis,"PAL, OR, AU",CORACIIFORMES,Coraciidae,Türkisracke
3149,Eurystomus azureus,AU,CORACIIFORMES,Coraciidae,Azurracke
3150,Brachypteracias leptosomus,AF,CORACIIFORMES,Brachypteraciidae,Bindenerdracke
3151,Geobiastes squamiger,AF,CORACIIFORMES,Brachypteraciidae,Schuppenerdracke
3152,Atelornis pittoides,AF,CORACIIFORMES,Brachypteraciidae,Blaukopf-Erdracke
3153,Atelornis crossleyi,AF,CORACIIFORMES,Brachypteraciidae,Lätzchenerdracke
3154,Uratelornis chimaera,AF,CORACIIFORMES,Brachypteraciidae,Langschwanz-Erdracke
3155,Actenoides monachus,AU,CORACIIFORMES,Alcedinidae,Einsiedlerliest
3156,Actenoides princeps,AU,CORACIIFORMES,Alcedinidae,Prinzenliest
3157,Actenoides bougainvillei,AU,CORACIIFORMES,Alcedinidae,Bartliest
3158,Actenoides lindsayi,OR,CORACIIFORMES,Alcedinidae,Tropfenliest
3159,Actenoides hombroni,OR,CORACIIFORMES,Alcedinidae,Mindanaoliest
3160,Actenoides concretus,OR,CORACIIFORMES,Alcedinidae,Malaienliest
3161,Melidora macrorrhina,AU,CORACIIFORMES,Alcedinidae,Hakenliest
3162,Lacedo pulchella,OR,CORACIIFORMES,Alcedinidae,Wellenliest
