,IOC,Breeding Range,Order,Family,Dutch
2173,Spheniscus demersus,AF,SPHENISCIFORMES,Spheniscidae,Zwartvoetpinguïn
2174,Megadyptes antipodes,AU,SPHENISCIFORMES,Spheniscidae,Geeloogpinguïn
2175,Eudyptes chrysolophus,SO,SPHENISCIFORMES,Spheniscidae,Macaronipinguïn
2176,Eudyptes schlegeli,AU,SPHENISCIFORMES,Spheniscidae,Schlegels Pinguïn
2177,Eudyptes moseleyi,"AO, IO",SPHENISCIFORMES,Spheniscidae,Noordelijke Rotspinguïn
2178,Eudyptes chrysocome,"AO, SA",SPHENISCIFORMES,Spheniscidae,Zuidelijke Rotspinguïn
2179,Eudyptes pachyrhynchus,AU,SPHENISCIFORMES,Spheniscidae,Fjordlandkuifpinguïn
2180,Eudyptes robustus,AU,SPHENISCIFORMES,Spheniscidae,Snareskuifpinguïn
2181,Eudyptes sclateri,AU,SPHENISCIFORMES,Spheniscidae,Grote Kuifpinguïn
2182,Oceanites oceanicus,SO,PROCELLARIIFORMES,Oceanitidae,Wilsons Stormvogeltje
2183,Oceanites gracilis,PO,PROCELLARIIFORMES,Oceanitidae,Sierlijk Stormvogeltje
2184,Oceanites pincoyae,PO,PROCELLARIIFORMES,Oceanitidae,Pincoyastormvogeltje
2185,Garrodia nereis,SO,PROCELLARIIFORMES,Oceanitidae,Grijsrugstormvogeltje
2186,Pelagodroma marina,"AO, IO, PO",PROCELLARIIFORMES,Oceanitidae,Bont Stormvogeltje
2187,Fregetta grallaria,SO,PROCELLARIIFORMES,Oceanitidae,Witbuikstormvogeltje
2188,Fregetta tropica,SO,PROCELLARIIFORMES,Oceanitidae,Zwartbuikstormvogeltje
2189,Fregetta lineata,PO,PROCELLARIIFORMES,Oceanitidae,Nieuw-Caledonisch Stormvogeltje
2190,Fregetta maoriana,PO,PROCELLARIIFORMES,Oceanitidae,Nieuw-Zeelands Stormvogeltje
2191,Nesofregetta fuliginosa,PO,PROCELLARIIFORMES,Oceanitidae,Witkeelstormvogeltje
2192,Phoebastria immutabilis,PO,PROCELLARIIFORMES,Diomedeidae,Laysanalbatros
2193,Phoebastria nigripes,PO,PROCELLARIIFORMES,Diomedeidae,Zwartvoetalbatros
2194,Phoebastria irrorata,PO,PROCELLARIIFORMES,Diomedeidae,Galápagosalbatros
2195,Phoebastria albatrus,PO,PROCELLARIIFORMES,Diomedeidae,Stellers Albatros
2196,Diomedea exulans,SO,PROCELLARIIFORMES,Diomedeidae,Grote Albatros
2197,Diomedea antipodensis,PO,PROCELLARIIFORMES,Diomedeidae,Antipodenalbatros
2198,Diomedea amsterdamensis,IO,PROCELLARIIFORMES,Diomedeidae,Amsterdamalbatros
2199,Diomedea dabbenena,AO,PROCELLARIIFORMES,Diomedeidae,Tristanalbatros
2200,Diomedea epomophora,PO,PROCELLARIIFORMES,Diomedeidae,Zuidelijke Koningsalbatros
2201,Diomedea sanfordi,PO,PROCELLARIIFORMES,Diomedeidae,Noordelijke Koningsalbatros
2202,Phoebetria fusca,"IO, AO",PROCELLARIIFORMES,Diomedeidae,Zwarte Albatros
2203,Phoebetria palpebrata,SO,PROCELLARIIFORMES,Diomedeidae,Roetkopalbatros
2204,Thalassarche melanophris,SO,PROCELLARIIFORMES,Diomedeidae,Wenkbrauwalbatros
2205,Thalassarche impavida,PO,PROCELLARIIFORMES,Diomedeidae,Campbellalbatros
2206,Thalassarche cauta,SO,PROCELLARIIFORMES,Diomedeidae,Witkapalbatros
2207,Thalassarche eremita,PO,PROCELLARIIFORMES,Diomedeidae,Chathamalbatros
2208,Thalassarche salvini,"IO, PO",PROCELLARIIFORMES,Diomedeidae,Salvins Albatros
2209,Thalassarche chrysostoma,SO,PROCELLARIIFORMES,Diomedeidae,Grijskopalbatros
2210,Thalassarche chlororhynchos,AO,PROCELLARIIFORMES,Diomedeidae,Atlantische Geelneusalbatros
2211,Thalassarche carteri,IO,PROCELLARIIFORMES,Diomedeidae,Indische Geelneusalbatros
2212,Thalassarche bulleri,PO,PROCELLARIIFORMES,Diomedeidae,Bullers Albatros
2213,Hydrobates pelagicus,AO,PROCELLARIIFORMES,Hydrobatidae,Stormvogeltje
2214,Hydrobates furcatus,PO,PROCELLARIIFORMES,Hydrobatidae,Parelgrijs Stormvogeltje
2215,Hydrobates hornbyi,PO,PROCELLARIIFORMES,Hydrobatidae,Gekraagd Stormvogeltje
2216,Hydrobates monorhis,"IO, PO",PROCELLARIIFORMES,Hydrobatidae,Chinees Stormvogeltje
2217,Hydrobates matsudairae,"IO, PO",PROCELLARIIFORMES,Hydrobatidae,Japans Stormvogeltje
2218,Hydrobates leucorhous,"PO, AO",PROCELLARIIFORMES,Hydrobatidae,Vaal Stormvogeltje
2219,Hydrobates socorroensis,PO,PROCELLARIIFORMES,Hydrobatidae,Townsends Stormvogeltje
2220,Hydrobates cheimomnestes,PO,PROCELLARIIFORMES,Hydrobatidae,Ainleys Stormvogeltje
2221,Hydrobates homochroa,PO,PROCELLARIIFORMES,Hydrobatidae,Californisch Stormvogeltje
2222,Hydrobates castro,"PO, AO",PROCELLARIIFORMES,Hydrobatidae,Madeirastormvogeltje
2223,Hydrobates monteiroi,AO,PROCELLARIIFORMES,Hydrobatidae,Monteiro's Stormvogeltje
2224,Hydrobates jabejabe,AO,PROCELLARIIFORMES,Hydrobatidae,Kaapverdisch Stormvogeltje
2225,Hydrobates tethys,PO,PROCELLARIIFORMES,Hydrobatidae,Galápagosstormvogeltje
2226,Hydrobates melania,PO,PROCELLARIIFORMES,Hydrobatidae,Zwart Stormvogeltje
2227,Hydrobates markhami,PO,PROCELLARIIFORMES,Hydrobatidae,Humboldts Stormvogeltje
2228,Hydrobates tristrami,PO,PROCELLARIIFORMES,Hydrobatidae,Tristrams Stormvogeltje
2229,Hydrobates microsoma,PO,PROCELLARIIFORMES,Hydrobatidae,Dwergstormvogeltje
2230,Macronectes giganteus,"SO, AN",PROCELLARIIFORMES,Procellariidae,Zuidelijke Reuzenstormvogel
2231,Macronectes halli,SO,PROCELLARIIFORMES,Procellariidae,Noordelijke Reuzenstormvogel
2232,Fulmarus glacialis,"NA, PAL",PROCELLARIIFORMES,Procellariidae,Noordse Stormvogel
2233,Fulmarus glacialoides,"SO, AN",PROCELLARIIFORMES,Procellariidae,Grijze Stormvogel
2234,Thalassoica antarctica,"SO, AN",PROCELLARIIFORMES,Procellariidae,Antarctische Stormvogel
2235,Daption capense,"SO, AN",PROCELLARIIFORMES,Procellariidae,Kaapse Stormvogel
2236,Pagodroma nivea,"SO, AN",PROCELLARIIFORMES,Procellariidae,Sneeuwstormvogel
2237,Halobaena caerulea,SO,PROCELLARIIFORMES,Procellariidae,Blauwe Stormvogel
2238,Pachyptila vittata,SO,PROCELLARIIFORMES,Procellariidae,Breedbekprion
2239,Pachyptila salvini,IO,PROCELLARIIFORMES,Procellariidae,Salvins Prion
2240,Pachyptila macgillivrayi,"AO, IO",PROCELLARIIFORMES,Procellariidae,MacGillivrays Prion
2241,Pachyptila desolata,"SO, AN",PROCELLARIIFORMES,Procellariidae,Antarctische Prion
2242,Pachyptila belcheri,SO,PROCELLARIIFORMES,Procellariidae,Dunbekprion
2243,Pachyptila turtur,SO,PROCELLARIIFORMES,Procellariidae,Duifprion
2244,Pachyptila crassirostris,SO,PROCELLARIIFORMES,Procellariidae,Dikbekprion
2245,Aphrodroma brevirostris,SO,PROCELLARIIFORMES,Procellariidae,Kerguelenstormvogel
2246,Pterodroma macroptera,SO,PROCELLARIIFORMES,Procellariidae,Langvleugelstormvogel
2247,Pterodroma lessonii,SO,PROCELLARIIFORMES,Procellariidae,Witkopstormvogel
2248,Pterodroma gouldi,SO,PROCELLARIIFORMES,Procellariidae,Grijsmaskerstormvogel
2249,Pterodroma incerta,AO,PROCELLARIIFORMES,Procellariidae,Schlegels Stormvogel
2250,Pterodroma solandri,PO,PROCELLARIIFORMES,Procellariidae,Solanders Stormvogel
2251,Pterodroma magentae,PO,PROCELLARIIFORMES,Procellariidae,Magentastormvogel
2252,Pterodroma ultima,PO,PROCELLARIIFORMES,Procellariidae,Murphy's Stormvogel
2253,Pterodroma mollis,SO,PROCELLARIIFORMES,Procellariidae,Donsstormvogel
2254,Pterodroma madeira,AO,PROCELLARIIFORMES,Procellariidae,Freira
2255,Pterodroma feae,AO,PROCELLARIIFORMES,Procellariidae,Gon-gon
2256,Pterodroma deserta,AO,PROCELLARIIFORMES,Procellariidae,Desertastormvogel
2257,Pterodroma cahow,AO,PROCELLARIIFORMES,Procellariidae,Bermudastormvogel
2258,Pterodroma hasitata,AO,PROCELLARIIFORMES,Procellariidae,Zwartkapstormvogel
2259,Pterodroma externa,PO,PROCELLARIIFORMES,Procellariidae,Witnekstormvogel
2260,Pterodroma occulta,PO,PROCELLARIIFORMES,Procellariidae,Vanuatustormvogel
2261,Pterodroma neglecta,PO,PROCELLARIIFORMES,Procellariidae,Kermadecstormvogel
2262,Pterodroma heraldica,"IO, PO",PROCELLARIIFORMES,Procellariidae,Salvins Stormvogel
2263,Pterodroma arminjoniana,"AO, IO",PROCELLARIIFORMES,Procellariidae,Arminjons Stormvogel
2264,Pterodroma atrata,PO,PROCELLARIIFORMES,Procellariidae,Hendersonstormvogel
2265,Pterodroma alba,PO,PROCELLARIIFORMES,Procellariidae,Phoenixstormvogel
2266,Pterodroma baraui,IO,PROCELLARIIFORMES,Procellariidae,Baraus Stormvogel
2267,Pterodroma sandwichensis,PO,PROCELLARIIFORMES,Procellariidae,Hawaiistormvogel
2268,Pterodroma phaeopygia,PO,PROCELLARIIFORMES,Procellariidae,Galápagosstormvogel
2269,Pterodroma inexpectata,"PO, IO",PROCELLARIIFORMES,Procellariidae,Regenstormvogel
2270,Pterodroma cervicalis,PO,PROCELLARIIFORMES,Procellariidae,Kermadecwitnekstormvogel
2271,Pterodroma nigripennis,PO,PROCELLARIIFORMES,Procellariidae,Zwartvleugelstormvogel
2272,Pterodroma axillaris,PO,PROCELLARIIFORMES,Procellariidae,Chathamstormvogel
2273,Pterodroma hypoleuca,PO,PROCELLARIIFORMES,Procellariidae,Boninstormvogel
2274,Pterodroma leucoptera,PO,PROCELLARIIFORMES,Procellariidae,Goulds Stormvogel
2275,Pterodroma brevipes,PO,PROCELLARIIFORMES,Procellariidae,Halsbandstormvogel
2276,Pterodroma cookii,PO,PROCELLARIIFORMES,Procellariidae,Cooks Stormvogel
2277,Pterodroma defilippiana,PO,PROCELLARIIFORMES,Procellariidae,Juan-Fernándezstormvogel
2278,Pterodroma longirostris,PO,PROCELLARIIFORMES,Procellariidae,Stejnegers Stormvogel
2279,Pterodroma pycrofti,PO,PROCELLARIIFORMES,Procellariidae,Pycrofts Stormvogel
2280,Pseudobulweria aterrima,IO,PROCELLARIIFORMES,Procellariidae,Maskarenenstormvogel
2281,Pseudobulweria rostrata,PO,PROCELLARIIFORMES,Procellariidae,Tahitistormvogel
2282,Pseudobulweria becki,PO,PROCELLARIIFORMES,Procellariidae,Becks Stormvogel
2283,Pseudobulweria macgillivrayi,PO,PROCELLARIIFORMES,Procellariidae,MacGillivrays Stormvogel
2284,Procellaria cinerea,SO,PROCELLARIIFORMES,Procellariidae,Bruine Stormvogel
2285,Procellaria aequinoctialis,SO,PROCELLARIIFORMES,Procellariidae,Witkinstormvogel
2286,Procellaria conspicillata,SO,PROCELLARIIFORMES,Procellariidae,Brilstormvogel
2287,Procellaria parkinsoni,PO,PROCELLARIIFORMES,Procellariidae,Zwarte Stormvogel
2288,Procellaria westlandica,PO,PROCELLARIIFORMES,Procellariidae,Westlandstormvogel
2289,Calonectris leucomelas,PO,PROCELLARIIFORMES,Procellariidae,Gestreepte Pijlstormvogel
2290,Calonectris diomedea,AO,PROCELLARIIFORMES,Procellariidae,Scopoli's Pijlstormvogel
2291,Calonectris borealis,AO,PROCELLARIIFORMES,Procellariidae,Kuhls Pijlstormvogel
2292,Calonectris edwardsii,AO,PROCELLARIIFORMES,Procellariidae,Kaapverdische Pijlstormvogel
2293,Ardenna pacifica,"PO, IO",PROCELLARIIFORMES,Procellariidae,Wigstaartpijlstormvogel
2294,Ardenna bulleri,PO,PROCELLARIIFORMES,Procellariidae,Bullers Pijlstormvogel
2295,Ardenna grisea,Worldwide,PROCELLARIIFORMES,Procellariidae,Grauwe Pijlstormvogel
2296,Ardenna tenuirostris,PO,PROCELLARIIFORMES,Procellariidae,Dunbekpijlstormvogel
2297,Ardenna creatopus,PO,PROCELLARIIFORMES,Procellariidae,Chileense Grote Pijlstormvogel
2298,Ardenna carneipes,"PO, IO",PROCELLARIIFORMES,Procellariidae,Australische Grote Pijlstormvogel
2299,Ardenna gravis,AO,PROCELLARIIFORMES,Procellariidae,Grote Pijlstormvogel
2300,Puffinus nativitatis,PO,PROCELLARIIFORMES,Procellariidae,Kleine Wigstaartpijlstormvogel
2301,Puffinus puffinus,AO,PROCELLARIIFORMES,Procellariidae,Noordse Pijlstormvogel
2302,Puffinus yelkouan,AO,PROCELLARIIFORMES,Procellariidae,Yelkouanpijlstormvogel
2303,Puffinus mauretanicus,AO,PROCELLARIIFORMES,Procellariidae,Vale Pijlstormvogel
2304,Puffinus bryani,PO,PROCELLARIIFORMES,Procellariidae,Bryans Pijlstormvogel
2305,Puffinus opisthomelas,PO,PROCELLARIIFORMES,Procellariidae,Zwartbuikpijlstormvogel
2306,Puffinus auricularis,PO,PROCELLARIIFORMES,Procellariidae,Townsends Pijlstormvogel
2307,Puffinus newelli,PO,PROCELLARIIFORMES,Procellariidae,Newells Pijlstormvogel
2308,Puffinus myrtae,PO,PROCELLARIIFORMES,Procellariidae,Rapapijlstormvogel
2309,Puffinus gavia,PO,PROCELLARIIFORMES,Procellariidae,Vlinderpijlstormvogel
2310,Puffinus huttoni,PO,PROCELLARIIFORMES,Procellariidae,Huttons Pijlstormvogel
2311,Puffinus lherminieri,AO,PROCELLARIIFORMES,Procellariidae,Audubons Pijlstormvogel
2312,Puffinus persicus,IO,PROCELLARIIFORMES,Procellariidae,Perzische Kleine Pijlstormvogel
2313,Puffinus bailloni,"IO, PO",PROCELLARIIFORMES,Procellariidae,Baillons Kleine Pijlstormvogel
2314,Puffinus subalaris,PO,PROCELLARIIFORMES,Procellariidae,Galápagospijlstormvogel
2315,Puffinus bannermani,PO,PROCELLARIIFORMES,Procellariidae,Bannermans Pijlstormvogel
2316,Puffinus heinrothi,PO,PROCELLARIIFORMES,Procellariidae,Heinroths Pijlstormvogel
2317,Puffinus assimilis,"IO, PO",PROCELLARIIFORMES,Procellariidae,Pacifische Kleine Pijlstormvogel
2318,Puffinus elegans,"AO, PO, IO",PROCELLARIIFORMES,Procellariidae,Subantarctische Kleine Pijlstormvogel
2319,Puffinus baroli,AO,PROCELLARIIFORMES,Procellariidae,Kleine Pijlstormvogel
2320,Puffinus boydi,AO,PROCELLARIIFORMES,Procellariidae,Kaapverdische Kleine Pijlstormvogel
2321,Pelecanoides garnotii,SA,PROCELLARIIFORMES,Procellariidae,Chileens Alkstormvogeltje
2322,Pelecanoides magellani,SA,PROCELLARIIFORMES,Procellariidae,Magelhaenalkstormvogeltje
2323,Pelecanoides georgicus,SO,PROCELLARIIFORMES,Procellariidae,Zuid-Georgisch Alkstormvogeltje
2324,Pelecanoides urinatrix,SO,PROCELLARIIFORMES,Procellariidae,Alkstormvogeltje
2325,Bulweria bulwerii,TrO,PROCELLARIIFORMES,Procellariidae,Bulwers Stormvogel
2326,Bulweria fallax,IO,PROCELLARIIFORMES,Procellariidae,Jouanins Stormvogel
2327,Anastomus lamelligerus,AF,CICONIIFORMES,Ciconiidae,Afrikaanse Gaper
2328,Anastomus oscitans,OR,CICONIIFORMES,Ciconiidae,Indische Gaper
2329,Leptoptilos crumenifer,AF,CICONIIFORMES,Ciconiidae,Afrikaanse Maraboe
2330,Leptoptilos javanicus,OR,CICONIIFORMES,Ciconiidae,Javaanse Maraboe
2331,Leptoptilos dubius,OR,CICONIIFORMES,Ciconiidae,Indische Maraboe
2332,Mycteria americana,"NA, MA, SA",CICONIIFORMES,Ciconiidae,Kaalkopooievaar
2333,Mycteria ibis,AF,CICONIIFORMES,Ciconiidae,Afrikaanse Nimmerzat
2334,Mycteria leucocephala,OR,CICONIIFORMES,Ciconiidae,Indische Nimmerzat
2335,Mycteria cinerea,"OR, AU",CICONIIFORMES,Ciconiidae,Maleise Nimmerzat
2336,Jabiru mycteria,"MA, SA",CICONIIFORMES,Ciconiidae,Jabiroe
2337,Ephippiorhynchus senegalensis,AF,CICONIIFORMES,Ciconiidae,Zadelbekooievaar
2338,Ephippiorhynchus asiaticus,"OR, AU",CICONIIFORMES,Ciconiidae,Zwarthalsooievaar
2339,Ciconia abdimii,AF,CICONIIFORMES,Ciconiidae,Abdims Ooievaar
2340,Ciconia episcopus,"OR, AU",CICONIIFORMES,Ciconiidae,Aziatische Bisschopsooievaar
2341,Ciconia stormi,OR,CICONIIFORMES,Ciconiidae,Soendaooievaar
2342,Ciconia nigra,"AF, PAL",CICONIIFORMES,Ciconiidae,Zwarte Ooievaar
2343,Ciconia maguari,SA,CICONIIFORMES,Ciconiidae,Magoeari
2344,Ciconia microscelis,AF,CICONIIFORMES,Ciconiidae,Afrikaanse Bisschopsooievaar
2345,Ciconia ciconia,"PAL, AF",CICONIIFORMES,Ciconiidae,Ooievaar
2346,Ciconia boyciana,PAL,CICONIIFORMES,Ciconiidae,Zwartsnavelooievaar
2347,Fregata aquila,AO,SULIFORMES,Fregatidae,Ascensionfregatvogel
2348,Fregata andrewsi,IO,SULIFORMES,Fregatidae,Witbuikfregatvogel
2349,Fregata magnificens,"AO, PO",SULIFORMES,Fregatidae,Amerikaanse Fregatvogel
2350,Fregata minor,TrO,SULIFORMES,Fregatidae,Grote Fregatvogel
2351,Fregata ariel,TrO,SULIFORMES,Fregatidae,Kleine Fregatvogel
2352,Morus bassanus,AO,SULIFORMES,Sulidae,Jan-van-gent
2353,Morus capensis,AF,SULIFORMES,Sulidae,Kaapse Jan-van-gent
2354,Morus serrator,AU,SULIFORMES,Sulidae,Pacifische Jan-van-gent
2355,Papasula abbotti,IO,SULIFORMES,Sulidae,Abbotts Gent
2356,Sula nebouxii,PO,SULIFORMES,Sulidae,Blauwvoetgent
2357,Sula variegata,SA,SULIFORMES,Sulidae,Humboldtgent
2358,Sula dactylatra,TrO,SULIFORMES,Sulidae,Maskergent
2359,Sula granti,PO,SULIFORMES,Sulidae,Nazcagent
2360,Sula sula,TrO,SULIFORMES,Sulidae,Roodpootgent
2361,Sula leucogaster,TrO,SULIFORMES,Sulidae,Bruine Gent
2362,Anhinga melanogaster,"OR, AU",SULIFORMES,Anhingidae,Indische Slangenhalsvogel
2363,Anhinga rufa,"AF, PAL",SULIFORMES,Anhingidae,Afrikaanse Slangenhalsvogel
2364,Anhinga novaehollandiae,AU,SULIFORMES,Anhingidae,Australische Slangenhalsvogel
2365,Anhinga anhinga,"NA, MA, SA",SULIFORMES,Anhingidae,Amerikaanse Slangenhalsvogel
2366,Microcarbo pygmaeus,PAL,SULIFORMES,Phalacrocoracidae,Dwergaalscholver
2367,Microcarbo africanus,AF,SULIFORMES,Phalacrocoracidae,Afrikaanse Dwergaalscholver
2368,Microcarbo coronatus,AF,SULIFORMES,Phalacrocoracidae,Kroonaalscholver
2369,Microcarbo niger,OR,SULIFORMES,Phalacrocoracidae,Indische Dwergaalscholver
2370,Microcarbo melanoleucos,AU,SULIFORMES,Phalacrocoracidae,Kleine Bonte Aalscholver
2371,Poikilocarbo gaimardi,SA,SULIFORMES,Phalacrocoracidae,Roodpootaalscholver
2372,Urile penicillatus,"NA, MA",SULIFORMES,Phalacrocoracidae,Brandts Aalscholver
2373,Urile urile,PO,SULIFORMES,Phalacrocoracidae,Roodmaskeraalscholver
2374,Urile pelagicus,PO,SULIFORMES,Phalacrocoracidae,Pelagische Aalscholver
2375,Phalacrocorax neglectus,AF,SULIFORMES,Phalacrocoracidae,Kustaalscholver
2376,Phalacrocorax nigrogularis,"PAL, AF",SULIFORMES,Phalacrocoracidae,Arabische Aalscholver
2377,Phalacrocorax featherstoni,AU,SULIFORMES,Phalacrocoracidae,Chathamaalscholver
2378,Phalacrocorax punctatus,AU,SULIFORMES,Phalacrocoracidae,Gevlekte Aalscholver
2379,Phalacrocorax fuscescens,AU,SULIFORMES,Phalacrocoracidae,Blauwmaskeraalscholver
2380,Phalacrocorax varius,AU,SULIFORMES,Phalacrocoracidae,Bonte Aalscholver
2381,Phalacrocorax sulcirostris,"OR, AU",SULIFORMES,Phalacrocoracidae,Zwarte Aalscholver
2382,Phalacrocorax fuscicollis,OR,SULIFORMES,Phalacrocoracidae,Indische Aalscholver
2383,Phalacrocorax capensis,AF,SULIFORMES,Phalacrocoracidae,Kaapse Aalscholver
2384,Phalacrocorax capillatus,PAL,SULIFORMES,Phalacrocoracidae,Japanse Aalscholver
2385,Phalacrocorax lucidus,AF,SULIFORMES,Phalacrocoracidae,Witborstaalscholver
2386,Phalacrocorax carbo,"PAL, AU, OR, NA, AF",SULIFORMES,Phalacrocoracidae,Aalscholver
2387,Gulosus aristotelis,"PAL, AF",SULIFORMES,Phalacrocoracidae,Kuifaalscholver
2388,Nannopterum harrisi,SA,SULIFORMES,Phalacrocoracidae,Galápagosaalscholver
2389,Nannopterum brasilianum,"NA, MA, SA",SULIFORMES,Phalacrocoracidae,Bigua-aalscholver
2390,Nannopterum auritum,"NA, MA",SULIFORMES,Phalacrocoracidae,Geoorde Aalscholver
2391,Leucocarbo magellanicus,SA,SULIFORMES,Phalacrocoracidae,Magelhaenaalscholver
2392,Leucocarbo bougainvillii,SA,SULIFORMES,Phalacrocoracidae,Humboldtaalscholver
2393,Leucocarbo ranfurlyi,AU,SULIFORMES,Phalacrocoracidae,Bounty-aalscholver
2394,Leucocarbo carunculatus,AU,SULIFORMES,Phalacrocoracidae,Wrattenaalscholver
2395,Leucocarbo onslowi,AU,SULIFORMES,Phalacrocoracidae,Onslows Aalscholver
2396,Leucocarbo chalconotus,AU,SULIFORMES,Phalacrocoracidae,Otagoaalscholver
2397,Leucocarbo stewarti,AU,SULIFORMES,Phalacrocoracidae,Foveauxaalscholver
2398,Leucocarbo colensoi,AU,SULIFORMES,Phalacrocoracidae,Aucklandaalscholver
2399,Leucocarbo campbelli,AU,SULIFORMES,Phalacrocoracidae,Campbellaalscholver
2400,Leucocarbo atriceps,SA,SULIFORMES,Phalacrocoracidae,Keizeraalscholver
2401,Leucocarbo georgianus,SO,SULIFORMES,Phalacrocoracidae,Zuid-Georgische Aalscholver
2402,Leucocarbo melanogenis,SO,SULIFORMES,Phalacrocoracidae,Crozetaalscholver
2403,Leucocarbo bransfieldensis,SO,SULIFORMES,Phalacrocoracidae,Antarctische Aalscholver
2404,Leucocarbo verrucosus,IO,SULIFORMES,Phalacrocoracidae,Kerguelenaalscholver
2405,Leucocarbo nivalis,SO,SULIFORMES,Phalacrocoracidae,Heardaalscholver
2406,Leucocarbo purpurascens,SO,SULIFORMES,Phalacrocoracidae,Macquarieaalscholver
2407,Threskiornis aethiopicus,AF,PELECANIFORMES,Threskiornithidae,Heilige Ibis
2408,Threskiornis bernieri,AF,PELECANIFORMES,Threskiornithidae,Madagaskaribis
2409,Threskiornis melanocephalus,OR,PELECANIFORMES,Threskiornithidae,Indische Witte Ibis
2410,Threskiornis molucca,AU,PELECANIFORMES,Threskiornithidae,Australische Witte Ibis
2411,Threskiornis spinicollis,AU,PELECANIFORMES,Threskiornithidae,Strohalsibis
2412,Pseudibis papillosa,OR,PELECANIFORMES,Threskiornithidae,Wrattenibis
2413,Pseudibis davisoni,OR,PELECANIFORMES,Threskiornithidae,Witschouderibis
2414,Pseudibis gigantea,OR,PELECANIFORMES,Threskiornithidae,Reuzenibis
2415,Geronticus eremita,AF,PELECANIFORMES,Threskiornithidae,Heremietibis
2416,Geronticus calvus,AF,PELECANIFORMES,Threskiornithidae,Kaapse Ibis
2417,Nipponia nippon,PAL,PELECANIFORMES,Threskiornithidae,Japanse Kuifibis
2418,Bostrychia olivacea,AF,PELECANIFORMES,Threskiornithidae,Olijfgroene Ibis
2419,Bostrychia bocagei,AF,PELECANIFORMES,Threskiornithidae,Kleine Olijfgroene Ibis
2420,Bostrychia rara,AF,PELECANIFORMES,Threskiornithidae,Geschubde Ibis
2421,Bostrychia hagedash,AF,PELECANIFORMES,Threskiornithidae,Hadada-ibis
2422,Bostrychia carunculata,AF,PELECANIFORMES,Threskiornithidae,Lelibis
2423,Theristicus caerulescens,SA,PELECANIFORMES,Threskiornithidae,Grijze Ibis
2424,Theristicus caudatus,SA,PELECANIFORMES,Threskiornithidae,Geelhalsibis
2425,Theristicus melanopis,SA,PELECANIFORMES,Threskiornithidae,Zwartmaskeribis
2426,Theristicus branickii,SA,PELECANIFORMES,Threskiornithidae,Andesibis
2427,Cercibis oxycerca,SA,PELECANIFORMES,Threskiornithidae,Stekelstaartibis
2428,Mesembrinibis cayennensis,"MA, SA",PELECANIFORMES,Threskiornithidae,Groene Ibis
2429,Phimosus infuscatus,SA,PELECANIFORMES,Threskiornithidae,Maskeribis
2430,Eudocimus albus,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,Witte Ibis
2431,Eudocimus ruber,SA,PELECANIFORMES,Threskiornithidae,Rode Ibis
2432,Plegadis falcinellus,Worldwide but disjunctly,PELECANIFORMES,Threskiornithidae,Zwarte Ibis
2433,Plegadis chihi,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,Witmaskeribis
2434,Plegadis ridgwayi,SA,PELECANIFORMES,Threskiornithidae,Puna-ibis
2435,Lophotibis cristata,AF,PELECANIFORMES,Threskiornithidae,Kuifibis
2436,Platalea leucorodia,"AF, PAL, OR",PELECANIFORMES,Threskiornithidae,Lepelaar
2437,Platalea minor,PAL,PELECANIFORMES,Threskiornithidae,Kleine Lepelaar
2438,Platalea alba,AF,PELECANIFORMES,Threskiornithidae,Afrikaanse Lepelaar
2439,Platalea regia,AU,PELECANIFORMES,Threskiornithidae,Koningslepelaar
2440,Platalea flavipes,AU,PELECANIFORMES,Threskiornithidae,Geelsnavellepelaar
2441,Platalea ajaja,"NA, MA, SA",PELECANIFORMES,Threskiornithidae,Rode Lepelaar
2442,Zonerodius heliosylus,AU,PELECANIFORMES,Ardeidae,Nieuw-Guinese Tijgerroerdomp
2443,Tigriornis leucolopha,AF,PELECANIFORMES,Ardeidae,Afrikaanse Tijgerroerdomp
2444,Tigrisoma lineatum,"MA, SA",PELECANIFORMES,Ardeidae,Rosse Tijgerroerdomp
2445,Tigrisoma fasciatum,"MA, SA",PELECANIFORMES,Ardeidae,Gestreepte Tijgerroerdomp
2446,Tigrisoma mexicanum,"MA, SA",PELECANIFORMES,Ardeidae,Mexicaanse Tijgerroerdomp
2447,Agamia agami,"MA, SA",PELECANIFORMES,Ardeidae,Agamireiger
2448,Cochlearius cochlearius,"MA, SA",PELECANIFORMES,Ardeidae,Schuitbekreiger
2449,Zebrilus undulatus,SA,PELECANIFORMES,Ardeidae,Zigzagreiger
2450,Botaurus stellaris,PAL,PELECANIFORMES,Ardeidae,Roerdomp
2451,Botaurus poiciloptilus,AU,PELECANIFORMES,Ardeidae,Australische Roerdomp
2452,Botaurus pinnatus,"MA, SA",PELECANIFORMES,Ardeidae,Zuid-Amerikaanse Roerdomp
2453,Ixobrychus involucris,SA,PELECANIFORMES,Ardeidae,Gestreepte Woudaap
2454,Ixobrychus exilis,"NA, MA, SA",PELECANIFORMES,Ardeidae,Amerikaanse Woudaap
2455,Ixobrychus minutus,"PAL, AF",PELECANIFORMES,Ardeidae,Woudaap
2456,Ixobrychus dubius,AU,PELECANIFORMES,Ardeidae,Zwartrugwoudaap
