,IOC,Breeding Range,Order,Family,Spanish
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Perdiz negra
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Arborófila común
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Arborófila de Sichuán
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Arborófila pechirroja
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Arborófila de Fujián
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Arborófila golirrufa
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Arborófila piquirroja
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Arborófila de Tailandia
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Arborófila de Camboya
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Arborófila de Hainán
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Arborófila de Formosa
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Arborófila cariblanca
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Arborófila pechiparda
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Arborófila de David
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Arborófila de Borneo
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Arborófila de Malasia
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Arborófila batak
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Arborófila de Sumatra
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Arborófila de Java
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Arborófila oriental
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Perdiz lerwa
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Faisán ensangrentado
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Tragopán dorsigrís
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Tragopán sátiro
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Tragopán de Blyth
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Tragopán cariazul
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Tragopán chino
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Perdiz faisán gorjioscura
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Perdiz faisán gorjiclara
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Monal colirrojo
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Monal coliblanco
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Monal coliverde
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Faisán koklas
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Guajolote gallipavo
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Guajolote ocelado
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Grévol común
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Grévol chino
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Lagópodo común
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Lagópodo alpino
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Gallo siberiano
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Urogallo común
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Urogallo piquinegro
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Gallo lira común
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Gallo lira caucasiano
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Perdiz piquilarga
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Perdiz del Dulit
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Perdiz tibetana
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Perdiz pardilla
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Perdiz dáurica
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Faisán cobrizo
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Faisán venerado
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Faisán mikado
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Faisán de Elliot
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Faisán de Hume
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Faisán dorado
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Faisán de Lady Amherst
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Faisán vulgar
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Faisán verde
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Faisán chir
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Faisán orejudo gris
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Faisán orejudo blanco
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Faisán orejudo pardo
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Faisán orejudo azul
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Faisán de Edwards
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Faisán de Swinhoe
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Faisán coliblanco
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Faisán kálij
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Faisán plateado
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Faisán colicanelo malayo
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Faisán colicanelo de Borneo
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Faisán siamés
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Faisán sencillo
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Faisán noble de Malasia
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Faisán noble de Borneo
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Argos perlado
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Argo Ocelado
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argos real
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Pavo real del Congo
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Pavo real común
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Pavo real cuelliverde
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Arborófila pativerde
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Arborófila pechicastaña
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Arborófila de Sabah
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Perdicilla cabecirroja
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Faisancillo rojo
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Faisancillo moteado
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Faisancillo de Ceilán
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Espolonero de Palawan
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Espolonero de Borneo
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Espolonero malayo
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Espolonero de Germain
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Espolonero de Hainán
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Espolonero chinquis
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Espolonero de Rothschild
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Espolonero colibronceado
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Bambusícola montana
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Bambusícola china
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Bambusícola de Formosa
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Gallo de Java
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Gallo bankiva
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Gallo gris
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Gallo de Ceilán
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Francolín cariblanco
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Francolín capirotado
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Francolín gris
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Francolín palustre
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Francolín chino
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Francolín ventrinegro
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Francolín pintojo
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Francolín coqui
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Francolín gorjiblanco
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Francolín de Schlegel
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Francolín acollarado
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Francolín alirrojo
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Francolín de Finsch
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Francolín etíope
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Francolín del Elgon
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Francolín aligrís
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Francolín del Orange
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Francolín de Shelley
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Francolín de Whyte
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Perdigallo tibetano
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Perdigallo altaico
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Perdigallo caucasiano
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Perdigallo del Caspio
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Perdigallo himalayo
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Perdiz gorjigrís
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Perdiz desértica
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Codorniz de Tasmania
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Codorniz papúa
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Codorniz china
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Codorniz africana
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Perdiz malgache
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Codorniz común
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Codorniz japonesa
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Codorniz arlequín
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Codorniz coromandélica
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Codorniz pectoral
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Perdiz moruna
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Perdiz árabe
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Perdiz roja
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Perdiz chúcar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Perdiz griega
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Perdiz gorjinegra
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Perdiz magna
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Perdicilla golirroja
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Perdicilla argundá
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Perdicilla piquirroja
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Perdicilla de Manipur
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Francolín de Hartlaub
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Francolín del Camerún
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Francolín noble
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Francolín cuellicastaño
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Francolín de Erckel
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Francolín de Yibuti
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Francolín de Swierstra
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Francolín de Ahanta
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Francolín angoleño
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Francolín de Jackson
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Francolín piquirrojo
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Francolín de El Cabo
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Francolín de Natal
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Francolín de Hildebrandt
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Francolín biespolado
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Francolín escamoso
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Francolín piquigualdo
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Francolín de Clapperton
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Francolín de Harwood
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Francolín de Swainson
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Francolín gorjiamarillo
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Francolín del Victoria
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Francolín gorjirrojo
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras argos
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras bigotudo
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de las Salomón
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Nueva Caledonia
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras diabólico
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras papú
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Archbold
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Temminck
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras orejudo
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras acollarado
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero ñacundá
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero menudo
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero blanco
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Añapero garrapena
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Añapero yanqui
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Añapero colicorto
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero ventrirrufo
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero colibandeado
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Añapero de Bahía
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras negruzco
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pigmeo
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pauraque
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Anthony
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Todd
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras Chico
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras del Roraima
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras guayanés
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pantanero
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras aliblanco
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras ñañarca grande
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras ñañarca chico
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras golondrina
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras lira
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras coliblanco
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras colipinto
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Escalera
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras tijereta
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras coludo
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras del Chocó
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras prío
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras yucateco
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras ocelado
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pachacua
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras colorado
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras ticuer
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras guatemalteco
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras coladeseda
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras tucuchillo
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras fuliginoso
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras bimaculado
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras cuellirrojo
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de jungla
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras jotaka
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Palaos
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras europeo
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras oscuro
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras carirrojo
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras egipcio
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Mahratta
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras nubio
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras dorado
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras marajá
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras macruro
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Mees
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Andamán
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras filipino
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Célebes
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras espinero
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras músico
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras montano
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras hindú
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras malgache
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras del Natal
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Nechisar
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras sencillo
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras estrellado
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de sabana
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chirruping Nightjar
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras pecoso
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Bonaparte
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Salvadori
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Prigogine
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Bates
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras rabudo
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras colifino
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras de Fosse
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras portaestandarte
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Chotacabras cuelgacintas
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Guácharo
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Nictibio rufo
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Nictibio grande
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Nictibio colilargo
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Nictibio jamaicano
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Nictibio urutaú
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Nictibio andino
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Nictibio aliblanco
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Podargo ocelado
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Podargo papú
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Podargo australiano
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Podargo de las Salomón
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Podargo orejudo
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Podargo del Dulit
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Podargo filipino
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Podargo estrellado
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Podargo de Ceilán
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Podargo colilargo
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Podargo colicorto
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Podargo de Borneo
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Podargo de Java
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Podargo de Blyth
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Podargo de Palawan
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Podargo cornudo
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo grande
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo de Rand
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo moluqueño
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo de Wallace
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo montano
622,Aegotheles savesi,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo de Nueva Caledonia
623,Aegotheles bennettii,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo barrado
624,Aegotheles affinis,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo afín
625,Aegotheles cristatus,AU,AEGOTHELIFORMES,Aegothelidae,Egotelo australiano
626,Hemiprocne coronata,OR,APODIFORMES,Hemiprocnidae,Vencejo arborícola coronado
627,Hemiprocne longipennis,"OR, AU",APODIFORMES,Hemiprocnidae,Vencejo arborícola culigrís
628,Hemiprocne comata,OR,APODIFORMES,Hemiprocnidae,Vencejo arborícola chico
629,Hemiprocne mystacea,AU,APODIFORMES,Hemiprocnidae,Vencejo arborícola bigotudo
630,Cypseloides cherriei,"MA, SA",APODIFORMES,Apodidae,Vencejo cuatroojos
631,Cypseloides cryptus,"MA, SA",APODIFORMES,Apodidae,Vencejo barbiblanco
632,Cypseloides storeri,MA,APODIFORMES,Apodidae,Vencejo frentiblanco
