,IOC,Breeding Range,Order,Family,Croatian
4863,Grallaria alticola,SA,PASSERIFORMES,Grallariidae,smeđokrili mravar
4864,Grallaria atuensis,SA,PASSERIFORMES,Grallariidae,pjegavotrbi mravar
4865,Grallaria milleri,SA,PASSERIFORMES,Grallariidae,kolumbijski mravar
4866,Grallaria urraoensis,SA,PASSERIFORMES,Grallariidae,sivoprsi mravar
4867,Grallaria erythrotis,SA,PASSERIFORMES,Grallariidae,jungaški mravar
4868,Cryptopezus nattereri,SA,PASSERIFORMES,Grallariidae,brdski mravar
4869,Hylopezus perspicillatus,"MA, SA",PASSERIFORMES,Grallariidae,prugastoprsi mravar
4870,Hylopezus macularius,SA,PASSERIFORMES,Grallariidae,pjegavoprsi mravar
4871,Hylopezus paraensis,SA,PASSERIFORMES,Grallariidae,Snethlage's Antpitta
4872,Hylopezus whittakeri,SA,PASSERIFORMES,Grallariidae,Alta Floresta Antpitta
4873,Hylopezus auricularis,SA,PASSERIFORMES,Grallariidae,bolivijski mravar
4874,Hylopezus ochroleucus,SA,PASSERIFORMES,Grallariidae,obrvasti mravar
4875,Myrmothera fulviventris,SA,PASSERIFORMES,Grallariidae,majnaški mravar
4876,Myrmothera berlepschi,SA,PASSERIFORMES,Grallariidae,selvaški mravar
4877,Myrmothera dives,"MA, SA",PASSERIFORMES,Grallariidae,riđoboki mravar
4878,Myrmothera simplex,SA,PASSERIFORMES,Grallariidae,tepujski mravar
4879,Myrmothera campanisona,SA,PASSERIFORMES,Grallariidae,amazonski mravar
4880,Myrmothera subcanescens,SA,PASSERIFORMES,Grallariidae,Tapajos Antpitta
4881,Grallaricula flavirostris,"MA, SA",PASSERIFORMES,Grallariidae,mali mravar
4882,Grallaricula loricata,SA,PASSERIFORMES,Grallariidae,ljuskastoprsi mravar
4883,Grallaricula cucullata,SA,PASSERIFORMES,Grallariidae,narančastoglavi mravar
4884,Grallaricula peruviana,SA,PASSERIFORMES,Grallariidae,kratkorepi mravar
4885,Grallaricula ochraceifrons,SA,PASSERIFORMES,Grallariidae,peruanski mravar
4886,Grallaricula ferrugineipectus,SA,PASSERIFORMES,Grallariidae,cimetastoprsi mravar
4887,Grallaricula leymebambae,SA,PASSERIFORMES,Grallariidae,narančastoboki mravar
4888,Grallaricula nana,SA,PASSERIFORMES,Grallariidae,olovastokapi mravar
4889,Grallaricula cumanensis,SA,PASSERIFORMES,Grallariidae,narančastotrbi mravar
4890,Grallaricula lineifrons,SA,PASSERIFORMES,Grallariidae,prugastotrbi mravar
4891,Conopophaga lineata,SA,PASSERIFORMES,Conopophagidae,riđi komaraš
4892,Conopophaga aurita,SA,PASSERIFORMES,Conopophagidae,amazonski komaraš
4893,Conopophaga snethlageae,SA,PASSERIFORMES,Conopophagidae,crnoprsi komaraš
4894,Conopophaga roberti,SA,PASSERIFORMES,Conopophagidae,sivoboki komaraš
4895,Conopophaga peruviana,SA,PASSERIFORMES,Conopophagidae,selvaški komaraš
4896,Conopophaga cearae,SA,PASSERIFORMES,Conopophagidae,cimetasti komaraš
4897,Conopophaga ardesiaca,SA,PASSERIFORMES,Conopophagidae,sivoprsi komaraš
4898,Conopophaga castaneiceps,SA,PASSERIFORMES,Conopophagidae,kestenjastokapi komaraš
4899,Conopophaga melanops,SA,PASSERIFORMES,Conopophagidae,crnolici komaraš
4900,Conopophaga melanogaster,SA,PASSERIFORMES,Conopophagidae,veliki komaraš
4901,Pittasoma michleri,"MA, SA",PASSERIFORMES,Conopophagidae,crnokapi komaraš
4902,Pittasoma rufopileatum,SA,PASSERIFORMES,Conopophagidae,riđokapi komaraš
4903,Acropternis orthonyx,SA,PASSERIFORMES,Rhinocryptidae,biserasta strmorepka
4904,Pteroptochos castaneus,SA,PASSERIFORMES,Rhinocryptidae,kestenjastogrla strmorepka
4905,Pteroptochos tarnii,SA,PASSERIFORMES,Rhinocryptidae,lajava strmorepka
4906,Pteroptochos megapodius,SA,PASSERIFORMES,Rhinocryptidae,krupnonoga strmorepka
4907,Scelorchilus albicollis,SA,PASSERIFORMES,Rhinocryptidae,bjelogrla strmorepka
4908,Scelorchilus rubecula,SA,PASSERIFORMES,Rhinocryptidae,riđoprsa strmorepka
4909,Rhinocrypta lanceolata,SA,PASSERIFORMES,Rhinocryptidae,kukmasta strmorepka
4910,Teledromas fuscus,SA,PASSERIFORMES,Rhinocryptidae,bjeloprsa strmorepka
4911,Liosceles thoracicus,SA,PASSERIFORMES,Rhinocryptidae,amazonska strmorepka
4912,Psilorhamphus guttatus,SA,PASSERIFORMES,Rhinocryptidae,pjegava strmorepka
4913,Merulaxis ater,SA,PASSERIFORMES,Rhinocryptidae,dugorepa strmorepka
4914,Merulaxis stresemanni,SA,PASSERIFORMES,Rhinocryptidae,kudravočela strmorepka
4915,Eugralla paradoxa,SA,PASSERIFORMES,Rhinocryptidae,debelokljuna strmorepka
4916,Myornis senilis,SA,PASSERIFORMES,Rhinocryptidae,sura strmorepka
4917,Eleoscytalopus indigoticus,SA,PASSERIFORMES,Rhinocryptidae,bjelotrba strmorepka
4918,Eleoscytalopus psychopompus,SA,PASSERIFORMES,Rhinocryptidae,bahijska strmorepka
4919,Scytalopus iraiensis,SA,PASSERIFORMES,Rhinocryptidae,močvarna strmorepka
4920,Scytalopus diamantinensis,SA,PASSERIFORMES,Rhinocryptidae,prugastotrba strmorepka
4921,Scytalopus novacapitalis,SA,PASSERIFORMES,Rhinocryptidae,sinja strmorepka
4922,Scytalopus petrophilus,SA,PASSERIFORMES,Rhinocryptidae,kamenjarska strmorepka
4923,Scytalopus pachecoi,SA,PASSERIFORMES,Rhinocryptidae,riđotrba strmorepka
4924,Scytalopus gonzagai,SA,PASSERIFORMES,Rhinocryptidae,smeđotrba strmorepka
4925,Scytalopus speluncae,SA,PASSERIFORMES,Rhinocryptidae,siva strmorepka
4926,Scytalopus fuscus,SA,PASSERIFORMES,Rhinocryptidae,čilska strmorepka
4927,Scytalopus magellanicus,SA,PASSERIFORMES,Rhinocryptidae,mala strmorepka
4928,Scytalopus affinis,SA,PASSERIFORMES,Rhinocryptidae,ankaška strmorepka
4929,Scytalopus krabbei,SA,PASSERIFORMES,Rhinocryptidae,White-winged Tapaculo
4930,Scytalopus androstictus,SA,PASSERIFORMES,Rhinocryptidae,Loja Tapaculo
4931,Scytalopus opacus,SA,PASSERIFORMES,Rhinocryptidae,planinska strmorepka
4932,Scytalopus canus,SA,PASSERIFORMES,Rhinocryptidae,antiokvijska strmorepka
4933,Scytalopus superciliaris,SA,PASSERIFORMES,Rhinocryptidae,obrvasta strmorepka
4934,Scytalopus zimmeri,SA,PASSERIFORMES,Rhinocryptidae,bolivijska strmorepka
4935,Scytalopus simonsi,SA,PASSERIFORMES,Rhinocryptidae,punska strmorepka
4936,Scytalopus schulenbergi,SA,PASSERIFORMES,Rhinocryptidae,srebrnastoglava strmorepka
4937,Scytalopus urubambae,SA,PASSERIFORMES,Rhinocryptidae,vilkabampska strmorepka
4938,Scytalopus whitneyi,SA,PASSERIFORMES,Rhinocryptidae,Ampay Tapaculo
4939,Scytalopus frankeae,SA,PASSERIFORMES,Rhinocryptidae,Jalca Tapaculo
4940,Scytalopus altirostris,SA,PASSERIFORMES,Rhinocryptidae,maranonska strmorepka
4941,Scytalopus parvirostris,SA,PASSERIFORMES,Rhinocryptidae,cvrkutava strmorepka
4942,Scytalopus bolivianus,SA,PASSERIFORMES,Rhinocryptidae,bjelokapa strmorepka
4943,Scytalopus atratus,SA,PASSERIFORMES,Rhinocryptidae,andska strmorepka
4944,Scytalopus sanctaemartae,SA,PASSERIFORMES,Rhinocryptidae,santamartska strmorepka
4945,Scytalopus micropterus,SA,PASSERIFORMES,Rhinocryptidae,mrka strmorepka
4946,Scytalopus femoralis,SA,PASSERIFORMES,Rhinocryptidae,peruanska strmorepka
4947,Scytalopus intermedius,SA,PASSERIFORMES,Rhinocryptidae,Utcubamba Tapaculo
4948,Scytalopus macropus,SA,PASSERIFORMES,Rhinocryptidae,crna strmorepka
4949,Scytalopus gettyae,SA,PASSERIFORMES,Rhinocryptidae,huninska strmorepka
4950,Scytalopus unicolor,SA,PASSERIFORMES,Rhinocryptidae,pepeljasta strmorepka
4951,Scytalopus acutirostris,SA,PASSERIFORMES,Rhinocryptidae,olovasta strmorepka
4952,Scytalopus latrans,SA,PASSERIFORMES,Rhinocryptidae,čađasta strmorepka
4953,Scytalopus argentifrons,MA,PASSERIFORMES,Rhinocryptidae,srebrnastočela strmorepka
4954,Scytalopus vicinior,SA,PASSERIFORMES,Rhinocryptidae,sivoprsa strmorepka
4955,Scytalopus panamensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,takarkunska strmorepka
4956,Scytalopus chocoensis,"MA, SA",PASSERIFORMES,Rhinocryptidae,čokoska strmorepka
4957,Scytalopus rodriguezi,SA,PASSERIFORMES,Rhinocryptidae,cimetastotrba strmorepka
4958,Scytalopus stilesi,SA,PASSERIFORMES,Rhinocryptidae,ljuskastotrba strmorepka
4959,Scytalopus alvarezlopezi,SA,PASSERIFORMES,Rhinocryptidae,Tatama Tapaculo
4960,Scytalopus robbinsi,SA,PASSERIFORMES,Rhinocryptidae,ekvadorska strmorepka
4961,Scytalopus caracae,SA,PASSERIFORMES,Rhinocryptidae,venezuelska strmorepka
4962,Scytalopus griseicollis,SA,PASSERIFORMES,Rhinocryptidae,kolumbijska strmorepka
4963,Scytalopus latebricola,SA,PASSERIFORMES,Rhinocryptidae,magdalenska strmorepka
4964,Scytalopus perijanus,SA,PASSERIFORMES,Rhinocryptidae,perihanska strmorepka
4965,Scytalopus meridanus,SA,PASSERIFORMES,Rhinocryptidae,meridska strmorepka
4966,Scytalopus parkeri,SA,PASSERIFORMES,Rhinocryptidae,bambusova strmorepka
4967,Scytalopus spillmanni,SA,PASSERIFORMES,Rhinocryptidae,olovastoprsa strmorepka
4968,Melanopareia torquata,SA,PASSERIFORMES,Melanopareiidae,smeđoleđa grivnica
4969,Melanopareia bitorquata,SA,PASSERIFORMES,Melanopareiidae,Double-collared Crescentchest
4970,Melanopareia maximiliani,SA,PASSERIFORMES,Melanopareiidae,maslinastoleđa grivnica
4971,Melanopareia maranonica,SA,PASSERIFORMES,Melanopareiidae,maranonska grivnica
4972,Melanopareia elegans,SA,PASSERIFORMES,Melanopareiidae,smeđokrila grivnica
4973,Piprites griseiceps,MA,PASSERIFORMES,Tyrannidae,honduraska elenija
4974,Piprites chloris,SA,PASSERIFORMES,Tyrannidae,krupnooka elenija
4975,Piprites pileata,SA,PASSERIFORMES,Tyrannidae,kestenjastoleđa elenija
4976,Phyllomyias fasciatus,SA,PASSERIFORMES,Tyrannidae,sivokapa elenija
4977,Phyllomyias weedeni,SA,PASSERIFORMES,Tyrannidae,bjelobrada elenija
4978,Phyllomyias burmeisteri,SA,PASSERIFORMES,Tyrannidae,žutotrba elenija
4979,Phyllomyias zeledoni,"MA, SA",PASSERIFORMES,Tyrannidae,bjeločela elenija
4980,Phyllomyias virescens,SA,PASSERIFORMES,Tyrannidae,zelenkasta elenija
4981,Phyllomyias reiseri,SA,PASSERIFORMES,Tyrannidae,žućkasta elenija
4982,Phyllomyias urichi,SA,PASSERIFORMES,Tyrannidae,venezuelska elenija
4983,Phyllomyias sclateri,SA,PASSERIFORMES,Tyrannidae,maslinastoleđa elenija
4984,Phyllomyias griseocapilla,SA,PASSERIFORMES,Tyrannidae,sivoglava elenija
4985,Phyllomyias griseiceps,SA,PASSERIFORMES,Tyrannidae,crnokapa elenija
4986,Phyllomyias plumbeiceps,SA,PASSERIFORMES,Tyrannidae,olovastokapa elenija
4987,Phyllomyias nigrocapillus,SA,PASSERIFORMES,Tyrannidae,planinska elenija
4988,Phyllomyias cinereiceps,SA,PASSERIFORMES,Tyrannidae,andska elenija
4989,Phyllomyias uropygialis,SA,PASSERIFORMES,Tyrannidae,smeđokapa elenija
4990,Tyrannulus elatus,"MA, SA",PASSERIFORMES,Tyrannidae,žutokruna elenija
4991,Myiopagis gaimardii,"MA, SA",PASSERIFORMES,Tyrannidae,krunata elenija
4992,Myiopagis parambae,"MA, SA",PASSERIFORMES,Tyrannidae,sivo-bijela elenija
4993,Myiopagis cinerea,SA,PASSERIFORMES,Tyrannidae,sivoplava elenija
4994,Myiopagis caniceps,SA,PASSERIFORMES,Tyrannidae,pepeljastoglava elenija
4995,Myiopagis olallai,SA,PASSERIFORMES,Tyrannidae,biserastoglava elenija
4996,Myiopagis subplacens,SA,PASSERIFORMES,Tyrannidae,zlatnokruna elenija
4997,Myiopagis flavivertex,SA,PASSERIFORMES,Tyrannidae,bjelogrla elenija
4998,Myiopagis viridicata,"MA, SA",PASSERIFORMES,Tyrannidae,maslinasta elenija
4999,Elaenia flavogaster,"MA, SA",PASSERIFORMES,Tyrannidae,kukmasta elenija
5000,Elaenia spectabilis,SA,PASSERIFORMES,Tyrannidae,velika elenija
5001,Elaenia ridleyana,SA,PASSERIFORMES,Tyrannidae,noronjska elenija
5002,Elaenia albiceps,SA,PASSERIFORMES,Tyrannidae,bjelokruna elenija
5003,Elaenia chilensis,SA,PASSERIFORMES,Tyrannidae,Chilean Elaenia
5004,Elaenia parvirostris,SA,PASSERIFORMES,Tyrannidae,sitnokljuna elenija
5005,Elaenia mesoleuca,SA,PASSERIFORMES,Tyrannidae,maslinastoprsa elenija
5006,Elaenia strepera,SA,PASSERIFORMES,Tyrannidae,siva elenija
5007,Elaenia gigas,SA,PASSERIFORMES,Tyrannidae,dvoroga elenija
5008,Elaenia pelzelni,SA,PASSERIFORMES,Tyrannidae,riječna elenija
5009,Elaenia cristata,SA,PASSERIFORMES,Tyrannidae,maslinastosmeđa elenija
5010,Elaenia chiriquensis,"MA, SA",PASSERIFORMES,Tyrannidae,tamnorepa elenija
5011,Elaenia brachyptera,SA,PASSERIFORMES,Tyrannidae,sivkastogrla elenija
5012,Elaenia ruficeps,SA,PASSERIFORMES,Tyrannidae,riđokapa elenija
5013,Elaenia frantzii,"MA, SA",PASSERIFORMES,Tyrannidae,prugastokrila elenija
5014,Elaenia obscura,SA,PASSERIFORMES,Tyrannidae,kratkokljuna elenija
5015,Elaenia sordida,SA,PASSERIFORMES,Tyrannidae,brazilska elenija
5016,Elaenia dayi,SA,PASSERIFORMES,Tyrannidae,mrka elenija
5017,Elaenia pallatangae,SA,PASSERIFORMES,Tyrannidae,bjelopruga elenija
5018,Elaenia olivina,SA,PASSERIFORMES,Tyrannidae,bjelotjemena elenija
5019,Ornithion semiflavum,MA,PASSERIFORMES,Tyrannidae,škriljastokapa elenija
5020,Ornithion brunneicapillus,"MA, SA",PASSERIFORMES,Tyrannidae,smeđočela elenija
5021,Ornithion inerme,SA,PASSERIFORMES,Tyrannidae,biserastokrila elenija
5022,Camptostoma imberbe,MA,PASSERIFORMES,Tyrannidae,meksička elenija
5023,Camptostoma obsoletum,"MA, SA",PASSERIFORMES,Tyrannidae,kudrava elenija
5024,Suiriri suiriri,SA,PASSERIFORMES,Tyrannidae,srebrnastoprsa elenija
5025,Mecocerculus leucophrys,SA,PASSERIFORMES,Tyrannidae,krupnokljuna elenija
5026,Mecocerculus poecilocercus,SA,PASSERIFORMES,Tyrannidae,sinja elenija
5027,Mecocerculus hellmayri,SA,PASSERIFORMES,Tyrannidae,žućkastopruga elenija
5028,Mecocerculus calopterus,SA,PASSERIFORMES,Tyrannidae,šarenokrila elenija
5029,Mecocerculus minor,SA,PASSERIFORMES,Tyrannidae,zlatnotrba elenija
5030,Mecocerculus stictopterus,SA,PASSERIFORMES,Tyrannidae,sivoprsa elenija
5031,Anairetes nigrocristatus,SA,PASSERIFORMES,Tyrannidae,crvenokljuna elenija
5032,Anairetes reguloides,SA,PASSERIFORMES,Tyrannidae,crnolica elenija
5033,Anairetes alpinus,SA,PASSERIFORMES,Tyrannidae,pepeljasta elenija
5034,Anairetes flavirostris,SA,PASSERIFORMES,Tyrannidae,prugastoprsa elenija
5035,Anairetes parulus,SA,PASSERIFORMES,Tyrannidae,prugastoglava elenija
5036,Anairetes fernandezianus,SA,PASSERIFORMES,Tyrannidae,robinzonska elenija
5037,Uromyias agilis,SA,PASSERIFORMES,Tyrannidae,prugastoleđa elenija
5038,Uromyias agraphia,SA,PASSERIFORMES,Tyrannidae,smeđoleđa elenija
5039,Serpophaga cinerea,"MA, SA",PASSERIFORMES,Tyrannidae,potočna elenija
5040,Serpophaga hypoleuca,SA,PASSERIFORMES,Tyrannidae,pepeljastoleđa elenija
5041,Serpophaga nigricans,SA,PASSERIFORMES,Tyrannidae,obalna elenija
5042,Serpophaga subcristata,SA,PASSERIFORMES,Tyrannidae,bjelotrba elenija
5043,Serpophaga griseicapilla,SA,PASSERIFORMES,Tyrannidae,sivoboka elenija
5044,Nesotriccus incomtus,"MA, SA",PASSERIFORMES,Tyrannidae,Northern Mouse-colored Tyrannulet
5045,Nesotriccus ridgwayi,MA,PASSERIFORMES,Tyrannidae,kokoska elenija
5046,Nesotriccus murinus,SA,PASSERIFORMES,Tyrannidae,smeđa elenija
5047,Nesotriccus tumbezanus,SA,PASSERIFORMES,Tyrannidae,tumbeska elenija
5048,Nesotriccus maranonicus,SA,PASSERIFORMES,Tyrannidae,Maranon Tyrannulet
5049,Capsiempis flaveola,"MA, SA",PASSERIFORMES,Tyrannidae,žutozelena elenija
5050,Polystictus pectoralis,SA,PASSERIFORMES,Tyrannidae,cimetastoprsa elenija
5051,Polystictus superciliaris,SA,PASSERIFORMES,Tyrannidae,kratkokrila elenija
5052,Pseudocolopteryx dinelliana,SA,PASSERIFORMES,Tyrannidae,močvarna elenija
5053,Pseudocolopteryx sclateri,SA,PASSERIFORMES,Tyrannidae,tamnoleđa elenija
5054,Pseudocolopteryx acutipennis,SA,PASSERIFORMES,Tyrannidae,zelenoleđa elenija
5055,Pseudocolopteryx flaviventris,SA,PASSERIFORMES,Tyrannidae,cvrkutava elenija
5056,Pseudocolopteryx citreola,SA,PASSERIFORMES,Tyrannidae,žuto-smeđa elenija
5057,Pseudotriccus pelzelni,"MA, SA",PASSERIFORMES,Tyrannidae,brončanomaslinasta elenija
5058,Pseudotriccus simplex,SA,PASSERIFORMES,Tyrannidae,brončanočela elenija
5059,Pseudotriccus ruficeps,SA,PASSERIFORMES,Tyrannidae,riđoglava elenija
5060,Corythopis torquatus,SA,PASSERIFORMES,Tyrannidae,pozemna elenija
5061,Corythopis delalandi,SA,PASSERIFORMES,Tyrannidae,crnoprsa elenija
5062,Euscarthmus meloryphus,SA,PASSERIFORMES,Tyrannidae,cimetastoglava elenija
5063,Euscarthmus fulviceps,SA,PASSERIFORMES,Tyrannidae,kestenjastočela elenija
5064,Euscarthmus rufomarginatus,SA,PASSERIFORMES,Tyrannidae,riđoboka elenija
5065,Pseudelaenia leucospodia,SA,PASSERIFORMES,Tyrannidae,sivorepa elenija
5066,Stigmatura napensis,SA,PASSERIFORMES,Tyrannidae,žućkastoprsa elenija
5067,Stigmatura bahiae,SA,PASSERIFORMES,Tyrannidae,bjelokrila elenija
5068,Stigmatura budytoides,SA,PASSERIFORMES,Tyrannidae,dugorepa elenija
5069,Zimmerius vilissimus,MA,PASSERIFORMES,Tyrannidae,gvatemalska elenija
5070,Zimmerius parvus,"MA, SA",PASSERIFORMES,Tyrannidae,srednjoamerička elenija
5071,Zimmerius improbus,SA,PASSERIFORMES,Tyrannidae,perihanska elenija
5072,Zimmerius petersi,SA,PASSERIFORMES,Tyrannidae,venezuelska elenija
5073,Zimmerius bolivianus,SA,PASSERIFORMES,Tyrannidae,maslinastoglava elenija
5074,Zimmerius cinereicapilla,SA,PASSERIFORMES,Tyrannidae,žutopruga elenija
5075,Zimmerius villarejoi,SA,PASSERIFORMES,Tyrannidae,loretska elenija
5076,Zimmerius chicomendesi,SA,PASSERIFORMES,Tyrannidae,elenija imelašica
5077,Zimmerius gracilipes,SA,PASSERIFORMES,Tyrannidae,amazonska elenija
5078,Zimmerius acer,SA,PASSERIFORMES,Tyrannidae,tamnooka elenija
5079,Zimmerius chrysops,SA,PASSERIFORMES,Tyrannidae,zlatnolica elenija
5080,Zimmerius minimus,SA,PASSERIFORMES,Tyrannidae,Coopmans's Tyrannulet
5081,Zimmerius albigularis,SA,PASSERIFORMES,Tyrannidae,zlatnouha elenija
5082,Zimmerius flavidifrons,SA,PASSERIFORMES,Tyrannidae,Loja Tyrannulet
5083,Zimmerius viridiflavus,SA,PASSERIFORMES,Tyrannidae,peruanska elenija
5084,Pogonotriccus poecilotis,SA,PASSERIFORMES,Tyrannidae,crnouha elenija
5085,Pogonotriccus chapmani,SA,PASSERIFORMES,Tyrannidae,tepujska elenija
5086,Pogonotriccus ophthalmicus,SA,PASSERIFORMES,Tyrannidae,mramorastolica elenija
5087,Pogonotriccus orbitalis,SA,PASSERIFORMES,Tyrannidae,žutolica elenija
5088,Pogonotriccus venezuelanus,SA,PASSERIFORMES,Tyrannidae,gorska elenija
5089,Pogonotriccus lanyoni,SA,PASSERIFORMES,Tyrannidae,kolumbijska elenija
5090,Pogonotriccus eximius,SA,PASSERIFORMES,Tyrannidae,šarenoglava elenija
5091,Phylloscartes ventralis,SA,PASSERIFORMES,Tyrannidae,maslinastožuta elenija
5092,Phylloscartes ceciliae,SA,PASSERIFORMES,Tyrannidae,alagoaška elenija
5093,Phylloscartes kronei,SA,PASSERIFORMES,Tyrannidae,marska elenija
5094,Phylloscartes beckeri,SA,PASSERIFORMES,Tyrannidae,bahijska elenija
5095,Phylloscartes flavovirens,MA,PASSERIFORMES,Tyrannidae,panamska elenija
5096,Phylloscartes virescens,SA,PASSERIFORMES,Tyrannidae,gvajanska elenija
5097,Phylloscartes gualaquizae,SA,PASSERIFORMES,Tyrannidae,ekvadorska elenija
5098,Phylloscartes nigrifrons,SA,PASSERIFORMES,Tyrannidae,crnočela elenija
5099,Phylloscartes superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,bjelolica elenija
5100,Phylloscartes flaviventris,SA,PASSERIFORMES,Tyrannidae,riđočela elenija
5101,Phylloscartes parkeri,SA,PASSERIFORMES,Tyrannidae,riđolica elenija
5102,Phylloscartes roquettei,SA,PASSERIFORMES,Tyrannidae,cimetastočela elenija
5103,Phylloscartes paulista,SA,PASSERIFORMES,Tyrannidae,zelena elenija
5104,Phylloscartes oustaleti,SA,PASSERIFORMES,Tyrannidae,maslinastozelena elenija
5105,Phylloscartes difficilis,SA,PASSERIFORMES,Tyrannidae,sivotrba elenija
5106,Phylloscartes sylviolus,SA,PASSERIFORMES,Tyrannidae,bjelooka elenija
5107,Mionectes striaticollis,SA,PASSERIFORMES,Tyrannidae,prugastoboka elenija
5108,Mionectes olivaceus,MA,PASSERIFORMES,Tyrannidae,kostarička elenija
5109,Mionectes galbinus,"MA, SA",PASSERIFORMES,Tyrannidae,maslinastopruga elenija
5110,Mionectes oleagineus,"MA, SA",PASSERIFORMES,Tyrannidae,cimetastotrba elenija
5111,Mionectes macconnelli,SA,PASSERIFORMES,Tyrannidae,maslinasto-riđa elenija
5112,Mionectes roraimae,SA,PASSERIFORMES,Tyrannidae,roraimska elenija
5113,Mionectes rufiventris,SA,PASSERIFORMES,Tyrannidae,riđotrba elenija
5114,Leptopogon amaurocephalus,"MA, SA",PASSERIFORMES,Tyrannidae,čađastokapa elenija
5115,Leptopogon superciliaris,"MA, SA",PASSERIFORMES,Tyrannidae,pjegavokrila elenija
5116,Leptopogon rufipectus,SA,PASSERIFORMES,Tyrannidae,rusogrla elenija
5117,Leptopogon taczanowskii,SA,PASSERIFORMES,Tyrannidae,cimetastopjegava elenija
5118,Guyramemua affine,SA,PASSERIFORMES,Tyrannidae,crnokljuna elenija
5119,Sublegatus arenarum,"MA, SA",PASSERIFORMES,Tyrannidae,srebrnastogrla elenija
5120,Sublegatus obscurior,SA,PASSERIFORMES,Tyrannidae,sivoleđa elenija
5121,Sublegatus modestus,SA,PASSERIFORMES,Tyrannidae,crnorepa elenija
5122,Inezia tenuirostris,SA,PASSERIFORMES,Tyrannidae,tankokljuna elenija
5123,Inezia inornata,SA,PASSERIFORMES,Tyrannidae,žućkastotrba elenija
5124,Inezia subflava,SA,PASSERIFORMES,Tyrannidae,maslinastoboka elenija
5125,Inezia caudata,SA,PASSERIFORMES,Tyrannidae,žutoprsa elenija
5126,Myiophobus flavicans,SA,PASSERIFORMES,Tyrannidae,maslinastoleđi muhar
5127,Myiophobus phoenicomitra,SA,PASSERIFORMES,Tyrannidae,narančastokapi muhar
5128,Myiophobus inornatus,SA,PASSERIFORMES,Tyrannidae,cimetastokrili muhar
5129,Myiophobus roraimae,SA,PASSERIFORMES,Tyrannidae,riđokapi muhar
5130,Myiophobus cryptoxanthus,SA,PASSERIFORMES,Tyrannidae,maslinastoprsi muhar
5131,Myiophobus fasciatus,"MA, SA",PASSERIFORMES,Tyrannidae,prugastokrili muhar
5132,Myiophobus crypterythrus,SA,PASSERIFORMES,Tyrannidae,prugastoprsi muhar
5133,Myiophobus rufescens,SA,PASSERIFORMES,Tyrannidae,peruanski muhar
5134,Nephelomyias pulcher,SA,PASSERIFORMES,Tyrannidae,sivokapi muhar
5135,Nephelomyias lintoni,SA,PASSERIFORMES,Tyrannidae,žutotrbi muhar
5136,Nephelomyias ochraceiventris,SA,PASSERIFORMES,Tyrannidae,vatrokapi muhar
5137,Myiotriccus ornatus,SA,PASSERIFORMES,Tyrannidae,zlatnočela elenija
5138,Tachuris rubrigastra,SA,PASSERIFORMES,Tyrannidae,šarena elenija
5139,Culicivora caudacuta,SA,PASSERIFORMES,Tyrannidae,oštrorepa elenija
5140,Hemitriccus diops,SA,PASSERIFORMES,Tyrannidae,smećkastoprsa elenija
5141,Hemitriccus obsoletus,SA,PASSERIFORMES,Tyrannidae,smećkasta elenija
5142,Hemitriccus flammulatus,SA,PASSERIFORMES,Tyrannidae,bambusova elenija
5143,Hemitriccus minor,SA,PASSERIFORMES,Tyrannidae,širokokljuna elenija
