,IOC,Breeding Range,Order,Family,Chinese
5288,Myiotheretes striaticollis,SA,PASSERIFORMES,Tyrannidae,纹喉丛霸鹟
5289,Myiotheretes fuscorufus,SA,PASSERIFORMES,Tyrannidae,棕腹丛霸鹟
5290,Myiotheretes pernix,SA,PASSERIFORMES,Tyrannidae,哥伦比亚丛霸鹟
5291,Myiotheretes fumigatus,SA,PASSERIFORMES,Tyrannidae,烟色丛霸鹟
5292,Agriornis montanus,SA,PASSERIFORMES,Tyrannidae,黑嘴鵙霸鹟
5293,Agriornis murinus,SA,PASSERIFORMES,Tyrannidae,小鵙霸鹟
5294,Agriornis albicauda,SA,PASSERIFORMES,Tyrannidae,白尾鵙霸鹟
5295,Agriornis micropterus,SA,PASSERIFORMES,Tyrannidae,灰腹鵙霸鹟
5296,Agriornis lividus,SA,PASSERIFORMES,Tyrannidae,大鵙霸鹟
5297,Gubernetes yetapa,SA,PASSERIFORMES,Tyrannidae,飘带尾霸鹟
5298,Muscipipra vetula,SA,PASSERIFORMES,Tyrannidae,剪尾灰霸鹟
5299,Fluvicola pica,"MA, SA",PASSERIFORMES,Tyrannidae,斑水霸鹟
5300,Fluvicola albiventer,SA,PASSERIFORMES,Tyrannidae,黑背水霸鹟
5301,Fluvicola nengeta,SA,PASSERIFORMES,Tyrannidae,花脸水霸鹟
5302,Arundinicola leucocephala,SA,PASSERIFORMES,Tyrannidae,白头沼泽霸鹟
5303,Heteroxolmis dominicana,SA,PASSERIFORMES,Tyrannidae,黑白蒙霸鹟
5304,Alectrurus tricolor,SA,PASSERIFORMES,Tyrannidae,鸡尾霸鹟
5305,Alectrurus risora,SA,PASSERIFORMES,Tyrannidae,异尾霸鹟
5306,Tumbezia salvini,SA,PASSERIFORMES,Tyrannidae,通贝斯唧霸鹟
5307,Silvicultrix frontalis,SA,PASSERIFORMES,Tyrannidae,冠唧霸鹟
5308,Silvicultrix spodionota,SA,PASSERIFORMES,Tyrannidae,秘鲁唧霸鹟
5309,Silvicultrix pulchella,SA,PASSERIFORMES,Tyrannidae,金眉唧霸鹟
5310,Silvicultrix diadema,SA,PASSERIFORMES,Tyrannidae,黄腹唧霸鹟
5311,Silvicultrix jelskii,SA,PASSERIFORMES,Tyrannidae,杰氏唧霸鹟
5312,Ochthoeca cinnamomeiventris,SA,PASSERIFORMES,Tyrannidae,灰背唧霸鹟
5313,Ochthoeca nigrita,SA,PASSERIFORMES,Tyrannidae,黑背唧霸鹟
5314,Ochthoeca thoracica,SA,PASSERIFORMES,Tyrannidae,栗腰唧霸鹟
5315,Ochthoeca rufipectoralis,SA,PASSERIFORMES,Tyrannidae,棕胸唧霸鹟
5316,Ochthoeca fumicolor,SA,PASSERIFORMES,Tyrannidae,褐背唧霸鹟
5317,Ochthoeca superciliosa,SA,PASSERIFORMES,Tyrannidae,棕眉唧霸鹟
5318,Ochthoeca oenanthoides,SA,PASSERIFORMES,Tyrannidae,南美唧霸鹟
5319,Ochthoeca leucophrys,SA,PASSERIFORMES,Tyrannidae,白眉唧霸鹟
5320,Ochthoeca piurae,SA,PASSERIFORMES,Tyrannidae,安第斯唧霸鹟
5321,Colorhamphus parvirostris,SA,PASSERIFORMES,Tyrannidae,巴塔唧霸鹟
5322,Colonia colonus,"MA, SA",PASSERIFORMES,Tyrannidae,长尾霸鹟
5323,Muscigralla brevicauda,SA,PASSERIFORMES,Tyrannidae,短尾田霸鹟
5324,Machetornis rixosa,"MA, SA",PASSERIFORMES,Tyrannidae,牛霸鹟
5325,Legatus leucophaius,"MA, SA",PASSERIFORMES,Tyrannidae,强霸鹟
5326,Phelpsia inornata,SA,PASSERIFORMES,Tyrannidae,白须短嘴霸鹟
5327,Myiozetetes cayanensis,"MA, SA",PASSERIFORMES,Tyrannidae,锈边短嘴霸鹟
5328,Myiozetetes similis,"MA, SA",PASSERIFORMES,Tyrannidae,群栖短嘴霸鹟
5329,Myiozetetes granadensis,"MA, SA",PASSERIFORMES,Tyrannidae,灰顶短嘴霸鹟
5330,Myiozetetes luteiventris,SA,PASSERIFORMES,Tyrannidae,暗胸短嘴霸鹟
5331,Pitangus sulphuratus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,大食蝇霸鹟
5332,Philohydor lictor,"MA, SA",PASSERIFORMES,Tyrannidae,小食蝇霸鹟
5333,Conopias albovittatus,"MA, SA",PASSERIFORMES,Tyrannidae,白环蚊霸鹟
5334,Conopias parvus,SA,PASSERIFORMES,Tyrannidae,黄喉蚊霸鹟
5335,Conopias trivirgatus,SA,PASSERIFORMES,Tyrannidae,三纹蚊霸鹟
5336,Conopias cinchoneti,SA,PASSERIFORMES,Tyrannidae,黄眉蚊霸鹟
5337,Myiodynastes hemichrysus,"MA, SA",PASSERIFORMES,Tyrannidae,金腹大嘴霸鹟
5338,Myiodynastes chrysocephalus,SA,PASSERIFORMES,Tyrannidae,金顶大嘴霸鹟
5339,Myiodynastes bairdii,SA,PASSERIFORMES,Tyrannidae,比氏大嘴霸鹟
5340,Myiodynastes luteiventris,"NA, MA",PASSERIFORMES,Tyrannidae,黄腹大嘴霸鹟
5341,Myiodynastes maculatus,"MA, SA",PASSERIFORMES,Tyrannidae,纹大嘴霸鹟
5342,Megarynchus pitangua,"MA, SA",PASSERIFORMES,Tyrannidae,船嘴霸鹟
5343,Tyrannopsis sulphurea,SA,PASSERIFORMES,Tyrannidae,黄白喉霸鹟
5344,Empidonomus varius,SA,PASSERIFORMES,Tyrannidae,杂色纹霸鹟
5345,Griseotyrannus aurantioatrocristatus,SA,PASSERIFORMES,Tyrannidae,冠灰纹霸鹟
5346,Tyrannus niveigularis,SA,PASSERIFORMES,Tyrannidae,雪喉王霸鹟
5347,Tyrannus albogularis,SA,PASSERIFORMES,Tyrannidae,白喉王霸鹟
5348,Tyrannus melancholicus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,热带王霸鹟
5349,Tyrannus couchii,"NA, MA",PASSERIFORMES,Tyrannidae,库氏王霸鹟
5350,Tyrannus vociferans,"NA, MA",PASSERIFORMES,Tyrannidae,卡氏王霸鹟
5351,Tyrannus crassirostris,"NA, MA",PASSERIFORMES,Tyrannidae,厚嘴王霸鹟
5352,Tyrannus savana,"MA, SA",PASSERIFORMES,Tyrannidae,叉尾王霸鹟
5353,Rhytipterna simplex,SA,PASSERIFORMES,Tyrannidae,灰悲霸鹟
5354,Rhytipterna immunda,SA,PASSERIFORMES,Tyrannidae,淡腹悲霸鹟
5355,Rhytipterna holerythra,"MA, SA",PASSERIFORMES,Tyrannidae,棕悲霸鹟
5356,Sirystes sibilator,SA,PASSERIFORMES,Tyrannidae,西利霸鹟
5357,Sirystes albocinereus,SA,PASSERIFORMES,Tyrannidae,白腰西利霸鹟
5358,Sirystes subcanescens,SA,PASSERIFORMES,Tyrannidae,托氏西利霸鹟
5359,Sirystes albogriseus,"MA, SA",PASSERIFORMES,Tyrannidae,白翅西利霸鹟
5360,Casiornis rufus,SA,PASSERIFORMES,Tyrannidae,棕卡西霸鹟
5361,Casiornis fuscus,SA,PASSERIFORMES,Tyrannidae,灰喉卡西霸鹟
5362,Myiarchus semirufus,SA,PASSERIFORMES,Tyrannidae,棕蝇霸鹟
5363,Myiarchus yucatanensis,MA,PASSERIFORMES,Tyrannidae,尤卡坦蝇霸鹟
5364,Myiarchus tuberculifer,"NA, MA, SA",PASSERIFORMES,Tyrannidae,暗顶蝇霸鹟
5365,Myiarchus swainsoni,SA,PASSERIFORMES,Tyrannidae,斯氏蝇霸鹟
5366,Myiarchus venezuelensis,SA,PASSERIFORMES,Tyrannidae,委内瑞拉蝇霸鹟
5367,Myiarchus panamensis,"MA, SA",PASSERIFORMES,Tyrannidae,巴拿马蝇霸鹟
5368,Myiarchus ferox,SA,PASSERIFORMES,Tyrannidae,短冠蝇霸鹟
5369,Myiarchus apicalis,SA,PASSERIFORMES,Tyrannidae,尖顶蝇霸鹟
5370,Myiarchus cephalotes,SA,PASSERIFORMES,Tyrannidae,淡边蝇霸鹟
5371,Myiarchus phaeocephalus,SA,PASSERIFORMES,Tyrannidae,乌冠蝇霸鹟
5372,Myiarchus cinerascens,"NA, MA",PASSERIFORMES,Tyrannidae,灰喉蝇霸鹟
5373,Myiarchus nuttingi,MA,PASSERIFORMES,Tyrannidae,淡喉蝇霸鹟
5374,Myiarchus tyrannulus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,褐冠蝇霸鹟
5375,Myiarchus magnirostris,SA,PASSERIFORMES,Tyrannidae,大嘴蝇霸鹟
5376,Ramphotrigon megacephalum,SA,PASSERIFORMES,Tyrannidae,大头扁嘴霸鹟
5377,Ramphotrigon flammulatum,MA,PASSERIFORMES,Tyrannidae,火红霸鹟
5378,Ramphotrigon ruficauda,SA,PASSERIFORMES,Tyrannidae,棕尾扁嘴霸鹟
5379,Ramphotrigon fuscicauda,SA,PASSERIFORMES,Tyrannidae,暗尾扁嘴霸鹟
5380,Attila phoenicurus,SA,PASSERIFORMES,Tyrannidae,褐尾阿蒂霸鹟
5381,Attila cinnamomeus,SA,PASSERIFORMES,Tyrannidae,桂红阿蒂霸鹟
5382,Attila torridus,SA,PASSERIFORMES,Tyrannidae,赭色阿蒂霸鹟
5383,Attila citriniventris,SA,PASSERIFORMES,Tyrannidae,黄腹阿蒂霸鹟
5384,Attila bolivianus,SA,PASSERIFORMES,Tyrannidae,暗顶阿蒂霸鹟
5385,Attila rufus,SA,PASSERIFORMES,Tyrannidae,灰头阿蒂霸鹟
5386,Attila spadiceus,"MA, SA",PASSERIFORMES,Tyrannidae,亮腰阿蒂霸鹟
5387,Ampelioides tschudii,SA,PASSERIFORMES,Cotingidae,鳞斑食果伞鸟
5388,Pipreola chlorolepidota,SA,PASSERIFORMES,Cotingidae,红喉食果伞鸟
5389,Pipreola frontalis,SA,PASSERIFORMES,Cotingidae,红胸食果伞鸟
5390,Pipreola formosa,SA,PASSERIFORMES,Cotingidae,丽色食果伞鸟
5391,Pipreola whitelyi,SA,PASSERIFORMES,Cotingidae,红斑食果伞鸟
5392,Pipreola lubomirskii,SA,PASSERIFORMES,Cotingidae,黑胸食果伞鸟
5393,Pipreola jucunda,SA,PASSERIFORMES,Cotingidae,橙胸食果伞鸟
5394,Pipreola pulchra,SA,PASSERIFORMES,Cotingidae,花脸食果伞鸟
5395,Pipreola aureopectus,SA,PASSERIFORMES,Cotingidae,金胸食果伞鸟
5396,Pipreola arcuata,SA,PASSERIFORMES,Cotingidae,横斑食果伞鸟
5397,Pipreola intermedia,SA,PASSERIFORMES,Cotingidae,斑尾食果伞鸟
5398,Pipreola riefferii,SA,PASSERIFORMES,Cotingidae,绿黑食果伞鸟
5399,Snowornis subalaris,SA,PASSERIFORMES,Cotingidae,灰尾伞鸟
5400,Snowornis cryptolophus,SA,PASSERIFORMES,Cotingidae,橄榄绿伞鸟
5401,Carpornis cucullata,SA,PASSERIFORMES,Cotingidae,冠食果伞鸟
5402,Carpornis melanocephala,SA,PASSERIFORMES,Cotingidae,黑头食果伞鸟
5403,Rupicola peruvianus,SA,PASSERIFORMES,Cotingidae,安第斯冠伞鸟
5404,Rupicola rupicola,SA,PASSERIFORMES,Cotingidae,圭亚那冠伞鸟
5405,Phoenicircus carnifex,SA,PASSERIFORMES,Cotingidae,圭亚那红伞鸟
5406,Phoenicircus nigricollis,SA,PASSERIFORMES,Cotingidae,黑颈红伞鸟
5407,Zaratornis stresemanni,SA,PASSERIFORMES,Cotingidae,白颊伞鸟
5408,Phytotoma rara,SA,PASSERIFORMES,Cotingidae,棕尾割草鸟
5409,Phytotoma raimondii,SA,PASSERIFORMES,Cotingidae,秘鲁割草鸟
5410,Phytotoma rutila,SA,PASSERIFORMES,Cotingidae,红胸割草鸟
5411,Phibalura flavirostris,SA,PASSERIFORMES,Cotingidae,燕尾伞鸟
5412,Phibalura boliviana,SA,PASSERIFORMES,Cotingidae,黄眼燕尾伞鸟
5413,Doliornis sclateri,SA,PASSERIFORMES,Cotingidae,栗肛伞鸟
5414,Doliornis remseni,SA,PASSERIFORMES,Cotingidae,栗腹伞鸟
5415,Ampelion rubrocristatus,SA,PASSERIFORMES,Cotingidae,红冠伞鸟
5416,Ampelion rufaxilla,SA,PASSERIFORMES,Cotingidae,栗冠伞鸟
5417,Haematoderus militaris,SA,PASSERIFORMES,Cotingidae,绯红果伞鸟
5418,Querula purpurata,"MA, SA",PASSERIFORMES,Cotingidae,紫喉果伞鸟
5419,Pyroderus scutatus,SA,PASSERIFORMES,Cotingidae,红领果伞鸟
5420,Cephalopterus glabricollis,MA,PASSERIFORMES,Cotingidae,裸颈伞鸟
5421,Cephalopterus penduliger,SA,PASSERIFORMES,Cotingidae,长耳垂伞鸟
5422,Cephalopterus ornatus,SA,PASSERIFORMES,Cotingidae,亚马孙伞鸟
5423,Perissocephalus tricolor,SA,PASSERIFORMES,Cotingidae,三色伞鸟
5424,Lipaugus unirufus,"MA, SA",PASSERIFORMES,Cotingidae,棕伞鸟
5425,Lipaugus streptophorus,SA,PASSERIFORMES,Cotingidae,红领伞鸟
5426,Lipaugus vociferans,SA,PASSERIFORMES,Cotingidae,尖声伞鸟
5427,Lipaugus lanioides,SA,PASSERIFORMES,Cotingidae,红肛伞鸟
5428,Lipaugus ater,SA,PASSERIFORMES,Cotingidae,黑黄伞鸟
5429,Lipaugus conditus,SA,PASSERIFORMES,Cotingidae,灰翅伞鸟
5430,Lipaugus weberi,SA,PASSERIFORMES,Cotingidae,栗顶伞鸟
5431,Lipaugus fuscocinereus,SA,PASSERIFORMES,Cotingidae,暗色伞鸟
5432,Lipaugus uropygialis,SA,PASSERIFORMES,Cotingidae,镰翅伞鸟
5433,Procnias albus,SA,PASSERIFORMES,Cotingidae,白钟伞鸟
5434,Procnias tricarunculatus,MA,PASSERIFORMES,Cotingidae,肉垂钟伞鸟
5435,Procnias nudicollis,SA,PASSERIFORMES,Cotingidae,裸喉钟伞鸟
5436,Procnias averano,SA,PASSERIFORMES,Cotingidae,须钟伞鸟
5437,Cotinga maynana,SA,PASSERIFORMES,Cotingidae,斑喉伞鸟
5438,Cotinga cayana,SA,PASSERIFORMES,Cotingidae,辉伞鸟
5439,Cotinga amabilis,MA,PASSERIFORMES,Cotingidae,秀丽伞鸟
5440,Cotinga nattererii,"MA, SA",PASSERIFORMES,Cotingidae,蓝伞鸟
5441,Cotinga ridgwayi,MA,PASSERIFORMES,Cotingidae,绿伞鸟
5442,Cotinga maculata,SA,PASSERIFORMES,Cotingidae,斑伞鸟
5443,Cotinga cotinga,SA,PASSERIFORMES,Cotingidae,紫胸伞鸟
5444,Porphyrolaema porphyrolaema,SA,PASSERIFORMES,Cotingidae,紫喉伞鸟
5445,Conioptilon mcilhennyi,SA,PASSERIFORMES,Cotingidae,黑脸伞鸟
5446,Gymnoderus foetidus,SA,PASSERIFORMES,Cotingidae,裸颈果伞鸟
5447,Xipholena punicea,SA,PASSERIFORMES,Cotingidae,白翅紫伞鸟
5448,Xipholena lamellipennis,SA,PASSERIFORMES,Cotingidae,白尾伞鸟
5449,Xipholena atropurpurea,SA,PASSERIFORMES,Cotingidae,白翅伞鸟
5450,Carpodectes hopkei,"MA, SA",PASSERIFORMES,Cotingidae,南美白伞鸟
5451,Carpodectes antoniae,MA,PASSERIFORMES,Cotingidae,黄嘴白伞鸟
5452,Carpodectes nitidus,MA,PASSERIFORMES,Cotingidae,中美白伞鸟
5453,Tyranneutes stolzmanni,SA,PASSERIFORMES,Pipridae,侏霸娇鹟
5454,Tyranneutes virescens,SA,PASSERIFORMES,Pipridae,小霸娇鹟
5455,Neopelma chrysocephalum,SA,PASSERIFORMES,Pipridae,黄冠霸娇鹟
5456,Neopelma sulphureiventer,SA,PASSERIFORMES,Pipridae,黄腹霸娇鹟
5457,Neopelma pallescens,SA,PASSERIFORMES,Pipridae,淡腹霸娇鹟
5458,Neopelma aurifrons,SA,PASSERIFORMES,Pipridae,巴西霸娇鹟
5459,Neopelma chrysolophum,SA,PASSERIFORMES,Pipridae,巴西黄冠霸娇鹟
5460,Chloropipo flavicapilla,SA,PASSERIFORMES,Pipridae,黄头绿娇鹟
5461,Chloropipo unicolor,SA,PASSERIFORMES,Pipridae,辉绿娇鹟
5462,Antilophia bokermanni,SA,PASSERIFORMES,Pipridae,鹊色盔娇鹟
5463,Antilophia galeata,SA,PASSERIFORMES,Pipridae,盔娇鹟
5464,Chiroxiphia linearis,MA,PASSERIFORMES,Pipridae,长尾娇鹟
5465,Chiroxiphia lanceolata,"MA, SA",PASSERIFORMES,Pipridae,尖尾娇鹟
5466,Chiroxiphia pareola,SA,PASSERIFORMES,Pipridae,蓝背娇鹟
5467,Chiroxiphia boliviana,SA,PASSERIFORMES,Pipridae,玻利维亚娇鹟
5468,Chiroxiphia caudata,SA,PASSERIFORMES,Pipridae,燕尾娇鹟
5469,Ilicura militaris,SA,PASSERIFORMES,Pipridae,针尾娇鹟
5470,Masius chrysopterus,SA,PASSERIFORMES,Pipridae,金翅娇鹟
5471,Corapipo gutturalis,SA,PASSERIFORMES,Pipridae,白喉娇鹟
5472,Corapipo altera,"MA, SA",PASSERIFORMES,Pipridae,中美白皱领娇鹟
5473,Corapipo leucorrhoa,SA,PASSERIFORMES,Pipridae,南美白皱领娇鹟
5474,Xenopipo uniformis,SA,PASSERIFORMES,Pipridae,橄榄绿娇鹟
5475,Xenopipo atronitens,SA,PASSERIFORMES,Pipridae,黑娇鹟
5476,Cryptopipo litae,"MA, SA",PASSERIFORMES,Pipridae,乔科娇鹟
5477,Cryptopipo holochlora,SA,PASSERIFORMES,Pipridae,绿娇鹟
5478,Lepidothrix velutina,"MA, SA",PASSERIFORMES,Pipridae,柔羽娇鹟
5479,Lepidothrix coronata,SA,PASSERIFORMES,Pipridae,蓝冠娇鹟
5480,Lepidothrix nattereri,SA,PASSERIFORMES,Pipridae,白顶娇鹟
5481,Lepidothrix vilasboasi,SA,PASSERIFORMES,Pipridae,金冠娇鹟
5482,Lepidothrix iris,SA,PASSERIFORMES,Pipridae,乳白冠娇鹟
5483,Lepidothrix suavissima,SA,PASSERIFORMES,Pipridae,特普伊娇鹟
5484,Lepidothrix serena,SA,PASSERIFORMES,Pipridae,白额娇鹟
5485,Lepidothrix isidorei,SA,PASSERIFORMES,Pipridae,蓝腰娇鹟
5486,Lepidothrix coeruleocapilla,SA,PASSERIFORMES,Pipridae,蓝头娇鹟
5487,Heterocercus aurantiivertex,SA,PASSERIFORMES,Pipridae,橙顶娇鹟
5488,Heterocercus flavivertex,SA,PASSERIFORMES,Pipridae,黄顶娇鹟
5489,Heterocercus linteatus,SA,PASSERIFORMES,Pipridae,赤顶娇鹟
5490,Manacus manacus,SA,PASSERIFORMES,Pipridae,白须娇鹟
5491,Manacus candei,MA,PASSERIFORMES,Pipridae,白头娇鹟
5492,Manacus vitellinus,"MA, SA",PASSERIFORMES,Pipridae,金领娇鹟
5493,Manacus aurantiacus,MA,PASSERIFORMES,Pipridae,橙领娇鹟
5494,Pipra aureola,SA,PASSERIFORMES,Pipridae,绯红冠娇鹟
5495,Pipra filicauda,SA,PASSERIFORMES,Pipridae,线尾娇鹟
5496,Pipra fasciicauda,SA,PASSERIFORMES,Pipridae,斑尾娇鹟
5497,Machaeropterus deliciosus,SA,PASSERIFORMES,Pipridae,梅花翅娇鹟
5498,Machaeropterus regulus,SA,PASSERIFORMES,Pipridae,纹娇鹟
5499,Machaeropterus striolatus,SA,PASSERIFORMES,Pipridae,紫纹娇鹟
5500,Machaeropterus eckelberryi,SA,PASSERIFORMES,Pipridae,丽彩娇鹟
5501,Machaeropterus pyrocephalus,SA,PASSERIFORMES,Pipridae,朱顶娇鹟
5502,Pseudopipra pipra,"MA, SA",PASSERIFORMES,Pipridae,白冠娇鹟
5503,Ceratopipra cornuta,SA,PASSERIFORMES,Pipridae,红角娇鹟
5504,Ceratopipra mentalis,"MA, SA",PASSERIFORMES,Pipridae,红顶娇鹟
5505,Ceratopipra chloromeros,SA,PASSERIFORMES,Pipridae,圆尾娇鹟
5506,Ceratopipra erythrocephala,"MA, SA",PASSERIFORMES,Pipridae,金头娇鹟
5507,Ceratopipra rubrocapilla,SA,PASSERIFORMES,Pipridae,红头娇鹟
5508,Oxyruncus cristatus,SA,PASSERIFORMES,Tityridae,尖喙霸鹟
5509,Onychorhynchus coronatus,SA,PASSERIFORMES,Tityridae,皇霸鹟
5510,Onychorhynchus mexicanus,"MA, SA",PASSERIFORMES,Tityridae,北皇霸鹟
5511,Onychorhynchus occidentalis,SA,PASSERIFORMES,Tityridae,西皇霸鹟
5512,Onychorhynchus swainsoni,SA,PASSERIFORMES,Tityridae,东皇霸鹟
5513,Myiobius villosus,"MA, SA",PASSERIFORMES,Tityridae,茶胸黄腰霸鹟
5514,Myiobius sulphureipygius,"MA, SA",PASSERIFORMES,Tityridae,硫磺腰霸鹟
5515,Myiobius barbatus,SA,PASSERIFORMES,Tityridae,须黄腰霸鹟
5516,Myiobius atricaudus,"MA, SA",PASSERIFORMES,Tityridae,黑尾黄腰霸鹟
5517,Terenotriccus erythrurus,"MA, SA",PASSERIFORMES,Tityridae,红尾霸鹟
5518,Tityra inquisitor,"MA, SA",PASSERIFORMES,Tityridae,黑顶蒂泰霸鹟
5519,Tityra cayana,SA,PASSERIFORMES,Tityridae,黑尾蒂泰霸鹟
5520,Tityra semifasciata,"MA, SA",PASSERIFORMES,Tityridae,花脸蒂泰霸鹟
5521,Schiffornis major,SA,PASSERIFORMES,Tityridae,大希夫霸鹟
5522,Schiffornis olivacea,SA,PASSERIFORMES,Tityridae,圭亚那希夫霸鹟
5523,Schiffornis veraepacis,"MA, SA",PASSERIFORMES,Tityridae,北希夫霸鹟
5524,Schiffornis aenea,SA,PASSERIFORMES,Tityridae,山希夫霸鹟
5525,Schiffornis stenorhyncha,"MA, SA",PASSERIFORMES,Tityridae,红翅希夫霸鹟
5526,Schiffornis turdina,"MA, SA",PASSERIFORMES,Tityridae,拟鸫希夫霸鹟
5527,Schiffornis virescens,SA,PASSERIFORMES,Tityridae,绿希夫霸鹟
5528,Laniocera rufescens,"MA, SA",PASSERIFORMES,Tityridae,点斑伞鸟
5529,Laniocera hypopyrra,SA,PASSERIFORMES,Tityridae,栗翅斑伞鸟
5530,Iodopleura pipra,SA,PASSERIFORMES,Tityridae,黄喉紫须伞鸟
5531,Iodopleura fusca,SA,PASSERIFORMES,Tityridae,紫须伞鸟
5532,Iodopleura isabellae,SA,PASSERIFORMES,Tityridae,白眉紫须伞鸟
5533,Laniisoma elegans,SA,PASSERIFORMES,Tityridae,鵙伞鸟
5534,Laniisoma buckleyi,SA,PASSERIFORMES,Tityridae,安第斯鵙伞鸟
5535,Xenopsaris albinucha,SA,PASSERIFORMES,Tityridae,白枕霸鹟
5536,Pachyramphus viridis,SA,PASSERIFORMES,Tityridae,绿背厚嘴霸鹟
5537,Pachyramphus xanthogenys,SA,PASSERIFORMES,Tityridae,黄颊厚嘴霸鹟
5538,Pachyramphus versicolor,"MA, SA",PASSERIFORMES,Tityridae,斑纹厚嘴霸鹟
5539,Pachyramphus spodiurus,SA,PASSERIFORMES,Tityridae,蓝灰厚嘴霸鹟
5540,Pachyramphus rufus,"MA, SA",PASSERIFORMES,Tityridae,灰厚嘴霸鹟
5541,Pachyramphus castaneus,SA,PASSERIFORMES,Tityridae,栗顶厚嘴霸鹟
5542,Pachyramphus cinnamomeus,"MA, SA",PASSERIFORMES,Tityridae,桂红厚嘴霸鹟
5543,Pachyramphus salvini,SA,PASSERIFORMES,Tityridae,隐厚嘴霸鹟
5544,Pachyramphus polychopterus,"MA, SA",PASSERIFORMES,Tityridae,白翅厚嘴霸鹟
5545,Pachyramphus marginatus,SA,PASSERIFORMES,Tityridae,黑顶厚嘴霸鹟
5546,Pachyramphus albogriseus,"MA, SA",PASSERIFORMES,Tityridae,黑白厚嘴霸鹟
5547,Pachyramphus major,MA,PASSERIFORMES,Tityridae,灰领厚嘴霸鹟
5548,Pachyramphus surinamus,SA,PASSERIFORMES,Tityridae,亮背厚嘴霸鹟
5549,Pachyramphus homochrous,"MA, SA",PASSERIFORMES,Tityridae,单色厚嘴霸鹟
5550,Pachyramphus minor,SA,PASSERIFORMES,Tityridae,粉喉厚嘴霸鹟
5551,Pachyramphus validus,SA,PASSERIFORMES,Tityridae,淡色厚嘴霸鹟
5552,Pachyramphus aglaiae,MA,PASSERIFORMES,Tityridae,红喉厚嘴霸鹟
5553,Menura alberti,AU,PASSERIFORMES,Menuridae,艾氏琴鸟
5554,Menura novaehollandiae,AU,PASSERIFORMES,Menuridae,华丽琴鸟
5555,Atrichornis rufescens,AU,PASSERIFORMES,Atrichornithidae,棕薮鸟
5556,Atrichornis clamosus,AU,PASSERIFORMES,Atrichornithidae,噪薮鸟
5557,Ailuroedus stonii,AU,PASSERIFORMES,Ptilonorhynchidae,赭胸园丁鸟
5558,Ailuroedus buccoides,AU,PASSERIFORMES,Ptilonorhynchidae,白耳园丁鸟
5559,Ailuroedus geislerorum,AU,PASSERIFORMES,Ptilonorhynchidae,褐冠园丁鸟
5560,Ailuroedus crassirostris,AU,PASSERIFORMES,Ptilonorhynchidae,绿园丁鸟
5561,Ailuroedus maculosus,AU,PASSERIFORMES,Ptilonorhynchidae,点斑园丁鸟
5562,Ailuroedus astigmaticus,AU,PASSERIFORMES,Ptilonorhynchidae,休恩园丁鸟
5563,Ailuroedus melanocephalus,AU,PASSERIFORMES,Ptilonorhynchidae,黑冠园丁鸟
5564,Ailuroedus jobiensis,AU,PASSERIFORMES,Ptilonorhynchidae,北方园丁鸟
5565,Ailuroedus arfakianus,AU,PASSERIFORMES,Ptilonorhynchidae,阿法园丁鸟
5566,Ailuroedus melanotis,AU,PASSERIFORMES,Ptilonorhynchidae,斑园丁鸟
5567,Scenopoeetes dentirostris,AU,PASSERIFORMES,Ptilonorhynchidae,齿嘴园丁鸟
5568,Archboldia papuensis,AU,PASSERIFORMES,Ptilonorhynchidae,阿氏园丁鸟
5569,Amblyornis inornata,AU,PASSERIFORMES,Ptilonorhynchidae,褐色园丁鸟
5570,Amblyornis macgregoriae,AU,PASSERIFORMES,Ptilonorhynchidae,冠园丁鸟
5571,Amblyornis germanus,AU,PASSERIFORMES,Ptilonorhynchidae,休恩亭鸟
5572,Amblyornis subalaris,AU,PASSERIFORMES,Ptilonorhynchidae,纹园丁鸟
5573,Amblyornis flavifrons,AU,PASSERIFORMES,Ptilonorhynchidae,黄额园丁鸟
5574,Prionodura newtoniana,AU,PASSERIFORMES,Ptilonorhynchidae,金亭鸟
5575,Sericulus aureus,AU,PASSERIFORMES,Ptilonorhynchidae,辉亭鸟
5576,Sericulus ardens,AU,PASSERIFORMES,Ptilonorhynchidae,火红辉亭鸟
5577,Sericulus bakeri,AU,PASSERIFORMES,Ptilonorhynchidae,贝氏辉亭鸟
5578,Sericulus chrysocephalus,AU,PASSERIFORMES,Ptilonorhynchidae,黄头辉亭鸟
5579,Ptilonorhynchus violaceus,AU,PASSERIFORMES,Ptilonorhynchidae,缎蓝园丁鸟
5580,Chlamydera guttata,AU,PASSERIFORMES,Ptilonorhynchidae,西大亭鸟
5581,Chlamydera nuchalis,AU,PASSERIFORMES,Ptilonorhynchidae,大亭鸟
5582,Chlamydera maculata,AU,PASSERIFORMES,Ptilonorhynchidae,斑大亭鸟
5583,Chlamydera lauterbachi,AU,PASSERIFORMES,Ptilonorhynchidae,黄胸大亭鸟
5584,Chlamydera cerviniventris,AU,PASSERIFORMES,Ptilonorhynchidae,浅黄胸大亭鸟
5585,Cormobates leucophaea,AU,PASSERIFORMES,Climacteridae,白喉短嘴旋木雀
5586,Cormobates placens,AU,PASSERIFORMES,Climacteridae,短嘴旋木雀
