,IOC,Breeding Range,Order,Family,Czech
3399,Pteroglossus viridis,SA,PICIFORMES,Ramphastidae,arassari zelený
3400,Pteroglossus inscriptus,SA,PICIFORMES,Ramphastidae,arassari amazonský
3401,Pteroglossus bitorquatus,SA,PICIFORMES,Ramphastidae,arassari červenokrký
3402,Pteroglossus azara,SA,PICIFORMES,Ramphastidae,arassari bledozobý
3403,Pteroglossus mariae,SA,PICIFORMES,Ramphastidae,arassari hnědohlavý
3404,Pteroglossus aracari,SA,PICIFORMES,Ramphastidae,arassari černokrký
3405,Pteroglossus castanotis,SA,PICIFORMES,Ramphastidae,arassari hnědouchý
3406,Pteroglossus pluricinctus,SA,PICIFORMES,Ramphastidae,arassari pruhovaný
3407,Pteroglossus torquatus,"MA, SA",PICIFORMES,Ramphastidae,arassari pestrý
3408,Pteroglossus sanguineus,SA,PICIFORMES,Ramphastidae,arassari pruhozobý
3409,Pteroglossus erythropygius,SA,PICIFORMES,Ramphastidae,arassari ekvádorský
3410,Pteroglossus frantzii,MA,PICIFORMES,Ramphastidae,arassari ohnivozobý
3411,Pteroglossus beauharnaisii,SA,PICIFORMES,Ramphastidae,arassari kadeřavý
3412,Pteroglossus bailloni,SA,PICIFORMES,Ramphastidae,arassari zlatý
3413,Selenidera spectabilis,"MA, SA",PICIFORMES,Ramphastidae,arassari žlutouchý
3414,Selenidera piperivora,SA,PICIFORMES,Ramphastidae,arassari zlatouchý
3415,Selenidera reinwardtii,SA,PICIFORMES,Ramphastidae,arassari límcový
3416,Selenidera nattereri,SA,PICIFORMES,Ramphastidae,arassari žlutolící
3417,Selenidera gouldii,SA,PICIFORMES,Ramphastidae,arassari kvákavý
3418,Selenidera maculirostris,SA,PICIFORMES,Ramphastidae,arassari skvrnozobý
3419,Andigena hypoglauca,SA,PICIFORMES,Ramphastidae,tukan andský
3420,Andigena laminirostris,SA,PICIFORMES,Ramphastidae,tukan modroprsý
3421,Andigena cucullata,SA,PICIFORMES,Ramphastidae,tukan kápový
3422,Andigena nigrirostris,SA,PICIFORMES,Ramphastidae,tukan černozobý
3423,Ramphastos dicolorus,SA,PICIFORMES,Ramphastidae,tukan pestrý
3424,Ramphastos vitellinus,SA,PICIFORMES,Ramphastidae,tukan volavý
3425,Ramphastos citreolaemus,SA,PICIFORMES,Ramphastidae,tukan citronový
3426,Ramphastos brevis,SA,PICIFORMES,Ramphastidae,tukan hnědošíjný
3427,Ramphastos sulfuratus,"MA, SA",PICIFORMES,Ramphastidae,tukan středoamerický
3428,Ramphastos toco,SA,PICIFORMES,Ramphastidae,tukan obrovský
3429,Ramphastos tucanus,SA,PICIFORMES,Ramphastidae,tukan rudozobý
3430,Ramphastos ambiguus,SA,PICIFORMES,Ramphastidae,tukan žlutohrdlý
3431,Psilopogon pyrolophus,OR,PICIFORMES,Megalaimidae,barbet pruhozobý
3432,Psilopogon virens,OR,PICIFORMES,Megalaimidae,barbet velký
3433,Psilopogon lagrandieri,OR,PICIFORMES,Megalaimidae,barbet červenořitý
3434,Psilopogon zeylanicus,OR,PICIFORMES,Megalaimidae,barbet hnědohlavý
3435,Psilopogon lineatus,OR,PICIFORMES,Megalaimidae,barbet čárkovaný
3436,Psilopogon viridis,OR,PICIFORMES,Megalaimidae,barbet bělolící
3437,Psilopogon faiostrictus,OR,PICIFORMES,Megalaimidae,barbet zelenouchý
3438,Psilopogon corvinus,OR,PICIFORMES,Megalaimidae,barbet hnědohrdlý
3439,Psilopogon chrysopogon,OR,PICIFORMES,Megalaimidae,barbet zlatovousý
3440,Psilopogon rafflesii,OR,PICIFORMES,Megalaimidae,barbet pestrobarvý
3441,Psilopogon mystacophanos,OR,PICIFORMES,Megalaimidae,barbet rudohrdlý
3442,Psilopogon javensis,OR,PICIFORMES,Megalaimidae,barbet jávský
3443,Psilopogon flavifrons,OR,PICIFORMES,Megalaimidae,barbet žlutočelý
3444,Psilopogon franklinii,OR,PICIFORMES,Megalaimidae,barbet žlutohrdlý
3445,Psilopogon auricularis,OR,PICIFORMES,Megalaimidae,barbet zlatohrdlý
3446,Psilopogon oorti,OR,PICIFORMES,Megalaimidae,barbet černobrvý
3447,Psilopogon annamensis,OR,PICIFORMES,Megalaimidae,barbet vietnamský
3448,Psilopogon faber,OR,PICIFORMES,Megalaimidae,barbet chajnanský
3449,Psilopogon nuchalis,OR,PICIFORMES,Megalaimidae,barbet tchajwanský
3450,Psilopogon asiaticus,OR,PICIFORMES,Megalaimidae,barbet modrolící
3451,Psilopogon chersonesus,OR,PICIFORMES,Megalaimidae,barbet kraský
3452,Psilopogon monticola,OR,PICIFORMES,Megalaimidae,barbet bornejský
3453,Psilopogon incognitus,OR,PICIFORMES,Megalaimidae,barbet černovousý
3454,Psilopogon henricii,OR,PICIFORMES,Megalaimidae,barbet malajský
3455,Psilopogon armillaris,OR,PICIFORMES,Megalaimidae,barbet plamenočelý
3456,Psilopogon pulcherrimus,OR,PICIFORMES,Megalaimidae,barbet zlatošíjný
3457,Psilopogon australis,OR,PICIFORMES,Megalaimidae,barbet žlutouchý
3458,Psilopogon duvaucelii,OR,PICIFORMES,Megalaimidae,barbet modrohrdlý
3459,Psilopogon eximius,OR,PICIFORMES,Megalaimidae,barbet černohrdlý
3460,Psilopogon rubricapillus,OR,PICIFORMES,Megalaimidae,barbet srílanský
3461,Psilopogon malabaricus,OR,PICIFORMES,Megalaimidae,barbet malabarský
3462,Psilopogon haemacephalus,OR,PICIFORMES,Megalaimidae,barbet zvučnohlasý
3463,Caloramphus fuliginosus,OR,PICIFORMES,Megalaimidae,barbet hnědý
3464,Caloramphus hayii,OR,PICIFORMES,Megalaimidae,barbet tmavý
3465,Gymnobucco bonapartei,AF,PICIFORMES,Lybiidae,vousáček šedohrdlý
3466,Gymnobucco sladeni,AF,PICIFORMES,Lybiidae,vousáček tmavý
3467,Gymnobucco peli,AF,PICIFORMES,Lybiidae,vousáček štětinatý
3468,Gymnobucco calvus,AF,PICIFORMES,Lybiidae,vousáček naholící
3469,Stactolaema leucotis,AF,PICIFORMES,Lybiidae,vousáček bělouchý
3470,Stactolaema whytii,AF,PICIFORMES,Lybiidae,vousáček bělokřídlý
3471,Stactolaema anchietae,AF,PICIFORMES,Lybiidae,vousáček žlutohlavý
3472,Stactolaema olivacea,AF,PICIFORMES,Lybiidae,vousáček olivový
3473,Pogoniulus scolopaceus,AF,PICIFORMES,Lybiidae,vousáček šupinkový
3474,Pogoniulus simplex,AF,PICIFORMES,Lybiidae,vousáček světlý
3475,Pogoniulus leucomystax,AF,PICIFORMES,Lybiidae,vousáček uzdičkový
3476,Pogoniulus coryphaea,AF,PICIFORMES,Lybiidae,vousáček bělovousý
3477,Pogoniulus atroflavus,AF,PICIFORMES,Lybiidae,vousáček konžský
3478,Pogoniulus subsulphureus,AF,PICIFORMES,Lybiidae,vousáček drobný
3479,Pogoniulus bilineatus,AF,PICIFORMES,Lybiidae,vousáček žlutokostřečný
3480,Pogoniulus pusillus,AF,PICIFORMES,Lybiidae,vousáček ohnivočelý
3481,Pogoniulus chrysoconus,AF,PICIFORMES,Lybiidae,vousáček zlatočelý
3482,Buccanodon duchaillui,AF,PICIFORMES,Lybiidae,vousáček žlutoskvrnný
3483,Tricholaema hirsuta,AF,PICIFORMES,Lybiidae,vousáček skvrnitý
3484,Tricholaema diademata,AF,PICIFORMES,Lybiidae,vousáček rudočelý
3485,Tricholaema frontata,AF,PICIFORMES,Lybiidae,vousáček hnědolící
3486,Tricholaema leucomelas,AF,PICIFORMES,Lybiidae,vousáček strakatý
3487,Tricholaema lacrymosa,AF,PICIFORMES,Lybiidae,vousáček skvrnitoboký
3488,Tricholaema melanocephala,AF,PICIFORMES,Lybiidae,vousáček černohlavý
3489,Lybius undatus,AF,PICIFORMES,Lybiidae,vousáček vlnkovaný
3490,Lybius vieilloti,AF,PICIFORMES,Lybiidae,vousáček křivčí
3491,Lybius leucocephalus,AF,PICIFORMES,Lybiidae,vousáček bělohlavý
3492,Lybius chaplini,AF,PICIFORMES,Lybiidae,vousáček zambijský
3493,Lybius rubrifacies,AF,PICIFORMES,Lybiidae,vousáček červenolící
3494,Lybius guifsobalito,AF,PICIFORMES,Lybiidae,vousáček škraboškový
3495,Lybius torquatus,AF,PICIFORMES,Lybiidae,vousáček obojkový
3496,Lybius melanopterus,AF,PICIFORMES,Lybiidae,vousáček hnědoprsý
3497,Lybius minor,AF,PICIFORMES,Lybiidae,vousáček černohřbetý
3498,Lybius bidentatus,AF,PICIFORMES,Lybiidae,vousáček rovníkový
3499,Lybius dubius,AF,PICIFORMES,Lybiidae,vousáček bradatý
3500,Lybius rolleti,AF,PICIFORMES,Lybiidae,vousáček černoprsý
3501,Trachyphonus purpuratus,AF,PICIFORMES,Lybiidae,vousáček žlutozobý
3502,Trachyphonus vaillantii,AF,PICIFORMES,Lybiidae,vousáček chocholatý
3503,Trachyphonus erythrocephalus,AF,PICIFORMES,Lybiidae,vousáček červenožlutý
3504,Trachyphonus margaritatus,AF,PICIFORMES,Lybiidae,vousáček žlutoprsý
3505,Trachyphonus darnaudii,AF,PICIFORMES,Lybiidae,vousáček východoafrický
3506,Trachyphonus usambiro,AF,PICIFORMES,Lybiidae,vousáček kropenatý
3507,Prodotiscus insignis,AF,PICIFORMES,Indicatoridae,medozvěstka nejmenší
3508,Prodotiscus zambesiae,AF,PICIFORMES,Indicatoridae,medozvěstka zelenohřbetá
3509,Prodotiscus regulus,AF,PICIFORMES,Indicatoridae,medozvěstka hnědohřbetá
3510,Melignomon zenkeri,AF,PICIFORMES,Indicatoridae,medozvěstka štíhlozobá
3511,Melignomon eisentrauti,AF,PICIFORMES,Indicatoridae,medozvěstka žlutonohá
3512,Indicator pumilio,AF,PICIFORMES,Indicatoridae,medozvěstka trpasličí
3513,Indicator willcocksi,AF,PICIFORMES,Indicatoridae,medozvěstka olivová
3514,Indicator meliphilus,AF,PICIFORMES,Indicatoridae,medozvěstka bledobřichá
3515,Indicator exilis,AF,PICIFORMES,Indicatoridae,medozvěstka vousatá
3516,Indicator minor,AF,PICIFORMES,Indicatoridae,medozvěstka menší
3517,Indicator maculatus,AF,PICIFORMES,Indicatoridae,medozvěstka skvrnitá
3518,Indicator variegatus,AF,PICIFORMES,Indicatoridae,medozvěstka šupinkohrdlá
3519,Indicator xanthonotus,OR,PICIFORMES,Indicatoridae,medozvěstka himálajská
3520,Indicator archipelagicus,OR,PICIFORMES,Indicatoridae,medozvěstka malajská
3521,Indicator indicator,AF,PICIFORMES,Indicatoridae,medozvěstka křiklavá
3522,Melichneutes robustus,AF,PICIFORMES,Indicatoridae,medozvěstka lyroocasá
3523,Jynx torquilla,PAL,PICIFORMES,Picidae,krutihlav obecný
3524,Jynx ruficollis,AF,PICIFORMES,Picidae,krutihlav rezavoprsý
3525,Picumnus innominatus,OR,PICIFORMES,Picidae,datlíček tečkovaný
3526,Picumnus aurifrons,SA,PICIFORMES,Picidae,datlíček zlatočelý
3527,Picumnus lafresnayi,SA,PICIFORMES,Picidae,datlíček pruhovaný
3528,Picumnus pumilus,SA,PICIFORMES,Picidae,datlíček orinocký
3529,Picumnus exilis,SA,PICIFORMES,Picidae,datlíček zlatoflitrový
3530,Picumnus sclateri,SA,PICIFORMES,Picidae,datlíček ekvádorský
3531,Picumnus squamulatus,SA,PICIFORMES,Picidae,datlíček šupinatý
3532,Picumnus spilogaster,SA,PICIFORMES,Picidae,datlíček světlebřichý
3533,Picumnus minutissimus,SA,PICIFORMES,Picidae,datlíček guyanský
3534,Picumnus pygmaeus,SA,PICIFORMES,Picidae,datlíček diamantový
3535,Picumnus steindachneri,SA,PICIFORMES,Picidae,datlíček perloprsý
3536,Picumnus varzeae,SA,PICIFORMES,Picidae,datlíček várzeový
3537,Picumnus cirratus,SA,PICIFORMES,Picidae,datlíček proužkobřichý
3538,Picumnus dorbignyanus,SA,PICIFORMES,Picidae,datlíček očkatý
3539,Picumnus temminckii,SA,PICIFORMES,Picidae,datlíček okrovokrký
3540,Picumnus albosquamatus,SA,PICIFORMES,Picidae,datlíček vločkatý
3541,Picumnus fuscus,SA,PICIFORMES,Picidae,datlíček rezavokrký
3542,Picumnus rufiventris,SA,PICIFORMES,Picidae,datlíček rezavobřichý
3543,Picumnus limae,SA,PICIFORMES,Picidae,datlíček okrový
3544,Picumnus nebulosus,SA,PICIFORMES,Picidae,datlíček hnědoprsý
3545,Picumnus castelnau,SA,PICIFORMES,Picidae,datlíček světleprsý
3546,Picumnus subtilis,SA,PICIFORMES,Picidae,datlíček peruánský
3547,Picumnus olivaceus,"MA, SA",PICIFORMES,Picidae,datlíček olivový
3548,Picumnus granadensis,SA,PICIFORMES,Picidae,datlíček šedavý
3549,Picumnus cinnamomeus,SA,PICIFORMES,Picidae,datlíček kaštanový
3550,Verreauxia africana,AF,PICIFORMES,Picidae,datlounek africký
3551,Sasia abnormis,OR,PICIFORMES,Picidae,datlounek malajský
3552,Sasia ochracea,OR,PICIFORMES,Picidae,datlounek indočínský
3553,Hemicircus concretus,OR,PICIFORMES,Picidae,datlovec krátkoocasý
3554,Hemicircus canente,OR,PICIFORMES,Picidae,datlovec srdíčkový
3555,Melanerpes candidus,SA,PICIFORMES,Picidae,datel běloprsý
3556,Melanerpes formicivorus,"NA, MA, SA",PICIFORMES,Picidae,datel sběrač
3557,Melanerpes cruentatus,SA,PICIFORMES,Picidae,datel žlutooký
3558,Melanerpes flavifrons,SA,PICIFORMES,Picidae,datel zlatohrdlý
3559,Melanerpes chrysauchen,MA,PICIFORMES,Picidae,datel pestrohlavý
3560,Melanerpes pulcher,SA,PICIFORMES,Picidae,datel magdalenský
3561,Melanerpes pucherani,"MA, SA",PICIFORMES,Picidae,datel černolící
3562,Melanerpes cactorum,SA,PICIFORMES,Picidae,datel kaktusový
3563,Melanerpes chrysogenys,MA,PICIFORMES,Picidae,datel zlatolící
3564,Melanerpes hypopolius,MA,PICIFORMES,Picidae,datel mexický
3565,Melanerpes pygmaeus,MA,PICIFORMES,Picidae,datel yukatanský
3566,Melanerpes rubricapillus,"MA, SA",PICIFORMES,Picidae,datel kápový
3567,Melanerpes uropygialis,"NA, MA",PICIFORMES,Picidae,datel gilský
3568,Melanerpes hoffmannii,MA,PICIFORMES,Picidae,datel žlutotýlý
3569,Melanerpes aurifrons,"NA, MA",PICIFORMES,Picidae,datel zlatočelý
3570,Melanerpes santacruzi,MA,PICIFORMES,Picidae,datel guatemalský
3571,Sphyrapicus thyroideus,"NA, MA",PICIFORMES,Picidae,datel červenobradý
3572,Pardipicus nivosus,AF,PICIFORMES,Picidae,datel termití
3573,Pardipicus caroli,AF,PICIFORMES,Picidae,datel hnědouchý
3574,Geocolaptes olivaceus,AF,PICIFORMES,Picidae,datel zemní
3575,Campethera punctuligera,AF,PICIFORMES,Picidae,datel kropenatý
3576,Campethera bennettii,AF,PICIFORMES,Picidae,datel bělolící
3577,Campethera scriptoricauda,AF,PICIFORMES,Picidae,datel tanzanský
3578,Campethera nubica,AF,PICIFORMES,Picidae,datel núbijský
3579,Campethera abingoni,AF,PICIFORMES,Picidae,datel zlatoocasý
3580,Campethera mombassica,AF,PICIFORMES,Picidae,datel mombaský
3581,Campethera notata,AF,PICIFORMES,Picidae,datel kapský
3582,Campethera maculosa,AF,PICIFORMES,Picidae,datel čabrakový
3583,Campethera cailliautii,AF,PICIFORMES,Picidae,datel zelenohřbetý
3584,Campethera tullbergi,AF,PICIFORMES,Picidae,datel kamerunský
3585,Campethera taeniolaema,AF,PICIFORMES,Picidae,datel zebrovitý
3586,Yungipicus temminckii,AU,PICIFORMES,Picidae,strakapoud celebeský
3587,Yungipicus nanus,OR,PICIFORMES,Picidae,strakapoud hnědohlavý
3588,Yungipicus canicapillus,"OR, PAL",PICIFORMES,Picidae,strakapoud šedočelý
3589,Yungipicus maculatus,OR,PICIFORMES,Picidae,strakapoud filipínský
3590,Yungipicus ramsayi,OR,PICIFORMES,Picidae,strakapoud suluský
3591,Yungipicus moluccensis,OR,PICIFORMES,Picidae,strakapoud sundský
3592,Yungipicus kizuki,PAL,PICIFORMES,Picidae,strakapoud východní
3593,Picoides tridactylus,PAL,PICIFORMES,Picidae,datlík tříprstý
3594,Dendrocoptes dorae,PAL,PICIFORMES,Picidae,strakapoud arabský
3595,Dendrocoptes auriceps,OR,PICIFORMES,Picidae,strakapoud hnědočelý
3596,Dendrocoptes medius,PAL,PICIFORMES,Picidae,strakapoud prostřední
3597,Leiopicus mahrattensis,OR,PICIFORMES,Picidae,strakapoud indický
3598,Chloropicus namaquus,AF,PICIFORMES,Picidae,datel vousatý
3599,Chloropicus xantholophus,AF,PICIFORMES,Picidae,datel žlutokorunkatý
3600,Chloropicus pyrrhogaster,AF,PICIFORMES,Picidae,datel ohnivobřichý
3601,Dendropicos elachus,AF,PICIFORMES,Picidae,datel sahelský
3602,Dendropicos poecilolaemus,AF,PICIFORMES,Picidae,datel krůpějový
3603,Dendropicos abyssinicus,AF,PICIFORMES,Picidae,datel jalovcový
3604,Dendropicos fuscescens,AF,PICIFORMES,Picidae,datel kardinálský
3605,Dendropicos gabonensis,AF,PICIFORMES,Picidae,datel gabonský
3606,Dendropicos lugubris,AF,PICIFORMES,Picidae,datel západoafrický
3607,Dendropicos stierlingi,AF,PICIFORMES,Picidae,datel malawijský
3608,Dendropicos elliotii,AF,PICIFORMES,Picidae,datel konžský
3609,Dendropicos goertae,AF,PICIFORMES,Picidae,datel šedoprsý
3610,Dendropicos spodocephalus,AF,PICIFORMES,Picidae,datel etiopský
3611,Dendropicos griseocephalus,AF,PICIFORMES,Picidae,datel šedohlavý
3612,Dendropicos obsoletus,AF,PICIFORMES,Picidae,datel hnědohřbetý
3613,Dryobates nuttallii,"NA, MA",PICIFORMES,Picidae,strakapoud kalifornský
3614,Dryobates scalaris,"NA, MA",PICIFORMES,Picidae,strakapoud proužkohřbetý
3615,Dryobates cathpharius,"OR, PAL",PICIFORMES,Picidae,strakapoud rudotýlý
3616,Dryobates pernyii,"OR, PAL",PICIFORMES,Picidae,strakapoud rudoprsý
3617,Dryobates minor,PAL,PICIFORMES,Picidae,strakapoud malý
3618,Veniliornis passerinus,SA,PICIFORMES,Picidae,datel vrabčí
3619,Veniliornis frontalis,SA,PICIFORMES,Picidae,datel perločelý
3620,Veniliornis spilogaster,SA,PICIFORMES,Picidae,datel běloskvrnný
3621,Veniliornis mixtus,SA,PICIFORMES,Picidae,datel savanový
3622,Veniliornis lignarius,SA,PICIFORMES,Picidae,datel páskovaný
3623,Veniliornis callonotus,SA,PICIFORMES,Picidae,datel šarlatový
3624,Veniliornis dignus,SA,PICIFORMES,Picidae,datel žlutobřichý
3625,Veniliornis nigriceps,SA,PICIFORMES,Picidae,datel zebrovaný
3626,Veniliornis sanguineus,SA,PICIFORMES,Picidae,datel krvavý
3627,Veniliornis kirkii,"MA, SA",PICIFORMES,Picidae,datel rudokostřečný
3628,Veniliornis affinis,SA,PICIFORMES,Picidae,datel načervenalý
3629,Veniliornis chocoensis,SA,PICIFORMES,Picidae,datel chocoský
3630,Veniliornis cassini,SA,PICIFORMES,Picidae,datel zlatošíjný
3631,Veniliornis maculifrons,SA,PICIFORMES,Picidae,datel bahijský
3632,Leuconotopicus fumigatus,"MA, SA",PICIFORMES,Picidae,skrakapoud nahnědlý
3633,Leuconotopicus arizonae,"NA, MA",PICIFORMES,Picidae,strakapoud hnědokřídlý
3634,Leuconotopicus stricklandi,MA,PICIFORMES,Picidae,strakapoud mexický
3635,Leuconotopicus villosus,"NA, MA",PICIFORMES,Picidae,strakapoud americký
3636,Dendrocopos hyperythrus,OR,PICIFORMES,Picidae,strakapoud rezavobřichý
3637,Dendrocopos macei,OR,PICIFORMES,Picidae,strakapoud pruhobřichý
3638,Dendrocopos analis,OR,PICIFORMES,Picidae,strakapoud pihovatý
3639,Dendrocopos atratus,OR,PICIFORMES,Picidae,strakapoud proužkoprsý
3640,Dendrocopos darjellensis,OR,PICIFORMES,Picidae,strakapoud žlutokrký
3641,Dendrocopos himalayensis,PAL,PICIFORMES,Picidae,strakapoud pradéšský
3642,Dendrocopos assimilis,PAL,PICIFORMES,Picidae,strakapoud balúčistánský
3643,Dendrocopos syriacus,PAL,PICIFORMES,Picidae,strakapoud jižní
3644,Dendrocopos leucopterus,PAL,PICIFORMES,Picidae,strakapoud bělokřídlý
3645,Dendrocopos major,PAL,PICIFORMES,Picidae,strakapoud velký
3646,Dendrocopos noguchii,PAL,PICIFORMES,Picidae,strakapoud okinawský
3647,Dendrocopos leucotos,PAL,PICIFORMES,Picidae,strakapoud bělohřbetý
3648,Piculus simplex,MA,PICIFORMES,Picidae,datel středoamerický
3649,Piculus callopterus,MA,PICIFORMES,Picidae,datel panamský
3650,Piculus leucolaemus,SA,PICIFORMES,Picidae,datel uzdičkový
3651,Piculus litae,SA,PICIFORMES,Picidae,datel litský
3652,Piculus flavigula,SA,PICIFORMES,Picidae,datel žlutolící
3653,Piculus chrysochloros,"MA, SA",PICIFORMES,Picidae,datel zlatozelený
3654,Piculus aurulentus,SA,PICIFORMES,Picidae,datel žlutobrvý
3655,Colaptes rubiginosus,"MA, SA",PICIFORMES,Picidae,datel olivozlatý
3656,Colaptes aeruginosus,MA,PICIFORMES,Picidae,datel bronzovokřídlý
3657,Colaptes auricularis,MA,PICIFORMES,Picidae,datel šedotemenný
3658,Colaptes rivolii,SA,PICIFORMES,Picidae,datel andský
3659,Colaptes atricollis,SA,PICIFORMES,Picidae,datel černohrdlý
3660,Colaptes punctigula,"MA, SA",PICIFORMES,Picidae,datel skvrnoprsý
3661,Colaptes melanochloros,SA,PICIFORMES,Picidae,datel mravenčí
3662,Colaptes auratus,"NA, MA",PICIFORMES,Picidae,datel zlatý
3663,Colaptes chrysoides,"NA, MA",PICIFORMES,Picidae,datel zlatokřídlý
3664,Colaptes pitius,SA,PICIFORMES,Picidae,datel chilský
3665,Colaptes rupicola,SA,PICIFORMES,Picidae,datel velehorský
3666,Colaptes campestris,SA,PICIFORMES,Picidae,datel černočapkový
3667,Celeus loricatus,"MA, SA",PICIFORMES,Picidae,datel skořicový
3668,Celeus undatus,SA,PICIFORMES,Picidae,datel vlnkovaný
3669,Celeus castaneus,MA,PICIFORMES,Picidae,datel kaštanový
3670,Celeus elegans,SA,PICIFORMES,Picidae,datel hnědý
3671,Celeus lugubris,SA,PICIFORMES,Picidae,datel světlehlavý
3672,Celeus flavescens,SA,PICIFORMES,Picidae,datel žlutohlavý
3673,Celeus ochraceus,SA,PICIFORMES,Picidae,datel okrovohřbetý
3674,Celeus flavus,SA,PICIFORMES,Picidae,datel krémový
3675,Celeus spectabilis,SA,PICIFORMES,Picidae,datel rezavohlavý
3676,Celeus obrieni,SA,PICIFORMES,Picidae,datel tocantinský
3677,Celeus torquatus,SA,PICIFORMES,Picidae,datel obojkový
3678,Celeus galeatus,SA,PICIFORMES,Picidae,datel přílbový
3679,Dryocopus schulzii,SA,PICIFORMES,Picidae,datel chacoský
3680,Dryocopus lineatus,"MA, SA",PICIFORMES,Picidae,datel proužkovaný
3681,Dryocopus javensis,OR,PICIFORMES,Picidae,datel indomalajský
3682,Dryocopus hodgei,OR,PICIFORMES,Picidae,datel andamanský
3683,Dryocopus martius,PAL,PICIFORMES,Picidae,datel černý
3684,Campephilus pollens,SA,PICIFORMES,Picidae,datel bělohřbetý
3685,Campephilus splendens,"MA, SA",PICIFORMES,Picidae,datel půvabný
3686,Campephilus haematogaster,SA,PICIFORMES,Picidae,datel karmínovobřichý
3687,Campephilus rubricollis,SA,PICIFORMES,Picidae,datel červenočerný
3688,Campephilus robustus,SA,PICIFORMES,Picidae,datel araukariový
3689,Campephilus melanoleucos,SA,PICIFORMES,Picidae,datel královský
3690,Campephilus guatemalensis,MA,PICIFORMES,Picidae,datel světlezobý
3691,Campephilus gayaquilensis,SA,PICIFORMES,Picidae,datel ekvádorský
3692,Campephilus leucopogon,SA,PICIFORMES,Picidae,datel světlehřbetý
3693,Campephilus magellanicus,SA,PICIFORMES,Picidae,datel magellanský
3694,Campephilus imperialis,MA,PICIFORMES,Picidae,datel císařský
3695,Chrysophlegma miniaceum,OR,PICIFORMES,Picidae,žluna suříková
3696,Chrysophlegma mentale,OR,PICIFORMES,Picidae,žluna jávská
3697,Chrysophlegma flavinucha,OR,PICIFORMES,Picidae,žluna žlutotýlá
3698,Picus chlorolophus,OR,PICIFORMES,Picidae,žluna indomalajská
3699,Picus puniceus,OR,PICIFORMES,Picidae,žluna červenokřídlá
3700,Picus viridanus,OR,PICIFORMES,Picidae,žluna barmská
3701,Picus vittatus,OR,PICIFORMES,Picidae,žluna krajkovaná
3702,Picus xanthopygaeus,OR,PICIFORMES,Picidae,žluna čárkohrdlá
3703,Picus squamatus,PAL,PICIFORMES,Picidae,žluna šupinkatá
3704,Picus awokera,PAL,PICIFORMES,Picidae,žluna japonská
3705,Picus viridis,PAL,PICIFORMES,Picidae,žluna zelená
3706,Picus sharpei,PAL,PICIFORMES,Picidae,žluna iberská
