,IOC,Breeding Range,Order,Family,Lithuanian
972,Selasphorus ardens,MA,APODIFORMES,Trochilidae,ugninis selasforas
973,Phaeoptila sordida,MA,APODIFORMES,Trochilidae,tamsusis cinantas
974,Cynanthus latirostris,"NA, MA",APODIFORMES,Trochilidae,plačiasnapis cinantas
975,Cynanthus lawrencei,MA,APODIFORMES,Trochilidae,Tres Marias Hummingbird
976,Cynanthus doubledayi,MA,APODIFORMES,Trochilidae,Turquoise-crowned Hummingbird
977,Cynanthus auriceps,MA,APODIFORMES,Trochilidae,auksavainikis smaragdinis kolibris
978,Cynanthus forficatus,MA,APODIFORMES,Trochilidae,kosumelinis smaragdinis kolibris
979,Cynanthus canivetii,MA,APODIFORMES,Trochilidae,šakauodegis smaragdinis kolibris
980,Chlorostilbon assimilis,MA,APODIFORMES,Trochilidae,sodinis smaragdinis kolibris
981,Chlorostilbon melanorhynchus,SA,APODIFORMES,Trochilidae,vakarinis smaragdinis kolibris
982,Chlorostilbon gibsoni,SA,APODIFORMES,Trochilidae,raudonsnapis smaragdinis kolibris
983,Chlorostilbon mellisugus,SA,APODIFORMES,Trochilidae,mėlynuodegis smaragdinis kolibris
984,Chlorostilbon olivaresi,SA,APODIFORMES,Trochilidae,kolumbinis smaragdinis kolibris
985,Chlorostilbon lucidus,SA,APODIFORMES,Trochilidae,auksapilvis smaragdinis kolibris
986,Chlorostilbon russatus,SA,APODIFORMES,Trochilidae,bronzinis smaragdinis kolibris
987,Chlorostilbon stenurus,SA,APODIFORMES,Trochilidae,siaurauodegis smaragdinis kolibris
988,Chlorostilbon alice,SA,APODIFORMES,Trochilidae,žaliauodegis smaragdinis kolibris
989,Chlorostilbon poortmani,SA,APODIFORMES,Trochilidae,trumpauodegis smaragdinis kolibris
990,Basilinna leucotis,MA,APODIFORMES,Trochilidae,baltaausė bazilina
991,Basilinna xantusii,MA,APODIFORMES,Trochilidae,juodakaktė bazilina
992,Pampa curvipennis,MA,APODIFORMES,Trochilidae,pleištauodegis kardasparnis kolibris
993,Pampa pampa,MA,APODIFORMES,Trochilidae,Wedge-tailed Sabrewing
994,Pampa rufa,MA,APODIFORMES,Trochilidae,rusvasis kardasparnis kolibris
995,Abeillia abeillei,MA,APODIFORMES,Trochilidae,abeilija
996,Klais guimeti,"MA, SA",APODIFORMES,Trochilidae,violetinis kolibris
997,Anthocephala floriceps,SA,APODIFORMES,Trochilidae,rausvagalvis kolibris
998,Anthocephala berlepschi,SA,APODIFORMES,Trochilidae,Tolima Blossomcrown
999,Stephanoxis lalandi,SA,APODIFORMES,Trochilidae,Delalando kolibris
1000,Stephanoxis loddigesii,SA,APODIFORMES,Trochilidae,Purple-crowned Plovercrest
1001,Campylopterus largipennis,SA,APODIFORMES,Trochilidae,pilkapilvis kardasparnis kolibris
1002,Campylopterus calcirupicola,SA,APODIFORMES,Trochilidae,Outcrop Sabrewing
1003,Campylopterus diamantinensis,SA,APODIFORMES,Trochilidae,Diamantina Sabrewing
1004,Campylopterus hyperythrus,SA,APODIFORMES,Trochilidae,rusvapilvis kardasparnis kolibris
1005,Campylopterus ensipennis,SA,APODIFORMES,Trochilidae,baltauodegis kardasparnis kolibris
1006,Campylopterus falcatus,SA,APODIFORMES,Trochilidae,mėlynagurklis kardasparnis kolibris
1007,Campylopterus phainopeplus,SA,APODIFORMES,Trochilidae,santamartinis kardasparnis kolibris
1008,Campylopterus hemileucurus,MA,APODIFORMES,Trochilidae,violetinis kardasparnis kolibris
1009,Campylopterus duidae,SA,APODIFORMES,Trochilidae,kalninis kardasparnis kolibris
1010,Campylopterus villaviscensio,SA,APODIFORMES,Trochilidae,napinis kardasparnis kolibris
1011,Chalybura urochrysia,"MA, SA",APODIFORMES,Trochilidae,rudauodegė chalibura
1012,Chalybura buffonii,"MA, SA",APODIFORMES,Trochilidae,baltapilvė chalibura
1013,Thalurania colombica,"MA, SA",APODIFORMES,Trochilidae,mėlynvainikė miškinė nimfa
1014,Thalurania furcata,SA,APODIFORMES,Trochilidae,skeltauodegė miškinė nimfa
1015,Thalurania watertonii,SA,APODIFORMES,Trochilidae,ilgauodegė miškinė nimfa
1016,Thalurania glaucopis,SA,APODIFORMES,Trochilidae,violetgalvė miškinė nimfa
1017,Microchera albocoronata,MA,APODIFORMES,Trochilidae,mikrochera
1018,Microchera cupreiceps,MA,APODIFORMES,Trochilidae,varinė elvira
1019,Microchera chionura,MA,APODIFORMES,Trochilidae,baltauodegė elvira
1020,Goldmania violiceps,"MA, SA",APODIFORMES,Trochilidae,goldmanija
1021,Goldmania bella,"MA, SA",APODIFORMES,Trochilidae,raudonskruostis kolibris
1022,Eupherusa ridgwayi,MA,APODIFORMES,Trochilidae,meksikinė miškinė nimfa
1023,Eupherusa poliocerca,MA,APODIFORMES,Trochilidae,baltauodegė euferuza
1024,Eupherusa cyanophrys,MA,APODIFORMES,Trochilidae,oachakinė euferuza
1025,Eupherusa eximia,MA,APODIFORMES,Trochilidae,dryžauodegė euferuza
1026,Eupherusa nigriventris,MA,APODIFORMES,Trochilidae,juodapilvė euferuza
1027,Phaeochroa cuvierii,"MA, SA",APODIFORMES,Trochilidae,žvynuotakrūtis kardasparnis kolibris
1028,Leucippus fallax,SA,APODIFORMES,Trochilidae,rausvagurklis leucipas
1029,Thaumasius baeri,SA,APODIFORMES,Trochilidae,tumbesinis leucipas
1030,Thaumasius taczanowskii,SA,APODIFORMES,Trochilidae,Tačanovskio leucipas
1031,Taphrospilus hypostictus,SA,APODIFORMES,Trochilidae,žaliataškis leucipas
1032,Eupetomena macroura,SA,APODIFORMES,Trochilidae,kregždinis kardasparnis kolibris
1033,Eupetomena cirrochloris,SA,APODIFORMES,Trochilidae,tamsusis kardasparnis kolibris
1034,Talaphorus chlorocercus,SA,APODIFORMES,Trochilidae,dėmėtasis leucipas
1035,Ramosomyia violiceps,"NA, MA",APODIFORMES,Trochilidae,violetavainikė žalioji amazilija
1036,Ramosomyia viridifrons,MA,APODIFORMES,Trochilidae,žaliakaktė žalioji amazilija
1037,Ramosomyia wagneri,MA,APODIFORMES,Trochilidae,Cinnamon-sided Hummingbird
1038,Saucerottia cyanocephala,MA,APODIFORMES,Trochilidae,žydravainikė žalioji amazilija
1039,Saucerottia hoffmanni,MA,APODIFORMES,Trochilidae,Blue-vented Hummingbird
1040,Saucerottia beryllina,MA,APODIFORMES,Trochilidae,berilinė saucerocija
1041,Saucerottia cyanura,MA,APODIFORMES,Trochilidae,mėlynuodegė saucerocija
1042,Saucerottia edward,MA,APODIFORMES,Trochilidae,snieginė saucerocija
1043,Saucerottia saucerottei,SA,APODIFORMES,Trochilidae,žalioji saucerocija
1044,Saucerottia cyanifrons,SA,APODIFORMES,Trochilidae,mėlynkepurė saucerocija
1045,Saucerottia castaneiventris,SA,APODIFORMES,Trochilidae,rudapilvė amazilija
1046,Saucerottia viridigaster,SA,APODIFORMES,Trochilidae,žaliapilvė saucerocija
1047,Saucerottia cupreicauda,SA,APODIFORMES,Trochilidae,rudauodegė saucerocija
1048,Saucerottia tobaci,SA,APODIFORMES,Trochilidae,tobaginė saucerocija
1049,Amazilia rutila,MA,APODIFORMES,Trochilidae,cinamoninė amazilija
1050,Amazilia yucatanensis,MA,APODIFORMES,Trochilidae,jukataninė amazilija
1051,Amazilia tzacatl,"MA, SA",APODIFORMES,Trochilidae,rusvauodegė amazilija
1052,Amazilia luciae,MA,APODIFORMES,Trochilidae,hondūrinė polierata
1053,Amazilia boucardi,MA,APODIFORMES,Trochilidae,mangrovinė polierata
1054,Amazilis amazilia,SA,APODIFORMES,Trochilidae,Lesono amazilija
1055,Uranomitra franciae,SA,APODIFORMES,Trochilidae,andinė žalioji amazilija
1056,Chrysuronia goudoti,SA,APODIFORMES,Trochilidae,žalioji lepidopiga
1057,Chrysuronia oenone,SA,APODIFORMES,Trochilidae,chrizuronija
1058,Chrysuronia versicolor,SA,APODIFORMES,Trochilidae,spalvingoji žalioji amazilija
1059,Chrysuronia coeruleogularis,"MA, SA",APODIFORMES,Trochilidae,mėlyngurklė lepidopiga
1060,Chrysuronia lilliae,SA,APODIFORMES,Trochilidae,Lailio lepidopiga
1061,Chrysuronia humboldtii,"MA, SA",APODIFORMES,Trochilidae,Humboldt's Sapphire
1062,Chrysuronia grayi,SA,APODIFORMES,Trochilidae,mėlyngalvis safyras
1063,Chrysuronia brevirostris,SA,APODIFORMES,Trochilidae,baltakrūtė žalioji amazilija
1064,Chrysuronia leucogaster,SA,APODIFORMES,Trochilidae,paprastoji žalioji amazilija
1065,Leucochloris albicollis,SA,APODIFORMES,Trochilidae,baltagurklis kolibris
1066,Chionomesa fimbriata,SA,APODIFORMES,Trochilidae,puikioji polierata
1067,Chionomesa lactea,SA,APODIFORMES,Trochilidae,mėlynoji polierata
1068,Hylocharis sapphirina,SA,APODIFORMES,Trochilidae,rusvagurklis safyras
1069,Hylocharis chrysura,SA,APODIFORMES,Trochilidae,auksuotasis safyras
1070,Elliotomyia chionogaster,SA,APODIFORMES,Trochilidae,baltapilvis leucipas
1071,Elliotomyia viridicauda,SA,APODIFORMES,Trochilidae,žalsvasis leucipas
1072,Polyerata amabilis,"MA, SA",APODIFORMES,Trochilidae,mėlynkrūtė polierata
1073,Polyerata decora,MA,APODIFORMES,Trochilidae,žavingoji amazilija
1074,Polyerata rosenbergi,SA,APODIFORMES,Trochilidae,mėlyndėmė polierata
1075,Chlorestes candida,MA,APODIFORMES,Trochilidae,baltapilvė žalioji amazilija
1076,Chlorestes eliciae,"MA, SA",APODIFORMES,Trochilidae,auksauodegis safyras
1077,Chlorestes cyanus,SA,APODIFORMES,Trochilidae,baltasmakris safyras
1078,Chlorestes julie,"MA, SA",APODIFORMES,Trochilidae,Juliaus damofila
1079,Chlorestes notata,SA,APODIFORMES,Trochilidae,mėlynsmakris smaragdinis kolibris
1080,Corythaeola cristata,AF,MUSOPHAGIFORMES,Musophagidae,mėlynasis turakas
1081,Crinifer personatus,AF,MUSOPHAGIFORMES,Musophagidae,plikaskruostis bananpaukštis
1082,Crinifer concolor,AF,MUSOPHAGIFORMES,Musophagidae,paprastasis bananpaukštis
1083,Crinifer leucogaster,AF,MUSOPHAGIFORMES,Musophagidae,baltapilvis bananpaukštis
1084,Crinifer piscator,AF,MUSOPHAGIFORMES,Musophagidae,pilkasis bananlesys
1085,Crinifer zonurus,AF,MUSOPHAGIFORMES,Musophagidae,dryžasis bananlesys
1086,Gallirex porphyreolophus,AF,MUSOPHAGIFORMES,Musophagidae,violetinis turakas
1087,Gallirex johnstoni,AF,MUSOPHAGIFORMES,Musophagidae,ugandinis turakas
1088,Menelikornis ruspolii,AF,MUSOPHAGIFORMES,Musophagidae,Ruspolio turakas
1089,Menelikornis leucotis,AF,MUSOPHAGIFORMES,Musophagidae,baltaskruostis turakas
1090,Tauraco violaceus,AF,MUSOPHAGIFORMES,Musophagidae,violetinis plikaakis turakas
1091,Tauraco rossae,AF,MUSOPHAGIFORMES,Musophagidae,Centrinės Afrikos plikaakis turakas
1092,Tauraco macrorhynchus,AF,MUSOPHAGIFORMES,Musophagidae,geltonsnapis turakas
1093,Tauraco bannermani,AF,MUSOPHAGIFORMES,Musophagidae,Banermano turakas
1094,Tauraco leucolophus,AF,MUSOPHAGIFORMES,Musophagidae,baltakuodis turakas
1095,Tauraco erythrolophus,AF,MUSOPHAGIFORMES,Musophagidae,raudonkuodis turakas
1096,Tauraco persa,AF,MUSOPHAGIFORMES,Musophagidae,gvinėjinis turakas
1097,Tauraco livingstonii,AF,MUSOPHAGIFORMES,Musophagidae,Livingstono turakas
1098,Tauraco schalowi,AF,MUSOPHAGIFORMES,Musophagidae,žalianugaris turakas
1099,Tauraco corythaix,AF,MUSOPHAGIFORMES,Musophagidae,šalminis turakas
1100,Tauraco schuettii,AF,MUSOPHAGIFORMES,Musophagidae,juodasnapis turakas
1101,Tauraco fischeri,AF,MUSOPHAGIFORMES,Musophagidae,Fišerio turakas
1102,Tauraco hartlaubi,AF,MUSOPHAGIFORMES,Musophagidae,Hartlaubo turakas
1103,Otis tarda,PAL,OTIDIFORMES,Otididae,tikrasis einis
1104,Ardeotis arabs,AF,OTIDIFORMES,Otididae,arabinis didysis einis
1105,Ardeotis kori,AF,OTIDIFORMES,Otididae,afrikinis didysis einis
1106,Ardeotis nigriceps,OR,OTIDIFORMES,Otididae,indinis didysis einis
1107,Ardeotis australis,AU,OTIDIFORMES,Otididae,australinis didysis einis
1108,Chlamydotis undulata,AF,OTIDIFORMES,Otididae,puošnusis einis
1109,Chlamydotis macqueenii,PAL,OTIDIFORMES,Otididae,Makvenio einis
1110,Neotis ludwigii,AF,OTIDIFORMES,Otididae,Pietų Afrikos einis
1111,Neotis denhami,AF,OTIDIFORMES,Otididae,tamsianugaris einis
1112,Neotis heuglinii,AF,OTIDIFORMES,Otididae,somalinis einis
1113,Neotis nuba,AF,OTIDIFORMES,Otididae,nubinis einis
1114,Eupodotis senegalensis,AF,OTIDIFORMES,Otididae,senegalinis einis
1115,Eupodotis caerulescens,AF,OTIDIFORMES,Otididae,melsvasis einis
1116,Heterotetrax vigorsii,AF,OTIDIFORMES,Otididae,juodagurklis einis
1117,Heterotetrax rueppelii,AF,OTIDIFORMES,Otididae,Riupelio einis
1118,Heterotetrax humilis,AF,OTIDIFORMES,Otididae,rudasis einis
1119,Lophotis savilei,AF,OTIDIFORMES,Otididae,Savilio einis
1120,Lophotis gindiana,AF,OTIDIFORMES,Otididae,geltonkuodis einis
1121,Lophotis ruficrista,AF,OTIDIFORMES,Otididae,raudonkuodis einis
1122,Afrotis afra,AF,OTIDIFORMES,Otididae,paprastasis juodasis einis
1123,Afrotis afraoides,AF,OTIDIFORMES,Otididae,baltaplunksnis juodasis einis
1124,Lissotis melanogaster,AF,OTIDIFORMES,Otididae,juodapilvis einis
1125,Lissotis hartlaubii,AF,OTIDIFORMES,Otididae,Hartlaubo einis
1126,Houbaropsis bengalensis,OR,OTIDIFORMES,Otididae,barzdotasis einis
1127,Sypheotides indicus,OR,OTIDIFORMES,Otididae,mažasis indinis einis
1128,Tetrax tetrax,PAL,OTIDIFORMES,Otididae,strepetas
1129,Guira guira,SA,CUCULIFORMES,Cuculidae,guira
1130,Crotophaga major,"MA, SA",CUCULIFORMES,Cuculidae,didžioji vikšralesė gegutė
1131,Crotophaga ani,"NA, MA, SA",CUCULIFORMES,Cuculidae,glotniasnapė vikšralesė gegutė
1132,Crotophaga sulcirostris,"MA, SA",CUCULIFORMES,Cuculidae,raukšlėtasnapė vikšralesė gegutė
1133,Tapera naevia,"MA, SA",CUCULIFORMES,Cuculidae,dryžoji gegutė
1134,Dromococcyx phasianellus,"MA, SA",CUCULIFORMES,Cuculidae,rudakuodė povinė gegutė
1135,Dromococcyx pavoninus,SA,CUCULIFORMES,Cuculidae,paprastoji povinė gegutė
1136,Morococcyx erythropygus,MA,CUCULIFORMES,Cuculidae,strazdinė gegutė
1137,Geococcyx californianus,"NA, MA",CUCULIFORMES,Cuculidae,dirvinė bėgūnė
1138,Geococcyx velox,MA,CUCULIFORMES,Cuculidae,mažoji bėgūnė
1139,Neomorphus geoffroyi,"MA, SA",CUCULIFORMES,Cuculidae,rudauodegė dirvinė gegutė
1140,Neomorphus squamiger,SA,CUCULIFORMES,Cuculidae,Scaled Ground Cuckoo
1141,Neomorphus radiolosus,SA,CUCULIFORMES,Cuculidae,dryžoji dirvinė gegutė
1142,Neomorphus rufipennis,SA,CUCULIFORMES,Cuculidae,rudasparnė dirvinė gegutė
1143,Neomorphus pucheranii,SA,CUCULIFORMES,Cuculidae,raudonsnapė dirvinė gegutė
1144,Centropus milo,AU,CUCULIFORMES,Cuculidae,geltongalvė pentinuotoji gegutė
1145,Centropus ateralbus,AU,CUCULIFORMES,Cuculidae,Naujosios Britanijos pentinuotoji gegutė
1146,Centropus menbeki,AU,CUCULIFORMES,Cuculidae,didžioji pentinuotoji gegutė
1147,Centropus chalybeus,AU,CUCULIFORMES,Cuculidae,atlasinė pentinuotoji gegutė
1148,Centropus unirufus,OR,CUCULIFORMES,Cuculidae,rusvoji pentinuotoji gegutė
1149,Centropus chlororhynchos,OR,CUCULIFORMES,Cuculidae,šrilankinė pentinuotoji gegutė
1150,Centropus melanops,OR,CUCULIFORMES,Cuculidae,juodaveidė pentinuotoji gegutė
1151,Centropus steerii,OR,CUCULIFORMES,Cuculidae,mindorinė pentinuotoji gegutė
1152,Centropus rectunguis,OR,CUCULIFORMES,Cuculidae,trumpapirštė pentinuotoji gegutė
1153,Centropus celebensis,AU,CUCULIFORMES,Cuculidae,sulavesinė pentinuotoji gegutė
1154,Centropus anselli,AF,CUCULIFORMES,Cuculidae,gaboninė pentinuotoji gegutė
1155,Centropus leucogaster,AF,CUCULIFORMES,Cuculidae,juodagurklė pentinuotoji gegutė
1156,Centropus senegalensis,AF,CUCULIFORMES,Cuculidae,senegalinė pentinuotoji gegutė
1157,Centropus monachus,AF,CUCULIFORMES,Cuculidae,mėlyngalvė pentinuotoji gegutė
1158,Centropus cupreicaudus,AF,CUCULIFORMES,Cuculidae,varinė pentinuotoji gegutė
1159,Centropus superciliosus,AF,CUCULIFORMES,Cuculidae,baltabruvė pentinuotoji gegutė
1160,Centropus burchellii,AF,CUCULIFORMES,Cuculidae,Burčelio pentinuotoji gegutė
1161,Centropus nigrorufus,OR,CUCULIFORMES,Cuculidae,sumatrinė pentinuotoji gegutė
1162,Centropus sinensis,OR,CUCULIFORMES,Cuculidae,paprastoji pentinuotoji gegutė
1163,Centropus toulou,AF,CUCULIFORMES,Cuculidae,madagaskarinė pentinuotoji gegutė
1164,Centropus goliath,AU,CUCULIFORMES,Cuculidae,gigantiškoji pentinuotoji gegutė
1165,Centropus grillii,AF,CUCULIFORMES,Cuculidae,afrikinė pentinuotoji gegutė
1166,Centropus viridis,OR,CUCULIFORMES,Cuculidae,filipininė pentinuotoji gegutė
1167,Centropus bengalensis,"OR, AU",CUCULIFORMES,Cuculidae,mažoji pentinuotoji gegutė
1168,Centropus violaceus,AU,CUCULIFORMES,Cuculidae,violetinė pentinuotoji gegutė
1169,Centropus bernsteini,AU,CUCULIFORMES,Cuculidae,Bernšteino pentinuotoji gegutė
1170,Centropus spilopterus,AU,CUCULIFORMES,Cuculidae,molukinė pentinuotoji gegutė
1171,Centropus phasianinus,AU,CUCULIFORMES,Cuculidae,fazaninė pentinuotoji gegutė
1172,Centropus andamanensis,OR,CUCULIFORMES,Cuculidae,andamaninė pentinuotoji gegutė
1173,Carpococcyx radiceus,OR,CUCULIFORMES,Cuculidae,malajinė dirvinė gegutė
1174,Carpococcyx viridis,OR,CUCULIFORMES,Cuculidae,sumatrinė dirvinė gegutė
1175,Carpococcyx renauldi,OR,CUCULIFORMES,Cuculidae,tailandinė dirvinė gegutė
1176,Coua cristata,AF,CUCULIFORMES,Cuculidae,kuoduotoji madagaskarinė gegutė
1177,Coua verreauxi,AF,CUCULIFORMES,Cuculidae,Vero madagaskarinė gegutė
1178,Coua caerulea,AF,CUCULIFORMES,Cuculidae,mėlynoji madagaskarinė gegutė
1179,Coua ruficeps,AF,CUCULIFORMES,Cuculidae,rudakepurė madagaskarinė gegutė
1180,Coua reynaudii,AF,CUCULIFORMES,Cuculidae,rudakaktė madagaskarinė gegutė
1181,Coua coquereli,AF,CUCULIFORMES,Cuculidae,Kokerelio madagaskarinė gegutė
1182,Coua cursor,AF,CUCULIFORMES,Cuculidae,geltongurklė madagaskarinė gegutė
1183,Coua gigas,AF,CUCULIFORMES,Cuculidae,didžioji madagaskarinė gegutė
1184,Coua serriana,AF,CUCULIFORMES,Cuculidae,kaštonkrūtė madagaskarinė gegutė
1185,Rhinortha chlorophaea,OR,CUCULIFORMES,Cuculidae,malajinė krūmyninė gegutė
1186,Ceuthmochares aereus,AF,CUCULIFORMES,Cuculidae,geltonsnapė gegutė
1187,Ceuthmochares australis,AF,CUCULIFORMES,Cuculidae,Green Malkoha
1188,Taccocua leschenaultii,OR,CUCULIFORMES,Cuculidae,indinė krūmyninė gegutė
1189,Zanclostomus javanicus,OR,CUCULIFORMES,Cuculidae,raudonsnapė krūmyninė gegutė
1190,Rhamphococcyx calyorhynchus,AU,CUCULIFORMES,Cuculidae,sulavesinė krūmyninė gegutė
1191,Phaenicophaeus curvirostris,OR,CUCULIFORMES,Cuculidae,rudakrūtė krūmyninė gegutė
1192,Phaenicophaeus pyrrhocephalus,OR,CUCULIFORMES,Cuculidae,raudonskruostė krūmyninė gegutė
1193,Phaenicophaeus sumatranus,OR,CUCULIFORMES,Cuculidae,rudapilvė krūmyninė gegutė
1194,Phaenicophaeus viridirostris,OR,CUCULIFORMES,Cuculidae,mažoji krūmyninė gegutė
1195,Phaenicophaeus diardi,OR,CUCULIFORMES,Cuculidae,juodapilvė krūmyninė gegutė
1196,Phaenicophaeus tristis,OR,CUCULIFORMES,Cuculidae,didžioji krūmyninė gegutė
1197,Dasylophus superciliosus,OR,CUCULIFORMES,Cuculidae,kuoduotoji krūmyninė gegutė
1198,Dasylophus cumingi,OR,CUCULIFORMES,Cuculidae,žvynuotoji krūmyninė gegutė
1199,Clamator coromandus,OR,CUCULIFORMES,Cuculidae,rudasparnė kuoduotoji gegutė
1200,Clamator glandarius,"AF, PAL",CUCULIFORMES,Cuculidae,didžioji kuoduotoji gegutė
1201,Clamator levaillantii,AF,CUCULIFORMES,Cuculidae,afrikinė kuoduotoji gegutė
1202,Clamator jacobinus,"AF, OR",CUCULIFORMES,Cuculidae,jakobinų kuoduotoji gegutė
1203,Coccycua minuta,"MA, SA",CUCULIFORMES,Cuculidae,mažoji piaja
1204,Coccycua pumila,SA,CUCULIFORMES,Cuculidae,nykštukinė amerikinė gegutė
1205,Coccycua cinerea,SA,CUCULIFORMES,Cuculidae,peleninė amerikinė gegutė
1206,Piaya cayana,"MA, SA",CUCULIFORMES,Cuculidae,ilgauodegė piaja
1207,Piaya melanogaster,SA,CUCULIFORMES,Cuculidae,juodapilvė piaja
1208,Coccyzus melacoryphus,SA,CUCULIFORMES,Cuculidae,galapaginė amerikinė gegutė
1209,Coccyzus americanus,"NA, MA",CUCULIFORMES,Cuculidae,geltonsnapė amerikinė gegutė
1210,Coccyzus euleri,SA,CUCULIFORMES,Cuculidae,perlinė amerikinė gegutė
1211,Coccyzus minor,"NA, MA, SA",CUCULIFORMES,Cuculidae,mangrovinė amerikinė gegutė
1212,Coccyzus ferrugineus,MA,CUCULIFORMES,Cuculidae,rudoji amerikinė gegutė
1213,Coccyzus lansbergi,SA,CUCULIFORMES,Cuculidae,Lansbergo amerikinė gegutė
1214,Pachycoccyx audeberti,AF,CUCULIFORMES,Cuculidae,storasnapė gegutė
1215,Microdynamis parva,AU,CUCULIFORMES,Cuculidae,mažasis koelis
1216,Eudynamys scolopaceus,OR,CUCULIFORMES,Cuculidae,paprastasis koelis
1217,Eudynamys melanorhynchus,AU,CUCULIFORMES,Cuculidae,juodasnapis koelis
1218,Eudynamys orientalis,AU,CUCULIFORMES,Cuculidae,rytinis koelis
1219,Urodynamis taitensis,AU,CUCULIFORMES,Cuculidae,ilgauodegis koelis
1220,Scythrops novaehollandiae,AU,CUCULIFORMES,Cuculidae,raukšlėtasnapė gegutė
1221,Chrysococcyx maculatus,OR,CUCULIFORMES,Cuculidae,dryžoji bronzinė gegutė
1222,Chrysococcyx xanthorhynchus,OR,CUCULIFORMES,Cuculidae,violetinė bronzinė gegutė
1223,Chrysococcyx caprius,AF,CUCULIFORMES,Cuculidae,paprastoji bronzinė gegutė
1224,Chrysococcyx klaas,"AF, PAL",CUCULIFORMES,Cuculidae,žalianugarė bronzinė gegutė
1225,Chrysococcyx flavigularis,AF,CUCULIFORMES,Cuculidae,geltongurklė bronzinė gegutė
1226,Chrysococcyx cupreus,AF,CUCULIFORMES,Cuculidae,smaragdinė gegutė
1227,Chrysococcyx megarhynchus,AU,CUCULIFORMES,Cuculidae,ilgasnapė gegutė
1228,Chrysococcyx basalis,AU,CUCULIFORMES,Cuculidae,Horsfildo bronzinė gegutė
1229,Chrysococcyx osculans,AU,CUCULIFORMES,Cuculidae,juodaausė bronzinė gegutė
1230,Chrysococcyx ruficollis,AU,CUCULIFORMES,Cuculidae,rusvagurklė bronzinė gegutė
1231,Chrysococcyx lucidus,AU,CUCULIFORMES,Cuculidae,blizgioji bronzinė gegutė
1232,Chrysococcyx meyerii,AU,CUCULIFORMES,Cuculidae,Mejerio bronzinė gegutė
1233,Chrysococcyx minutillus,"OR, AU",CUCULIFORMES,Cuculidae,mažoji bronzinė gegutė
1234,Cacomantis pallidus,AU,CUCULIFORMES,Cuculidae,blyškioji gegutė
1235,Cacomantis leucolophus,AU,CUCULIFORMES,Cuculidae,baltavainikis koelis
1236,Cacomantis castaneiventris,AU,CUCULIFORMES,Cuculidae,rudakrūtė šeriuotoji gegutė
1237,Cacomantis flabelliformis,"AU, PO",CUCULIFORMES,Cuculidae,skėstauodegė šeriuotoji gegutė
1238,Cacomantis sonneratii,OR,CUCULIFORMES,Cuculidae,dryžoji šeriuotoji gegutė
1239,Cacomantis merulinus,"OR, AU",CUCULIFORMES,Cuculidae,pilkakrūtė šeriuotoji gegutė
