,IOC,Breeding Range,Order,Family,Danish
4342,Pseudocolaptes boissonneautii,SA,PASSERIFORMES,Furnariidae,Andesduskøre
4343,Premnornis guttuliger,SA,PASSERIFORMES,Furnariidae,Rustvinget Spidshale
4344,Tarphonomus harterti,SA,PASSERIFORMES,Furnariidae,Boliviajordlusker
4345,Tarphonomus certhioides,SA,PASSERIFORMES,Furnariidae,Chacojordlusker
4346,Furnarius figulus,SA,PASSERIFORMES,Furnariidae,Sortbåndet Ovnfugl
4347,Furnarius leucopus,SA,PASSERIFORMES,Furnariidae,Lysbenet Ovnfugl
4348,Furnarius cinnamomeus,SA,PASSERIFORMES,Furnariidae,Tumbesovnfugl
4349,Furnarius longirostris,SA,PASSERIFORMES,Furnariidae,Langnæbbet Ovnfugl
4350,Furnarius torridus,SA,PASSERIFORMES,Furnariidae,Flodovnfugl
4351,Furnarius minor,SA,PASSERIFORMES,Furnariidae,Lille Ovnfugl
4352,Furnarius rufus,SA,PASSERIFORMES,Furnariidae,Brun Ovnfugl
4353,Furnarius cristatus,SA,PASSERIFORMES,Furnariidae,Toppet Ovnfugl
4354,Lochmias nematura,SA,PASSERIFORMES,Furnariidae,Bækløber
4355,Phleocryptes melanops,SA,PASSERIFORMES,Furnariidae,Kogleakskryber
4356,Limnornis curvirostris,SA,PASSERIFORMES,Furnariidae,Krumnæbbet Rørkryber
4357,Geocerthia serrana,SA,PASSERIFORMES,Furnariidae,Stribet Jordlusker
4358,Upucerthia dumetaria,SA,PASSERIFORMES,Furnariidae,Skællet Jordlusker
4359,Upucerthia saturatior,SA,PASSERIFORMES,Furnariidae,Patagonsk Jordlusker
4360,Upucerthia albigula,SA,PASSERIFORMES,Furnariidae,Hvidstrubet Jordlusker
4361,Upucerthia validirostris,SA,PASSERIFORMES,Furnariidae,Krumnæbbet Jordlusker
4362,Cinclodes pabsti,SA,PASSERIFORMES,Furnariidae,Langhalet Cinclodes
4363,Cinclodes antarcticus,SA,PASSERIFORMES,Furnariidae,Gråsort Cinclodes
4364,Cinclodes fuscus,SA,PASSERIFORMES,Furnariidae,Båndvinget Cinclodes
4365,Cinclodes comechingonus,SA,PASSERIFORMES,Furnariidae,Cordoba-cinclodes
4366,Cinclodes albidiventris,SA,PASSERIFORMES,Furnariidae,Kastanjevinget Cinclodes
4367,Cinclodes albiventris,SA,PASSERIFORMES,Furnariidae,Hvidbuget Bækcinclodes
4368,Cinclodes olrogi,SA,PASSERIFORMES,Furnariidae,Bækcinclodes
4369,Cinclodes oustaleti,SA,PASSERIFORMES,Furnariidae,Gråflanket Cinclodes
4370,Cinclodes excelsior,SA,PASSERIFORMES,Furnariidae,Grovnæbbet Cinclodes
4371,Cinclodes aricomae,SA,PASSERIFORMES,Furnariidae,Cuzcocinclodes
4372,Cinclodes palliatus,SA,PASSERIFORMES,Furnariidae,Hvidbuget Cinclodes
4373,Cinclodes atacamensis,SA,PASSERIFORMES,Furnariidae,Hvidbåndet Cinclodes
4374,Cinclodes patagonicus,SA,PASSERIFORMES,Furnariidae,Mørkbuget Cinclodes
4375,Cinclodes taczanowskii,SA,PASSERIFORMES,Furnariidae,Perucinclodes
4376,Cinclodes nigrofumosus,SA,PASSERIFORMES,Furnariidae,Chilecinclodes
4377,Anabazenops dorsalis,SA,PASSERIFORMES,Furnariidae,Guadualøvkæmmer
4378,Anabazenops fuscus,SA,PASSERIFORMES,Furnariidae,Hvidnakket Løvkæmmer
4379,Megaxenops parnaguae,SA,PASSERIFORMES,Furnariidae,Stor Træjæger
4380,Cichlocolaptes leucophrus,SA,PASSERIFORMES,Furnariidae,Epifytkæmmer
4381,Cichlocolaptes mazarbarnetti,SA,PASSERIFORMES,Furnariidae,Cryptic Treehunter
4382,Heliobletus contaminatus,SA,PASSERIFORMES,Furnariidae,Spidsnæbbet Træjæger
4383,Philydor fuscipenne,"MA, SA",PASSERIFORMES,Furnariidae,Mørkvinget Løvkæmmer
4384,Philydor erythrocercum,SA,PASSERIFORMES,Furnariidae,Rustgumpet Løvkæmmer
4385,Philydor novaesi,SA,PASSERIFORMES,Furnariidae,Alagoasløvkæmmer
4386,Philydor atricapillus,SA,PASSERIFORMES,Furnariidae,Sortkronet Løvkæmmer
4387,Philydor pyrrhodes,SA,PASSERIFORMES,Furnariidae,Kanelløvkæmmer
4388,Anabacerthia striaticollis,SA,PASSERIFORMES,Furnariidae,Bjergløvkæmmer
4389,Anabacerthia variegaticeps,"MA, SA",PASSERIFORMES,Furnariidae,Skælstrubet Løvkæmmer
4390,Anabacerthia ruficaudata,SA,PASSERIFORMES,Furnariidae,Brunhalet Løvkæmmer
4391,Anabacerthia amaurotis,SA,PASSERIFORMES,Furnariidae,Hvidbrynet Løvkæmmer
4392,Anabacerthia lichtensteini,SA,PASSERIFORMES,Furnariidae,Okkerbrystet Løvkæmmer
4393,Syndactyla rufosuperciliata,SA,PASSERIFORMES,Furnariidae,Brunbrynet Løvkæmmer
4394,Syndactyla dimidiata,SA,PASSERIFORMES,Furnariidae,Planalto-løvkæmmer
4395,Syndactyla roraimae,SA,PASSERIFORMES,Furnariidae,Hvidstrubet Løvkæmmer
4396,Syndactyla subalaris,"MA, SA",PASSERIFORMES,Furnariidae,Højlandsløvkæmmer
4397,Syndactyla ruficollis,SA,PASSERIFORMES,Furnariidae,Rustnakket Løvkæmmer
4398,Syndactyla guttulata,SA,PASSERIFORMES,Furnariidae,Venezuelaløvkæmmer
4399,Syndactyla ucayalae,SA,PASSERIFORMES,Furnariidae,Perustornæb
4400,Syndactyla striata,SA,PASSERIFORMES,Furnariidae,Boliviastornæb
4401,Ancistrops strigilatus,SA,PASSERIFORMES,Furnariidae,Krognæbbet Løvkæmmer
4402,Dendroma rufa,"MA, SA",PASSERIFORMES,Furnariidae,Gulpandet Løvkæmmer
4403,Dendroma erythroptera,SA,PASSERIFORMES,Furnariidae,Grårygget Løvkæmmer
4404,Clibanornis dendrocolaptoides,SA,PASSERIFORMES,Furnariidae,Bambusjordløber
4405,Clibanornis rectirostris,SA,PASSERIFORMES,Furnariidae,Krumnæbbet Løvkæmmer
4406,Clibanornis erythrocephalus,SA,PASSERIFORMES,Furnariidae,Hennahovedet Løvkæmmer
4407,Clibanornis rubiginosus,"MA, SA",PASSERIFORMES,Furnariidae,Rødbrun Løvkæmmer
4408,Clibanornis rufipectus,SA,PASSERIFORMES,Furnariidae,Santa Marta-bambuskæmmer
4409,Thripadectes ignobilis,SA,PASSERIFORMES,Furnariidae,Ensfarvet Bambuskæmmer
4410,Thripadectes flammulatus,SA,PASSERIFORMES,Furnariidae,Gulflammet Bambuskæmmer
4411,Thripadectes scrutator,SA,PASSERIFORMES,Furnariidae,Perubambuskæmmer
4412,Thripadectes rufobrunneus,MA,PASSERIFORMES,Furnariidae,Costa Rica-bambuskæmmer
4413,Thripadectes melanorhynchus,SA,PASSERIFORMES,Furnariidae,Sortnæbbet Bambuskæmmer
4414,Thripadectes holostictus,SA,PASSERIFORMES,Furnariidae,Bambuskæmmer
4415,Thripadectes virgaticeps,SA,PASSERIFORMES,Furnariidae,Streghovedet Bambuskæmmer
4416,Automolus rufipileatus,SA,PASSERIFORMES,Furnariidae,Guløjet Løvkæmmer
4417,Automolus melanopezus,SA,PASSERIFORMES,Furnariidae,Rødøjet Løvkæmmer
4418,Automolus cervinigularis,MA,PASSERIFORMES,Furnariidae,Fawn-throated Foliage-gleaner
4419,Automolus ochrolaemus,"MA, SA",PASSERIFORMES,Furnariidae,Gulstrubet Løvkæmmer
4420,Automolus exsertus,MA,PASSERIFORMES,Furnariidae,Chiriqui Foliage-gleaner
4421,Automolus subulatus,SA,PASSERIFORMES,Furnariidae,Stribet Løvkæmmer
4422,Automolus virgatus,"MA, SA",PASSERIFORMES,Furnariidae,Costa Rica-løvkæmmer
4423,Automolus infuscatus,SA,PASSERIFORMES,Furnariidae,Olivenløvkæmmer
4424,Automolus paraensis,SA,PASSERIFORMES,Furnariidae,Paraløvkæmmer
4425,Automolus lammi,SA,PASSERIFORMES,Furnariidae,Pernambuco-løvkæmmer
4426,Automolus leucophthalmus,SA,PASSERIFORMES,Furnariidae,Hvidøjet Løvkæmmer
4427,Premnoplex brunnescens,"MA, SA",PASSERIFORMES,Furnariidae,Plettet Spidshale
4428,Premnoplex tatei,SA,PASSERIFORMES,Furnariidae,Hvidstrubet Spidshale
4429,Margarornis bellulus,MA,PASSERIFORMES,Furnariidae,Pragtspidshale
4430,Margarornis rubiginosus,MA,PASSERIFORMES,Furnariidae,Rødbrun Spidshale
4431,Margarornis stellatus,SA,PASSERIFORMES,Furnariidae,Okkerplettet Spidshale
4432,Margarornis squamiger,SA,PASSERIFORMES,Furnariidae,Perlespidshale
4433,Aphrastura spinicauda,SA,PASSERIFORMES,Furnariidae,Rayadito
4434,Aphrastura masafuerae,SA,PASSERIFORMES,Furnariidae,Más Afuera-rayadito
4435,Sylviorthorhynchus desmurii,SA,PASSERIFORMES,Furnariidae,Trådhale
4436,Sylviorthorhynchus yanacensis,SA,PASSERIFORMES,Furnariidae,Gyldenbrun Trådhale
4437,Leptasthenura fuliginiceps,SA,PASSERIFORMES,Furnariidae,Brun Mejsetrådhale
4438,Leptasthenura platensis,SA,PASSERIFORMES,Furnariidae,Toppet Trådhale
4439,Leptasthenura aegithaloides,SA,PASSERIFORMES,Furnariidae,Lysrygget Trådhale
4440,Leptasthenura striolata,SA,PASSERIFORMES,Furnariidae,Streget Trådhale
4441,Leptasthenura pileata,SA,PASSERIFORMES,Furnariidae,Rustkronet Trådhale
4442,Leptasthenura xenothorax,SA,PASSERIFORMES,Furnariidae,Cuzcotrådhale
4443,Leptasthenura striata,SA,PASSERIFORMES,Furnariidae,Spættet Trådhale
4444,Leptasthenura andicola,SA,PASSERIFORMES,Furnariidae,Andestrådhale
4445,Leptasthenura setaria,SA,PASSERIFORMES,Furnariidae,Araucariatrådhale
4446,Phacellodomus rufifrons,SA,PASSERIFORMES,Furnariidae,Rødpandet Tornfugl
4447,Phacellodomus inornatus,SA,PASSERIFORMES,Furnariidae,Nordlig Tornfugl
4448,Phacellodomus striaticeps,SA,PASSERIFORMES,Furnariidae,Stregpandet Tornfugl
4449,Phacellodomus sibilatrix,SA,PASSERIFORMES,Furnariidae,Lille Tornfugl
4450,Phacellodomus dorsalis,SA,PASSERIFORMES,Furnariidae,Kastanjerygget Tornfugl
4451,Phacellodomus maculipectus,SA,PASSERIFORMES,Furnariidae,Gråøjet Tornfugl
4452,Phacellodomus striaticollis,SA,PASSERIFORMES,Furnariidae,Pletbrystet Tornfugl
4453,Phacellodomus ruber,SA,PASSERIFORMES,Furnariidae,Stor Tornfugl
4454,Phacellodomus erythrophthalmus,SA,PASSERIFORMES,Furnariidae,Rødøjet Tornfugl
4455,Phacellodomus ferrugineigula,SA,PASSERIFORMES,Furnariidae,Orangeøjet Tornfugl
4456,Hellmayrea gularis,SA,PASSERIFORMES,Furnariidae,Hvidbrynet Spidshale
4457,Anumbius annumbi,SA,PASSERIFORMES,Furnariidae,Brændselssamler
4458,Coryphistera alaudina,SA,PASSERIFORMES,Furnariidae,Lærkekratløber
4459,Asthenes dorbignyi,SA,PASSERIFORMES,Furnariidae,Cremebrystet Kurvebygger
4460,Asthenes arequipae,SA,PASSERIFORMES,Furnariidae,Mørkvinget Kurvebygger
4461,Asthenes huancavelicae,SA,PASSERIFORMES,Furnariidae,Lyshalet Kurvebygger
4462,Asthenes berlepschi,SA,PASSERIFORMES,Furnariidae,Illampukurvebygger
4463,Asthenes baeri,SA,PASSERIFORMES,Furnariidae,Kortnæbbet Kurvebygger
4464,Asthenes luizae,SA,PASSERIFORMES,Furnariidae,Cipókurvebygger
4465,Asthenes hudsoni,SA,PASSERIFORMES,Furnariidae,Pampaskurvebygger
4466,Asthenes anthoides,SA,PASSERIFORMES,Furnariidae,Magellankurvebygger
4467,Asthenes urubambensis,SA,PASSERIFORMES,Furnariidae,Urubambakurvebygger
4468,Asthenes flammulata,SA,PASSERIFORMES,Furnariidae,Stribet Kurvebygger
4469,Asthenes virgata,SA,PASSERIFORMES,Furnariidae,Junínkurvebygger
4470,Asthenes maculicauda,SA,PASSERIFORMES,Furnariidae,Paramokurvebygger
4471,Asthenes wyatti,SA,PASSERIFORMES,Furnariidae,Nordlig Kurvebygger
4472,Asthenes humilis,SA,PASSERIFORMES,Furnariidae,Stregbrystet Kurvebygger
4473,Asthenes modesta,SA,PASSERIFORMES,Furnariidae,Cordillerakurvebygger
4474,Asthenes moreirae,SA,PASSERIFORMES,Furnariidae,Brasiliansk Børstehale
4475,Asthenes pyrrholeuca,SA,PASSERIFORMES,Furnariidae,Lille Kurvebygger
4476,Asthenes harterti,SA,PASSERIFORMES,Furnariidae,Sortstrubet Børstehale
4477,Asthenes helleri,SA,PASSERIFORMES,Furnariidae,Punobørstehale
4478,Asthenes vilcabambae,SA,PASSERIFORMES,Furnariidae,Vilcabambabørstehale
4479,Asthenes ayacuchensis,SA,PASSERIFORMES,Furnariidae,Ayacucho Thistletail
4480,Asthenes pudibunda,SA,PASSERIFORMES,Furnariidae,Canyonkurvebygger
4481,Asthenes ottonis,SA,PASSERIFORMES,Furnariidae,Rustpandet Kurvebygger
4482,Asthenes heterura,SA,PASSERIFORMES,Furnariidae,Boliviakurvebygger
4483,Asthenes palpebralis,SA,PASSERIFORMES,Furnariidae,Junínbørstehale
4484,Asthenes coryi,SA,PASSERIFORMES,Furnariidae,Okkerbrynet Børstehale
4485,Asthenes perijana,SA,PASSERIFORMES,Furnariidae,Perijábørstehale
4486,Asthenes fuliginosa,SA,PASSERIFORMES,Furnariidae,Hvidhaget Børstehale
4487,Asthenes griseomurina,SA,PASSERIFORMES,Furnariidae,Mørk Børstehale
4488,Acrobatornis fonsecai,SA,PASSERIFORMES,Furnariidae,Graveteiro
4489,Metopothrix aurantiaca,SA,PASSERIFORMES,Furnariidae,Fløjlskrone
4490,Xenerpestes minlosi,"MA, SA",PASSERIFORMES,Furnariidae,Tobåndet Gråhale
4491,Xenerpestes singularis,SA,PASSERIFORMES,Furnariidae,Ecuadorgråhale
4492,Siptornis striaticollis,SA,PASSERIFORMES,Furnariidae,Brilletornhale
4493,Roraimia adusta,SA,PASSERIFORMES,Furnariidae,Roraimaspidshale
4494,Thripophaga gutturata,SA,PASSERIFORMES,Furnariidae,Spættet Spidshale
4495,Thripophaga macroura,SA,PASSERIFORMES,Furnariidae,Stribet Blødhale
4496,Thripophaga cherriei,SA,PASSERIFORMES,Furnariidae,Orinocoblødhale
4497,Thripophaga amacurensis,SA,PASSERIFORMES,Furnariidae,Amacuro-blødhale
4498,Thripophaga fusciceps,SA,PASSERIFORMES,Furnariidae,Lysbrynet Blødhale
4499,Limnoctites rectirostris,SA,PASSERIFORMES,Furnariidae,Retnæbbet Spidshale
4500,Limnoctites sulphuriferus,SA,PASSERIFORMES,Furnariidae,Svovlstrubet Spidshale
4501,Cranioleuca berlepschi,SA,PASSERIFORMES,Furnariidae,Perublødhale
4502,Cranioleuca weskei,SA,PASSERIFORMES,Furnariidae,Vilcabamba Spinetail
4503,Cranioleuca marcapatae,SA,PASSERIFORMES,Furnariidae,Marcapataspidshale
4504,Cranioleuca albiceps,SA,PASSERIFORMES,Furnariidae,Lyskronet Spidshale
4505,Cranioleuca vulpina,SA,PASSERIFORMES,Furnariidae,Rustrygget Spidshale
4506,Cranioleuca dissita,MA,PASSERIFORMES,Furnariidae,Coibaspidshale
4507,Cranioleuca vulpecula,SA,PASSERIFORMES,Furnariidae,Amazonspidshale
4508,Cranioleuca subcristata,SA,PASSERIFORMES,Furnariidae,Venezuelaspidshale
4509,Cranioleuca pyrrhophia,SA,PASSERIFORMES,Furnariidae,Stribekronet Spidshale
4510,Cranioleuca henricae,SA,PASSERIFORMES,Furnariidae,Boliviaspidshale
4511,Cranioleuca obsoleta,SA,PASSERIFORMES,Furnariidae,Olivenspidshale
4512,Cranioleuca pallida,SA,PASSERIFORMES,Furnariidae,Bleg Spidshale
4513,Cranioleuca semicinerea,SA,PASSERIFORMES,Furnariidae,Gråhovedet Spidshale
4514,Cranioleuca albicapilla,SA,PASSERIFORMES,Furnariidae,Cremekronet Spidshale
4515,Cranioleuca erythrops,"MA, SA",PASSERIFORMES,Furnariidae,Rødmasket Spidshale
4516,Cranioleuca demissa,SA,PASSERIFORMES,Furnariidae,Tepuíspidshale
4517,Cranioleuca hellmayri,SA,PASSERIFORMES,Furnariidae,Stregkronet Spidshale
4518,Cranioleuca curtata,SA,PASSERIFORMES,Furnariidae,Gråbrynet Spidshale
4519,Cranioleuca antisiensis,SA,PASSERIFORMES,Furnariidae,Ecuadorspidshale
4520,Cranioleuca muelleri,SA,PASSERIFORMES,Furnariidae,Várzeaspidshale
4521,Pseudasthenes humicola,SA,PASSERIFORMES,Furnariidae,Mørkhalet Kurvebygger
4522,Pseudasthenes patagonica,SA,PASSERIFORMES,Furnariidae,Patagonkurvebygger
4523,Pseudasthenes steinbachi,SA,PASSERIFORMES,Furnariidae,Kastanjekurvebygger
4524,Pseudasthenes cactorum,SA,PASSERIFORMES,Furnariidae,Kaktuskurvebygger
4525,Spartonoica maluroides,SA,PASSERIFORMES,Furnariidae,Rustpandet Sivkryber
4526,Pseudoseisura cristata,SA,PASSERIFORMES,Furnariidae,Rødbrun Cachalote
4527,Pseudoseisura unirufa,SA,PASSERIFORMES,Furnariidae,Gråtoppet Cachalote
4528,Pseudoseisura lophotes,SA,PASSERIFORMES,Furnariidae,Brun Cachalote
4529,Pseudoseisura gutturalis,SA,PASSERIFORMES,Furnariidae,Hvidstrubet Cachalote
4530,Certhiaxis cinnamomeus,SA,PASSERIFORMES,Furnariidae,Gulstrubet Spidshale
4531,Certhiaxis mustelinus,SA,PASSERIFORMES,Furnariidae,Rødhvid Spidshale
4532,Mazaria propinqua,SA,PASSERIFORMES,Furnariidae,Hvidbuget Trådhale
4533,Schoeniophylax phryganophilus,SA,PASSERIFORMES,Furnariidae,Gulhaget Trådhale
4534,Synallaxis scutata,SA,PASSERIFORMES,Furnariidae,Hvidbrynet Trådhale
4535,Synallaxis cinerascens,SA,PASSERIFORMES,Furnariidae,Gråbuget Trådhale
4536,Synallaxis gujanensis,SA,PASSERIFORMES,Furnariidae,Gråkronet Trådhale
4537,Synallaxis simoni,SA,PASSERIFORMES,Furnariidae,Araguaia Spinetail
4538,Synallaxis albilora,SA,PASSERIFORMES,Furnariidae,Hvidtøjlet Trådhale
4539,Synallaxis maranonica,SA,PASSERIFORMES,Furnariidae,Marañóntrådhale
4540,Synallaxis hypochondriaca,SA,PASSERIFORMES,Furnariidae,Hypokondertornhale
4541,Synallaxis chinchipensis,SA,PASSERIFORMES,Furnariidae,Chinchipetrådhale
4542,Synallaxis stictothorax,SA,PASSERIFORMES,Furnariidae,Pletbrystet Trådhale
4543,Synallaxis zimmeri,SA,PASSERIFORMES,Furnariidae,Rustbuget Trådhale
4544,Synallaxis brachyura,"MA, SA",PASSERIFORMES,Furnariidae,Skifertrådhale
4545,Synallaxis subpudica,SA,PASSERIFORMES,Furnariidae,Bogotátrådhale
4546,Synallaxis hellmayri,SA,PASSERIFORMES,Furnariidae,Rødskuldret Trådhale
4547,Synallaxis ruficapilla,SA,PASSERIFORMES,Furnariidae,Rødkronet Trådhale
4548,Synallaxis cinerea,SA,PASSERIFORMES,Furnariidae,Bahiatrådhale
4549,Synallaxis infuscata,SA,PASSERIFORMES,Furnariidae,Pernambucotrådhale
4550,Synallaxis moesta,SA,PASSERIFORMES,Furnariidae,Mørk Trådhale
4551,Synallaxis macconnelli,SA,PASSERIFORMES,Furnariidae,Guaduatrådhale
4552,Synallaxis cabanisi,SA,PASSERIFORMES,Furnariidae,Flodtrådhale
4553,Synallaxis hypospodia,SA,PASSERIFORMES,Furnariidae,Gråbrystet Trådhale
4554,Synallaxis spixi,SA,PASSERIFORMES,Furnariidae,Chiclitrådhale
4555,Synallaxis albigularis,SA,PASSERIFORMES,Furnariidae,Mørkbrystet Trådhale
4556,Synallaxis beverlyae,SA,PASSERIFORMES,Furnariidae,Orinoco-trådhale
4557,Synallaxis albescens,"MA, SA",PASSERIFORMES,Furnariidae,Lysbrystet Trådhale
4558,Synallaxis frontalis,SA,PASSERIFORMES,Furnariidae,Sodpandet Trådhale
4559,Synallaxis azarae,SA,PASSERIFORMES,Furnariidae,Azaratrådhale
4560,Synallaxis courseni,SA,PASSERIFORMES,Furnariidae,Apurimactrådhale
4561,Synallaxis candei,SA,PASSERIFORMES,Furnariidae,Hættetrådhale
4562,Synallaxis erythrothorax,MA,PASSERIFORMES,Furnariidae,Yucatántrådhale
4563,Synallaxis kollari,SA,PASSERIFORMES,Furnariidae,Gråstrubet Trådhale
4564,Synallaxis tithys,SA,PASSERIFORMES,Furnariidae,Sorthovedet Trådhale
4565,Synallaxis fuscorufa,SA,PASSERIFORMES,Furnariidae,Santa Marta-trådhale
4566,Synallaxis unirufa,SA,PASSERIFORMES,Furnariidae,Rød Trådhale
4567,Synallaxis castanea,SA,PASSERIFORMES,Furnariidae,Sortstrubet Trådhale
4568,Synallaxis cinnamomea,SA,PASSERIFORMES,Furnariidae,Stribebrystet Trådhale
4569,Synallaxis rutilans,SA,PASSERIFORMES,Furnariidae,Brun Trådhale
4570,Synallaxis cherriei,SA,PASSERIFORMES,Furnariidae,Kastanjestrubet Trådhale
4571,Euchrepomis callinota,"MA, SA",PASSERIFORMES,Thamnophilidae,Brungumpet Myresmutte
4572,Euchrepomis humeralis,SA,PASSERIFORMES,Thamnophilidae,Kastanjeskuldret Myresmutte
4573,Euchrepomis sharpei,SA,PASSERIFORMES,Thamnophilidae,Gulgumpet Myresmutte
4574,Euchrepomis spodioptila,SA,PASSERIFORMES,Thamnophilidae,Gråvinget Myresmutte
4575,Myrmornis torquata,"MA, SA",PASSERIFORMES,Thamnophilidae,Pragtmyrefugl
4576,Pygiptila stellaris,SA,PASSERIFORMES,Thamnophilidae,Pletvinget Myretornskade
4577,Thamnistes anabatinus,"MA, SA",PASSERIFORMES,Thamnophilidae,Rødbrun Myretornskade
4578,Thamnistes rufescens,SA,PASSERIFORMES,Thamnophilidae,Peru-myretornskade
4579,Microrhopias quixensis,"MA, SA",PASSERIFORMES,Thamnophilidae,Pletvinget Myresmutte
4580,Neoctantes niger,SA,PASSERIFORMES,Thamnophilidae,Sort Myretornskade
4581,Clytoctantes alixii,SA,PASSERIFORMES,Thamnophilidae,Bådnæbsmyrefugl
4582,Clytoctantes atrogularis,SA,PASSERIFORMES,Thamnophilidae,Rondôniamyrefugl
4583,Epinecrophylla fulviventris,"MA, SA",PASSERIFORMES,Thamnophilidae,Lianmyresmutte
4584,Epinecrophylla ornata,SA,PASSERIFORMES,Thamnophilidae,Pragtmyresmutte
4585,Epinecrophylla erythrura,SA,PASSERIFORMES,Thamnophilidae,Brunhalet Myresmutte
4586,Epinecrophylla leucophthalma,SA,PASSERIFORMES,Thamnophilidae,Hvidøjet Myresmutte
4587,Epinecrophylla gutturalis,SA,PASSERIFORMES,Thamnophilidae,Gråbrystet Myresmutte
4588,Epinecrophylla haematonota,SA,PASSERIFORMES,Thamnophilidae,Prikstrubet Myresmutte
4589,Epinecrophylla spodionota,SA,PASSERIFORMES,Thamnophilidae,Ecuadormyresmutte
4590,Epinecrophylla amazonica,SA,PASSERIFORMES,Thamnophilidae,Madeira-myresmutte
4591,Myrmorchilus strigilatus,SA,PASSERIFORMES,Thamnophilidae,Rygstribet Myresmutte
4592,Aprositornis disjuncta,SA,PASSERIFORMES,Thamnophilidae,Yapacanamyrefugl
4593,Ammonastes pelzelni,SA,PASSERIFORMES,Thamnophilidae,Gråbuget Myrefugl
4594,Myrmophylax atrothorax,SA,PASSERIFORMES,Thamnophilidae,Sortstrubet Myrefugl
4595,Myrmotherula ignota,"MA, SA",PASSERIFORMES,Thamnophilidae,Colombiadværgmyresmutte
4596,Myrmotherula brachyura,SA,PASSERIFORMES,Thamnophilidae,Dværgmyresmutte
4597,Myrmotherula surinamensis,SA,PASSERIFORMES,Thamnophilidae,Guyana-myresmutte
4598,Myrmotherula multostriata,SA,PASSERIFORMES,Thamnophilidae,Amazonmyresmutte
4599,Myrmotherula pacifica,"MA, SA",PASSERIFORMES,Thamnophilidae,Vestlig Myresmutte
4600,Myrmotherula cherriei,SA,PASSERIFORMES,Thamnophilidae,Sandmyresmutte
4601,Myrmotherula klagesi,SA,PASSERIFORMES,Thamnophilidae,Manausmyresmutte
4602,Myrmotherula longicauda,SA,PASSERIFORMES,Thamnophilidae,Andesmyresmutte
4603,Myrmotherula ambigua,SA,PASSERIFORMES,Thamnophilidae,Gulstrubet Myresmutte
4604,Myrmotherula sclateri,SA,PASSERIFORMES,Thamnophilidae,Løvmyresmutte
4605,Myrmotherula axillaris,"MA, SA",PASSERIFORMES,Thamnophilidae,Hvidflanket Myresmutte
4606,Myrmotherula luctuosa,SA,PASSERIFORMES,Thamnophilidae,Sølvflanket Myresmutte
4607,Myrmotherula schisticolor,"MA, SA",PASSERIFORMES,Thamnophilidae,Skifermyresmutte
4608,Myrmotherula sunensis,SA,PASSERIFORMES,Thamnophilidae,Sunomyresmutte
4609,Myrmotherula minor,SA,PASSERIFORMES,Thamnophilidae,Bækmyresmutte
4610,Myrmotherula longipennis,SA,PASSERIFORMES,Thamnophilidae,Langvinget Myresmutte
4611,Myrmotherula urosticta,SA,PASSERIFORMES,Thamnophilidae,Båndhalet Myresmutte
4612,Myrmotherula iheringi,SA,PASSERIFORMES,Thamnophilidae,Korthalet Myresmutte
4613,Myrmotherula fluminensis,SA,PASSERIFORMES,Thamnophilidae,Rio de Janeiro-myresmutte
4614,Myrmotherula grisea,SA,PASSERIFORMES,Thamnophilidae,Askegrå Myresmutte
4615,Myrmotherula unicolor,SA,PASSERIFORMES,Thamnophilidae,Ensfarvet Myresmutte
4616,Myrmotherula snowi,SA,PASSERIFORMES,Thamnophilidae,Alagoasmyresmutte
4617,Myrmotherula behni,SA,PASSERIFORMES,Thamnophilidae,Mørkvinget Myresmutte
4618,Myrmotherula menetriesii,SA,PASSERIFORMES,Thamnophilidae,Grålig Myresmutte
4619,Myrmotherula assimilis,SA,PASSERIFORMES,Thamnophilidae,Lysbuget Myresmutte
4620,Terenura maculata,SA,PASSERIFORMES,Thamnophilidae,Streghovedet Myresmutte
4621,Terenura sicki,SA,PASSERIFORMES,Thamnophilidae,Broget Myresmutte
4622,Myrmochanes hemileucus,SA,PASSERIFORMES,Thamnophilidae,Broget Myrefugl
4623,Formicivora iheringi,SA,PASSERIFORMES,Thamnophilidae,Smalnæbbet Myresmutte
4624,Formicivora erythronotos,SA,PASSERIFORMES,Thamnophilidae,Rødrygget Myresmutte
4625,Formicivora grisea,SA,PASSERIFORMES,Thamnophilidae,Sortbrystet Myresmutte
4626,Formicivora intermedia,SA,PASSERIFORMES,Thamnophilidae,Lysbrynet Myresmutte
4627,Formicivora serrana,SA,PASSERIFORMES,Thamnophilidae,Serramyresmutte
4628,Formicivora melanogaster,SA,PASSERIFORMES,Thamnophilidae,Sortbuget Myresmutte
4629,Formicivora rufa,SA,PASSERIFORMES,Thamnophilidae,Rustrygget Myresmutte
4630,Formicivora grantsaui,SA,PASSERIFORMES,Thamnophilidae,Sincorá-myresmutte
4631,Formicivora acutirostris,SA,PASSERIFORMES,Thamnophilidae,Paranámyresmutte
4632,Dichrozona cincta,SA,PASSERIFORMES,Thamnophilidae,Båndmyresmutte
4633,Rhopias gularis,SA,PASSERIFORMES,Thamnophilidae,Niststrubet Myresmutte
4634,Isleria hauxwelli,SA,PASSERIFORMES,Thamnophilidae,Grå Myresmutte
4635,Isleria guttata,SA,PASSERIFORMES,Thamnophilidae,Rødbuget Myresmutte
