,IOC,Breeding Range,Order,Family,Portuguese
2783,Tyto furcata,"NA, MA, SA",STRIGIFORMES,Tytonidae,coruja-da-igreja
2784,Tyto javanica,"OR, AU, PO",STRIGIFORMES,Tytonidae,coruja-das-torres-oriental
2785,Tyto deroepstorffi,OR,STRIGIFORMES,Tytonidae,coruja-das-andamão
2786,Tyto capensis,AF,STRIGIFORMES,Tytonidae,coruja-do-capim
2787,Tyto longimembris,"OR, AU",STRIGIFORMES,Tytonidae,coruja-das-ervas
2788,Tyto prigoginei,AF,STRIGIFORMES,Tytonidae,coruja-baia-de-itombué
2789,Phodilus badius,OR,STRIGIFORMES,Tytonidae,coruja-baia-oriental
2790,Phodilus assimilis,OR,STRIGIFORMES,Tytonidae,coruja-baia-cingalesa
2791,Uroglaux dimorpha,AU,STRIGIFORMES,Strigidae,coruja-gavião-papua
2792,Ninox rufa,AU,STRIGIFORMES,Strigidae,coruja-ruiva
2793,Ninox strenua,AU,STRIGIFORMES,Strigidae,coruja-poderosa
2794,Ninox connivens,AU,STRIGIFORMES,Strigidae,coruja-ladradora
2795,Ninox rudolfi,AU,STRIGIFORMES,Strigidae,coruja-de-sumba
2796,Ninox boobook,AU,STRIGIFORMES,Strigidae,mocho-australiano
2797,Ninox rotiensis,AU,STRIGIFORMES,Strigidae,mocho-de-roti
2798,Ninox fusca,AU,STRIGIFORMES,Strigidae,mocho-de-timor
2799,Ninox plesseni,AU,STRIGIFORMES,Strigidae,mocho-de-alor
2800,Ninox leucopsis,AU,STRIGIFORMES,Strigidae,mocho-da-tasmânia
2801,Ninox novaeseelandiae,AU,STRIGIFORMES,Strigidae,mocho-maori
2802,Ninox japonica,OR,STRIGIFORMES,Strigidae,mocho-japonês
2803,Ninox scutulata,"OR, PAL",STRIGIFORMES,Strigidae,mocho-pardo
2804,Ninox obscura,OR,STRIGIFORMES,Strigidae,mocho-escuro
2805,Ninox randi,OR,STRIGIFORMES,Strigidae,mocho-chocolate
2806,Ninox affinis,OR,STRIGIFORMES,Strigidae,mocho-das-andamão
2807,Ninox philippensis,OR,STRIGIFORMES,Strigidae,mocho-de-lução
2808,Ninox spilocephala,OR,STRIGIFORMES,Strigidae,mocho-de-mindanau
2809,Ninox leventisi,OR,STRIGIFORMES,Strigidae,mocho-de-camiguim
2810,Ninox reyi,OR,STRIGIFORMES,Strigidae,mocho-das-sulu
2811,Ninox rumseyi,OR,STRIGIFORMES,Strigidae,mocho-de-cebu
2812,Ninox spilonotus,OR,STRIGIFORMES,Strigidae,mocho-de-romblão
2813,Ninox mindorensis,OR,STRIGIFORMES,Strigidae,mocho-de-mindoro
2814,Ninox sumbaensis,AU,STRIGIFORMES,Strigidae,mocho-de-sumba
2815,Ninox burhani,AU,STRIGIFORMES,Strigidae,mocho-das-toguião
2816,Ninox ochracea,AU,STRIGIFORMES,Strigidae,mocho-ocráceo
2817,Ninox ios,AU,STRIGIFORMES,Strigidae,mocho-avermelhado
2818,Ninox hypogramma,AU,STRIGIFORMES,Strigidae,coruja-de-halmahera
2819,Ninox hantu,AU,STRIGIFORMES,Strigidae,mocho-de-buru
2820,Ninox squamipila,AU,STRIGIFORMES,Strigidae,mocho-de-seram
2821,Ninox forbesi,AU,STRIGIFORMES,Strigidae,mocho-das-tanimbar
2822,Ninox natalis,IO,STRIGIFORMES,Strigidae,mocho-de-natal
2823,Ninox meeki,AU,STRIGIFORMES,Strigidae,mocho-da-manus
2824,Ninox theomacha,AU,STRIGIFORMES,Strigidae,mocho-papua
2825,Ninox punctulata,AU,STRIGIFORMES,Strigidae,mocho-da-celebes
2826,Ninox odiosa,AU,STRIGIFORMES,Strigidae,mocho-da-nova-bretanha
2827,Ninox variegata,AU,STRIGIFORMES,Strigidae,mocho-da-nova-irlanda
2828,Taenioptynx brodiei,OR,STRIGIFORMES,Strigidae,mochinho-de-coleira
2829,Taenioptynx sylvaticus,OR,STRIGIFORMES,Strigidae,mochinho-da-sunda
2830,Micrathene whitneyi,"NA, MA",STRIGIFORMES,Strigidae,corujinha-dos-saguaros
2831,Xenoglaux loweryi,SA,STRIGIFORMES,Strigidae,corujinha-de-bigodes
2832,Aegolius funereus,"NA, PAL",STRIGIFORMES,Strigidae,mocho-funéreo
2833,Aegolius acadicus,"NA, MA",STRIGIFORMES,Strigidae,mocho-amolador
2834,Aegolius ridgwayi,MA,STRIGIFORMES,Strigidae,mocho-imaculado
2835,Aegolius harrisii,SA,STRIGIFORMES,Strigidae,caburé-acanelado
2836,Athene cunicularia,"NA, MA, SA",STRIGIFORMES,Strigidae,coruja-buraqueira
2837,Athene brama,"OR, PAL",STRIGIFORMES,Strigidae,mocho-malhado
2838,Athene noctua,"PAL, AF",STRIGIFORMES,Strigidae,mocho-galego
2839,Athene superciliaris,AF,STRIGIFORMES,Strigidae,mocho-de-sobrancelhas
2840,Athene blewitti,OR,STRIGIFORMES,Strigidae,mocho-da-floresta
2841,Athene jacquinoti,AU,STRIGIFORMES,Strigidae,mocho-das-salomão-ocidentais
2842,Athene granti,AU,STRIGIFORMES,Strigidae,mocho-de-guadalcanal
2843,Athene malaitae,AU,STRIGIFORMES,Strigidae,mocho-de-malaita
2844,Athene roseoaxillaris,AU,STRIGIFORMES,Strigidae,mocho-de-makira
2845,Surnia ulula,"NA, PAL",STRIGIFORMES,Strigidae,mocho-rabilongo
2846,Glaucidium passerinum,PAL,STRIGIFORMES,Strigidae,mocho-anão
2847,Glaucidium perlatum,AF,STRIGIFORMES,Strigidae,mocho-perlado
2848,Glaucidium tephronotum,AF,STRIGIFORMES,Strigidae,mochinho-de-peito-vermelho
2849,Glaucidium sjostedti,AF,STRIGIFORMES,Strigidae,mochinho-congolês
2850,Glaucidium cuculoides,OR,STRIGIFORMES,Strigidae,mochinho-cuculoide
2851,Glaucidium castanopterum,OR,STRIGIFORMES,Strigidae,mochinho-de-java
2852,Glaucidium radiatum,OR,STRIGIFORMES,Strigidae,mochinho-indiano
2853,Glaucidium castanotum,OR,STRIGIFORMES,Strigidae,mochinho-cingalês
2854,Glaucidium capense,AF,STRIGIFORMES,Strigidae,mocho-barrado
2855,Glaucidium albertinum,AF,STRIGIFORMES,Strigidae,mochinho-albertino
2856,Glaucidium californicum,"NA, MA",STRIGIFORMES,Strigidae,mochinho-das-rochosas
2857,Glaucidium gnoma,"NA, MA",STRIGIFORMES,Strigidae,mochinho-serrano
2858,Glaucidium hoskinsii,MA,STRIGIFORMES,Strigidae,mochinho-da-baixa-califórnia
2859,Glaucidium cobanense,MA,STRIGIFORMES,Strigidae,caburé-da-guatemala
2860,Glaucidium costaricanum,MA,STRIGIFORMES,Strigidae,caburé-da-costa-rica
2861,Glaucidium nubicola,SA,STRIGIFORMES,Strigidae,caburé-nubícola
2862,Glaucidium jardinii,SA,STRIGIFORMES,Strigidae,caburé-dos-andes
2863,Glaucidium bolivianum,SA,STRIGIFORMES,Strigidae,caburé-das-iungas
2864,Glaucidium palmarum,MA,STRIGIFORMES,Strigidae,caburé-de-colima
2865,Glaucidium sanchezi,MA,STRIGIFORMES,Strigidae,caburé-de-tamaulipas
2866,Glaucidium griseiceps,"MA, SA",STRIGIFORMES,Strigidae,caburé-centro-americano
2867,Glaucidium parkeri,SA,STRIGIFORMES,Strigidae,caburé-subtropical
2868,Glaucidium hardyi,SA,STRIGIFORMES,Strigidae,caburé-da-amazónia
2869,Glaucidium minutissimum,SA,STRIGIFORMES,Strigidae,caburé-miudinho
2870,Glaucidium mooreorum,SA,STRIGIFORMES,Strigidae,caburé-de-pernambuco
2871,Glaucidium brasilianum,"MA, SA",STRIGIFORMES,Strigidae,caburé-ferrugem
2872,Glaucidium peruanum,SA,STRIGIFORMES,Strigidae,mochinho-do-pacífico
2873,Glaucidium nana,SA,STRIGIFORMES,Strigidae,caburé-austral
2874,Otus gurneyi,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-gigante
2875,Otus sagittatus,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-fronte-branca
2876,Otus rufescens,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-avermelhado
2877,Otus thilohoffmanni,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-inesperado
2878,Otus icterorhynchus,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-ruivo
2879,Otus ireneae,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-sokoke
2880,Otus balli,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-andamão
2881,Otus alfredi,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-flores
2882,Otus spilocephalus,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-montesino
2883,Otus angelinae,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-java
2884,Otus mirus,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-serrano-de-mindanau
2885,Otus longicornis,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-serrano-de-lução
2886,Otus mindorensis,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-mindoro
2887,Otus madagascariensis,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-torotoroca
2888,Otus rutilus,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-da-floresta-tropical
2889,Otus mayottensis,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-maiote
2890,Otus pauliani,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-do-karthala
2891,Otus capnodes,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-anjuã
2892,Otus moheliensis,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-moéli
2893,Otus brucei,PAL,STRIGIFORMES,Strigidae,mocho-de-orelhas-pálido
2894,Otus pamelae,PAL,STRIGIFORMES,Strigidae,mocho-de-orelhas-arábico
2895,Otus scops,PAL,STRIGIFORMES,Strigidae,mocho-de-orelhas-eurasiático
2896,Otus cyprius,PAL,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-chipre
2897,Otus bikegila,AF,STRIGIFORMES,Strigidae,Principe Scops Owl
2898,Otus pembaensis,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-pemba
2899,Otus hartlaubi,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-são-tomé
2900,Otus senegalensis,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-africano
2901,Otus feae,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-ano-bom
2902,Otus socotranus,AF,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-socotorá
2903,Otus sunia,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-oriental
2904,Otus elegans,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-léquias
2905,Otus magicus,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-molucas
2906,Otus tempestatis,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-wetar
2907,Otus sulaensis,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-sula
2908,Otus beccarii,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-biak
2909,Otus manadensis,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-da-celebes
2910,Otus mendeni,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-bangai
2911,Otus siaoensis,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-siau
2912,Otus collari,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-sanguir
2913,Otus mantananensis,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-mantanani
2914,Otus insularis,IO,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-seicheles
2915,Otus alius,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-nicobar
2916,Otus umbra,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-simeulue
2917,Otus enganensis,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-engano
2918,Otus mentawi,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-das-mentawai
2919,Otus brookii,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-brancas
2920,Otus bakkamoena,"PAL, OR",STRIGIFORMES,Strigidae,mocho-de-orelhas-indiano
2921,Otus lettia,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-colar
2922,Otus semitorques,PAL,STRIGIFORMES,Strigidae,mocho-de-orelhas-japonês
2923,Otus lempiji,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-da-sunda
2924,Otus megalotis,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-grande-de-lução
2925,Otus nigrorum,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-negros
2926,Otus everetti,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-grande-de-mindanau
2927,Otus fuliginosus,OR,STRIGIFORMES,Strigidae,mocho-de-orelhas-de-palauã
2928,Otus silvicola,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-da-pequena-sunda
2929,Otus jolandae,AU,STRIGIFORMES,Strigidae,mocho-de-orelhas-do-rinjani
2930,Otus podarginus,PO,STRIGIFORMES,Strigidae,coruja-de-palau
2931,Ptilopsis leucotis,AF,STRIGIFORMES,Strigidae,mocho-de-faces-brancas-equatoriano
2932,Ptilopsis granti,AF,STRIGIFORMES,Strigidae,mocho-de-faces-brancas-austral
2933,Asio clamator,"MA, SA",STRIGIFORMES,Strigidae,coruja-orelhuda
2934,Asio otus,"NA, MA, PAL",STRIGIFORMES,Strigidae,bufo-pequeno
2935,Asio abyssinicus,AF,STRIGIFORMES,Strigidae,mocho-da-abissínia
2936,Asio madagascariensis,AF,STRIGIFORMES,Strigidae,mocho-de-madagáscar
2937,Asio stygius,"MA, SA",STRIGIFORMES,Strigidae,mocho-diabo
2938,Asio flammeus,Worldwide,STRIGIFORMES,Strigidae,coruja-do-nabal
2939,Asio capensis,AF,STRIGIFORMES,Strigidae,coruja-moura
2940,Asio solomonensis,AU,STRIGIFORMES,Strigidae,coruja-das-salomão
2941,Jubula lettii,AF,STRIGIFORMES,Strigidae,coruja-de-crina
2942,Bubo scandiacus,"NA, PAL",STRIGIFORMES,Strigidae,coruja-das-neves
2943,Bubo virginianus,"NA, MA, SA",STRIGIFORMES,Strigidae,corujão-orelhudo
2944,Bubo magellanicus,SA,STRIGIFORMES,Strigidae,corujão-chileno
2945,Bubo bubo,PAL,STRIGIFORMES,Strigidae,bufo-real
2946,Bubo bengalensis,OR,STRIGIFORMES,Strigidae,bufo-indiano
2947,Bubo ascalaphus,AF,STRIGIFORMES,Strigidae,bufo-mourisco
2948,Bubo capensis,AF,STRIGIFORMES,Strigidae,bufo-do-cabo
2949,Bubo milesi,PAL,STRIGIFORMES,Strigidae,bufo-arábico
2950,Bubo cinerascens,AF,STRIGIFORMES,Strigidae,bufo-do-sael
2951,Bubo africanus,AF,STRIGIFORMES,Strigidae,bufo-malhado
2952,Ketupa poensis,AF,STRIGIFORMES,Strigidae,bufo-congolês
2953,Ketupa leucosticta,AF,STRIGIFORMES,Strigidae,bufo-de-cabinda
2954,Ketupa lactea,AF,STRIGIFORMES,Strigidae,bufo-leitoso
2955,Ketupa shelleyi,AF,STRIGIFORMES,Strigidae,bufo-barrado
2956,Ketupa blakistoni,PAL,STRIGIFORMES,Strigidae,bufo-da-manchúria
2957,Ketupa zeylonensis,"OR, PAL",STRIGIFORMES,Strigidae,bufo-pescador-castanho
2958,Ketupa flavipes,OR,STRIGIFORMES,Strigidae,bufo-pescador-ruivo
2959,Ketupa ketupu,OR,STRIGIFORMES,Strigidae,bufo-pescador-bege
2960,Ketupa sumatrana,OR,STRIGIFORMES,Strigidae,bufo-malaio
2961,Ketupa nipalensis,OR,STRIGIFORMES,Strigidae,bufo-sarapintado
2962,Ketupa coromanda,OR,STRIGIFORMES,Strigidae,bufo-sombrio
2963,Ketupa philippensis,OR,STRIGIFORMES,Strigidae,bufo-filipino
2964,Scotopelia peli,AF,STRIGIFORMES,Strigidae,corujão-pesqueiro-grande
2965,Scotopelia ussheri,AF,STRIGIFORMES,Strigidae,corujão-pesqueiro-ruivo
2966,Scotopelia bouvieri,AF,STRIGIFORMES,Strigidae,corujão-pesqueiro-vermiculado
2967,Psiloscops flammeolus,"NA, MA",STRIGIFORMES,Strigidae,corujinha-flamejante
2968,Megascops trichopsis,"NA, MA",STRIGIFORMES,Strigidae,corujinha-rítmica
2969,Megascops clarkii,"MA, SA",STRIGIFORMES,Strigidae,corujinha-serrana
2970,Megascops albogularis,SA,STRIGIFORMES,Strigidae,corujinha-de-garganta-branca
2971,Megascops choliba,"MA, SA",STRIGIFORMES,Strigidae,corujinha-do-mato
2972,Megascops barbarus,MA,STRIGIFORMES,Strigidae,corujinha-barbuda
2973,Megascops cooperi,MA,STRIGIFORMES,Strigidae,corujinha-do-pacífico
2974,Megascops kennicottii,"NA, MA",STRIGIFORMES,Strigidae,corujinha-do-oeste
2975,Megascops asio,"NA, MA",STRIGIFORMES,Strigidae,corujinha-do-leste
2976,Megascops seductus,MA,STRIGIFORMES,Strigidae,corujinha-do-balsas
2977,Megascops guatemalae,MA,STRIGIFORMES,Strigidae,corujinha-da-guatemala
2978,Megascops koepckeae,SA,STRIGIFORMES,Strigidae,corujinha-quíchua
2979,Megascops ingens,SA,STRIGIFORMES,Strigidae,corujinha-avermelhada
2980,Megascops petersoni,SA,STRIGIFORMES,Strigidae,corujinha-canela
2981,Megascops marshalli,SA,STRIGIFORMES,Strigidae,corujinha-nubícola
2982,Megascops hoyi,SA,STRIGIFORMES,Strigidae,corujinha-das-iungas
2983,Megascops centralis,SA,STRIGIFORMES,Strigidae,corujinha-do-chocó
2984,Megascops roraimae,SA,STRIGIFORMES,Strigidae,corujinha-de-roraima
2985,Megascops sanctaecatarinae,SA,STRIGIFORMES,Strigidae,corujinha-do-sul
2986,Megascops gilesi,SA,STRIGIFORMES,Strigidae,corujinha-de-santa-marta
2987,Megascops roboratus,SA,STRIGIFORMES,Strigidae,corujinha-peruana
2988,Megascops watsonii,SA,STRIGIFORMES,Strigidae,corujinha-orelhuda
2989,Megascops atricapilla,SA,STRIGIFORMES,Strigidae,corujinha-sapo
2990,Pulsatrix perspicillata,"MA, SA",STRIGIFORMES,Strigidae,murucututu-de-garganta-preta
2991,Pulsatrix koeniswaldiana,SA,STRIGIFORMES,Strigidae,murucututu-de-barriga-amarela
2992,Pulsatrix melanota,SA,STRIGIFORMES,Strigidae,murucututu-de-barriga-listrada
2993,Lophostrix cristata,"MA, SA",STRIGIFORMES,Strigidae,coruja-de-crista
2994,Strix seloputo,OR,STRIGIFORMES,Strigidae,coruja-dos-pagodes
2995,Strix ocellata,OR,STRIGIFORMES,Strigidae,coruja-ocelada
2996,Strix leptogrammica,OR,STRIGIFORMES,Strigidae,coruja-oriental
2997,Strix aluco,PAL,STRIGIFORMES,Strigidae,coruja-do-mato-europeia
2998,Strix mauritanica,AF,STRIGIFORMES,Strigidae,coruja-do-magrebe
2999,Strix nivicolum,PAL,STRIGIFORMES,Strigidae,coruja-chinesa
3000,Strix hadorami,"PAL, AF",STRIGIFORMES,Strigidae,coruja-do-deserto
3001,Strix butleri,PAL,STRIGIFORMES,Strigidae,coruja-de-omã
3002,Strix occidentalis,"NA, MA",STRIGIFORMES,Strigidae,coruja-pintada
3003,Strix sartorii,MA,STRIGIFORMES,Strigidae,coruja-mexicana
3004,Strix fulvescens,MA,STRIGIFORMES,Strigidae,coruja-fulva
3005,Strix hylophila,SA,STRIGIFORMES,Strigidae,coruja-listrada
3006,Strix chacoensis,SA,STRIGIFORMES,Strigidae,coruja-do-chaco
3007,Strix rufipes,SA,STRIGIFORMES,Strigidae,coruja-chilena
3008,Strix uralensis,PAL,STRIGIFORMES,Strigidae,coruja-dos-urales
3009,Strix nebulosa,"NA, PAL",STRIGIFORMES,Strigidae,coruja-cinzenta
3010,Strix woodfordii,AF,STRIGIFORMES,Strigidae,coruja-da-floresta
3011,Strix virgata,"MA, SA",STRIGIFORMES,Strigidae,coruja-do-mato-neotropical
3012,Strix nigrolineata,"MA, SA",STRIGIFORMES,Strigidae,coruja-de-cara-negra
3013,Strix huhula,SA,STRIGIFORMES,Strigidae,coruja-preta
3014,Strix albitarsis,SA,STRIGIFORMES,Strigidae,coruja-dos-andes
3015,Colius striatus,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-peito-barrado
3016,Colius leucocephalus,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-cabeça-branca
3017,Colius castanotus,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-angola
3018,Colius colius,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-dorso-branco
3019,Urocolius macrourus,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-nuca-azul
3020,Urocolius indicus,AF,COLIIFORMES,Coliidae,rabo-de-junco-de-faces-vermelhas
3021,Leptosomus discolor,AF,LEPTOSOMIFORMES,Leptosomidae,rolieiro-cuco
3022,Euptilotis neoxenus,MA,TROGONIFORMES,Trogonidae,quetzal-orelhudo
3023,Pharomachrus pavoninus,SA,TROGONIFORMES,Trogonidae,quetzal-pavão
3024,Pharomachrus auriceps,"MA, SA",TROGONIFORMES,Trogonidae,quetzal-de-cabeça-dourada
3025,Pharomachrus fulgidus,SA,TROGONIFORMES,Trogonidae,quetzal-de-pontas-brancas
3026,Pharomachrus mocinno,MA,TROGONIFORMES,Trogonidae,quetzal-resplandecente  
3027,Pharomachrus antisianus,SA,TROGONIFORMES,Trogonidae,quetzal-de-poupa
3028,Trogon clathratus,MA,TROGONIFORMES,Trogonidae,surucuá-de-olho-branco
3029,Trogon massena,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-de-cauda-escura 
3030,Trogon comptus,SA,TROGONIFORMES,Trogonidae,surucuá-do-chocó
3031,Trogon mesurus,SA,TROGONIFORMES,Trogonidae,surucuá-equatoriano
3032,Trogon melanurus,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-de-cauda-preta
3033,Trogon melanocephalus,MA,TROGONIFORMES,Trogonidae,surucuá-de-cabeça-preta
3034,Trogon citreolus,MA,TROGONIFORMES,Trogonidae,surucuá-citrino
3035,Trogon chionurus,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-de-cauda-branca
3036,Trogon bairdii,MA,TROGONIFORMES,Trogonidae,surucuá-de-barriga-encarnada
3037,Trogon viridis,SA,TROGONIFORMES,Trogonidae,surucuá-de-barriga-amarela
3038,Trogon caligatus,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-calçado
3039,Trogon ramonianus,SA,TROGONIFORMES,Trogonidae,surucuá-pequeno
3040,Trogon violaceus,SA,TROGONIFORMES,Trogonidae,surucuá-violáceo
3041,Trogon curucui,SA,TROGONIFORMES,Trogonidae,surucuá-de-barriga-vermelha
3042,Trogon surrucura,SA,TROGONIFORMES,Trogonidae,surucuá-variado
3043,Trogon rufus,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-dourado
3044,Trogon elegans,"NA, MA",TROGONIFORMES,Trogonidae,surucuá-elegante
3045,Trogon mexicanus,MA,TROGONIFORMES,Trogonidae,surucuá-da-montanha
3046,Trogon collaris,"MA, SA",TROGONIFORMES,Trogonidae,surucuá-de-coleira
3047,Trogon personatus,SA,TROGONIFORMES,Trogonidae,surucuá-mascarado
3048,Apaloderma narina,AF,TROGONIFORMES,Trogonidae,republicano-comum
3049,Apaloderma aequatoriale,AF,TROGONIFORMES,Trogonidae,republicano-de-lágrima
3050,Apaloderma vittatum,AF,TROGONIFORMES,Trogonidae,republicano-de-cauda-barrada
3051,Apalharpactes reinwardtii,OR,TROGONIFORMES,Trogonidae,republicano-de-java
3052,Apalharpactes mackloti,OR,TROGONIFORMES,Trogonidae,republicano-de-samatra
3053,Harpactes fasciatus,OR,TROGONIFORMES,Trogonidae,republicano-do-malabar
3054,Harpactes kasumba,OR,TROGONIFORMES,Trogonidae,republicano-de-nuca-vermelha
3055,Harpactes diardii,OR,TROGONIFORMES,Trogonidae,republicano-de-olho-violeta
3056,Harpactes ardens,OR,TROGONIFORMES,Trogonidae,republicano-filipino
3057,Harpactes whiteheadi,OR,TROGONIFORMES,Trogonidae,republicano-de-bornéu
3058,Harpactes orrhophaeus,OR,TROGONIFORMES,Trogonidae,republicano-canela
3059,Harpactes duvaucelii,OR,TROGONIFORMES,Trogonidae,republicano-de-rabadilha-vermelha
3060,Harpactes oreskios,OR,TROGONIFORMES,Trogonidae,republicano-de-peito-laranja
3061,Harpactes erythrocephalus,OR,TROGONIFORMES,Trogonidae,republicano-de-cabeça-vermelha
3062,Harpactes wardi,OR,TROGONIFORMES,Trogonidae,republicano-do-himalaia
3063,Upupa epops,"PAL, OR",BUCEROTIFORMES,Upupidae,poupa-comum
3064,Upupa africana,AF,BUCEROTIFORMES,Upupidae,poupa-africana
3065,Upupa marginata,AF,BUCEROTIFORMES,Upupidae,poupa-de-madagáscar
3066,Phoeniculus castaneiceps,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-de-cabeça-castanha
3067,Phoeniculus bollei,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-de-cabeça-branca
3068,Phoeniculus purpureus,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-de-bico-vermelho
3069,Phoeniculus somaliensis,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-de-bico-preto
3070,Phoeniculus damarensis,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-da-damaralândia
3071,Phoeniculus granti,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-do-quénia
3072,Rhinopomastus aterrimus,AF,BUCEROTIFORMES,Phoeniculidae,zombeteiro-preto
3073,Rhinopomastus cyanomelas,AF,BUCEROTIFORMES,Phoeniculidae,bico-de-cimitarra-grande
3074,Rhinopomastus minor,AF,BUCEROTIFORMES,Phoeniculidae,bico-de-cimitarra-da-abissínia
3075,Bucorvus abyssinicus,AF,BUCEROTIFORMES,Bucorvidae,alma-de-biafada
3076,Bucorvus leadbeateri,AF,BUCEROTIFORMES,Bucorvidae,calau-gigante
3077,Tockus ruahae,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-vermelho-da-tanzânia
3078,Tockus kempi,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-vermelho-da-guiné
3079,Tockus damarensis,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-vermelho-da-damaralândia
3080,Tockus rufirostris,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-vermelho-austral
3081,Tockus erythrorhynchus,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-vermelho-setentrional
3082,Tockus monteiri,AF,BUCEROTIFORMES,Bucerotidae,calau-do-namibe
3083,Tockus deckeni,AF,BUCEROTIFORMES,Bucerotidae,calau-da-áfrica-oriental
3084,Tockus jacksoni,AF,BUCEROTIFORMES,Bucerotidae,calau-de-turcana
3085,Tockus leucomelas,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-amarelo-austral
3086,Tockus flavirostris,AF,BUCEROTIFORMES,Bucerotidae,calau-de-bico-amarelo-oriental
3087,Lophoceros bradfieldi,AF,BUCEROTIFORMES,Bucerotidae,calau-do-mutiáti
3088,Lophoceros alboterminatus,AF,BUCEROTIFORMES,Bucerotidae,calau-coroado
3089,Lophoceros semifasciatus,AF,BUCEROTIFORMES,Bucerotidae,West African Pied Hornbill
3090,Lophoceros fasciatus,AF,BUCEROTIFORMES,Bucerotidae,calau-preto-e-branco
3091,Lophoceros hemprichii,AF,BUCEROTIFORMES,Bucerotidae,calau-da-abissínia
3092,Lophoceros nasutus,AF,BUCEROTIFORMES,Bucerotidae,calau-cinzento
3093,Lophoceros camurus,AF,BUCEROTIFORMES,Bucerotidae,calau-anão-castanho
