,IOC,Breeding Range,Order,Family,Ukrainian
844,Oreotrochilus cyanolaemus,SA,APODIFORMES,Trochilidae,колібрі-плямохвіст синьогорлий
845,Oreotrochilus stolzmanni,SA,APODIFORMES,Trochilidae,колібрі-плямохвіст зеленоголовий
846,Oreotrochilus melanogaster,SA,APODIFORMES,Trochilidae,колібрі-плямохвіст чорногрудий
847,Oreotrochilus adela,SA,APODIFORMES,Trochilidae,колібрі-плямохвіст болівійський
848,Opisthoprora euryptera,SA,APODIFORMES,Trochilidae,колібрі-шпилькодзьоб
849,Lesbia victoriae,SA,APODIFORMES,Trochilidae,колібрі-довгохвіст бронзовий
850,Lesbia nuna,SA,APODIFORMES,Trochilidae,колібрі-довгохвіст смарагдовий
851,Ramphomicron dorsale,SA,APODIFORMES,Trochilidae,колібрі-короткодзьоб чорний
852,Ramphomicron microrhynchum,SA,APODIFORMES,Trochilidae,колібрі-короткодзьоб пурпуровий
853,Oreonympha nobilis,SA,APODIFORMES,Trochilidae,колібрі-німфа гірський
854,Oxypogon stuebelii,SA,APODIFORMES,Trochilidae,колібрі арменіанський
855,Oxypogon cyanolaemus,SA,APODIFORMES,Trochilidae,колібрі синьобородий
856,Oxypogon lindenii,SA,APODIFORMES,Trochilidae,колібрі венесуельський
857,Oxypogon guerinii,SA,APODIFORMES,Trochilidae,колібрі строкаточубий
858,Chalcostigma heteropogon,SA,APODIFORMES,Trochilidae,колібрі-тонкодзьоб бронзовий
859,Chalcostigma herrani,SA,APODIFORMES,Trochilidae,колібрі-тонкодзьоб білохвостий
860,Chalcostigma ruficeps,SA,APODIFORMES,Trochilidae,колібрі-тонкодзьоб червонолобий
861,Chalcostigma olivaceum,SA,APODIFORMES,Trochilidae,колібрі-тонкодзьоб оливковий
862,Chalcostigma stanleyi,SA,APODIFORMES,Trochilidae,колібрі-тонкодзьоб синьохвостий
863,Metallura tyrianthina,SA,APODIFORMES,Trochilidae,колібрі-барвограй зеленогорлий
864,Metallura iracunda,SA,APODIFORMES,Trochilidae,колібрі-барвограй золотистий
865,Metallura williami,SA,APODIFORMES,Trochilidae,колібрі-барвограй зелений
866,Metallura baroni,SA,APODIFORMES,Trochilidae,колібрі-барвограй пурпуровогорлий
867,Metallura odomae,SA,APODIFORMES,Trochilidae,колібрі-барвограй еквадорський
868,Metallura theresiae,SA,APODIFORMES,Trochilidae,колібрі-барвограй мідний
869,Metallura eupogon,SA,APODIFORMES,Trochilidae,колібрі-барвограй червоногорлий
870,Metallura aeneocauda,SA,APODIFORMES,Trochilidae,колібрі-барвограй перуанський
871,Metallura phoebe,SA,APODIFORMES,Trochilidae,колібрі-барвограй чорний
872,Haplophaedia aureliae,"MA, SA",APODIFORMES,Trochilidae,колібрі-пухоніг золотистоголовий
873,Haplophaedia assimilis,SA,APODIFORMES,Trochilidae,колібрі-пухоніг рудоногий
874,Haplophaedia lugens,SA,APODIFORMES,Trochilidae,колібрі-пухоніг сіроволий
875,Eriocnemis nigrivestis,SA,APODIFORMES,Trochilidae,еріон чорний
876,Eriocnemis isabellae,SA,APODIFORMES,Trochilidae,еріон колумбійський
877,Eriocnemis vestita,SA,APODIFORMES,Trochilidae,еріон фіолетовогорлий
878,Eriocnemis derbyi,SA,APODIFORMES,Trochilidae,еріон чорноногий
879,Eriocnemis godini,SA,APODIFORMES,Trochilidae,еріон синьогорлий
880,Eriocnemis cupreoventris,SA,APODIFORMES,Trochilidae,еріон золотогрудий
881,Eriocnemis luciani,SA,APODIFORMES,Trochilidae,еріон синьолобий
882,Eriocnemis mosquera,SA,APODIFORMES,Trochilidae,еріон золотоволий
883,Eriocnemis glaucopoides,SA,APODIFORMES,Trochilidae,еріон болівійський
884,Eriocnemis mirabilis,SA,APODIFORMES,Trochilidae,еріон синьогрудий
885,Eriocnemis aline,SA,APODIFORMES,Trochilidae,еріон смарагдовий
886,Loddigesia mirabilis,SA,APODIFORMES,Trochilidae,колібрі-китицехвіст
887,Aglaeactis cupripennis,SA,APODIFORMES,Trochilidae,колібрі-золотожар рудоволий
888,Aglaeactis castelnaudii,SA,APODIFORMES,Trochilidae,колібрі-золотожар перуанський
889,Aglaeactis aliciae,SA,APODIFORMES,Trochilidae,колібрі-золотожар пурпуровий
890,Aglaeactis pamela,SA,APODIFORMES,Trochilidae,колібрі-золотожар чорноголовий
891,Coeligena coeligena,SA,APODIFORMES,Trochilidae,колібрі-інка бронзовий
892,Coeligena wilsoni,SA,APODIFORMES,Trochilidae,колібрі-інка аметистовогорлий
893,Coeligena prunellei,SA,APODIFORMES,Trochilidae,колібрі-інка чорний
894,Coeligena conradii,SA,APODIFORMES,Trochilidae,колібрі-інка зелений
895,Coeligena torquata,SA,APODIFORMES,Trochilidae,колібрі-інка біловолий
896,Coeligena inca,SA,APODIFORMES,Trochilidae,колібрі-інка рудоволий
897,Coeligena violifer,SA,APODIFORMES,Trochilidae,колібрі-інка фіолетовий
898,Coeligena iris,SA,APODIFORMES,Trochilidae,колібрі-інка райдужний
899,Coeligena phalerata,SA,APODIFORMES,Trochilidae,колібрі-інка білохвостий
900,Coeligena orina,SA,APODIFORMES,Trochilidae,колібрі-інка колумбійський
901,Coeligena lutetiae,SA,APODIFORMES,Trochilidae,колібрі-інка строкатокрилий
902,Coeligena consita,SA,APODIFORMES,Trochilidae,колібрі-інка периханський
903,Coeligena bonapartei,SA,APODIFORMES,Trochilidae,колібрі-інка золоточеревий
904,Coeligena eos,SA,APODIFORMES,Trochilidae,колібрі-інка золотистий
905,Coeligena helianthea,SA,APODIFORMES,Trochilidae,колібрі-інка рожевочеревий
906,Lafresnaya lafresnayi,SA,APODIFORMES,Trochilidae,колібрі гірський
907,Ensifera ensifera,SA,APODIFORMES,Trochilidae,колібрі-списодзьоб
908,Pterophanes cyanopterus,SA,APODIFORMES,Trochilidae,колібрі блакитнокрилий
909,Boissonneaua flavescens,SA,APODIFORMES,Trochilidae,колібрі-коронет зелений
910,Boissonneaua matthewsii,SA,APODIFORMES,Trochilidae,колібрі-коронет каштановогрудий
911,Boissonneaua jardini,SA,APODIFORMES,Trochilidae,колібрі-коронет пурпуровий
912,Ocreatus underwoodii,SA,APODIFORMES,Trochilidae,колібрі-пухоніг віхтьохвостий
913,Ocreatus peruanus,SA,APODIFORMES,Trochilidae,колібрі-пухоніг перуанський
914,Ocreatus addae,SA,APODIFORMES,Trochilidae,колібрі-пухоніг болівійський
915,Urochroa bougueri,SA,APODIFORMES,Trochilidae,колібрі білохвостий
916,Urochroa leucura,SA,APODIFORMES,Trochilidae,колібрі зеленоспинний
917,Urosticte benjamini,SA,APODIFORMES,Trochilidae,колібрі-зіркохвіст фіолетововолий
918,Urosticte ruficrissa,SA,APODIFORMES,Trochilidae,колібрі-зіркохвіст зелений
919,Heliodoxa xanthogonys,SA,APODIFORMES,Trochilidae,колібрі-діамант венесуельський
920,Heliodoxa gularis,SA,APODIFORMES,Trochilidae,колібрі-діамант рожевогорлий
921,Heliodoxa branickii,SA,APODIFORMES,Trochilidae,колібрі-діамант перуанський
922,Heliodoxa schreibersii,SA,APODIFORMES,Trochilidae,колібрі-діамант чорногорлий
923,Heliodoxa aurescens,SA,APODIFORMES,Trochilidae,колібрі-діамант золотистий
924,Heliodoxa rubinoides,SA,APODIFORMES,Trochilidae,колібрі-діамант рубіновогорлий
925,Heliodoxa jacula,"MA, SA",APODIFORMES,Trochilidae,колібрі-діамант колумбійський
926,Heliodoxa imperatrix,SA,APODIFORMES,Trochilidae,колібрі-діамант королівський
927,Heliodoxa leadbeateri,SA,APODIFORMES,Trochilidae,колібрі-діамант фіолетоволобий
928,Heliodoxa rubricauda,SA,APODIFORMES,Trochilidae,колібрі вогнехвостий
929,Patagona gigas,SA,APODIFORMES,Trochilidae,колібрі велетенський
930,Sternoclyta cyanopectus,SA,APODIFORMES,Trochilidae,колібрі аметистововолий
931,Hylonympha macrocerca,SA,APODIFORMES,Trochilidae,колібрі-німфа лісовий
932,Eugenes fulgens,"NA, MA",APODIFORMES,Trochilidae,колібрі-герцог північний
933,Eugenes spectabilis,MA,APODIFORMES,Trochilidae,колібрі-герцог південний
934,Panterpe insignis,MA,APODIFORMES,Trochilidae,колібрі кордильєрський
935,Heliomaster longirostris,"MA, SA",APODIFORMES,Trochilidae,колібрі-янгол синьоголовий
936,Heliomaster constantii,MA,APODIFORMES,Trochilidae,колібрі-янгол біловусий
937,Heliomaster squamosus,SA,APODIFORMES,Trochilidae,колібрі-янгол фіолетововусий
938,Heliomaster furcifer,SA,APODIFORMES,Trochilidae,колібрі-янгол синьогрудий
939,Lampornis hemileucus,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт білогрудий
940,Lampornis clemenciae,"NA, MA",APODIFORMES,Trochilidae,колібрі-самоцвіт синьогорлий
941,Lampornis amethystinus,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт аметистовогорлий
942,Lampornis viridipallens,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт зеленогорлий
943,Lampornis sybillae,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт зелений
944,Lampornis calolaemus,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт пурпуровогорлий
945,Lampornis cinereicauda,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт сірохвостий 
946,Lampornis castaneoventris,MA,APODIFORMES,Trochilidae,колібрі-самоцвіт білогорлий
947,Lamprolaima rhami,MA,APODIFORMES,Trochilidae,колібрі багряногорлий
948,Calliphlox amethystina,SA,APODIFORMES,Trochilidae,колібрі-аметист білочеревий
949,Myrtis fanny,SA,APODIFORMES,Trochilidae,колібрі бірюзовогорлий
950,Rhodopis vesper,SA,APODIFORMES,Trochilidae,колібрі оазовий
951,Myrmia micrura,SA,APODIFORMES,Trochilidae,колібрі куцохвостий
952,Thaumastura cora,SA,APODIFORMES,Trochilidae,колібрі перуанський
953,Philodice bryantae,MA,APODIFORMES,Trochilidae,колібрі-аметист гірський
954,Philodice mitchellii,"MA, SA",APODIFORMES,Trochilidae,колібрі-аметист рудочеревий
955,Eulidia yarrellii,SA,APODIFORMES,Trochilidae,колібрі чилійський
956,Microstilbon burmeisteri,SA,APODIFORMES,Trochilidae,колібрі тонкохвостий
957,Chaetocercus mulsant,SA,APODIFORMES,Trochilidae,колібрі-іскринка білочеревий
958,Chaetocercus bombus,SA,APODIFORMES,Trochilidae,колібрі-іскринка малий
959,Chaetocercus heliodor,SA,APODIFORMES,Trochilidae,колібрі-іскринка рубіновогорлий
960,Chaetocercus astreans,SA,APODIFORMES,Trochilidae,колібрі-іскринка колумбійсьий
961,Chaetocercus berlepschi,SA,APODIFORMES,Trochilidae,колібрі-іскринка оливковий
962,Chaetocercus jourdanii,SA,APODIFORMES,Trochilidae,колібрі-іскринка тринідадський
963,Tilmatura dupontii,MA,APODIFORMES,Trochilidae,колібрі строкатохвостий
964,Doricha enicura,MA,APODIFORMES,Trochilidae,колібрі-вилохвіст сальвадорський
965,Doricha eliza,MA,APODIFORMES,Trochilidae,колібрі-вилохвіст мексиканський
966,Calothorax pulcher,MA,APODIFORMES,Trochilidae,колібрі-білозір чагарниковий
967,Calypte costae,"NA, MA",APODIFORMES,Trochilidae,каліпта аметистовоголова
968,Selasphorus heloisa,MA,APODIFORMES,Trochilidae,колібрі-ельф мексиканський
969,Selasphorus ellioti,MA,APODIFORMES,Trochilidae,колібрі-ельф гватемальський
970,Selasphorus flammula,MA,APODIFORMES,Trochilidae,колібрі-крихітка пурпуровогорлий
971,Selasphorus scintilla,MA,APODIFORMES,Trochilidae,колібрі-крихітка іскристий
972,Selasphorus ardens,MA,APODIFORMES,Trochilidae,колібрі-крихітка вогнистогорлий
973,Phaeoptila sordida,MA,APODIFORMES,Trochilidae,цинантус сірогорлий
974,Cynanthus latirostris,"NA, MA",APODIFORMES,Trochilidae,цинантус синьогорлий
975,Cynanthus lawrencei,MA,APODIFORMES,Trochilidae,цинантус трес-маріаський
976,Cynanthus doubledayi,MA,APODIFORMES,Trochilidae,цинантус бірюзовоголовий
977,Cynanthus auriceps,MA,APODIFORMES,Trochilidae,колібрі-смарагд мексиканський
978,Cynanthus forficatus,MA,APODIFORMES,Trochilidae,колібрі-смарагд козумельський
979,Cynanthus canivetii,MA,APODIFORMES,Trochilidae,колібрі-смарагд червонодзьобий
980,Chlorostilbon assimilis,MA,APODIFORMES,Trochilidae,колібрі-смарагд садовий
981,Chlorostilbon melanorhynchus,SA,APODIFORMES,Trochilidae,колібрі-смарагд західний
982,Chlorostilbon gibsoni,SA,APODIFORMES,Trochilidae,колібрі-смарагд колумбійський
983,Chlorostilbon mellisugus,SA,APODIFORMES,Trochilidae,колібрі-смарагд синьохвостий
984,Chlorostilbon olivaresi,SA,APODIFORMES,Trochilidae,колібрі-смарагд золотистий
985,Chlorostilbon lucidus,SA,APODIFORMES,Trochilidae,колібрі-смарагд золоточеревий
986,Chlorostilbon russatus,SA,APODIFORMES,Trochilidae,колібрі-смарагд золотохвостий
987,Chlorostilbon stenurus,SA,APODIFORMES,Trochilidae,колібрі-смарагд вузькохвостий
988,Chlorostilbon alice,SA,APODIFORMES,Trochilidae,колібрі-смарагд венесуельський
989,Chlorostilbon poortmani,SA,APODIFORMES,Trochilidae,колібрі-смарагд короткохвостий
990,Basilinna leucotis,MA,APODIFORMES,Trochilidae,колібрі-сапфір мексиканський
991,Basilinna xantusii,MA,APODIFORMES,Trochilidae,колібрі-сапфір чорнолобий
992,Pampa curvipennis,MA,APODIFORMES,Trochilidae,колібрі-шаблекрил юкатанський
993,Pampa pampa,MA,APODIFORMES,Trochilidae,колібрі-шаблекрил юкатанський
994,Pampa rufa,MA,APODIFORMES,Trochilidae,колібрі-шаблекрил рудий
