,IOC,Breeding Range,Order,Family,Slovak
1630,Sarothrura watersi,AF,GRUIFORMES,Sarothruridae,páperochvost tenkozobý
1631,Rallicula leucospila,AU,GRUIFORMES,Sarothruridae,pandanka čiarková
1632,Rallicula rubra,AU,GRUIFORMES,Sarothruridae,pandanka hrdzavá
1633,Rallicula forbesi,AU,GRUIFORMES,Sarothruridae,pandanka čiernokrídla
1634,Rallicula mayri,AU,GRUIFORMES,Sarothruridae,pandanka kyklopská
1635,Canirallus oculeus,AF,GRUIFORMES,Rallidae,chriašteľ sivohrdlý
1636,Mustelirallus albicollis,SA,GRUIFORMES,Rallidae,chriašteľ popolavý
1637,Mustelirallus erythrops,SA,GRUIFORMES,Rallidae,chriašteľ pestrozobý
1638,Mustelirallus colombianus,"MA, SA",GRUIFORMES,Rallidae,chriašteľ kolumbijský
1639,Pardirallus maculatus,"MA, SA",GRUIFORMES,Rallidae,chriašteľ škvrnitý
1640,Pardirallus nigricans,SA,GRUIFORMES,Rallidae,chriašteľ černastý
1641,Pardirallus sanguinolentus,SA,GRUIFORMES,Rallidae,chriašteľ bridlicový
1642,Amaurolimnas concolor,"MA, SA",GRUIFORMES,Rallidae,chriašteľ jednofarebný
1643,Aramides axillaris,"MA, SA",GRUIFORMES,Rallidae,chriašteľ červenokrký
1644,Aramides mangle,SA,GRUIFORMES,Rallidae,chriašteľ mangrovový
1645,Aramides albiventris,MA,GRUIFORMES,Rallidae,chriašteľ svetlobruchý
1646,Aramides cajaneus,"MA, SA",GRUIFORMES,Rallidae,chriašteľ sivokrký
1647,Aramides wolfi,SA,GRUIFORMES,Rallidae,chriašteľ hnedochrbtý
1648,Aramides ypecaha,SA,GRUIFORMES,Rallidae,chriašteľ ypekaha
1649,Aramides calopterus,SA,GRUIFORMES,Rallidae,chriašteľ červenokrídly
1650,Aramides saracura,SA,GRUIFORMES,Rallidae,chriašteľ sarakura
1651,Rallus obsoletus,"NA, MA",GRUIFORMES,Rallidae,chriašteľ kalifornský
1652,Rallus crepitans,"NA, MA",GRUIFORMES,Rallidae,chriašteľ atlantický
1653,Rallus tenuirostris,MA,GRUIFORMES,Rallidae,chriašteľ mexický
1654,Rallus longirostris,"MA, SA",GRUIFORMES,Rallidae,chriašteľ dlhozobý
1655,Rallus elegans,"NA, MA",GRUIFORMES,Rallidae,chriašteľ kráľovský
1656,Rallus wetmorei,SA,GRUIFORMES,Rallidae,chriašteľ pobrežný
1657,Rallus semiplumbeus,SA,GRUIFORMES,Rallidae,chriašteľ andský
1658,Rallus aequatorialis,SA,GRUIFORMES,Rallidae,chriašteľ ekvádorský
1659,Rallus antarcticus,SA,GRUIFORMES,Rallidae,chriašteľ južný
1660,Rallus aquaticus,PAL,GRUIFORMES,Rallidae,chriašteľ vodný
1661,Rallus indicus,PAL,GRUIFORMES,Rallidae,chriašteľ hnedolíci
1662,Rallus caerulescens,AF,GRUIFORMES,Rallidae,chriašteľ trstinový
1663,Rallus madagascariensis,AF,GRUIFORMES,Rallidae,chriašteľ madagaskarský
1664,Crecopsis egregia,AF,GRUIFORMES,Rallidae,chrapkáč hnedý
1665,Rougetius rougetii,AF,GRUIFORMES,Rallidae,chriašteľ vrchovinový
1666,Dryolimnas cuvieri,"AF, IO",GRUIFORMES,Rallidae,chriašteľ bielobradý
1667,Crex crex,PAL,GRUIFORMES,Rallidae,chrapkáč poľný
1668,Aramidopsis plateni,AU,GRUIFORMES,Rallidae,chriašteľ chrápavý
1669,Lewinia striata,"OR, AU",GRUIFORMES,Rallidae,chriašteľ hnedohlavý
1670,Lewinia mirifica,OR,GRUIFORMES,Rallidae,chriašteľ luzonský
1671,Lewinia pectoralis,AU,GRUIFORMES,Rallidae,chriašteľ sivastý
1672,Lewinia muelleri,AU,GRUIFORMES,Rallidae,chriašteľ aucklandský
1673,Aptenorallus calayanensis,OR,GRUIFORMES,Rallidae,chriašteľ piding
1674,Habroptila wallacii,AU,GRUIFORMES,Rallidae,chriašteľ bubenícky
1675,Gallirallus australis,AU,GRUIFORMES,Rallidae,chriašteľ veka
1676,Eulabeornis castaneoventris,AU,GRUIFORMES,Rallidae,chriašteľ veľký
1677,Cabalus lafresnayanus,AU,GRUIFORMES,Rallidae,chriašteľ nočný
1678,Hypotaenidia okinawae,PAL,GRUIFORMES,Rallidae,chriašteľ okinavský
1679,Hypotaenidia torquata,AU,GRUIFORMES,Rallidae,chriašteľ fúzatý
1680,Hypotaenidia philippensis,"AU, PO",GRUIFORMES,Rallidae,chriašteľ krátkochvostý
1681,Hypotaenidia owstoni,PO,GRUIFORMES,Rallidae,chriašteľ súmračný
1682,Hypotaenidia insignis,AU,GRUIFORMES,Rallidae,chriašteľ ružovonohý
1683,Hypotaenidia rovianae,AU,GRUIFORMES,Rallidae,chriašteľ šalamúnsky
1684,Hypotaenidia woodfordi,AU,GRUIFORMES,Rallidae,chriašteľ tmavozobý
1685,Hypotaenidia sylvestris,AU,GRUIFORMES,Rallidae,chriašteľ lesný
1686,Porphyriops melanops,SA,GRUIFORMES,Rallidae,sliepočka prskaná
1687,Porzana porzana,PAL,GRUIFORMES,Rallidae,chriašť bodkovaný
1688,Porzana fluminea,AU,GRUIFORMES,Rallidae,chriašť škvrnitý
1689,Tribonyx ventralis,AU,GRUIFORMES,Rallidae,sliepočka červenonohá
1690,Tribonyx mortierii,AU,GRUIFORMES,Rallidae,sliepočka tasmánska
1691,Paragallinula angulata,AF,GRUIFORMES,Rallidae,sliepočka malá
1692,Gallinula tenebrosa,AU,GRUIFORMES,Rallidae,sliepočka tmavá
1693,Gallinula galeata,"NA, SA, PO",GRUIFORMES,Rallidae,sliepočka nahana
1694,Gallinula chloropus,"PAL, AF, IO, OR, PO",GRUIFORMES,Rallidae,sliepočka vodná
1695,Gallinula comeri,AO,GRUIFORMES,Rallidae,sliepočka krátkokrídla
1696,Gallinula silvestris,AU,GRUIFORMES,Rallidae,sliepočka modročelá
1697,Fulica rufifrons,SA,GRUIFORMES,Rallidae,lyska červenočelá
1698,Fulica cornuta,SA,GRUIFORMES,Rallidae,lyska rohatá
1699,Fulica gigantea,SA,GRUIFORMES,Rallidae,lyska veľká
1700,Fulica armillata,SA,GRUIFORMES,Rallidae,lyska žltozobá
1701,Fulica atra,"PAL, OR, AU",GRUIFORMES,Rallidae,lyska čierna
1702,Fulica cristata,"PAL, AF",GRUIFORMES,Rallidae,lyska hrebenatá
1703,Fulica alai,PO,GRUIFORMES,Rallidae,lyska bridlicová
1704,Fulica americana,"NA, MA, SA",GRUIFORMES,Rallidae,lyska popolavá
1705,Fulica ardesiaca,SA,GRUIFORMES,Rallidae,lyska horská
1706,Fulica leucoptera,SA,GRUIFORMES,Rallidae,lyska zlatočelá
1707,Porphyrio alleni,AF,GRUIFORMES,Rallidae,sultánka belasočelá
1708,Porphyrio martinica,"NA, MA, SA",GRUIFORMES,Rallidae,sultánka indigová
1709,Porphyrio flavirostris,SA,GRUIFORMES,Rallidae,sultánka lazúrová
1710,Porphyrio porphyrio,"PAL, AF",GRUIFORMES,Rallidae,sultánka modrá
1711,Porphyrio madagascariensis,AF,GRUIFORMES,Rallidae,sultánka zelenochrbtá
1712,Porphyrio poliocephalus,"PAL, OR",GRUIFORMES,Rallidae,sultánka brahmanská
1713,Porphyrio indicus,"OR, AU",GRUIFORMES,Rallidae,sultánka tmavochrbtá
1714,Porphyrio pulverulentus,OR,GRUIFORMES,Rallidae,sultánka filipínska
1715,Porphyrio melanotus,"AU, PO",GRUIFORMES,Rallidae,sultánka pukeko
1716,Porphyrio hochstetteri,AU,GRUIFORMES,Rallidae,sultánka novozélandská
1717,Micropygia schomburgkii,SA,GRUIFORMES,Rallidae,chriašteľ okavý
1718,Rufirallus viridis,SA,GRUIFORMES,Rallidae,chriašteľ sivolíci
1719,Rufirallus castaneiceps,SA,GRUIFORMES,Rallidae,chriašteľ gaštanový
1720,Coturnicops exquisitus,PAL,GRUIFORMES,Rallidae,chriašteľ bielokrídly
1721,Coturnicops notatus,SA,GRUIFORMES,Rallidae,chriašteľ fŕkaný
1722,Laterallus flaviventer,"NA, MA, SA",GRUIFORMES,Rallidae,chriašteľ žltkastý
1723,Laterallus jamaicensis,"NA, MA, SA",GRUIFORMES,Rallidae,chriašteľ tmavý
1724,Laterallus spilonota,SA,GRUIFORMES,Rallidae,chriašteľ galapágsky
1725,Laterallus spiloptera,SA,GRUIFORMES,Rallidae,chriašteľ škvrnitokrídly
1726,Laterallus rogersi,AO,GRUIFORMES,Rallidae,chriašteľ krpatý
1727,Laterallus ruber,MA,GRUIFORMES,Rallidae,chriašteľ ryšavý
1728,Laterallus melanophaius,SA,GRUIFORMES,Rallidae,chriašteľ burito
1729,Laterallus levraudi,SA,GRUIFORMES,Rallidae,chriašteľ hrdzavoboký
1730,Laterallus xenopterus,SA,GRUIFORMES,Rallidae,chriašteľ hrdzavolíci
1731,Laterallus leucopyrrhus,SA,GRUIFORMES,Rallidae,chriašteľ bieloprsý
1732,Laterallus exilis,"MA, SA",GRUIFORMES,Rallidae,chriašteľ sivoprsý
1733,Laterallus albigularis,"MA, SA",GRUIFORMES,Rallidae,chriašteľ bielohrdlý
1734,Laterallus fasciatus,SA,GRUIFORMES,Rallidae,chriašteľ čiernopruhý
1735,Zapornia flavirostra,AF,GRUIFORMES,Rallidae,chriašť mníšsky
1736,Zapornia olivieri,AF,GRUIFORMES,Rallidae,chriašť žltozobý
1737,Zapornia fusca,OR,GRUIFORMES,Rallidae,chriašť červenkavý
1738,Zapornia paykullii,PAL,GRUIFORMES,Rallidae,chriašť mandarínsky
1739,Zapornia bicolor,OR,GRUIFORMES,Rallidae,chriašť čiernochvostý
1740,Zapornia akool,OR,GRUIFORMES,Rallidae,chriašť hnedý
1741,Zapornia pusilla,"PAL, AF, OR, AU",GRUIFORMES,Rallidae,chriašť najmenší
1742,Zapornia parva,PAL,GRUIFORMES,Rallidae,chriašť malý
1743,Zapornia tabuensis,"OR, AU",GRUIFORMES,Rallidae,chriašť zátoňový
1744,Zapornia atra,PO,GRUIFORMES,Rallidae,chriašť čierny
1745,Rallina eurizonoides,"OR, AU",GRUIFORMES,Rallidae,chriašteľ sivonohý
1746,Rallina canningi,OR,GRUIFORMES,Rallidae,chriašteľ andamanský
1747,Rallina fasciata,OR,GRUIFORMES,Rallidae,chriašteľ červenonohý
1748,Rallina tricolor,AU,GRUIFORMES,Rallidae,chriašteľ zelenozobý
1749,Gymnocrex rosenbergii,AU,GRUIFORMES,Rallidae,chriašteľ naholíci
1750,Gymnocrex talaudensis,AU,GRUIFORMES,Rallidae,chriašteľ talaudský
1751,Gymnocrex plumbeiventris,AU,GRUIFORMES,Rallidae,chriašteľ sivobruchý
1752,Himantornis haematopus,AF,GRUIFORMES,Rallidae,kulenga červenonohá
1753,Megacrex inepta,AU,GRUIFORMES,Rallidae,nohaňa nelietavá
1754,Poliolimnas cinereus,"OR, AU",GRUIFORMES,Rallidae,kohútec škraboškový
1755,Aenigmatolimnas marginalis,AF,GRUIFORMES,Rallidae,kohútec pásikavý
1756,Gallicrex cinerea,OR,GRUIFORMES,Rallidae,kohútec rohatý
1757,Amaurornis phoenicurus,"OR, AU",GRUIFORMES,Rallidae,kohútec bieloprsý
1758,Amaurornis olivacea,OR,GRUIFORMES,Rallidae,kohútec olivový
1759,Amaurornis magnirostris,AU,GRUIFORMES,Rallidae,kohútec tmavobruchý
1760,Amaurornis isabellina,AU,GRUIFORMES,Rallidae,kohútec ryžový
1761,Amaurornis moluccana,AU,GRUIFORMES,Rallidae,kohútec nočný
1762,Psophia crepitans,SA,GRUIFORMES,Psophiidae,trubač agami
1763,Psophia leucoptera,SA,GRUIFORMES,Psophiidae,trubač bielokrídly
1764,Psophia viridis,SA,GRUIFORMES,Psophiidae,trubač zelenokrídly
1765,Balearica regulorum,AF,GRUIFORMES,Gruidae,žurav kráľovský
1766,Balearica pavonina,AF,GRUIFORMES,Gruidae,žurav korunkatý
1767,Leucogeranus leucogeranus,PAL,GRUIFORMES,Gruidae,žeriav biely
1768,Antigone vipio,PAL,GRUIFORMES,Gruidae,žeriav bielokrký
1769,Antigone antigone,"OR, AU",GRUIFORMES,Gruidae,žeriav sarus
1770,Antigone rubicunda,AU,GRUIFORMES,Gruidae,žeriav brolga
1771,Grus carunculata,AF,GRUIFORMES,Gruidae,žeriav príveskový
1772,Grus paradisea,AF,GRUIFORMES,Gruidae,žeriav rajský
1773,Grus virgo,PAL,GRUIFORMES,Gruidae,žeriav stepný
1774,Grus japonensis,PAL,GRUIFORMES,Gruidae,žeriav čierno-biely
1775,Grus grus,PAL,GRUIFORMES,Gruidae,žeriav popolavý
1776,Grus monacha,PAL,GRUIFORMES,Gruidae,žeriav čierny
1777,Grus nigricollis,PAL,GRUIFORMES,Gruidae,žeriav čiernokrký
1778,Aramus guarauna,"NA, MA, SA",GRUIFORMES,Aramidae,kurlan chriaštelí
1779,Tachybaptus ruficollis,"PAL, AF, OR",PODICIPEDIFORMES,Podicipedidae,potápka malá
1780,Tachybaptus tricolor,"OR, AU",PODICIPEDIFORMES,Podicipedidae,potápka trojfarebná
1781,Tachybaptus novaehollandiae,"OR, AU",PODICIPEDIFORMES,Podicipedidae,potápka žltooká
1782,Tachybaptus pelzelnii,AF,PODICIPEDIFORMES,Podicipedidae,potápka stužkatá
1783,Tachybaptus dominicus,"NA, MA, SA",PODICIPEDIFORMES,Podicipedidae,potápka čiernohlavá
1784,Podilymbus podiceps,"NA, MA, SA",PODICIPEDIFORMES,Podicipedidae,potápka škvrnitozobá
1785,Rollandia rolland,SA,PODICIPEDIFORMES,Podicipedidae,potápka bielosluchá
1786,Rollandia microptera,SA,PODICIPEDIFORMES,Podicipedidae,potápka krátkokrídla
1787,Poliocephalus poliocephalus,AU,PODICIPEDIFORMES,Podicipedidae,potápka sivohlavá
1788,Poliocephalus rufopectus,AU,PODICIPEDIFORMES,Podicipedidae,potápka maorská
1789,Podiceps major,SA,PODICIPEDIFORMES,Podicipedidae,potápka dlhozobá
1790,Podiceps grisegena,"NA, PAL",PODICIPEDIFORMES,Podicipedidae,potápka červenokrká
1791,Podiceps cristatus,"PAL, AF, OR, AU",PODICIPEDIFORMES,Podicipedidae,potápka chochlatá
1792,Podiceps auritus,"NA, PAL",PODICIPEDIFORMES,Podicipedidae,potápka ušatá
1793,Podiceps nigricollis,"PAL, AF, NA, MA",PODICIPEDIFORMES,Podicipedidae,potápka čiernokrká
1794,Podiceps occipitalis,SA,PODICIPEDIFORMES,Podicipedidae,potápka hrivopása
1795,Podiceps taczanowskii,SA,PODICIPEDIFORMES,Podicipedidae,potápka junínska
1796,Podiceps gallardoi,SA,PODICIPEDIFORMES,Podicipedidae,potápka bieločelá
1797,Aechmophorus occidentalis,"NA, MA",PODICIPEDIFORMES,Podicipedidae,potápka ostrozobá
1798,Aechmophorus clarkii,"NA, MA",PODICIPEDIFORMES,Podicipedidae,potápka bielolíca
1799,Phoenicopterus roseus,"PAL, AF",PHOENICOPTERIFORMES,Phoenicopteridae,plameniak ružový
1800,Phoenicopterus ruber,"MA, SA",PHOENICOPTERIFORMES,Phoenicopteridae,plameniak červený
1801,Phoenicopterus chilensis,SA,PHOENICOPTERIFORMES,Phoenicopteridae,plameniak čilský
1802,Phoeniconaias minor,"AF, OR",PHOENICOPTERIFORMES,Phoenicopteridae,plameniak menší
1803,Phoenicoparrus andinus,SA,PHOENICOPTERIFORMES,Phoenicopteridae,plameniak žltonohý
1804,Phoenicoparrus jamesi,SA,PHOENICOPTERIFORMES,Phoenicopteridae,plameniak krátkozobý
1805,Turnix sylvaticus,"PAL, AF, OR",CHARADRIIFORMES,Turnicidae,prepeľovec krovinový
1806,Turnix maculosus,AU,CHARADRIIFORMES,Turnicidae,prepeľovec ostrozobý
1807,Turnix hottentottus,AF,CHARADRIIFORMES,Turnicidae,prepeľovec kapský
1808,Turnix nanus,AF,CHARADRIIFORMES,Turnicidae,prepeľovec lúčny
1809,Turnix tanki,OR,CHARADRIIFORMES,Turnicidae,prepeľovec žltonohý
1810,Turnix ocellatus,OR,CHARADRIIFORMES,Turnicidae,prepeľovec okavý
1811,Turnix suscitator,OR,CHARADRIIFORMES,Turnicidae,prepeľovec sivozobý
1812,Turnix nigricollis,AF,CHARADRIIFORMES,Turnicidae,prepeľovec madagaskarský
1813,Turnix melanogaster,AU,CHARADRIIFORMES,Turnicidae,prepeľovec čiernoprsý
1814,Turnix castanotus,AU,CHARADRIIFORMES,Turnicidae,prepeľovec hnedochrbtý
1815,Turnix olivii,AU,CHARADRIIFORMES,Turnicidae,prepeľovec veľkozobý
1816,Turnix varius,AU,CHARADRIIFORMES,Turnicidae,prepeľovec maľovaný
1817,Turnix worcesteri,OR,CHARADRIIFORMES,Turnicidae,prepeľovec horský
1818,Turnix everetti,AU,CHARADRIIFORMES,Turnicidae,prepeľovec sumbský
1819,Turnix pyrrhothorax,AU,CHARADRIIFORMES,Turnicidae,prepeľovec hrdzavoprsý
1820,Turnix velox,AU,CHARADRIIFORMES,Turnicidae,prepeľovec trpasličí
1821,Ortyxelos meiffrenii,AF,CHARADRIIFORMES,Turnicidae,prepeľovec savanový
1822,Burhinus oedicnemus,PAL,CHARADRIIFORMES,Burhinidae,ležiak úhorový
1823,Burhinus indicus,OR,CHARADRIIFORMES,Burhinidae,ležiak indický
1824,Burhinus senegalensis,AF,CHARADRIIFORMES,Burhinidae,ležiak riečny
1825,Burhinus vermiculatus,AF,CHARADRIIFORMES,Burhinidae,ležiak vodný
1826,Burhinus capensis,AF,CHARADRIIFORMES,Burhinidae,ležiak škvrnitý
1827,Burhinus bistriatus,"MA, SA",CHARADRIIFORMES,Burhinidae,ležiak dvojpásy
1828,Burhinus superciliaris,SA,CHARADRIIFORMES,Burhinidae,ležiak stužkatý
1829,Burhinus grallarius,AU,CHARADRIIFORMES,Burhinidae,ležiak dlhochvostý
1830,Esacus recurvirostris,OR,CHARADRIIFORMES,Burhinidae,ležiak krabožravý
1831,Esacus magnirostris,"OR, AU",CHARADRIIFORMES,Burhinidae,ležiak pobrežný
1832,Chionis albus,AN,CHARADRIIFORMES,Chionidae,belák snežný
1833,Chionis minor,IO,CHARADRIIFORMES,Chionidae,belák čiernozobý
1834,Pluvianellus socialis,SA,CHARADRIIFORMES,Pluvianellidae,kulíkovec vodný
1835,Haematopus leucopodus,SA,CHARADRIIFORMES,Haematopodidae,lastúrničiar bledonohý
1836,Haematopus ater,SA,CHARADRIIFORMES,Haematopodidae,lastúrničiar černastý
1837,Haematopus bachmani,"NA, MA",CHARADRIIFORMES,Haematopodidae,lastúrničiar čierny
1838,Haematopus palliatus,"NA, MA, SA",CHARADRIIFORMES,Haematopodidae,lastúrničiar hnedý
1839,Haematopus moquini,AF,CHARADRIIFORMES,Haematopodidae,lastúrničiar havraní
1840,Haematopus ostralegus,PAL,CHARADRIIFORMES,Haematopodidae,lastúrničiar strakatý
1841,Haematopus finschi,AU,CHARADRIIFORMES,Haematopodidae,lastúrničiar jazerný
1842,Haematopus longirostris,AU,CHARADRIIFORMES,Haematopodidae,lastúrničiar dlhozobý
1843,Haematopus unicolor,AU,CHARADRIIFORMES,Haematopodidae,lastúrničiar menlivý
1844,Haematopus chathamensis,AU,CHARADRIIFORMES,Haematopodidae,lastúrničiar krátkozobý
1845,Haematopus fuliginosus,AU,CHARADRIIFORMES,Haematopodidae,lastúrničiar tmavý
1846,Ibidorhyncha struthersii,PAL,CHARADRIIFORMES,Ibidorhynchidae,srpiar vrchovský
1847,Himantopus himantopus,"PAL, AF, OR",CHARADRIIFORMES,Recurvirostridae,šišila bocianovitá
1848,Himantopus leucocephalus,"OR, AU",CHARADRIIFORMES,Recurvirostridae,šišila bielohlavá
1849,Himantopus mexicanus,"NA, MA, SA, PO",CHARADRIIFORMES,Recurvirostridae,šišila čiernokrká
1850,Himantopus melanurus,SA,CHARADRIIFORMES,Recurvirostridae,šišila bielochrbtá
1851,Himantopus novaezelandiae,AU,CHARADRIIFORMES,Recurvirostridae,šišila smútočná
1852,Cladorhynchus leucocephalus,AU,CHARADRIIFORMES,Recurvirostridae,šišila bahenná
1853,Recurvirostra avosetta,"AF, PAL",CHARADRIIFORMES,Recurvirostridae,šabliarka modronohá
1854,Recurvirostra americana,"NA, MA",CHARADRIIFORMES,Recurvirostridae,šabliarka žltokrká
1855,Recurvirostra novaehollandiae,AU,CHARADRIIFORMES,Recurvirostridae,šabliarka červenohlavá
1856,Recurvirostra andina,SA,CHARADRIIFORMES,Recurvirostridae,šabliarka andská
1857,Vanellus vanellus,PAL,CHARADRIIFORMES,Charadriidae,cíbik chochlatý
1858,Vanellus crassirostris,AF,CHARADRIIFORMES,Charadriidae,cíbik bielokrídly
1859,Vanellus armatus,AF,CHARADRIIFORMES,Charadriidae,cíbik čiernochrbtý
1860,Vanellus spinosus,"PAL, AF",CHARADRIIFORMES,Charadriidae,cíbik tŕňokrídly
1861,Vanellus duvaucelii,OR,CHARADRIIFORMES,Charadriidae,cíbik riečny
1862,Vanellus tectus,AF,CHARADRIIFORMES,Charadriidae,cíbik čiernochochlatý
1863,Vanellus malabaricus,OR,CHARADRIIFORMES,Charadriidae,cíbik uzdičkový
1864,Vanellus albiceps,AF,CHARADRIIFORMES,Charadriidae,cíbik bielohlavý
1865,Vanellus lugubris,AF,CHARADRIIFORMES,Charadriidae,cíbik bieločelý
1866,Vanellus melanopterus,AF,CHARADRIIFORMES,Charadriidae,cíbik čiernokrídly
1867,Vanellus coronatus,AF,CHARADRIIFORMES,Charadriidae,cíbik korunkatý
1868,Vanellus senegallus,AF,CHARADRIIFORMES,Charadriidae,cíbik žltonohý
1869,Vanellus melanocephalus,AF,CHARADRIIFORMES,Charadriidae,cíbik škvrnitoprsý
1870,Vanellus superciliosus,AF,CHARADRIIFORMES,Charadriidae,cíbik hnedoprsý
1871,Vanellus cinereus,PAL,CHARADRIIFORMES,Charadriidae,cíbik sivohlavý
1872,Vanellus indicus,OR,CHARADRIIFORMES,Charadriidae,cíbik laločnatý
1873,Vanellus tricolor,AU,CHARADRIIFORMES,Charadriidae,cíbik bielohrdlý
1874,Vanellus miles,AU,CHARADRIIFORMES,Charadriidae,cíbik maskový
1875,Vanellus gregarius,PAL,CHARADRIIFORMES,Charadriidae,cíbik stepný
1876,Vanellus leucurus,PAL,CHARADRIIFORMES,Charadriidae,cíbik bielochvostý
1877,Vanellus chilensis,"MA, SA",CHARADRIIFORMES,Charadriidae,cíbik čiernočelý
1878,Vanellus resplendens,SA,CHARADRIIFORMES,Charadriidae,cíbik andský
1879,Erythrogonys cinctus,AU,CHARADRIIFORMES,Charadriidae,behavček čiernoprsý
1880,Peltohyas australis,AU,CHARADRIIFORMES,Charadriidae,behavček pustatinný
1881,Anarhynchus frontalis,AU,CHARADRIIFORMES,Charadriidae,kulík krivozobý
1882,Pluvialis apricaria,PAL,CHARADRIIFORMES,Charadriidae,kulík zlatý
1883,Pluvialis fulva,PAL,CHARADRIIFORMES,Charadriidae,kulík krátkochvostý
1884,Pluvialis squatarola,"NA, PAL",CHARADRIIFORMES,Charadriidae,kulík bledý
1885,Charadrius obscurus,AU,CHARADRIIFORMES,Charadriidae,kulík maorský
1886,Charadrius hiaticula,PAL,CHARADRIIFORMES,Charadriidae,kulík piesočný
1887,Charadrius placidus,PAL,CHARADRIIFORMES,Charadriidae,kulík dlhozobý
1888,Charadrius dubius,"PAL, OR",CHARADRIIFORMES,Charadriidae,kulík riečny
1889,Charadrius wilsonia,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,kulík hrubozobý
1890,Charadrius vociferus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,kulík krikľavý
1891,Charadrius thoracicus,AF,CHARADRIIFORMES,Charadriidae,kulík okrovobruchý
1892,Charadrius pecuarius,AF,CHARADRIIFORMES,Charadriidae,kulík pastiersky
1893,Charadrius sanctaehelenae,AO,CHARADRIIFORMES,Charadriidae,kulík ostrovný
1894,Charadrius tricollaris,AF,CHARADRIIFORMES,Charadriidae,kulík trojpásy
1895,Charadrius forbesi,AF,CHARADRIIFORMES,Charadriidae,kulík hnedolíci
1896,Charadrius marginatus,AF,CHARADRIIFORMES,Charadriidae,kulík bieločelý
1897,Charadrius alexandrinus,"PAL, AF, OR",CHARADRIIFORMES,Charadriidae,kulík morský
1898,Charadrius dealbatus,OR,CHARADRIIFORMES,Charadriidae,kulík bielolíci
1899,Charadrius nivosus,"NA, MA, SA",CHARADRIIFORMES,Charadriidae,kulík snežný
1900,Charadrius javanicus,OR,CHARADRIIFORMES,Charadriidae,kulík jávsky
1901,Charadrius ruficapillus,AU,CHARADRIIFORMES,Charadriidae,kulík hrdzavohlavý
1902,Charadrius peronii,OR,CHARADRIIFORMES,Charadriidae,kulík plážový
1903,Charadrius pallidus,AF,CHARADRIIFORMES,Charadriidae,kulík slanovodný
1904,Charadrius collaris,"MA, SA",CHARADRIIFORMES,Charadriidae,kulík obojkový
1905,Charadrius alticola,SA,CHARADRIIFORMES,Charadriidae,kulík andský
1906,Charadrius falklandicus,SA,CHARADRIIFORMES,Charadriidae,kulík dvojpásy
1907,Charadrius bicinctus,AU,CHARADRIIFORMES,Charadriidae,kulík ozdobný
1908,Charadrius leschenaultii,PAL,CHARADRIIFORMES,Charadriidae,kulík veľkozobý
1909,Charadrius mongolus,PAL,CHARADRIIFORMES,Charadriidae,kulík krátkozobý
1910,Charadrius atrifrons,PAL,CHARADRIIFORMES,Charadriidae,kulík himalájsky
1911,Charadrius asiaticus,PAL,CHARADRIIFORMES,Charadriidae,kulík palinový
1912,Charadrius veredus,PAL,CHARADRIIFORMES,Charadriidae,kulík podkovár
1913,Charadrius morinellus,PAL,CHARADRIIFORMES,Charadriidae,kulík vrchovský
1914,Charadrius modestus,SA,CHARADRIIFORMES,Charadriidae,kulík sivolíci
1915,Thinornis cucullatus,AU,CHARADRIIFORMES,Charadriidae,kulík kapucňový
1916,Thinornis novaeseelandiae,AU,CHARADRIIFORMES,Charadriidae,kulík pobrežný
1917,Elseyornis melanops,AU,CHARADRIIFORMES,Charadriidae,kulík čiernočelý
