,IOC,Breeding Range,Order,Family,Polish
5190,Todirostrum pictum,SA,PASSERIFORMES,Tyrannidae,klinodziobek białogardły
5191,Todirostrum chrysocrotaphum,SA,PASSERIFORMES,Tyrannidae,klinodziobek żółtobrewy
5192,Todirostrum nigriceps,"MA, SA",PASSERIFORMES,Tyrannidae,klinodziobek czarnogłowy
5193,Cnipodectes subbrunneus,"MA, SA",PASSERIFORMES,Tyrannidae,krętolotek brunatny
5194,Cnipodectes superrufus,SA,PASSERIFORMES,Tyrannidae,krętolotek rdzawy
5195,Rhynchocyclus pacificus,SA,PASSERIFORMES,Tyrannidae,oliwiak kolumbijski
5196,Rhynchocyclus brevirostris,MA,PASSERIFORMES,Tyrannidae,oliwiak okularowy
5197,Rhynchocyclus fulvipectus,SA,PASSERIFORMES,Tyrannidae,oliwiak rdzawogardły
5198,Rhynchocyclus aequinoctialis,"MA, SA",PASSERIFORMES,Tyrannidae,oliwiak wąwozowy
5199,Rhynchocyclus olivaceus,"MA, SA",PASSERIFORMES,Tyrannidae,oliwiak zielonawy
5200,Tolmomyias sulphurescens,"MA, SA",PASSERIFORMES,Tyrannidae,oliwiak jasnogardły
5201,Tolmomyias traylori,SA,PASSERIFORMES,Tyrannidae,oliwiak żółtooki
5202,Tolmomyias flavotectus,"MA, SA",PASSERIFORMES,Tyrannidae,oliwiak siwogłowy
5203,Tolmomyias assimilis,SA,PASSERIFORMES,Tyrannidae,oliwiak żółtobrzuchy
5204,Tolmomyias poliocephalus,SA,PASSERIFORMES,Tyrannidae,oliwiak Taczanowskiego
5205,Tolmomyias flaviventris,"MA, SA",PASSERIFORMES,Tyrannidae,oliwiak żółty
5206,Tolmomyias viridiceps,SA,PASSERIFORMES,Tyrannidae,oliwiak peruwiański
5207,Calyptura cristata,SA,PASSERIFORMES,Tyrannidae,bławatniczek
5208,Platyrinchus saturatus,SA,PASSERIFORMES,Tyrannidae,szerokodziobek rdzawogłowy
5209,Platyrinchus cancrominus,MA,PASSERIFORMES,Tyrannidae,szerokodziobek północny
5210,Platyrinchus mystaceus,"MA, SA",PASSERIFORMES,Tyrannidae,szerokodziobek żółtogłowy
5211,Platyrinchus coronatus,"MA, SA",PASSERIFORMES,Tyrannidae,szerokodziobek złotogłowy
5212,Platyrinchus flavigularis,SA,PASSERIFORMES,Tyrannidae,szerokodziobek żółtobrzuchy
5213,Platyrinchus platyrhynchos,SA,PASSERIFORMES,Tyrannidae,szerokodziobek białogłowy
5214,Platyrinchus leucoryphus,SA,PASSERIFORMES,Tyrannidae,szerokodziobek rdzawoskrzydły
5215,Neopipo cinnamomea,SA,PASSERIFORMES,Tyrannidae,cynamotyranik
5216,Pyrrhomyias cinnamomeus,SA,PASSERIFORMES,Tyrannidae,tyranówka cynamonowa
5217,Hirundinea ferruginea,SA,PASSERIFORMES,Tyrannidae,tyranówka klifowa
5218,Lathrotriccus euleri,SA,PASSERIFORMES,Tyrannidae,tyranula brązowawa
5219,Lathrotriccus griseipectus,SA,PASSERIFORMES,Tyrannidae,tyranula szaropierśna
5220,Aphanotriccus capitalis,MA,PASSERIFORMES,Tyrannidae,tyranula białogardła
5221,Aphanotriccus audax,"MA, SA",PASSERIFORMES,Tyrannidae,tyranula czarnodzioba
5222,Cnemotriccus fuscatus,SA,PASSERIFORMES,Tyrannidae,empidon
5223,Xenotriccus callizonus,MA,PASSERIFORMES,Tyrannidae,czubotyranka rdzawopierśna
5224,Xenotriccus mexicanus,MA,PASSERIFORMES,Tyrannidae,czubotyranka meksykańska
5225,Sayornis nigricans,"NA, MA, SA",PASSERIFORMES,Tyrannidae,fibik czarny
5226,Sayornis saya,"NA, MA",PASSERIFORMES,Tyrannidae,fibik północny
5227,Mitrephanes phaeocercus,"MA, SA",PASSERIFORMES,Tyrannidae,czubogłowik ochrowy
5228,Mitrephanes olivaceus,SA,PASSERIFORMES,Tyrannidae,czubogłowik oliwkowy
5229,Contopus pertinax,"NA, MA",PASSERIFORMES,Tyrannidae,piwik ciemny
5230,Contopus lugubris,MA,PASSERIFORMES,Tyrannidae,piwik żałobny
5231,Contopus fumigatus,SA,PASSERIFORMES,Tyrannidae,piwik szary
5232,Contopus ochraceus,MA,PASSERIFORMES,Tyrannidae,piwik płowy
5233,Contopus sordidulus,"NA, MA",PASSERIFORMES,Tyrannidae,piwik brunatny
5234,Contopus bogotensis,"MA, SA",PASSERIFORMES,Tyrannidae,piwik popielaty
5235,Contopus punensis,SA,PASSERIFORMES,Tyrannidae,piwik andyjski
5236,Contopus cinereus,SA,PASSERIFORMES,Tyrannidae,piwik ubogi
5237,Contopus albogularis,SA,PASSERIFORMES,Tyrannidae,piwik białogardły
5238,Contopus nigrescens,SA,PASSERIFORMES,Tyrannidae,piwik czarniawy
5239,Empidonax albigularis,MA,PASSERIFORMES,Tyrannidae,empidonka białogardła
5240,Empidonax affinis,MA,PASSERIFORMES,Tyrannidae,empidonka sosnowa
5241,Empidonax difficilis,"NA, MA",PASSERIFORMES,Tyrannidae,empidonka stokowa
5242,Empidonax flavescens,MA,PASSERIFORMES,Tyrannidae,empidonka żółtawa
5243,Empidonax fulvifrons,"NA, MA",PASSERIFORMES,Tyrannidae,empidonka płowa
5244,Empidonax atriceps,MA,PASSERIFORMES,Tyrannidae,empidonka czarnogłowa
5245,Pyrocephalus rubinus,SA,PASSERIFORMES,Tyrannidae,żarek rubinowy
5246,Pyrocephalus obscurus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,żarek zmienny
5247,Pyrocephalus nanus,SA,PASSERIFORMES,Tyrannidae,żarek galapagoski
5248,Ochthornis littoralis,SA,PASSERIFORMES,Tyrannidae,wodotyranek
5249,Satrapa icterophrys,SA,PASSERIFORMES,Tyrannidae,satrapa
5250,Syrtidicola fluviatilis,SA,PASSERIFORMES,Tyrannidae,skałotyran mały
5251,Muscisaxicola maculirostris,SA,PASSERIFORMES,Tyrannidae,skałotyran plamkodzioby
5252,Muscisaxicola albifrons,SA,PASSERIFORMES,Tyrannidae,skałotyran białoczelny
5253,Muscisaxicola flavinucha,SA,PASSERIFORMES,Tyrannidae,skałotyran żółtołbisty
5254,Muscisaxicola alpinus,SA,PASSERIFORMES,Tyrannidae,skałotyran ubogi
5255,Muscisaxicola griseus,SA,PASSERIFORMES,Tyrannidae,skałotyran szary
5256,Muscisaxicola cinereus,SA,PASSERIFORMES,Tyrannidae,skałotyran popielaty
5257,Muscisaxicola rufivertex,SA,PASSERIFORMES,Tyrannidae,skałotyran rdzawołbisty
5258,Muscisaxicola maclovianus,SA,PASSERIFORMES,Tyrannidae,skałotyran ciemnolicy
5259,Muscisaxicola albilora,SA,PASSERIFORMES,Tyrannidae,skałotyran białobrewy
5260,Muscisaxicola capistratus,SA,PASSERIFORMES,Tyrannidae,skałotyran płowy
5261,Muscisaxicola juninensis,SA,PASSERIFORMES,Tyrannidae,skałotyran punański
5262,Muscisaxicola frontalis,SA,PASSERIFORMES,Tyrannidae,skałotyran czarnoczelny
5263,Lessonia oreas,SA,PASSERIFORMES,Tyrannidae,negrzyk andyjski
5264,Lessonia rufa,SA,PASSERIFORMES,Tyrannidae,negrzyk patagoński
5265,Hymenops perspicillatus,SA,PASSERIFORMES,Tyrannidae,smolik
5266,Knipolegus cyanirostris,SA,PASSERIFORMES,Tyrannidae,wdowik modrodzioby
5267,Knipolegus signatus,SA,PASSERIFORMES,Tyrannidae,wdowik andyjski
5268,Knipolegus cabanisi,SA,PASSERIFORMES,Tyrannidae,wdowik ołowiany
5269,Knipolegus striaticeps,SA,PASSERIFORMES,Tyrannidae,wdowik okopcony
5270,Knipolegus aterrimus,SA,PASSERIFORMES,Tyrannidae,wdowik białopręgi
5271,Knipolegus hudsoni,SA,PASSERIFORMES,Tyrannidae,wdowik argentyński
5272,Knipolegus poecilurus,SA,PASSERIFORMES,Tyrannidae,wdowik rdzawosterny
5273,Knipolegus orenocensis,SA,PASSERIFORMES,Tyrannidae,wdowik szary
5274,Knipolegus poecilocercus,SA,PASSERIFORMES,Tyrannidae,wdowik amazoński
5275,Knipolegus lophotes,SA,PASSERIFORMES,Tyrannidae,wdowik czubaty
5276,Knipolegus nigerrimus,SA,PASSERIFORMES,Tyrannidae,wdowik czarny
5277,Knipolegus franciscanus,SA,PASSERIFORMES,Tyrannidae,wdowik brazyliski
5278,Cnemarchus erythropygius,SA,PASSERIFORMES,Tyrannidae,andotyran rdzawobrzuchy
5279,Cnemarchus rufipennis,SA,PASSERIFORMES,Tyrannidae,andotyran białobrzuchy
5280,Xolmis velatus,SA,PASSERIFORMES,Tyrannidae,mniszek białorzytny
5281,Xolmis irupero,SA,PASSERIFORMES,Tyrannidae,mniszek biały
5282,Pyrope pyrope,SA,PASSERIFORMES,Tyrannidae,mniszek ognistooki
5283,Nengetus cinereus,SA,PASSERIFORMES,Tyrannidae,mniszek czarnowąsy
5284,Neoxolmis coronatus,SA,PASSERIFORMES,Tyrannidae,mniszek czarnołbisty
5285,Neoxolmis rubetra,SA,PASSERIFORMES,Tyrannidae,mniszek rdzawy
5286,Neoxolmis salinarum,SA,PASSERIFORMES,Tyrannidae,mniszek mały
5287,Neoxolmis rufiventris,SA,PASSERIFORMES,Tyrannidae,mniszek przepasany
5288,Myiotheretes striaticollis,SA,PASSERIFORMES,Tyrannidae,kopciuch smugoszyi
5289,Myiotheretes fuscorufus,SA,PASSERIFORMES,Tyrannidae,kopciuch rdzawoskrzydły
5290,Myiotheretes pernix,SA,PASSERIFORMES,Tyrannidae,kopciuch kolumbijski
5291,Myiotheretes fumigatus,SA,PASSERIFORMES,Tyrannidae,kopciuch ciemny
5292,Agriornis montanus,SA,PASSERIFORMES,Tyrannidae,dzierzbotyran czarnodzioby
5293,Agriornis murinus,SA,PASSERIFORMES,Tyrannidae,dzierzbotyran mały
5294,Agriornis albicauda,SA,PASSERIFORMES,Tyrannidae,dzierzbotyran białosterny
5295,Agriornis micropterus,SA,PASSERIFORMES,Tyrannidae,dzierzbotyran szary
5296,Agriornis lividus,SA,PASSERIFORMES,Tyrannidae,dzierzbotyran duży
5297,Gubernetes yetapa,SA,PASSERIFORMES,Tyrannidae,tyranol
5298,Muscipipra vetula,SA,PASSERIFORMES,Tyrannidae,mucharek
5299,Fluvicola pica,"MA, SA",PASSERIFORMES,Tyrannidae,wodopławik srokaty
5300,Fluvicola albiventer,SA,PASSERIFORMES,Tyrannidae,wodopławik czarnogrzbiety
5301,Fluvicola nengeta,SA,PASSERIFORMES,Tyrannidae,wodopławik białorzytkowy
5302,Arundinicola leucocephala,SA,PASSERIFORMES,Tyrannidae,wodopławik białogłowy
5303,Heteroxolmis dominicana,SA,PASSERIFORMES,Tyrannidae,czarnopiórek
5304,Alectrurus tricolor,SA,PASSERIFORMES,Tyrannidae,figlarz szczotkosterny
5305,Alectrurus risora,SA,PASSERIFORMES,Tyrannidae,figlarz flagosterny
5306,Tumbezia salvini,SA,PASSERIFORMES,Tyrannidae,tumbezja
5307,Silvicultrix frontalis,SA,PASSERIFORMES,Tyrannidae,kląszczyk szarobrzuchy
5308,Silvicultrix spodionota,SA,PASSERIFORMES,Tyrannidae,kląszczyk inkaski
5309,Silvicultrix pulchella,SA,PASSERIFORMES,Tyrannidae,kląszczyk złotobrewy
5310,Silvicultrix diadema,SA,PASSERIFORMES,Tyrannidae,kląszczyk żółtobrzuchy
5311,Silvicultrix jelskii,SA,PASSERIFORMES,Tyrannidae,kląszczyk Jelskiego
5312,Ochthoeca cinnamomeiventris,SA,PASSERIFORMES,Tyrannidae,kląszczyk ciemnogrzbiety
5313,Ochthoeca nigrita,SA,PASSERIFORMES,Tyrannidae,kląszczyk czarniawy
5314,Ochthoeca thoracica,SA,PASSERIFORMES,Tyrannidae,kląszczyk kasztanowopierśny
5315,Ochthoeca rufipectoralis,SA,PASSERIFORMES,Tyrannidae,kląszczyk rudopierśny
5316,Ochthoeca fumicolor,SA,PASSERIFORMES,Tyrannidae,kląszczyk rdzawy
5317,Ochthoeca superciliosa,SA,PASSERIFORMES,Tyrannidae,kląszczyk rdzawobrewy
5318,Ochthoeca oenanthoides,SA,PASSERIFORMES,Tyrannidae,kląszczyk siwogardły
5319,Ochthoeca leucophrys,SA,PASSERIFORMES,Tyrannidae,kląszczyk białobrewy
5320,Ochthoeca piurae,SA,PASSERIFORMES,Tyrannidae,kląszczyk peruwiański
5321,Colorhamphus parvirostris,SA,PASSERIFORMES,Tyrannidae,szarogłowik
5322,Colonia colonus,"MA, SA",PASSERIFORMES,Tyrannidae,białogłowik
5323,Muscigralla brevicauda,SA,PASSERIFORMES,Tyrannidae,ziemnotyranka
5324,Machetornis rixosa,"MA, SA",PASSERIFORMES,Tyrannidae,krowiarek
5325,Legatus leucophaius,"MA, SA",PASSERIFORMES,Tyrannidae,tyranopiracik
5326,Phelpsia inornata,SA,PASSERIFORMES,Tyrannidae,bentewiak
5327,Myiozetetes cayanensis,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi złotociemieniowy
5328,Myiozetetes similis,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi krasnociemieniowy
5329,Myiozetetes granadensis,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi szarogłowy
5330,Myiozetetes luteiventris,SA,PASSERIFORMES,Tyrannidae,bentewi ciemnolicy
5331,Pitangus sulphuratus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,bentewi wielki
5332,Philohydor lictor,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi amazoński
5333,Conopias albovittatus,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi koroniasty
5334,Conopias parvus,SA,PASSERIFORMES,Tyrannidae,bentewi żółtogardły
5335,Conopias trivirgatus,SA,PASSERIFORMES,Tyrannidae,bentewi oliwkowy
5336,Conopias cinchoneti,SA,PASSERIFORMES,Tyrannidae,bentewi żółtobrewy
5337,Myiodynastes hemichrysus,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi maskowy
5338,Myiodynastes chrysocephalus,SA,PASSERIFORMES,Tyrannidae,bentewi płowy
5339,Myiodynastes bairdii,SA,PASSERIFORMES,Tyrannidae,bentewi czarnoczelny
5340,Myiodynastes luteiventris,"NA, MA",PASSERIFORMES,Tyrannidae,bentewi żółtobrzuchy
5341,Myiodynastes maculatus,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi kreskowany
5342,Megarynchus pitangua,"MA, SA",PASSERIFORMES,Tyrannidae,bentewi wielkodzioby
5343,Tyrannopsis sulphurea,SA,PASSERIFORMES,Tyrannidae,bentewi palmowy
5344,Empidonomus varius,SA,PASSERIFORMES,Tyrannidae,bentewi zmienny
5345,Griseotyrannus aurantioatrocristatus,SA,PASSERIFORMES,Tyrannidae,bentewi ciemny
5346,Tyrannus niveigularis,SA,PASSERIFORMES,Tyrannidae,tyran szarogrzbiety
5347,Tyrannus albogularis,SA,PASSERIFORMES,Tyrannidae,tyran białogardły
5348,Tyrannus melancholicus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,tyran melancholijny
5349,Tyrannus couchii,"NA, MA",PASSERIFORMES,Tyrannidae,tyran teksaski
5350,Tyrannus vociferans,"NA, MA",PASSERIFORMES,Tyrannidae,tyran krzykliwy
5351,Tyrannus crassirostris,"NA, MA",PASSERIFORMES,Tyrannidae,tyran grubodzioby
5352,Tyrannus savana,"MA, SA",PASSERIFORMES,Tyrannidae,tyran widłosterny
5353,Rhytipterna simplex,SA,PASSERIFORMES,Tyrannidae,pokutnik szary
5354,Rhytipterna immunda,SA,PASSERIFORMES,Tyrannidae,pokutnik jasnobrzuchy
5355,Rhytipterna holerythra,"MA, SA",PASSERIFORMES,Tyrannidae,pokutnik rdzawy
5356,Sirystes sibilator,SA,PASSERIFORMES,Tyrannidae,gwizdaczek dziuplowy
5357,Sirystes albocinereus,SA,PASSERIFORMES,Tyrannidae,gwizdaczek białorzytny
5358,Sirystes subcanescens,SA,PASSERIFORMES,Tyrannidae,gwizdaczek ciemnoskrzydły
5359,Sirystes albogriseus,"MA, SA",PASSERIFORMES,Tyrannidae,gwizdaczek białoskrzydły
5360,Casiornis rufus,SA,PASSERIFORMES,Tyrannidae,rdzaweczka jednobarwna
5361,Casiornis fuscus,SA,PASSERIFORMES,Tyrannidae,rdzaweczka białogardła
5362,Myiarchus semirufus,SA,PASSERIFORMES,Tyrannidae,muchołap rdzawy
5363,Myiarchus yucatanensis,MA,PASSERIFORMES,Tyrannidae,muchołap jukatański
5364,Myiarchus tuberculifer,"NA, MA, SA",PASSERIFORMES,Tyrannidae,muchołap ciemnogłowy
5365,Myiarchus swainsoni,SA,PASSERIFORMES,Tyrannidae,muchołap zmienny
5366,Myiarchus venezuelensis,SA,PASSERIFORMES,Tyrannidae,muchołap wenezuelski
5367,Myiarchus panamensis,"MA, SA",PASSERIFORMES,Tyrannidae,muchołap panamski
5368,Myiarchus ferox,SA,PASSERIFORMES,Tyrannidae,muchołap czarnodzioby
5369,Myiarchus apicalis,SA,PASSERIFORMES,Tyrannidae,muchołap kolumbijski
5370,Myiarchus cephalotes,SA,PASSERIFORMES,Tyrannidae,muchołap andyjski
5371,Myiarchus phaeocephalus,SA,PASSERIFORMES,Tyrannidae,muchołap ekwadorski
5372,Myiarchus cinerascens,"NA, MA",PASSERIFORMES,Tyrannidae,muchołap mysi
5373,Myiarchus nuttingi,MA,PASSERIFORMES,Tyrannidae,muchołap jasnogardły
5374,Myiarchus tyrannulus,"NA, MA, SA",PASSERIFORMES,Tyrannidae,muchołap tyranowaty
5375,Myiarchus magnirostris,SA,PASSERIFORMES,Tyrannidae,muchołap wielkodzioby
5376,Ramphotrigon megacephalum,SA,PASSERIFORMES,Tyrannidae,głowiak mały
5377,Ramphotrigon flammulatum,MA,PASSERIFORMES,Tyrannidae,mimozowiec
5378,Ramphotrigon ruficauda,SA,PASSERIFORMES,Tyrannidae,głowiak rudosterny
5379,Ramphotrigon fuscicauda,SA,PASSERIFORMES,Tyrannidae,głowiak ciemnosterny
5380,Attila phoenicurus,SA,PASSERIFORMES,Tyrannidae,rudotyran szarogłowy
5381,Attila cinnamomeus,SA,PASSERIFORMES,Tyrannidae,rudotyran cynamonowy
5382,Attila torridus,SA,PASSERIFORMES,Tyrannidae,rudotyran ekwadorski
5383,Attila citriniventris,SA,PASSERIFORMES,Tyrannidae,rudotyran płowy
5384,Attila bolivianus,SA,PASSERIFORMES,Tyrannidae,rudotyran białooki
5385,Attila rufus,SA,PASSERIFORMES,Tyrannidae,rudotyran siwogłowy
5386,Attila spadiceus,"MA, SA",PASSERIFORMES,Tyrannidae,rudotyran oliwkowy
5387,Ampelioides tschudii,SA,PASSERIFORMES,Cotingidae,owocojad kusy
5388,Pipreola chlorolepidota,SA,PASSERIFORMES,Cotingidae,owocojad malutki
5389,Pipreola frontalis,SA,PASSERIFORMES,Cotingidae,owocojad płomienny
5390,Pipreola formosa,SA,PASSERIFORMES,Cotingidae,owocojad wenezuelski
5391,Pipreola whitelyi,SA,PASSERIFORMES,Cotingidae,owocojad obrożny
5392,Pipreola lubomirskii,SA,PASSERIFORMES,Cotingidae,owocojad czarnolicy
5393,Pipreola jucunda,SA,PASSERIFORMES,Cotingidae,owocojad złotopierśny
5394,Pipreola pulchra,SA,PASSERIFORMES,Cotingidae,owocojad złotoszyi
5395,Pipreola aureopectus,SA,PASSERIFORMES,Cotingidae,owocojad złotobrzuchy
5396,Pipreola arcuata,SA,PASSERIFORMES,Cotingidae,owocojad prążkowany
5397,Pipreola intermedia,SA,PASSERIFORMES,Cotingidae,owocojad pręgosterny
5398,Pipreola riefferii,SA,PASSERIFORMES,Cotingidae,owocojad łuskowany
5399,Snowornis subalaris,SA,PASSERIFORMES,Cotingidae,andobławatnik szarosterny
5400,Snowornis cryptolophus,SA,PASSERIFORMES,Cotingidae,andobławatnik oliwkowy
5401,Carpornis cucullata,SA,PASSERIFORMES,Cotingidae,jagodowiec żółtobrzuchy
5402,Carpornis melanocephala,SA,PASSERIFORMES,Cotingidae,jagodowiec jarzębaty
5403,Rupicola peruvianus,SA,PASSERIFORMES,Cotingidae,skalikurek andyjski
5404,Rupicola rupicola,SA,PASSERIFORMES,Cotingidae,skalikurek gujański
5405,Phoenicircus carnifex,SA,PASSERIFORMES,Cotingidae,karmazynowiec wschodni
5406,Phoenicircus nigricollis,SA,PASSERIFORMES,Cotingidae,karmazynowiec zachodni
5407,Zaratornis stresemanni,SA,PASSERIFORMES,Cotingidae,jemiołusznik
5408,Phytotoma rara,SA,PASSERIFORMES,Cotingidae,ziołosiek rudosterny
5409,Phytotoma raimondii,SA,PASSERIFORMES,Cotingidae,ziołosiek peruwiański
5410,Phytotoma rutila,SA,PASSERIFORMES,Cotingidae,ziołosiek czerwonawy
5411,Phibalura flavirostris,SA,PASSERIFORMES,Cotingidae,bławatnikowiec (brazylijski)
5412,Phibalura boliviana,SA,PASSERIFORMES,Cotingidae,bławatnikowiec boliwijski
5413,Doliornis sclateri,SA,PASSERIFORMES,Cotingidae,andowiec peruwiański
5414,Doliornis remseni,SA,PASSERIFORMES,Cotingidae,andowiec rdzawobrzuchy
5415,Ampelion rubrocristatus,SA,PASSERIFORMES,Cotingidae,andowiec czarniawy
5416,Ampelion rufaxilla,SA,PASSERIFORMES,Cotingidae,andowiec obrożny
5417,Haematoderus militaris,SA,PASSERIFORMES,Cotingidae,kruczyniec szkarłatny
5418,Querula purpurata,"MA, SA",PASSERIFORMES,Cotingidae,kruczyniec purpurowy
5419,Pyroderus scutatus,SA,PASSERIFORMES,Cotingidae,kruczyniec rubinowy
5420,Cephalopterus glabricollis,MA,PASSERIFORMES,Cotingidae,strojnoczub nagoszyi
5421,Cephalopterus penduliger,SA,PASSERIFORMES,Cotingidae,strojnoczub długobrody
5422,Cephalopterus ornatus,SA,PASSERIFORMES,Cotingidae,strojnoczub amazoński
5423,Perissocephalus tricolor,SA,PASSERIFORMES,Cotingidae,kapucyn
5424,Lipaugus unirufus,"MA, SA",PASSERIFORMES,Cotingidae,bławatowiec rdzawy
5425,Lipaugus streptophorus,SA,PASSERIFORMES,Cotingidae,bławatowiec obrożny
5426,Lipaugus vociferans,SA,PASSERIFORMES,Cotingidae,bławatowiec krzykliwy
5427,Lipaugus lanioides,SA,PASSERIFORMES,Cotingidae,bławatowiec brazylijski
5428,Lipaugus ater,SA,PASSERIFORMES,Cotingidae,bławatowiec złotoskrzydły
5429,Lipaugus conditus,SA,PASSERIFORMES,Cotingidae,bławatowiec szaroskrzydły
5430,Lipaugus weberi,SA,PASSERIFORMES,Cotingidae,bławatowiec rudogłowy
5431,Lipaugus fuscocinereus,SA,PASSERIFORMES,Cotingidae,bławatowiec duży
5432,Lipaugus uropygialis,SA,PASSERIFORMES,Cotingidae,bławatowiec boliwijski
5433,Procnias albus,SA,PASSERIFORMES,Cotingidae,dzwonnik biały
5434,Procnias tricarunculatus,MA,PASSERIFORMES,Cotingidae,dzwonnik trójsoplowy
5435,Procnias nudicollis,SA,PASSERIFORMES,Cotingidae,dzwonnik nagoszyi
5436,Procnias averano,SA,PASSERIFORMES,Cotingidae,dzwonnik brodaty
5437,Cotinga maynana,SA,PASSERIFORMES,Cotingidae,bławatnik śliwogardły
5438,Cotinga cayana,SA,PASSERIFORMES,Cotingidae,bławatnik kajeński
5439,Cotinga amabilis,MA,PASSERIFORMES,Cotingidae,bławatnik meksykański
5440,Cotinga nattererii,"MA, SA",PASSERIFORMES,Cotingidae,bławatnik niebieski
5441,Cotinga ridgwayi,MA,PASSERIFORMES,Cotingidae,bławatnik turkusowy
5442,Cotinga maculata,SA,PASSERIFORMES,Cotingidae,bławatnik modry
5443,Cotinga cotinga,SA,PASSERIFORMES,Cotingidae,bławatnik purpurowy
5444,Porphyrolaema porphyrolaema,SA,PASSERIFORMES,Cotingidae,białobrzuch
5445,Conioptilon mcilhennyi,SA,PASSERIFORMES,Cotingidae,czarnogłów
5446,Gymnoderus foetidus,SA,PASSERIFORMES,Cotingidae,gołoszyjnik
5447,Xipholena punicea,SA,PASSERIFORMES,Cotingidae,palmożer amarantowy
5448,Xipholena lamellipennis,SA,PASSERIFORMES,Cotingidae,palmożer białosterny
5449,Xipholena atropurpurea,SA,PASSERIFORMES,Cotingidae,palmożer białoskrzydły
5450,Carpodectes hopkei,"MA, SA",PASSERIFORMES,Cotingidae,wawrzynowiec czarnoplamy
5451,Carpodectes antoniae,MA,PASSERIFORMES,Cotingidae,wawrzynowiec żółtodzioby
5452,Carpodectes nitidus,MA,PASSERIFORMES,Cotingidae,wawrzynowiec biały
5453,Tyranneutes stolzmanni,SA,PASSERIFORMES,Pipridae,skoczek Sztolcmana
5454,Tyranneutes virescens,SA,PASSERIFORMES,Pipridae,skoczek karłowaty
5455,Neopelma chrysocephalum,SA,PASSERIFORMES,Pipridae,skoczek żółtoczuby
5456,Neopelma sulphureiventer,SA,PASSERIFORMES,Pipridae,skoczek żółtobrzuchy
5457,Neopelma pallescens,SA,PASSERIFORMES,Pipridae,skoczek jasnobrzuchy
5458,Neopelma aurifrons,SA,PASSERIFORMES,Pipridae,skoczek złotoczelny
5459,Neopelma chrysolophum,SA,PASSERIFORMES,Pipridae,skoczek bambusowy
5460,Chloropipo flavicapilla,SA,PASSERIFORMES,Pipridae,gorzynek cytrynowy
5461,Chloropipo unicolor,SA,PASSERIFORMES,Pipridae,gorzynek jednobarwny
5462,Antilophia bokermanni,SA,PASSERIFORMES,Pipridae,hełmogłowik biały
5463,Antilophia galeata,SA,PASSERIFORMES,Pipridae,hełmogłowik czarny
5464,Chiroxiphia linearis,MA,PASSERIFORMES,Pipridae,modrogrzbiecik długosterny
5465,Chiroxiphia lanceolata,"MA, SA",PASSERIFORMES,Pipridae,modrogrzbiecik ostrosterny
5466,Chiroxiphia pareola,SA,PASSERIFORMES,Pipridae,modrogrzbiecik trójbarwny
5467,Chiroxiphia boliviana,SA,PASSERIFORMES,Pipridae,modrogrzbiecik czerwonogłowy
5468,Chiroxiphia caudata,SA,PASSERIFORMES,Pipridae,modrogrzbiecik tęposterny
5469,Ilicura militaris,SA,PASSERIFORMES,Pipridae,szpicogonek
5470,Masius chrysopterus,SA,PASSERIFORMES,Pipridae,złotogłowik
5471,Corapipo gutturalis,SA,PASSERIFORMES,Pipridae,białobrodzik amazoński
5472,Corapipo altera,"MA, SA",PASSERIFORMES,Pipridae,białobrodzik panamski
5473,Corapipo leucorrhoa,SA,PASSERIFORMES,Pipridae,białobrodzik kolumbijski
5474,Xenopipo uniformis,SA,PASSERIFORMES,Pipridae,gorzynek oliwkowy
5475,Xenopipo atronitens,SA,PASSERIFORMES,Pipridae,gorzynek czarny
5476,Cryptopipo litae,"MA, SA",PASSERIFORMES,Pipridae,gorzynek północny
5477,Cryptopipo holochlora,SA,PASSERIFORMES,Pipridae,gorzynek zielonawy
5478,Lepidothrix velutina,"MA, SA",PASSERIFORMES,Pipridae,gorzyczek aksamitny
5479,Lepidothrix coronata,SA,PASSERIFORMES,Pipridae,gorzyczek czapeczkowy
5480,Lepidothrix nattereri,SA,PASSERIFORMES,Pipridae,gorzyczek białorzytny
5481,Lepidothrix vilasboasi,SA,PASSERIFORMES,Pipridae,gorzyczek zielonkawy
5482,Lepidothrix iris,SA,PASSERIFORMES,Pipridae,gorzyczek srebrnogłowy
5483,Lepidothrix suavissima,SA,PASSERIFORMES,Pipridae,gorzyczek żółtobrzuchy
5484,Lepidothrix serena,SA,PASSERIFORMES,Pipridae,gorzyczek białoczelny
5485,Lepidothrix isidorei,SA,PASSERIFORMES,Pipridae,gorzyczek modrorzytny
5486,Lepidothrix coeruleocapilla,SA,PASSERIFORMES,Pipridae,gorzyczek peruwiański
5487,Heterocercus aurantiivertex,SA,PASSERIFORMES,Pipridae,manakin andyjski
