,IOC,Breeding Range,Order,Family,French
6705,Manucodia jobiensis,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Jobi
6706,Manucodia chalybatus,AU,PASSERIFORMES,Paradisaeidae,Paradisier vert
6707,Manucodia comrii,AU,PASSERIFORMES,Paradisaeidae,Paradisier d’Entrecasteaux
6708,Phonygammus keraudrenii,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Keraudren
6709,Paradigalla carunculata,AU,PASSERIFORMES,Paradisaeidae,Paradisier caronculé
6710,Paradigalla brevicauda,AU,PASSERIFORMES,Paradisaeidae,Paradisier à queue courte
6711,Astrapia nigra,AU,PASSERIFORMES,Paradisaeidae,Paradisier à gorge noire
6712,Astrapia splendidissima,AU,PASSERIFORMES,Paradisaeidae,Paradisier splendide
6713,Astrapia mayeri,AU,PASSERIFORMES,Paradisaeidae,Paradisier à rubans
6714,Astrapia stephaniae,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Stéphanie
6715,Astrapia rothschildi,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Rothschild
6716,Parotia sefilata,AU,PASSERIFORMES,Paradisaeidae,Paradisier sifilet
6717,Parotia carolae,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Carola
6718,Parotia berlepschi,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Berlepsch
6719,Parotia lawesii,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Lawes
6720,Parotia helenae,AU,PASSERIFORMES,Paradisaeidae,Paradisier d’Helena
6721,Parotia wahnesi,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Wahnes
6722,Pteridophora alberti,AU,PASSERIFORMES,Paradisaeidae,Paradisier du Prince Albert
6723,Lophorina superba,AU,PASSERIFORMES,Paradisaeidae,Paradisier superbe
6724,Lophorina niedda,AU,PASSERIFORMES,Paradisaeidae,Paradisier niedda
6725,Lophorina minor,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Ramsay
6726,Ptiloris paradiseus,AU,PASSERIFORMES,Paradisaeidae,Paradisier festonné
6727,Ptiloris victoriae,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Victoria
6728,Ptiloris magnificus,AU,PASSERIFORMES,Paradisaeidae,Paradisier gorge-d’acier
6729,Ptiloris intercedens,AU,PASSERIFORMES,Paradisaeidae,Paradisier grondeur
6730,Epimachus fastosus,AU,PASSERIFORMES,Paradisaeidae,Paradisier fastueux
6731,Epimachus meyeri,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Meyer
6732,Drepanornis albertisi,AU,PASSERIFORMES,Paradisaeidae,Paradisier de d’Albertis
6733,Drepanornis bruijnii,AU,PASSERIFORMES,Paradisaeidae,Paradisier à bec blanc
6734,Diphyllodes magnificus,AU,PASSERIFORMES,Paradisaeidae,Paradisier magnifique
6735,Diphyllodes respublica,AU,PASSERIFORMES,Paradisaeidae,Paradisier républicain
6736,Cicinnurus regius,AU,PASSERIFORMES,Paradisaeidae,Paradisier royal
6737,Semioptera wallacii,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Wallace
6738,Seleucidis melanoleucus,AU,PASSERIFORMES,Paradisaeidae,Paradisier multifil
6739,Paradisaea apoda,AU,PASSERIFORMES,Paradisaeidae,Paradisier grand-émeraude
6740,Paradisaea raggiana,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Raggi
6741,Paradisaea minor,AU,PASSERIFORMES,Paradisaeidae,Paradisier petit-émeraude
6742,Paradisaea decora,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Goldie
6743,Paradisaea rubra,AU,PASSERIFORMES,Paradisaeidae,Paradisier rouge
6744,Paradisaea guilielmi,AU,PASSERIFORMES,Paradisaeidae,Paradisier de Guillaume
6745,Paradisornis rudolphi,AU,PASSERIFORMES,Paradisaeidae,Paradisier bleu
6746,Tregellasia leucops,AU,PASSERIFORMES,Petroicidae,Miro à face blanche
6747,Tregellasia capito,AU,PASSERIFORMES,Petroicidae,Miro jaunâtre
6748,Quoyornis georgianus,AU,PASSERIFORMES,Petroicidae,Miro à poitrine blanche
6749,Eopsaltria australis,AU,PASSERIFORMES,Petroicidae,Miro à poitrine jaune
6750,Eopsaltria griseogularis,AU,PASSERIFORMES,Petroicidae,Miro à poitrine grise
6751,Gennaeodryas placens,AU,PASSERIFORMES,Petroicidae,Miro ceinturé
6752,Melanodryas cucullata,AU,PASSERIFORMES,Petroicidae,Miro à capuchon
6753,Melanodryas vittata,AU,PASSERIFORMES,Petroicidae,Miro de Tasmanie
6754,Peneothello sigillata,AU,PASSERIFORMES,Petroicidae,Miro à ailes blanches
6755,Peneothello cryptoleuca,AU,PASSERIFORMES,Petroicidae,Miro ombré
6756,Peneothello cyanus,AU,PASSERIFORMES,Petroicidae,Miro gris-bleu
6757,Peneothello bimaculata,AU,PASSERIFORMES,Petroicidae,Miro à croupion blanc
6758,Peneothello pulverulenta,AU,PASSERIFORMES,Petroicidae,Miro des mangroves
6759,Poecilodryas brachyura,AU,PASSERIFORMES,Petroicidae,Miro à menton noir
6760,Poecilodryas hypoleuca,AU,PASSERIFORMES,Petroicidae,Miro à flancs noirs
6761,Poecilodryas superciliosa,AU,PASSERIFORMES,Petroicidae,Miro bridé
6762,Poecilodryas cerviniventris,AU,PASSERIFORMES,Petroicidae,Miro à flancs chamois
6763,Plesiodryas albonotata,AU,PASSERIFORMES,Petroicidae,Miro à gorge noire
6764,Heteromyias albispecularis,AU,PASSERIFORMES,Petroicidae,Miro cendré
6765,Heteromyias armiti,AU,PASSERIFORMES,Petroicidae,Miro d’Armit
6766,Heteromyias cinereifrons,AU,PASSERIFORMES,Petroicidae,Miro à tête grise
6767,Drymodes beccarii,AU,PASSERIFORMES,Petroicidae,Drymode papou
6768,Drymodes superciliaris,AU,PASSERIFORMES,Petroicidae,Drymode bridé
6769,Drymodes brunneopygia,AU,PASSERIFORMES,Petroicidae,Drymode à croupion brun
6770,Microeca flavigaster,AU,PASSERIFORMES,Petroicidae,Miro à ventre citron
6771,Microeca hemixantha,AU,PASSERIFORMES,Petroicidae,Miro des Tanimbar
6772,Microeca fascinans,AU,PASSERIFORMES,Petroicidae,Miro enchanteur
6773,Monachella muelleriana,AU,PASSERIFORMES,Petroicidae,Miro des torrents
6774,Cryptomicroeca flaviventris,AU,PASSERIFORMES,Petroicidae,Miro à ventre jaune
6775,Kempiella griseoceps,AU,PASSERIFORMES,Petroicidae,Miro à pattes jaunes
6776,Kempiella flavovirescens,AU,PASSERIFORMES,Petroicidae,Miro olive
6777,Devioeca papuana,AU,PASSERIFORMES,Petroicidae,Miro papou
6778,Eugerygone rubra,AU,PASSERIFORMES,Petroicidae,Miro grenat
6779,Petroica rosea,AU,PASSERIFORMES,Petroicidae,Miro rosé
6780,Petroica rodinogaster,AU,PASSERIFORMES,Petroicidae,Miro incarnat
6781,Petroica archboldi,AU,PASSERIFORMES,Petroicidae,Miro des rochers
6782,Petroica bivittata,AU,PASSERIFORMES,Petroicidae,Miro montagnard
6783,Petroica phoenicea,AU,PASSERIFORMES,Petroicidae,Miro embrasé
6784,Petroica polymorpha,PO,PASSERIFORMES,Petroicidae,Miro des Salomon
6785,Petroica pusilla,"AU, PO",PASSERIFORMES,Petroicidae,Miro du Pacifique
6786,Petroica multicolor,AU,PASSERIFORMES,Petroicidae,Miro de Norfolk
6787,Petroica boodang,AU,PASSERIFORMES,Petroicidae,Miro boodang
6788,Petroica goodenovii,AU,PASSERIFORMES,Petroicidae,Miro à front rouge
6789,Petroica macrocephala,AU,PASSERIFORMES,Petroicidae,Miro mésange
6790,Petroica longipes,AU,PASSERIFORMES,Petroicidae,Miro de Garnot
6791,Petroica australis,AU,PASSERIFORMES,Petroicidae,Miro rubisole
6792,Petroica traversi,AU,PASSERIFORMES,Petroicidae,Miro des Chatham
6793,Pachycephalopsis hattamensis,AU,PASSERIFORMES,Petroicidae,Miro à dos vert
6794,Pachycephalopsis poliosoma,AU,PASSERIFORMES,Petroicidae,Miro aux yeux blancs
6795,Amalocichla sclateriana,AU,PASSERIFORMES,Petroicidae,Grande Pseudobrève
6796,Amalocichla incerta,AU,PASSERIFORMES,Petroicidae,Petite Pseudobrève
6797,Picathartes gymnocephalus,AF,PASSERIFORMES,Picathartidae,Picatharte de Guinée
6798,Picathartes oreas,AF,PASSERIFORMES,Picathartidae,Picatharte du Cameroun
6799,Chaetops frenatus,AF,PASSERIFORMES,Chaetopidae,Chétopse bridé
6800,Chaetops aurantius,AF,PASSERIFORMES,Chaetopidae,Chétopse doré
6801,Eupetes macrocerus,OR,PASSERIFORMES,Eupetidae,Eupète à longue queue
6802,Bombycilla garrulus,"PAL, NA",PASSERIFORMES,Bombycillidae,Jaseur boréal
6803,Bombycilla japonica,PAL,PASSERIFORMES,Bombycillidae,Jaseur du Japon
6804,Bombycilla cedrorum,"NA, MA, SA",PASSERIFORMES,Bombycillidae,Jaseur d’Amérique
6805,Phainoptila melanoxantha,MA,PASSERIFORMES,Ptiliogonatidae,Phénoptile noir et jaune
6806,Ptiliogonys cinereus,MA,PASSERIFORMES,Ptiliogonatidae,Ptilogon cendré
6807,Ptiliogonys caudatus,MA,PASSERIFORMES,Ptiliogonatidae,Ptilogon à longue queue
6808,Phainopepla nitens,"NA, MA",PASSERIFORMES,Ptiliogonatidae,Phénopèple luisant
6809,Hypocolius ampelinus,PAL,PASSERIFORMES,Hypocoliidae,Hypocolius gris
6810,Hylocitrea bonensis,AU,PASSERIFORMES,Hylocitreidae,Hylocitrin à flancs jaunes
6811,Chelidorhynx hypoxanthus,OR,PASSERIFORMES,Stenostiridae,Chélidorhynque à ventre jaune
6812,Stenostira scita,AF,PASSERIFORMES,Stenostiridae,Mignard enchanteur
6813,Culicicapa ceylonensis,OR,PASSERIFORMES,Stenostiridae,Gobemoustique à tête grise
6814,Culicicapa helianthea,"OR, AU",PASSERIFORMES,Stenostiridae,Gobemoustique canari
6815,Elminia longicauda,AF,PASSERIFORMES,Stenostiridae,Elminie bleue
6816,Elminia albicauda,AF,PASSERIFORMES,Stenostiridae,Elminie à queue blanche
6817,Elminia nigromitrata,AF,PASSERIFORMES,Stenostiridae,Elminie à tête noire
6818,Elminia albiventris,AF,PASSERIFORMES,Stenostiridae,Elminie à ventre blanc
6819,Elminia albonotata,AF,PASSERIFORMES,Stenostiridae,Elminie à queue frangée
6820,Cephalopyrus flammiceps,OR,PASSERIFORMES,Paridae,Mésange tête-de-feu
6821,Sylviparus modestus,OR,PASSERIFORMES,Paridae,Mésange modeste
6822,Melanochlora sultanea,OR,PASSERIFORMES,Paridae,Mésange sultane
6823,Periparus rufonuchalis,PAL,PASSERIFORMES,Paridae,Mésange à nuque rousse
6824,Periparus rubidiventris,OR,PASSERIFORMES,Paridae,Mésange cul-roux
6825,Periparus ater,PAL,PASSERIFORMES,Paridae,Mésange noire
6826,Pardaliparus venustulus,PAL,PASSERIFORMES,Paridae,Mésange gracieuse
6827,Pardaliparus elegans,OR,PASSERIFORMES,Paridae,Mésange élégante
6828,Pardaliparus amabilis,OR,PASSERIFORMES,Paridae,Mésange de Palawan
6829,Lophophanes cristatus,PAL,PASSERIFORMES,Paridae,Mésange huppée
6830,Lophophanes dichrous,OR,PASSERIFORMES,Paridae,Mésange des bouleaux
6831,Baeolophus wollweberi,"NA, MA",PASSERIFORMES,Paridae,Mésange arlequin
6832,Baeolophus inornatus,"NA, MA",PASSERIFORMES,Paridae,Mésange unicolore
6833,Baeolophus ridgwayi,"NA, MA",PASSERIFORMES,Paridae,Mésange des genévriers
6834,Baeolophus atricristatus,"NA, MA",PASSERIFORMES,Paridae,Mésange à plumet noir
6835,Sittiparus varius,PAL,PASSERIFORMES,Paridae,Mésange variée
6836,Sittiparus owstoni,PAL,PASSERIFORMES,Paridae,Mésange d’Owston
6837,Sittiparus olivaceus,PAL,PASSERIFORMES,Paridae,Mésange d’Iriomote
6838,Sittiparus castaneoventris,PAL,PASSERIFORMES,Paridae,Mésange de Gould
6839,Sittiparus semilarvatus,OR,PASSERIFORMES,Paridae,Mésange à front blanc
6840,Poecile superciliosus,PAL,PASSERIFORMES,Paridae,Mésange à sourcils blancs
6841,Poecile lugubris,PAL,PASSERIFORMES,Paridae,Mésange lugubre
6842,Poecile cinctus,PAL,PASSERIFORMES,Paridae,Mésange lapone
6843,Poecile sclateri,"NA, MA",PASSERIFORMES,Paridae,Mésange grise
6844,Poecile davidi,PAL,PASSERIFORMES,Paridae,Mésange de David
6845,Poecile hypermelaenus,OR,PASSERIFORMES,Paridae,Mésange à bavette
6846,Poecile palustris,PAL,PASSERIFORMES,Paridae,Mésange nonnette
6847,Poecile weigoldicus,PAL,PASSERIFORMES,Paridae,Mésange de Weigold
6848,Poecile hyrcanus,PAL,PASSERIFORMES,Paridae,Mésange d’Iran
6849,Poecile montanus,PAL,PASSERIFORMES,Paridae,Mésange boréale
6850,Cyanistes teneriffae,AF,PASSERIFORMES,Paridae,Mésange nord-africaine
6851,Cyanistes caeruleus,PAL,PASSERIFORMES,Paridae,Mésange bleue
6852,Cyanistes cyanus,PAL,PASSERIFORMES,Paridae,Mésange azurée
6853,Pseudopodoces humilis,PAL,PASSERIFORMES,Paridae,Mésange de Hume
6854,Parus major,PAL,PASSERIFORMES,Paridae,Mésange charbonnière
6855,Parus minor,PAL,PASSERIFORMES,Paridae,Mésange de Chine
6856,Parus cinereus,OR,PASSERIFORMES,Paridae,Mésange indienne
6857,Parus monticolus,"PAL, OR",PASSERIFORMES,Paridae,Mésange montagnarde
6858,Machlolophus nuchalis,OR,PASSERIFORMES,Paridae,Mésange à ailes blanches
6859,Machlolophus holsti,OR,PASSERIFORMES,Paridae,Mésange de Taïwan
6860,Machlolophus xanthogenys,OR,PASSERIFORMES,Paridae,Mésange à joues jaunes
6861,Machlolophus aplonotus,OR,PASSERIFORMES,Paridae,Mésange jaune
6862,Machlolophus spilonotus,OR,PASSERIFORMES,Paridae,Mésange à dos tacheté
6863,Melaniparus guineensis,AF,PASSERIFORMES,Paridae,Mésange galonnée
6864,Melaniparus leucomelas,AF,PASSERIFORMES,Paridae,Mésange à épaulettes
6865,Melaniparus niger,AF,PASSERIFORMES,Paridae,Mésange nègre
6866,Melaniparus carpi,AF,PASSERIFORMES,Paridae,Mésange de Carp
6867,Melaniparus albiventris,AF,PASSERIFORMES,Paridae,Mésange à ventre blanc
6868,Melaniparus leuconotus,AF,PASSERIFORMES,Paridae,Mésange à dos blanc
6869,Melaniparus funereus,AF,PASSERIFORMES,Paridae,Mésange enfumée
6870,Melaniparus rufiventris,AF,PASSERIFORMES,Paridae,Mésange à ventre cannelle
6871,Melaniparus pallidiventris,AF,PASSERIFORMES,Paridae,Mésange de Reichenow
6872,Melaniparus fringillinus,AF,PASSERIFORMES,Paridae,Mésange à gorge rousse
6873,Melaniparus fasciiventer,AF,PASSERIFORMES,Paridae,Mésange à ventre strié
6874,Melaniparus thruppi,AF,PASSERIFORMES,Paridae,Mésange somalienne
6875,Melaniparus griseiventris,AF,PASSERIFORMES,Paridae,Mésange à ventre gris
6876,Melaniparus cinerascens,AF,PASSERIFORMES,Paridae,Mésange cendrée
6877,Melaniparus afer,AF,PASSERIFORMES,Paridae,Mésange petit-deuil
6878,Remiz pendulinus,PAL,PASSERIFORMES,Remizidae,Rémiz penduline
6879,Remiz macronyx,PAL,PASSERIFORMES,Remizidae,Rémiz à tête noire
6880,Remiz coronatus,PAL,PASSERIFORMES,Remizidae,Rémiz couronnée
6881,Remiz consobrinus,PAL,PASSERIFORMES,Remizidae,Rémiz de Chine
6882,Anthoscopus punctifrons,AF,PASSERIFORMES,Remizidae,Rémiz du Soudan
6883,Anthoscopus parvulus,AF,PASSERIFORMES,Remizidae,Rémiz à ventre jaune
6884,Anthoscopus musculus,AF,PASSERIFORMES,Remizidae,Rémiz souris
6885,Anthoscopus flavifrons,AF,PASSERIFORMES,Remizidae,Rémiz à front jaune
6886,Anthoscopus caroli,AF,PASSERIFORMES,Remizidae,Rémiz de Carl
6887,Anthoscopus minutus,AF,PASSERIFORMES,Remizidae,Rémiz minute
6888,Auriparus flaviceps,"NA, MA",PASSERIFORMES,Remizidae,Auripare verdin
6889,Nicator chloris,AF,PASSERIFORMES,Nicatoridae,Nicator du Sénégal
6890,Nicator gularis,AF,PASSERIFORMES,Nicatoridae,Nicator à tête brune
6891,Nicator vireo,AF,PASSERIFORMES,Nicatoridae,Nicator à gorge jaune
6892,Panurus biarmicus,PAL,PASSERIFORMES,Panuridae,Panure à moustaches
6893,Alaemon alaudipes,"AF, PAL",PASSERIFORMES,Alaudidae,Sirli du désert
6894,Alaemon hamertoni,AF,PASSERIFORMES,Alaudidae,Sirli de Witherby
6895,Chersomanes beesleyi,AF,PASSERIFORMES,Alaudidae,Alouette de Beesley
6896,Chersomanes albofasciata,AF,PASSERIFORMES,Alaudidae,Alouette éperonnée
6897,Ammomanopsis grayi,AF,PASSERIFORMES,Alaudidae,Alouette de Gray
6898,Certhilauda chuana,AF,PASSERIFORMES,Alaudidae,Alouette à ongles courts
6899,Certhilauda subcoronata,AF,PASSERIFORMES,Alaudidae,Alouette du Namaland
6900,Certhilauda benguelensis,AF,PASSERIFORMES,Alaudidae,Alouette de Benguela
6901,Certhilauda semitorquata,AF,PASSERIFORMES,Alaudidae,Alouette du Transvaal
6902,Certhilauda curvirostris,AF,PASSERIFORMES,Alaudidae,Alouette à long bec
6903,Certhilauda brevirostris,AF,PASSERIFORMES,Alaudidae,Alouette de l’Agulhas
6904,Pinarocorys nigricans,AF,PASSERIFORMES,Alaudidae,Alouette brune
6905,Pinarocorys erythropygia,AF,PASSERIFORMES,Alaudidae,Alouette à queue rousse
6906,Ramphocoris clotbey,AF,PASSERIFORMES,Alaudidae,Alouette de Clot-Bey
6907,Ammomanes deserti,"AF, PAL",PASSERIFORMES,Alaudidae,Ammomane isabelline
6908,Ammomanes cinctura,"AF, PAL",PASSERIFORMES,Alaudidae,Ammomane élégante
6909,Ammomanes phoenicura,OR,PASSERIFORMES,Alaudidae,Ammomane à queue rouge
6910,Eremopterix australis,AF,PASSERIFORMES,Alaudidae,Moinelette à oreillons noirs
6911,Eremopterix hova,AF,PASSERIFORMES,Alaudidae,Moinelette malgache
6912,Eremopterix nigriceps,"AF, PAL",PASSERIFORMES,Alaudidae,Moinelette à front blanc
6913,Eremopterix leucotis,AF,PASSERIFORMES,Alaudidae,Moinelette à oreillons blancs
6914,Eremopterix griseus,OR,PASSERIFORMES,Alaudidae,Moinelette croisée
6915,Eremopterix signatus,AF,PASSERIFORMES,Alaudidae,Moinelette d’Oustalet
6916,Eremopterix verticalis,AF,PASSERIFORMES,Alaudidae,Moinelette à dos gris
6917,Eremopterix leucopareia,AF,PASSERIFORMES,Alaudidae,Moinelette de Fischer
6918,Calendulauda sabota,AF,PASSERIFORMES,Alaudidae,Alouette sabota
6919,Calendulauda poecilosterna,AF,PASSERIFORMES,Alaudidae,Alouette à poitrine rose
6920,Calendulauda alopex,AF,PASSERIFORMES,Alaudidae,Alouette abyssinienne
6921,Calendulauda africanoides,AF,PASSERIFORMES,Alaudidae,Alouette fauve
6922,Calendulauda albescens,AF,PASSERIFORMES,Alaudidae,Alouette du Karoo
6923,Calendulauda burra,AF,PASSERIFORMES,Alaudidae,Alouette ferrugineuse
6924,Calendulauda erythrochlamys,AF,PASSERIFORMES,Alaudidae,Alouette à dos roux
6925,Calendulauda barlowi,AF,PASSERIFORMES,Alaudidae,Alouette de Barlow
6926,Heteromirafra ruddi,AF,PASSERIFORMES,Alaudidae,Alouette de Rudd
6927,Heteromirafra archeri,AF,PASSERIFORMES,Alaudidae,Alouette d’Archer
6928,Mirafra fasciolata,AF,PASSERIFORMES,Alaudidae,Alouette fasciée
6929,Mirafra apiata,AF,PASSERIFORMES,Alaudidae,Alouette bateleuse
6930,Mirafra hypermetra,AF,PASSERIFORMES,Alaudidae,Alouette polyglotte
6931,Mirafra africana,AF,PASSERIFORMES,Alaudidae,Alouette à nuque rousse
6932,Mirafra sharpii,AF,PASSERIFORMES,Alaudidae,Alouette de Sharpe
6933,Mirafra rufocinnamomea,AF,PASSERIFORMES,Alaudidae,Alouette bourdonnante
6934,Mirafra angolensis,AF,PASSERIFORMES,Alaudidae,Alouette d’Angola
6935,Mirafra williamsi,AF,PASSERIFORMES,Alaudidae,Alouette de Williams
6936,Mirafra passerina,AF,PASSERIFORMES,Alaudidae,Alouette monotone
6937,Mirafra cheniana,AF,PASSERIFORMES,Alaudidae,Alouette mélodieuse
6938,Mirafra javanica,"AF, OR, AU",PASSERIFORMES,Alaudidae,Alouette de Java
6939,Mirafra microptera,OR,PASSERIFORMES,Alaudidae,Alouette de Birmanie
6940,Mirafra assamica,OR,PASSERIFORMES,Alaudidae,Alouette d’Assam
6941,Mirafra erythrocephala,OR,PASSERIFORMES,Alaudidae,Alouette d’Indochine
6942,Mirafra erythroptera,OR,PASSERIFORMES,Alaudidae,Alouette à ailes rousses
6943,Mirafra affinis,OR,PASSERIFORMES,Alaudidae,Alouette du Deccan
6944,Mirafra gilletti,AF,PASSERIFORMES,Alaudidae,Alouette de Gillett
6945,Mirafra rufa,AF,PASSERIFORMES,Alaudidae,Alouette rousse
6946,Mirafra collaris,AF,PASSERIFORMES,Alaudidae,Alouette à collier
6947,Mirafra ashi,AF,PASSERIFORMES,Alaudidae,Alouette d’Ash
6948,Mirafra somalica,AF,PASSERIFORMES,Alaudidae,Alouette de Somalie
6949,Mirafra pulpa,AF,PASSERIFORMES,Alaudidae,Alouette de Friedmann
6950,Mirafra cordofanica,AF,PASSERIFORMES,Alaudidae,Alouette du Kordofan
6951,Mirafra albicauda,AF,PASSERIFORMES,Alaudidae,Alouette à queue blanche
6952,Lullula arborea,PAL,PASSERIFORMES,Alaudidae,Alouette lulu
6953,Spizocorys obbiensis,AF,PASSERIFORMES,Alaudidae,Alouette d’Obbia
6954,Spizocorys sclateri,AF,PASSERIFORMES,Alaudidae,Alouette de Sclater
6955,Spizocorys starki,AF,PASSERIFORMES,Alaudidae,Alouette de Stark
6956,Spizocorys fremantlii,AF,PASSERIFORMES,Alaudidae,Alouette à queue courte
6957,Spizocorys personata,AF,PASSERIFORMES,Alaudidae,Alouette masquée
6958,Spizocorys fringillaris,AF,PASSERIFORMES,Alaudidae,Alouette de Botha
6959,Spizocorys conirostris,AF,PASSERIFORMES,Alaudidae,Alouette à bec rose
6960,Alauda leucoptera,PAL,PASSERIFORMES,Alaudidae,Alouette leucoptère
6961,Alauda razae,AF,PASSERIFORMES,Alaudidae,Alouette de Razo
6962,Alauda gulgula,OR,PASSERIFORMES,Alaudidae,Alouette gulgule
6963,Alauda arvensis,PAL,PASSERIFORMES,Alaudidae,Alouette des champs
6964,Galerida deva,OR,PASSERIFORMES,Alaudidae,Cochevis de Sykes
6965,Galerida modesta,AF,PASSERIFORMES,Alaudidae,Cochevis modeste
6966,Galerida magnirostris,AF,PASSERIFORMES,Alaudidae,Cochevis à gros bec
6967,Galerida theklae,AF,PASSERIFORMES,Alaudidae,Cochevis de Thékla
6968,Galerida cristata,"PAL, AF",PASSERIFORMES,Alaudidae,Cochevis huppé
6969,Galerida malabarica,OR,PASSERIFORMES,Alaudidae,Cochevis de Malabar
6970,Galerida macrorhyncha,AF,PASSERIFORMES,Alaudidae,Cochevis du Maghreb
6971,Eremophila alpestris,"NA, MA, PAL",PASSERIFORMES,Alaudidae,Alouette hausse-col
6972,Eremophila bilopha,"AF, PAL",PASSERIFORMES,Alaudidae,Alouette bilophe
6973,Calandrella acutirostris,PAL,PASSERIFORMES,Alaudidae,Alouette de Hume
6974,Calandrella dukhunensis,PAL,PASSERIFORMES,Alaudidae,Alouette de Sykes
6975,Calandrella blanfordi,AF,PASSERIFORMES,Alaudidae,Alouette de Blanford
6976,Calandrella eremica,AF,PASSERIFORMES,Alaudidae,Alouette de Peters
6977,Calandrella cinerea,AF,PASSERIFORMES,Alaudidae,Alouette cendrille
6978,Calandrella brachydactyla,PAL,PASSERIFORMES,Alaudidae,Alouette calandrelle
6979,Melanocorypha bimaculata,PAL,PASSERIFORMES,Alaudidae,Alouette monticole
6980,Melanocorypha calandra,PAL,PASSERIFORMES,Alaudidae,Alouette calandre
6981,Melanocorypha yeltoniensis,PAL,PASSERIFORMES,Alaudidae,Alouette nègre
6982,Melanocorypha mongolica,PAL,PASSERIFORMES,Alaudidae,Alouette de Mongolie
6983,Melanocorypha maxima,PAL,PASSERIFORMES,Alaudidae,Alouette du Tibet
6984,Chersophilus duponti,AF,PASSERIFORMES,Alaudidae,Alouette de Dupont
6985,Eremalauda dunni,AF,PASSERIFORMES,Alaudidae,Alouette de Dunn
6986,Eremalauda eremodites,PAL,PASSERIFORMES,Alaudidae,Alouette d’Arabie
6987,Alaudala athensis,AF,PASSERIFORMES,Alaudidae,Alouette d’Athi
6988,Alaudala cheleensis,PAL,PASSERIFORMES,Alaudidae,Alouette de Swinhoe
6989,Alaudala somalica,AF,PASSERIFORMES,Alaudidae,Alouette roussâtre
6990,Alaudala rufescens,PAL,PASSERIFORMES,Alaudidae,Alouette pispolette
6991,Alaudala heinei,PAL,PASSERIFORMES,Alaudidae,Alouette de Heine
6992,Alaudala raytal,OR,PASSERIFORMES,Alaudidae,Alouette raytal
6993,Andropadus importunus,AF,PASSERIFORMES,Pycnonotidae,Bulbul importun
6994,Stelgidillas gracilirostris,AF,PASSERIFORMES,Pycnonotidae,Bulbul à bec grêle
6995,Calyptocichla serinus,AF,PASSERIFORMES,Pycnonotidae,Bulbul doré
6996,Neolestes torquatus,AF,PASSERIFORMES,Pycnonotidae,Bulbul à collier noir
6997,Bleda syndactylus,AF,PASSERIFORMES,Pycnonotidae,Bulbul moustac
6998,Bleda eximius,AF,PASSERIFORMES,Pycnonotidae,Bulbul à queue verte
6999,Bleda canicapillus,AF,PASSERIFORMES,Pycnonotidae,Bulbul fourmilier
7000,Bleda notatus,AF,PASSERIFORMES,Pycnonotidae,Bulbul jaunelore
7001,Bleda ugandae,AF,PASSERIFORMES,Pycnonotidae,Bulbul aux yeux jaunes
7002,Atimastillas flavicollis,AF,PASSERIFORMES,Pycnonotidae,Bulbul à gorge claire
7003,Ixonotus guttatus,AF,PASSERIFORMES,Pycnonotidae,Bulbul tacheté
7004,Thescelocichla leucopleura,AF,PASSERIFORMES,Pycnonotidae,Bulbul des raphias
7005,Chlorocichla laetissima,AF,PASSERIFORMES,Pycnonotidae,Bulbul joyeux
7006,Chlorocichla prigoginei,AF,PASSERIFORMES,Pycnonotidae,Bulbul de Prigogine
