,IOC,Breeding Range,Order,Family,Estonian
1135,Dromococcyx pavoninus,SA,CUCULIFORMES,Cuculidae,väike-selvakägu
1136,Morococcyx erythropygus,MA,CUCULIFORMES,Cuculidae,rästaskägu
1137,Geococcyx californianus,"NA, MA",CUCULIFORMES,Cuculidae,suur-jooksurkägu (jooksurkägu)
1138,Geococcyx velox,MA,CUCULIFORMES,Cuculidae,väike-jooksurkägu
1139,Neomorphus geoffroyi,"MA, SA",CUCULIFORMES,Cuculidae,punakõht-maakägu
1140,Neomorphus squamiger,SA,CUCULIFORMES,Cuculidae,hele-maakägu
1141,Neomorphus radiolosus,SA,CUCULIFORMES,Cuculidae,vööt-maakägu
1142,Neomorphus rufipennis,SA,CUCULIFORMES,Cuculidae,purpur-maakägu
1143,Neomorphus pucheranii,SA,CUCULIFORMES,Cuculidae,punanokk-maakägu
1144,Centropus milo,AU,CUCULIFORMES,Cuculidae,saalomonisaarte kannuskägu
1145,Centropus ateralbus,AU,CUCULIFORMES,Cuculidae,pugal-kannuskägu
1146,Centropus menbeki,AU,CUCULIFORMES,Cuculidae,menebiki-kannuskägu
1147,Centropus chalybeus,AU,CUCULIFORMES,Cuculidae,biaki kannuskägu
1148,Centropus unirufus,OR,CUCULIFORMES,Cuculidae,ruske-kannuskägu
1149,Centropus chlororhynchos,OR,CUCULIFORMES,Cuculidae,vandelnokk-kannuskägu
1150,Centropus melanops,OR,CUCULIFORMES,Cuculidae,mask-kannuskägu
1151,Centropus steerii,OR,CUCULIFORMES,Cuculidae,mindoro kannuskägu
1152,Centropus rectunguis,OR,CUCULIFORMES,Cuculidae,lodu-kannuskägu
1153,Centropus celebensis,AU,CUCULIFORMES,Cuculidae,sulawesi kannuskägu
1154,Centropus anselli,AF,CUCULIFORMES,Cuculidae,koldkõht-kannuskägu
1155,Centropus leucogaster,AF,CUCULIFORMES,Cuculidae,mustpugu-kannuskägu
1156,Centropus senegalensis,AF,CUCULIFORMES,Cuculidae,rohu-kannuskägu
1157,Centropus monachus,AF,CUCULIFORMES,Cuculidae,sinipea-kannuskägu
1158,Centropus cupreicaudus,AF,CUCULIFORMES,Cuculidae,soo-kannuskägu
1159,Centropus superciliosus,AF,CUCULIFORMES,Cuculidae,valgekulm-kannuskägu
1160,Centropus burchellii,AF,CUCULIFORMES,Cuculidae,lõuna-kannuskägu
1161,Centropus nigrorufus,OR,CUCULIFORMES,Cuculidae,sunda kannuskägu
1162,Centropus sinensis,OR,CUCULIFORMES,Cuculidae,punaselg-kannuskägu
1163,Centropus toulou,AF,CUCULIFORMES,Cuculidae,madagaskari kannuskägu
1164,Centropus goliath,AU,CUCULIFORMES,Cuculidae,suur-kannuskägu
1165,Centropus grillii,AF,CUCULIFORMES,Cuculidae,luha-kannuskägu
1166,Centropus viridis,OR,CUCULIFORMES,Cuculidae,filipiini kannuskägu
1167,Centropus bengalensis,"OR, AU",CUCULIFORMES,Cuculidae,väike-kannuskägu
1168,Centropus violaceus,AU,CUCULIFORMES,Cuculidae,ronk-kannuskägu
1169,Centropus bernsteini,AU,CUCULIFORMES,Cuculidae,võsa-kannuskägu
1170,Centropus spilopterus,AU,CUCULIFORMES,Cuculidae,kai kannuskägu
1171,Centropus phasianinus,AU,CUCULIFORMES,Cuculidae,faasan-kannuskägu
1172,Centropus andamanensis,OR,CUCULIFORMES,Cuculidae,andamani kannuskägu
1173,Carpococcyx radiceus,OR,CUCULIFORMES,Cuculidae,vööt-redukägu
1174,Carpococcyx viridis,OR,CUCULIFORMES,Cuculidae,sumatra redukägu
1175,Carpococcyx renauldi,OR,CUCULIFORMES,Cuculidae,suur-redukägu
1176,Coua cristata,AF,CUCULIFORMES,Cuculidae,tutt-siidkägu
1177,Coua verreauxi,AF,CUCULIFORMES,Cuculidae,väike-siidkägu
1178,Coua caerulea,AF,CUCULIFORMES,Cuculidae,sini-siidkägu
1179,Coua ruficeps,AF,CUCULIFORMES,Cuculidae,punakiird-siidkägu
1180,Coua reynaudii,AF,CUCULIFORMES,Cuculidae,tanu-siidkägu
1181,Coua coquereli,AF,CUCULIFORMES,Cuculidae,lääne-siidkägu
1182,Coua cursor,AF,CUCULIFORMES,Cuculidae,kõrbe-siidkägu
1183,Coua gigas,AF,CUCULIFORMES,Cuculidae,suur-siidkägu
1184,Coua serriana,AF,CUCULIFORMES,Cuculidae,tõmmu-siidkägu
1185,Rhinortha chlorophaea,OR,CUCULIFORMES,Cuculidae,ruske-malkohakägu
1186,Ceuthmochares aereus,AF,CUCULIFORMES,Cuculidae,aafrika malkohakägu
1187,Ceuthmochares australis,AF,CUCULIFORMES,Cuculidae,Green Malkoha
1188,Taccocua leschenaultii,OR,CUCULIFORMES,Cuculidae,leet-malkohakägu
1189,Zanclostomus javanicus,OR,CUCULIFORMES,Cuculidae,puna-malkohakägu
1190,Rhamphococcyx calyorhynchus,AU,CUCULIFORMES,Cuculidae,sulawesi malkohakägu
1191,Phaenicophaeus curvirostris,OR,CUCULIFORMES,Cuculidae,helk-malkohakägu
1192,Phaenicophaeus pyrrhocephalus,OR,CUCULIFORMES,Cuculidae,valgekõht-malkohakägu
1193,Phaenicophaeus sumatranus,OR,CUCULIFORMES,Cuculidae,pruunkõht-malkohakägu
1194,Phaenicophaeus viridirostris,OR,CUCULIFORMES,Cuculidae,prill-malkohakägu
1195,Phaenicophaeus diardi,OR,CUCULIFORMES,Cuculidae,mustkõht-malkohakägu
1196,Phaenicophaeus tristis,OR,CUCULIFORMES,Cuculidae,händ-malkohakägu
1197,Dasylophus superciliosus,OR,CUCULIFORMES,Cuculidae,tutt-malkohakägu
1198,Dasylophus cumingi,OR,CUCULIFORMES,Cuculidae,soomus-malkohakägu
1199,Clamator coromandus,OR,CUCULIFORMES,Cuculidae,aasia harakkägu
1200,Clamator glandarius,"AF, PAL",CUCULIFORMES,Cuculidae,harakkägu
1201,Clamator levaillantii,AF,CUCULIFORMES,Cuculidae,suur-jakobiinkägu
1202,Clamator jacobinus,"AF, OR",CUCULIFORMES,Cuculidae,jakobiinkägu
1203,Coccycua minuta,"MA, SA",CUCULIFORMES,Cuculidae,väike-oravkägu
1204,Coccycua pumila,SA,CUCULIFORMES,Cuculidae,värb-vihmakägu
1205,Coccycua cinerea,SA,CUCULIFORMES,Cuculidae,väike-vihmakägu
1206,Piaya cayana,"MA, SA",CUCULIFORMES,Cuculidae,oravkägu (hallkõht-oravkägu)
1207,Piaya melanogaster,SA,CUCULIFORMES,Cuculidae,ruske-oravkägu
1208,Coccyzus melacoryphus,SA,CUCULIFORMES,Cuculidae,lõuna-vihmakägu
1209,Coccyzus americanus,"NA, MA",CUCULIFORMES,Cuculidae,vihmakägu
1210,Coccyzus euleri,SA,CUCULIFORMES,Cuculidae,hõberind-vihmakägu
1211,Coccyzus minor,"NA, MA, SA",CUCULIFORMES,Cuculidae,mangroovikägu (mangroovi-vihmakägu)
1212,Coccyzus ferrugineus,MA,CUCULIFORMES,Cuculidae,kookosesaare kägu (kookosesaare vihmakägu)
1213,Coccyzus lansbergi,SA,CUCULIFORMES,Cuculidae,ruuge-vihmakägu
1214,Pachycoccyx audeberti,AF,CUCULIFORMES,Cuculidae,miombokägu
1215,Microdynamis parva,AU,CUCULIFORMES,Cuculidae,mustkiird-kägu
1216,Eudynamys scolopaceus,OR,CUCULIFORMES,Cuculidae,koelkägu
1217,Eudynamys melanorhynchus,AU,CUCULIFORMES,Cuculidae,mustnokk-koelkägu
1218,Eudynamys orientalis,AU,CUCULIFORMES,Cuculidae,austraalia koelkägu
1219,Urodynamis taitensis,AU,CUCULIFORMES,Cuculidae,maoori koelkägu
1220,Scythrops novaehollandiae,AU,CUCULIFORMES,Cuculidae,hiidnokk-kägu
1221,Chrysococcyx maculatus,OR,CUCULIFORMES,Cuculidae,smaragdkägu
1222,Chrysococcyx xanthorhynchus,OR,CUCULIFORMES,Cuculidae,ametüstkägu
1223,Chrysococcyx caprius,AF,CUCULIFORMES,Cuculidae,valgerind-rohekägu
1224,Chrysococcyx klaas,"AF, PAL",CUCULIFORMES,Cuculidae,väike-rohekägu
1225,Chrysococcyx flavigularis,AF,CUCULIFORMES,Cuculidae,kuldkurk-kägu
1226,Chrysococcyx cupreus,AF,CUCULIFORMES,Cuculidae,kuldkõht-rohekägu
1227,Chrysococcyx megarhynchus,AU,CUCULIFORMES,Cuculidae,pikknokk-kägu
1228,Chrysococcyx basalis,AU,CUCULIFORMES,Cuculidae,välja-pronkskägu
1229,Chrysococcyx osculans,AU,CUCULIFORMES,Cuculidae,mustkõrv-kägu
1230,Chrysococcyx ruficollis,AU,CUCULIFORMES,Cuculidae,mägi-pronkskägu
1231,Chrysococcyx lucidus,AU,CUCULIFORMES,Cuculidae,ränd-pronkskägu
1232,Chrysococcyx meyerii,AU,CUCULIFORMES,Cuculidae,rusktiib-pronkskägu
1233,Chrysococcyx minutillus,"OR, AU",CUCULIFORMES,Cuculidae,väike-pronkskägu
1234,Cacomantis pallidus,AU,CUCULIFORMES,Cuculidae,helekägu
1235,Cacomantis leucolophus,AU,CUCULIFORMES,Cuculidae,valgekiird-kägu
1236,Cacomantis castaneiventris,AU,CUCULIFORMES,Cuculidae,paapua tüüdukägu
1237,Cacomantis flabelliformis,"AU, PO",CUCULIFORMES,Cuculidae,kiilsaba-tüüdukägu
1238,Cacomantis sonneratii,OR,CUCULIFORMES,Cuculidae,viir-tüüdukägu
1239,Cacomantis merulinus,"OR, AU",CUCULIFORMES,Cuculidae,väike-tüüdukägu
1240,Cacomantis passerinus,OR,CUCULIFORMES,Cuculidae,hall-tüüdukägu
1241,Cacomantis variolosus,AU,CUCULIFORMES,Cuculidae,võsa-tüüdukägu
1242,Cacomantis sepulcralis,"OR, AU",CUCULIFORMES,Cuculidae,sunda tüüdukägu
1243,Cacomantis aeruginosus,AU,CUCULIFORMES,Cuculidae,maluku tüüdukägu
1244,Cercococcyx mechowi,AF,CUCULIFORMES,Cuculidae,jõgi-händkägu
1245,Cercococcyx olivinus,AF,CUCULIFORMES,Cuculidae,oliiv-händkägu
1246,Cercococcyx montanus,AF,CUCULIFORMES,Cuculidae,mägi-händkägu
1247,Surniculus velutinus,OR,CUCULIFORMES,Cuculidae,filipiini drongokägu
1248,Surniculus lugubris,OR,CUCULIFORMES,Cuculidae,drongokägu
1249,Surniculus dicruroides,OR,CUCULIFORMES,Cuculidae,Fork-tailed Drongo-Cuckoo
1250,Surniculus musschenbroeki,AU,CUCULIFORMES,Cuculidae,Moluccan Drongo-Cuckoo
1251,Hierococcyx vagans,OR,CUCULIFORMES,Cuculidae,habe-haugaskägu
1252,Hierococcyx sparverioides,OR,CUCULIFORMES,Cuculidae,tamme-haugaskägu
1253,Hierococcyx bocki,OR,CUCULIFORMES,Cuculidae,Dark Hawk-Cuckoo
1254,Hierococcyx varius,OR,CUCULIFORMES,Cuculidae,india haugaskägu
1255,Hierococcyx hyperythrus,PAL,CUCULIFORMES,Cuculidae,hiina haugaskägu
1256,Hierococcyx pectoralis,OR,CUCULIFORMES,Cuculidae,filipiini haugaskägu
1257,Hierococcyx fugax,OR,CUCULIFORMES,Cuculidae,pagu-haugaskägu
1258,Hierococcyx nisicolor,OR,CUCULIFORMES,Cuculidae,Hodgson's Hawk-Cuckoo
1259,Cuculus clamosus,AF,CUCULIFORMES,Cuculidae,mustkägu
1260,Cuculus solitarius,AF,CUCULIFORMES,Cuculidae,punarind-kägu
1261,Cuculus poliocephalus,"PAL, OR",CUCULIFORMES,Cuculidae,väikekägu
1262,Cuculus crassirostris,AU,CUCULIFORMES,Cuculidae,sulawesi haugaskägu
1263,Cuculus micropterus,"OR, PAL",CUCULIFORMES,Cuculidae,vilekägu
1264,Cuculus rochii,AF,CUCULIFORMES,Cuculidae,madagaskari väikekägu
1265,Cuculus gularis,AF,CUCULIFORMES,Cuculidae,savannikägu
1266,Cuculus saturatus,OR,CUCULIFORMES,Cuculidae,lõuna-taigakägu
1267,Cuculus optatus,PAL,CUCULIFORMES,Cuculidae,taigakägu
1268,Cuculus lepidus,OR,CUCULIFORMES,Cuculidae,Sunda Cuckoo
1269,Cuculus canorus,PAL,CUCULIFORMES,Cuculidae,kägu
1270,Mesitornis variegatus,AF,MESITORNITHIFORMES,Mesitornithidae,valgerind-roatelo
1271,Mesitornis unicolor,AF,MESITORNITHIFORMES,Mesitornithidae,pruun-roatelo
1272,Monias benschi,AF,MESITORNITHIFORMES,Mesitornithidae,sirpnokk-roatelo
1273,Syrrhaptes tibetanus,PAL,PTEROCLIFORMES,Pteroclidae,mägivuril
1274,Syrrhaptes paradoxus,PAL,PTEROCLIFORMES,Pteroclidae,stepivuril
1275,Pterocles alchata,"PAL, AF",PTEROCLIFORMES,Pteroclidae,valgekõht-vuril
1276,Pterocles namaqua,AF,PTEROCLIFORMES,Pteroclidae,namiibia vuril
1277,Pterocles exustus,"AF, PAL, OR",PTEROCLIFORMES,Pteroclidae,pruunkõht-vuril
1278,Pterocles senegallus,"AF, PAL",PTEROCLIFORMES,Pteroclidae,kõrbevuril
1279,Pterocles orientalis,PAL,PTEROCLIFORMES,Pteroclidae,mustkõht-vuril
1280,Pterocles gutturalis,AF,PTEROCLIFORMES,Pteroclidae,põlendikuvuril
1281,Pterocles coronatus,"AF, PAL",PTEROCLIFORMES,Pteroclidae,kivivuril
1282,Pterocles decoratus,AF,PTEROCLIFORMES,Pteroclidae,valgerind-vuril
1283,Pterocles personatus,AF,PTEROCLIFORMES,Pteroclidae,madagaskari vuril
1284,Pterocles lichtensteinii,"AF, PAL",PTEROCLIFORMES,Pteroclidae,kirjuvuril
1285,Pterocles indicus,OR,PTEROCLIFORMES,Pteroclidae,india vuril
1286,Pterocles quadricinctus,AF,PTEROCLIFORMES,Pteroclidae,savannivuril
1287,Pterocles bicinctus,AF,PTEROCLIFORMES,Pteroclidae,öövuril
1288,Pterocles burchelli,AF,PTEROCLIFORMES,Pteroclidae,väikevuril
1289,Columba livia,Worldwide,COLUMBIFORMES,Columbidae,kaljutuvi
1290,Columba rupestris,PAL,COLUMBIFORMES,Columbidae,ida-kaljutuvi
1291,Columba leuconota,PAL,COLUMBIFORMES,Columbidae,lumetuvi
1292,Columba guinea,AF,COLUMBIFORMES,Columbidae,prilltuvi
1293,Columba albitorques,AF,COLUMBIFORMES,Columbidae,etioopia tuvi
1294,Columba oenas,PAL,COLUMBIFORMES,Columbidae,õõnetuvi
1295,Columba eversmanni,PAL,COLUMBIFORMES,Columbidae,ida-õõnetuvi
1296,Columba oliviae,AF,COLUMBIFORMES,Columbidae,somaali õõnetuvi
1297,Columba palumbus,PAL,COLUMBIFORMES,Columbidae,kaelustuvi e. meigas
1298,Columba trocaz,AF,COLUMBIFORMES,Columbidae,madeira loorberituvi
1299,Columba bollii,AF,COLUMBIFORMES,Columbidae,kanaari loorberituvi
1300,Columba junoniae,AF,COLUMBIFORMES,Columbidae,palma loorberituvi
1301,Columba unicincta,AF,COLUMBIFORMES,Columbidae,kongo tuvi
1302,Columba arquatrix,AF,COLUMBIFORMES,Columbidae,helmestuvi
1303,Columba sjostedti,AF,COLUMBIFORMES,Columbidae,kameruni tuvi
1304,Columba thomensis,AF,COLUMBIFORMES,Columbidae,são tomé helmestuvi
1305,Columba pollenii,AF,COLUMBIFORMES,Columbidae,komoori tuvi
1306,Columba hodgsonii,OR,COLUMBIFORMES,Columbidae,himaalaja tuvi
1307,Columba albinucha,AF,COLUMBIFORMES,Columbidae,valgekukal-tuvi
1308,Columba pulchricollis,OR,COLUMBIFORMES,Columbidae,tuhktuvi
1309,Columba elphinstonii,OR,COLUMBIFORMES,Columbidae,ghati tuvi
1310,Columba torringtoniae,OR,COLUMBIFORMES,Columbidae,tseiloni tuvi
1311,Columba punicea,OR,COLUMBIFORMES,Columbidae,džunglituvi
1312,Columba argentina,OR,COLUMBIFORMES,Columbidae,hõbetuvi
1313,Columba palumboides,OR,COLUMBIFORMES,Columbidae,tihnikutuvi
1314,Columba janthina,PAL,COLUMBIFORMES,Columbidae,kameeliatuvi
1315,Columba vitiensis,"OR, AU, PO",COLUMBIFORMES,Columbidae,manisktuvi
1316,Columba leucomela,AU,COLUMBIFORMES,Columbidae,heletuvi
1317,Columba pallidiceps,AU,COLUMBIFORMES,Columbidae,koldjalg-tuvi
1318,Columba delegorguei,AF,COLUMBIFORMES,Columbidae,bantu tuvi
1319,Columba iriditorques,AF,COLUMBIFORMES,Columbidae,pronkskael-tuvi
1320,Columba malherbii,AF,COLUMBIFORMES,Columbidae,tüüdutuvi
1321,Columba larvata,AF,COLUMBIFORMES,Columbidae,paletuvi
1322,Patagioenas leucocephala,"NA, MA",COLUMBIFORMES,Columbidae,tanutuvi
1323,Patagioenas speciosa,"MA, SA",COLUMBIFORMES,Columbidae,tähniktuvi
1324,Patagioenas picazuro,SA,COLUMBIFORMES,Columbidae,brasiilia tuvi
1325,Patagioenas corensis,SA,COLUMBIFORMES,Columbidae,vihmatuvi
1326,Patagioenas maculosa,SA,COLUMBIFORMES,Columbidae,päevalilletuvi
1327,Patagioenas fasciata,"NA, MA, SA",COLUMBIFORMES,Columbidae,tõrutuvi
1328,Patagioenas araucana,SA,COLUMBIFORMES,Columbidae,araukaariatuvi
1329,Patagioenas cayennensis,"MA, SA",COLUMBIFORMES,Columbidae,purpurtuvi
1330,Patagioenas flavirostris,MA,COLUMBIFORMES,Columbidae,mehhiko tuvi
1331,Patagioenas oenops,SA,COLUMBIFORMES,Columbidae,peruu tuvi
1332,Patagioenas plumbea,SA,COLUMBIFORMES,Columbidae,suur-selvatuvi
1333,Patagioenas subvinacea,"MA, SA",COLUMBIFORMES,Columbidae,väike-selvatuvi
1334,Patagioenas nigrirostris,"MA, SA",COLUMBIFORMES,Columbidae,lühinokk-tuvi
1335,Patagioenas goodsoni,SA,COLUMBIFORMES,Columbidae,kolumbia tuvi
1336,Nesoenas picturatus,AF,COLUMBIFORMES,Columbidae,malagassi tuvi
1337,Nesoenas mayeri,IO,COLUMBIFORMES,Columbidae,roosatuvi
1338,Streptopelia turtur,PAL,COLUMBIFORMES,Columbidae,turteltuvi
1339,Streptopelia lugens,"AF, PAL",COLUMBIFORMES,Columbidae,mägi-turteltuvi
1340,Streptopelia hypopyrrha,AF,COLUMBIFORMES,Columbidae,adamaoua turteltuvi
1341,Streptopelia orientalis,"PAL, OR",COLUMBIFORMES,Columbidae,suur-turteltuvi
1342,Streptopelia bitorquata,"OR, AU",COLUMBIFORMES,Columbidae,mangroovi-turteltuvi
1343,Streptopelia dusumieri,OR,COLUMBIFORMES,Columbidae,Philippine Collared Dove
1344,Streptopelia decaocto,"PAL, OR",COLUMBIFORMES,Columbidae,kaelus-turteltuvi e. pargi-turteltuvi
1345,Streptopelia xanthocycla,OR,COLUMBIFORMES,Columbidae,Burmese Collared Dove
1346,Streptopelia roseogrisea,AF,COLUMBIFORMES,Columbidae,naeru-turteltuvi
1347,Streptopelia reichenowi,AF,COLUMBIFORMES,Columbidae,jõgi-turteltuvi
1348,Streptopelia decipiens,AF,COLUMBIFORMES,Columbidae,akaatsia-turteltuvi
1349,Streptopelia semitorquata,"AF, PAL",COLUMBIFORMES,Columbidae,prill-turteltuvi
1350,Streptopelia capicola,AF,COLUMBIFORMES,Columbidae,savanni-turteltuvi
1351,Streptopelia vinacea,AF,COLUMBIFORMES,Columbidae,sudaani turteltuvi
1352,Streptopelia tranquebarica,OR,COLUMBIFORMES,Columbidae,puna-turteltuvi
1353,Spilopelia chinensis,OR,COLUMBIFORMES,Columbidae,džungli-turteltuvi
1354,Spilopelia senegalensis,"AF, PAL, OR",COLUMBIFORMES,Columbidae,küla-turteltuvi
1355,Macropygia unchall,OR,COLUMBIFORMES,Columbidae,vöötsaba-kägutuvi
1356,Macropygia amboinensis,AU,COLUMBIFORMES,Columbidae,ruuge-kägutuvi
1357,Macropygia doreya,AU,COLUMBIFORMES,Columbidae,Sultan's Cuckoo-Dove
1358,Macropygia emiliana,OR,COLUMBIFORMES,Columbidae,sunda kägutuvi
1359,Macropygia cinnamomea,OR,COLUMBIFORMES,Columbidae,Enggano Cuckoo-Dove
1360,Macropygia modiglianii,OR,COLUMBIFORMES,Columbidae,Barusan Cuckoo-Dove
1361,Macropygia magna,AU,COLUMBIFORMES,Columbidae,viir-kägutuvi
1362,Macropygia timorlaoensis,AU,COLUMBIFORMES,Columbidae,Tanimbar Cuckoo-Dove
1363,Macropygia macassariensis,AU,COLUMBIFORMES,Columbidae,Flores Sea Cuckoo-Dove
1364,Macropygia tenuirostris,OR,COLUMBIFORMES,Columbidae,filipiini kägutuvi
1365,Macropygia phasianella,AU,COLUMBIFORMES,Columbidae,austraalia kägutuvi
1366,Macropygia rufipennis,OR,COLUMBIFORMES,Columbidae,andamani kägutuvi
1367,Macropygia nigrirostris,AU,COLUMBIFORMES,Columbidae,paapua kägutuvi
1368,Macropygia mackinlayi,AU,COLUMBIFORMES,Columbidae,melaneesia kägutuvi
1369,Macropygia ruficeps,OR,COLUMBIFORMES,Columbidae,väike-kägutuvi
1370,Reinwardtoena reinwardti,AU,COLUMBIFORMES,Columbidae,händ-haraktuvi
1371,Reinwardtoena browni,AU,COLUMBIFORMES,Columbidae,uusbritannia haraktuvi
1372,Reinwardtoena crassirostris,AU,COLUMBIFORMES,Columbidae,tutt-haraktuvi
1373,Turacoena manadensis,AU,COLUMBIFORMES,Columbidae,valgepea-tuvi
1374,Turacoena sulaensis,AU,COLUMBIFORMES,Columbidae,Sula Cuckoo-Dove
1375,Turacoena modesta,AU,COLUMBIFORMES,Columbidae,nõgituvi
1376,Turtur chalcospilos,AF,COLUMBIFORMES,Columbidae,savanni-halatuvi
1377,Turtur abyssinicus,AF,COLUMBIFORMES,Columbidae,sudaani halatuvi
1378,Turtur afer,AF,COLUMBIFORMES,Columbidae,sinitähn-halatuvi
1379,Turtur tympanistria,AF,COLUMBIFORMES,Columbidae,tamburiintuvi
1380,Turtur brehmeri,AF,COLUMBIFORMES,Columbidae,sinipea-tuvi
1381,Oena capensis,"AF, PAL",COLUMBIFORMES,Columbidae,sabatuvi
1382,Chalcophaps indica,"OR, AU",COLUMBIFORMES,Columbidae,smaragdtuvi
1383,Chalcophaps longirostris,AU,COLUMBIFORMES,Columbidae,Pacific Emerald Dove
1384,Chalcophaps stephani,AU,COLUMBIFORMES,Columbidae,mets-smaragdtuvi
1385,Henicophaps albifrons,AU,COLUMBIFORMES,Columbidae,paapua küüdustuvi
1386,Henicophaps foersteri,AU,COLUMBIFORMES,Columbidae,hele-küüdustuvi
1387,Phaps chalcoptera,AU,COLUMBIFORMES,Columbidae,suur-valjastuvi
1388,Phaps elegans,AU,COLUMBIFORMES,Columbidae,võsa-valjastuvi
1389,Phaps histrionica,AU,COLUMBIFORMES,Columbidae,parve-valjastuvi
1390,Ocyphaps lophotes,AU,COLUMBIFORMES,Columbidae,tutt-tuvi
1391,Geophaps plumifera,AU,COLUMBIFORMES,Columbidae,kõnnutuvi
1392,Geophaps scripta,AU,COLUMBIFORMES,Columbidae,püütuvi (suur-püütuvi)
1393,Geophaps smithii,AU,COLUMBIFORMES,Columbidae,mask-püütuvi
1394,Trugon terrestris,AU,COLUMBIFORMES,Columbidae,habetuvi
1395,Leucosarcia melanoleuca,AU,COLUMBIFORMES,Columbidae,vongatuvi
1396,Petrophassa rufipennis,AU,COLUMBIFORMES,Columbidae,punatiib-kivituvi
1397,Petrophassa albipennis,AU,COLUMBIFORMES,Columbidae,valgetiib-kivituvi
1398,Geopelia cuneata,AU,COLUMBIFORMES,Columbidae,teemanttuvi
1399,Geopelia striata,OR,COLUMBIFORMES,Columbidae,viirtuvi (põhja-viirtuvi)
1400,Geopelia placida,AU,COLUMBIFORMES,Columbidae,austraalia viirtuvi
1401,Geopelia maugeus,AU,COLUMBIFORMES,Columbidae,timori viirtuvi
1402,Geopelia humeralis,AU,COLUMBIFORMES,Columbidae,pandanituvi
1403,Columbina inca,"NA, MA",COLUMBIFORMES,Columbidae,asteegi tuvi
1404,Columbina squammata,SA,COLUMBIFORMES,Columbidae,soomustuvi
1405,Columbina passerina,"NA, MA, SA",COLUMBIFORMES,Columbidae,pärl-värbtuvi
1406,Columbina minuta,"MA, SA",COLUMBIFORMES,Columbidae,tuhk-värbtuvi
1407,Columbina buckleyi,SA,COLUMBIFORMES,Columbidae,tumbese värbtuvi
1408,Columbina talpacoti,"MA, SA",COLUMBIFORMES,Columbidae,ruuge-värbtuvi
1409,Columbina picui,SA,COLUMBIFORMES,Columbidae,leet-värbtuvi
1410,Columbina cruziana,SA,COLUMBIFORMES,Columbidae,konn-värbtuvi
1411,Columbina cyanopis,SA,COLUMBIFORMES,Columbidae,kampo-värbtuvi
1412,Claravis pretiosa,"MA, SA",COLUMBIFORMES,Columbidae,täpiktiib-tuvi
1413,Paraclaravis geoffroyi,SA,COLUMBIFORMES,Columbidae,brasiilia bambusetuvi
1414,Paraclaravis mondetoura,"MA, SA",COLUMBIFORMES,Columbidae,mägi-bambusetuvi
1415,Metriopelia ceciliae,SA,COLUMBIFORMES,Columbidae,rünka-puunatuvi
1416,Metriopelia morenoi,SA,COLUMBIFORMES,Columbidae,atacama puunatuvi
1417,Metriopelia melanoptera,SA,COLUMBIFORMES,Columbidae,suur-puunatuvi
1418,Metriopelia aymara,SA,COLUMBIFORMES,Columbidae,rohu-puunatuvi
1419,Uropelia campestris,SA,COLUMBIFORMES,Columbidae,pisituvi
1420,Geotrygon purpurata,SA,COLUMBIFORMES,Columbidae,indigo-töbituvi
1421,Geotrygon saphirina,SA,COLUMBIFORMES,Columbidae,safiir-töbituvi
1422,Geotrygon montana,"MA, SA",COLUMBIFORMES,Columbidae,pruun-töbituvi
1423,Geotrygon violacea,"MA, SA",COLUMBIFORMES,Columbidae,ametüst-töbituvi
1424,Leptotrygon veraguensis,"MA, SA",COLUMBIFORMES,Columbidae,vöötpõsk-töbituvi
1425,Leptotila verreauxi,"MA, SA",COLUMBIFORMES,Columbidae,võsa-manteltuvi
1426,Leptotila megalura,SA,COLUMBIFORMES,Columbidae,lepa-manteltuvi
1427,Leptotila rufaxilla,SA,COLUMBIFORMES,Columbidae,selva-manteltuvi
1428,Leptotila plumbeiceps,"MA, SA",COLUMBIFORMES,Columbidae,laane-manteltuvi
1429,Leptotila pallida,SA,COLUMBIFORMES,Columbidae,hele-manteltuvi
1430,Leptotila battyi,MA,COLUMBIFORMES,Columbidae,panama manteltuvi
1431,Leptotila jamaicensis,"NA, MA",COLUMBIFORMES,Columbidae,kariibi manteltuvi
1432,Leptotila cassinii,"MA, SA",COLUMBIFORMES,Columbidae,hall-manteltuvi
1433,Leptotila ochraceiventris,SA,COLUMBIFORMES,Columbidae,rädi-manteltuvi
1434,Leptotila conoveri,SA,COLUMBIFORMES,Columbidae,tolima manteltuvi
1435,Zentrygon carrikeri,MA,COLUMBIFORMES,Columbidae,veracruzi töbituvi
1436,Zentrygon costaricensis,MA,COLUMBIFORMES,Columbidae,kostariika töbituvi
1437,Zentrygon lawrencii,MA,COLUMBIFORMES,Columbidae,valjas-töbituvi
1438,Zentrygon albifacies,MA,COLUMBIFORMES,Columbidae,maia töbituvi
1439,Zentrygon frenata,SA,COLUMBIFORMES,Columbidae,mägi-töbituvi
1440,Zentrygon linearis,SA,COLUMBIFORMES,Columbidae,tuhk-töbituvi
