,IOC,Breeding Range,Order,Family,Scientific
329,Xenoperdix udzungwensis,AF,GALLIFORMES,Phasianidae,Xenoperdix udzungwensis
330,Xenoperdix obscuratus,AF,GALLIFORMES,Phasianidae,Xenoperdix obscuratus
331,Caloperdix oculeus,OR,GALLIFORMES,Phasianidae,Caloperdix oculeus
332,Rollulus rouloul,OR,GALLIFORMES,Phasianidae,Rollulus rouloul
333,Melanoperdix niger,OR,GALLIFORMES,Phasianidae,Melanoperdix niger
334,Arborophila torqueola,OR,GALLIFORMES,Phasianidae,Arborophila torqueola
335,Arborophila rufipectus,OR,GALLIFORMES,Phasianidae,Arborophila rufipectus
336,Arborophila mandellii,OR,GALLIFORMES,Phasianidae,Arborophila mandellii
337,Arborophila gingica,OR,GALLIFORMES,Phasianidae,Arborophila gingica
338,Arborophila rufogularis,OR,GALLIFORMES,Phasianidae,Arborophila rufogularis
339,Arborophila rubrirostris,OR,GALLIFORMES,Phasianidae,Arborophila rubrirostris
340,Arborophila diversa,OR,GALLIFORMES,Phasianidae,Arborophila diversa
341,Arborophila cambodiana,OR,GALLIFORMES,Phasianidae,Arborophila cambodiana
342,Arborophila ardens,OR,GALLIFORMES,Phasianidae,Arborophila ardens
343,Arborophila crudigularis,OR,GALLIFORMES,Phasianidae,Arborophila crudigularis
344,Arborophila atrogularis,OR,GALLIFORMES,Phasianidae,Arborophila atrogularis
345,Arborophila brunneopectus,OR,GALLIFORMES,Phasianidae,Arborophila brunneopectus
346,Arborophila davidi,OR,GALLIFORMES,Phasianidae,Arborophila davidi
347,Arborophila hyperythra,OR,GALLIFORMES,Phasianidae,Arborophila hyperythra
348,Arborophila campbelli,OR,GALLIFORMES,Phasianidae,Arborophila campbelli
349,Arborophila rolli,OR,GALLIFORMES,Phasianidae,Arborophila rolli
350,Arborophila sumatrana,OR,GALLIFORMES,Phasianidae,Arborophila sumatrana
351,Arborophila javanica,OR,GALLIFORMES,Phasianidae,Arborophila javanica
352,Arborophila orientalis,OR,GALLIFORMES,Phasianidae,Arborophila orientalis
353,Lerwa lerwa,PAL,GALLIFORMES,Phasianidae,Lerwa lerwa
354,Ithaginis cruentus,OR,GALLIFORMES,Phasianidae,Ithaginis cruentus
355,Tragopan melanocephalus,OR,GALLIFORMES,Phasianidae,Tragopan melanocephalus
356,Tragopan satyra,OR,GALLIFORMES,Phasianidae,Tragopan satyra
357,Tragopan blythii,OR,GALLIFORMES,Phasianidae,Tragopan blythii
358,Tragopan temminckii,OR,GALLIFORMES,Phasianidae,Tragopan temminckii
359,Tragopan caboti,OR,GALLIFORMES,Phasianidae,Tragopan caboti
360,Tetraophasis obscurus,PAL,GALLIFORMES,Phasianidae,Tetraophasis obscurus
361,Tetraophasis szechenyii,PAL,GALLIFORMES,Phasianidae,Tetraophasis szechenyii
362,Lophophorus impejanus,OR,GALLIFORMES,Phasianidae,Lophophorus impejanus
363,Lophophorus sclateri,OR,GALLIFORMES,Phasianidae,Lophophorus sclateri
364,Lophophorus lhuysii,OR,GALLIFORMES,Phasianidae,Lophophorus lhuysii
365,Pucrasia macrolopha,OR,GALLIFORMES,Phasianidae,Pucrasia macrolopha
366,Meleagris gallopavo,"NA, MA",GALLIFORMES,Phasianidae,Meleagris gallopavo
367,Meleagris ocellata,MA,GALLIFORMES,Phasianidae,Meleagris ocellata
368,Tetrastes bonasia,PAL,GALLIFORMES,Phasianidae,Tetrastes bonasia
369,Tetrastes sewerzowi,PAL,GALLIFORMES,Phasianidae,Tetrastes sewerzowi
370,Lagopus lagopus,"NA, PAL",GALLIFORMES,Phasianidae,Lagopus lagopus
371,Lagopus muta,"NA, PAL",GALLIFORMES,Phasianidae,Lagopus muta
372,Falcipennis falcipennis,PAL,GALLIFORMES,Phasianidae,Falcipennis falcipennis
373,Tetrao urogallus,PAL,GALLIFORMES,Phasianidae,Tetrao urogallus
374,Tetrao urogalloides,PAL,GALLIFORMES,Phasianidae,Tetrao urogalloides
375,Lyrurus tetrix,PAL,GALLIFORMES,Phasianidae,Lyrurus tetrix
376,Lyrurus mlokosiewiczi,PAL,GALLIFORMES,Phasianidae,Lyrurus mlokosiewiczi
377,Rhizothera longirostris,OR,GALLIFORMES,Phasianidae,Rhizothera longirostris
378,Rhizothera dulitensis,OR,GALLIFORMES,Phasianidae,Rhizothera dulitensis
379,Perdix hodgsoniae,PAL,GALLIFORMES,Phasianidae,Perdix hodgsoniae
380,Perdix perdix,PAL,GALLIFORMES,Phasianidae,Perdix perdix
381,Perdix dauurica,PAL,GALLIFORMES,Phasianidae,Perdix dauurica
382,Syrmaticus soemmerringii,PAL,GALLIFORMES,Phasianidae,Syrmaticus soemmerringii
383,Syrmaticus reevesii,PAL,GALLIFORMES,Phasianidae,Syrmaticus reevesii
384,Syrmaticus mikado,OR,GALLIFORMES,Phasianidae,Syrmaticus mikado
385,Syrmaticus ellioti,OR,GALLIFORMES,Phasianidae,Syrmaticus ellioti
386,Syrmaticus humiae,OR,GALLIFORMES,Phasianidae,Syrmaticus humiae
387,Chrysolophus pictus,OR,GALLIFORMES,Phasianidae,Chrysolophus pictus
388,Chrysolophus amherstiae,OR,GALLIFORMES,Phasianidae,Chrysolophus amherstiae
389,Phasianus colchicus,"PAL, OR",GALLIFORMES,Phasianidae,Phasianus colchicus
390,Phasianus versicolor,OR,GALLIFORMES,Phasianidae,Phasianus versicolor
391,Catreus wallichii,OR,GALLIFORMES,Phasianidae,Catreus wallichii
392,Crossoptilon harmani,OR,GALLIFORMES,Phasianidae,Crossoptilon harmani
393,Crossoptilon crossoptilon,OR,GALLIFORMES,Phasianidae,Crossoptilon crossoptilon
394,Crossoptilon mantchuricum,PAL,GALLIFORMES,Phasianidae,Crossoptilon mantchuricum
395,Crossoptilon auritum,PAL,GALLIFORMES,Phasianidae,Crossoptilon auritum
396,Lophura edwardsi,OR,GALLIFORMES,Phasianidae,Lophura edwardsi
397,Lophura swinhoii,OR,GALLIFORMES,Phasianidae,Lophura swinhoii
398,Lophura bulweri,OR,GALLIFORMES,Phasianidae,Lophura bulweri
399,Lophura leucomelanos,OR,GALLIFORMES,Phasianidae,Lophura leucomelanos
400,Lophura nycthemera,OR,GALLIFORMES,Phasianidae,Lophura nycthemera
401,Lophura erythrophthalma,OR,GALLIFORMES,Phasianidae,Lophura erythrophthalma
402,Lophura pyronota,OR,GALLIFORMES,Phasianidae,Lophura pyronota
403,Lophura diardi,OR,GALLIFORMES,Phasianidae,Lophura diardi
404,Lophura inornata,OR,GALLIFORMES,Phasianidae,Lophura inornata
405,Lophura rufa,OR,GALLIFORMES,Phasianidae,Lophura rufa
406,Lophura ignita,OR,GALLIFORMES,Phasianidae,Lophura ignita
407,Rheinardia ocellata,OR,GALLIFORMES,Phasianidae,Rheinardia ocellata
408,Rheinardia nigrescens,OR,GALLIFORMES,Phasianidae,Rheinardia nigrescens
409,Argusianus argus,OR,GALLIFORMES,Phasianidae,Argusianus argus
410,Afropavo congensis,AF,GALLIFORMES,Phasianidae,Afropavo congensis
411,Pavo cristatus,OR,GALLIFORMES,Phasianidae,Pavo cristatus
412,Pavo muticus,OR,GALLIFORMES,Phasianidae,Pavo muticus
413,Tropicoperdix chloropus,OR,GALLIFORMES,Phasianidae,Tropicoperdix chloropus
414,Tropicoperdix charltonii,OR,GALLIFORMES,Phasianidae,Tropicoperdix charltonii
415,Tropicoperdix graydoni,OR,GALLIFORMES,Phasianidae,Tropicoperdix graydoni
416,Haematortyx sanguiniceps,OR,GALLIFORMES,Phasianidae,Haematortyx sanguiniceps
417,Galloperdix spadicea,OR,GALLIFORMES,Phasianidae,Galloperdix spadicea
418,Galloperdix lunulata,OR,GALLIFORMES,Phasianidae,Galloperdix lunulata
419,Galloperdix bicalcarata,OR,GALLIFORMES,Phasianidae,Galloperdix bicalcarata
420,Polyplectron napoleonis,OR,GALLIFORMES,Phasianidae,Polyplectron napoleonis
421,Polyplectron schleiermacheri,OR,GALLIFORMES,Phasianidae,Polyplectron schleiermacheri
422,Polyplectron malacense,OR,GALLIFORMES,Phasianidae,Polyplectron malacense
423,Polyplectron germaini,OR,GALLIFORMES,Phasianidae,Polyplectron germaini
424,Polyplectron katsumatae,OR,GALLIFORMES,Phasianidae,Polyplectron katsumatae
425,Polyplectron bicalcaratum,OR,GALLIFORMES,Phasianidae,Polyplectron bicalcaratum
426,Polyplectron inopinatum,OR,GALLIFORMES,Phasianidae,Polyplectron inopinatum
427,Polyplectron chalcurum,OR,GALLIFORMES,Phasianidae,Polyplectron chalcurum
428,Bambusicola fytchii,OR,GALLIFORMES,Phasianidae,Bambusicola fytchii
429,Bambusicola thoracicus,OR,GALLIFORMES,Phasianidae,Bambusicola thoracicus
430,Bambusicola sonorivox,OR,GALLIFORMES,Phasianidae,Bambusicola sonorivox
431,Gallus varius,OR,GALLIFORMES,Phasianidae,Gallus varius
432,Gallus gallus,OR,GALLIFORMES,Phasianidae,Gallus gallus
433,Gallus sonneratii,OR,GALLIFORMES,Phasianidae,Gallus sonneratii
434,Gallus lafayettii,OR,GALLIFORMES,Phasianidae,Gallus lafayettii
435,Peliperdix lathami,AF,GALLIFORMES,Phasianidae,Peliperdix lathami
436,Ortygornis sephaena,AF,GALLIFORMES,Phasianidae,Ortygornis sephaena
437,Ortygornis pondicerianus,"PAL, OR",GALLIFORMES,Phasianidae,Ortygornis pondicerianus
438,Ortygornis gularis,OR,GALLIFORMES,Phasianidae,Ortygornis gularis
439,Francolinus pintadeanus,OR,GALLIFORMES,Phasianidae,Francolinus pintadeanus
440,Francolinus francolinus,"PAL, OR",GALLIFORMES,Phasianidae,Francolinus francolinus
441,Francolinus pictus,OR,GALLIFORMES,Phasianidae,Francolinus pictus
442,Campocolinus coqui,AF,GALLIFORMES,Phasianidae,Campocolinus coqui
443,Campocolinus albogularis,AF,GALLIFORMES,Phasianidae,Campocolinus albogularis
444,Campocolinus schlegelii,AF,GALLIFORMES,Phasianidae,Campocolinus schlegelii
445,Scleroptila streptophora,AF,GALLIFORMES,Phasianidae,Scleroptila streptophora
446,Scleroptila levaillantii,AF,GALLIFORMES,Phasianidae,Scleroptila levaillantii
447,Scleroptila finschi,AF,GALLIFORMES,Phasianidae,Scleroptila finschi
448,Scleroptila psilolaema,AF,GALLIFORMES,Phasianidae,Scleroptila psilolaema
449,Scleroptila elgonensis,AF,GALLIFORMES,Phasianidae,Scleroptila elgonensis
450,Scleroptila afra,AF,GALLIFORMES,Phasianidae,Scleroptila afra
451,Scleroptila gutturalis,AF,GALLIFORMES,Phasianidae,Scleroptila gutturalis
452,Scleroptila shelleyi,AF,GALLIFORMES,Phasianidae,Scleroptila shelleyi
453,Scleroptila whytei,AF,GALLIFORMES,Phasianidae,Scleroptila whytei
454,Tetraogallus tibetanus,PAL,GALLIFORMES,Phasianidae,Tetraogallus tibetanus
455,Tetraogallus altaicus,PAL,GALLIFORMES,Phasianidae,Tetraogallus altaicus
456,Tetraogallus caucasicus,PAL,GALLIFORMES,Phasianidae,Tetraogallus caucasicus
457,Tetraogallus caspius,PAL,GALLIFORMES,Phasianidae,Tetraogallus caspius
458,Tetraogallus himalayensis,PAL,GALLIFORMES,Phasianidae,Tetraogallus himalayensis
459,Ammoperdix griseogularis,PAL,GALLIFORMES,Phasianidae,Ammoperdix griseogularis
460,Ammoperdix heyi,"PAL, AF",GALLIFORMES,Phasianidae,Ammoperdix heyi
461,Synoicus ypsilophorus,AU,GALLIFORMES,Phasianidae,Synoicus ypsilophorus
462,Synoicus monorthonyx,AU,GALLIFORMES,Phasianidae,Synoicus monorthonyx
463,Synoicus chinensis,"OR, AU",GALLIFORMES,Phasianidae,Synoicus chinensis
464,Synoicus adansonii,AF,GALLIFORMES,Phasianidae,Synoicus adansonii
465,Margaroperdix madagarensis,AF,GALLIFORMES,Phasianidae,Margaroperdix madagarensis
466,Coturnix coturnix,"AF, IO, PAL",GALLIFORMES,Phasianidae,Coturnix coturnix
467,Coturnix japonica,PAL,GALLIFORMES,Phasianidae,Coturnix japonica
468,Coturnix delegorguei,AF,GALLIFORMES,Phasianidae,Coturnix delegorguei
469,Coturnix coromandelica,OR,GALLIFORMES,Phasianidae,Coturnix coromandelica
470,Coturnix pectoralis,AU,GALLIFORMES,Phasianidae,Coturnix pectoralis
471,Alectoris barbara,AF,GALLIFORMES,Phasianidae,Alectoris barbara
472,Alectoris melanocephala,PAL,GALLIFORMES,Phasianidae,Alectoris melanocephala
473,Alectoris rufa,PAL,GALLIFORMES,Phasianidae,Alectoris rufa
474,Alectoris chukar,PAL,GALLIFORMES,Phasianidae,Alectoris chukar
475,Alectoris graeca,PAL,GALLIFORMES,Phasianidae,Alectoris graeca
476,Alectoris philbyi,PAL,GALLIFORMES,Phasianidae,Alectoris philbyi
477,Alectoris magna,PAL,GALLIFORMES,Phasianidae,Alectoris magna
478,Perdicula asiatica,OR,GALLIFORMES,Phasianidae,Perdicula asiatica
479,Perdicula argoondah,OR,GALLIFORMES,Phasianidae,Perdicula argoondah
480,Perdicula erythrorhyncha,OR,GALLIFORMES,Phasianidae,Perdicula erythrorhyncha
481,Perdicula manipurensis,OR,GALLIFORMES,Phasianidae,Perdicula manipurensis
482,Pternistis hartlaubi,AF,GALLIFORMES,Phasianidae,Pternistis hartlaubi
483,Pternistis camerunensis,AF,GALLIFORMES,Phasianidae,Pternistis camerunensis
484,Pternistis nobilis,AF,GALLIFORMES,Phasianidae,Pternistis nobilis
485,Pternistis castaneicollis,AF,GALLIFORMES,Phasianidae,Pternistis castaneicollis
486,Pternistis erckelii,AF,GALLIFORMES,Phasianidae,Pternistis erckelii
487,Pternistis ochropectus,AF,GALLIFORMES,Phasianidae,Pternistis ochropectus
488,Pternistis swierstrai,AF,GALLIFORMES,Phasianidae,Pternistis swierstrai
489,Pternistis ahantensis,AF,GALLIFORMES,Phasianidae,Pternistis ahantensis
490,Pternistis griseostriatus,AF,GALLIFORMES,Phasianidae,Pternistis griseostriatus
491,Pternistis jacksoni,AF,GALLIFORMES,Phasianidae,Pternistis jacksoni
492,Pternistis adspersus,AF,GALLIFORMES,Phasianidae,Pternistis adspersus
493,Pternistis capensis,AF,GALLIFORMES,Phasianidae,Pternistis capensis
494,Pternistis natalensis,AF,GALLIFORMES,Phasianidae,Pternistis natalensis
495,Pternistis hildebrandti,AF,GALLIFORMES,Phasianidae,Pternistis hildebrandti
496,Pternistis bicalcaratus,AF,GALLIFORMES,Phasianidae,Pternistis bicalcaratus
497,Pternistis squamatus,AF,GALLIFORMES,Phasianidae,Pternistis squamatus
498,Pternistis icterorhynchus,AF,GALLIFORMES,Phasianidae,Pternistis icterorhynchus
499,Pternistis clappertoni,AF,GALLIFORMES,Phasianidae,Pternistis clappertoni
500,Pternistis harwoodi,AF,GALLIFORMES,Phasianidae,Pternistis harwoodi
501,Pternistis swainsonii,AF,GALLIFORMES,Phasianidae,Pternistis swainsonii
502,Pternistis leucoscepus,AF,GALLIFORMES,Phasianidae,Pternistis leucoscepus
503,Pternistis rufopictus,AF,GALLIFORMES,Phasianidae,Pternistis rufopictus
504,Pternistis afer,AF,GALLIFORMES,Phasianidae,Pternistis afer
505,Eurostopodus argus,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus argus
506,Eurostopodus mystacalis,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus mystacalis
507,Eurostopodus nigripennis,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus nigripennis
508,Eurostopodus exul,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus exul
509,Eurostopodus diabolicus,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus diabolicus
510,Eurostopodus papuensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus papuensis
511,Eurostopodus archboldi,AU,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus archboldi
512,Lyncornis temminckii,OR,CAPRIMULGIFORMES,Caprimulgidae,Lyncornis temminckii
513,Lyncornis macrotis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Lyncornis macrotis
514,Gactornis enarratus,AF,CAPRIMULGIFORMES,Caprimulgidae,Gactornis enarratus
515,Chordeiles nacunda,SA,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles nacunda
516,Chordeiles pusillus,SA,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles pusillus
517,Chordeiles rupestris,SA,CAPRIMULGIFORMES,Caprimulgidae,Chordeiles rupestris
518,Chordeiles acutipennis,"NA, MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Chordeiles acutipennis
519,Chordeiles minor,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Chordeiles minor
520,Lurocalis semitorquatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Lurocalis semitorquatus
521,Lurocalis rufiventris,SA,CAPRIMULGIFORMES,Caprimulgidae,Lurocalis rufiventris
522,Nyctiprogne leucopyga,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctiprogne leucopyga
523,Nyctiprogne vielliardi,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctiprogne vielliardi
524,Nyctipolus nigrescens,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctipolus nigrescens
525,Nyctipolus hirundinaceus,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctipolus hirundinaceus
526,Nyctidromus albicollis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Nyctidromus albicollis
527,Nyctidromus anthonyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctidromus anthonyi
528,Setopagis heterura,SA,CAPRIMULGIFORMES,Caprimulgidae,Setopagis heterura
529,Setopagis parvula,SA,CAPRIMULGIFORMES,Caprimulgidae,Setopagis parvula
530,Setopagis whitelyi,SA,CAPRIMULGIFORMES,Caprimulgidae,Setopagis whitelyi
531,Setopagis maculosa,SA,CAPRIMULGIFORMES,Caprimulgidae,Setopagis maculosa
532,Eleothreptus anomalus,SA,CAPRIMULGIFORMES,Caprimulgidae,Eleothreptus anomalus
533,Eleothreptus candicans,SA,CAPRIMULGIFORMES,Caprimulgidae,Eleothreptus candicans
534,Systellura longirostris,SA,CAPRIMULGIFORMES,Caprimulgidae,Systellura longirostris
535,Systellura decussata,SA,CAPRIMULGIFORMES,Caprimulgidae,Systellura decussata
536,Uropsalis segmentata,SA,CAPRIMULGIFORMES,Caprimulgidae,Uropsalis segmentata
537,Uropsalis lyra,SA,CAPRIMULGIFORMES,Caprimulgidae,Uropsalis lyra
538,Hydropsalis cayennensis,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Hydropsalis cayennensis
539,Hydropsalis maculicaudus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Hydropsalis maculicaudus
540,Hydropsalis climacocerca,SA,CAPRIMULGIFORMES,Caprimulgidae,Hydropsalis climacocerca
541,Hydropsalis torquata,SA,CAPRIMULGIFORMES,Caprimulgidae,Hydropsalis torquata
542,Macropsalis forcipata,SA,CAPRIMULGIFORMES,Caprimulgidae,Macropsalis forcipata
543,Nyctiphrynus rosenbergi,SA,CAPRIMULGIFORMES,Caprimulgidae,Nyctiphrynus rosenbergi
544,Nyctiphrynus mcleodii,MA,CAPRIMULGIFORMES,Caprimulgidae,Nyctiphrynus mcleodii
545,Nyctiphrynus yucatanicus,MA,CAPRIMULGIFORMES,Caprimulgidae,Nyctiphrynus yucatanicus
546,Nyctiphrynus ocellatus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Nyctiphrynus ocellatus
547,Phalaenoptilus nuttallii,"NA, MA",CAPRIMULGIFORMES,Caprimulgidae,Phalaenoptilus nuttallii
548,Antrostomus rufus,"MA, SA",CAPRIMULGIFORMES,Caprimulgidae,Antrostomus rufus
549,Antrostomus salvini,MA,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus salvini
550,Antrostomus badius,MA,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus badius
551,Antrostomus sericocaudatus,SA,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus sericocaudatus
552,Antrostomus ridgwayi,MA,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus ridgwayi
553,Antrostomus saturatus,MA,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus saturatus
554,Veles binotatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Veles binotatus
555,Caprimulgus ruficollis,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus ruficollis
556,Caprimulgus indicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus indicus
557,Caprimulgus jotaka,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus jotaka
558,Caprimulgus phalaena,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus phalaena
559,Caprimulgus europaeus,PAL,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus europaeus
560,Caprimulgus fraenatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus fraenatus
561,Caprimulgus rufigena,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus rufigena
562,Caprimulgus aegyptius,"PAL, AF",CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus aegyptius
563,Caprimulgus mahrattensis,PAL,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus mahrattensis
564,Caprimulgus nubicus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus nubicus
565,Caprimulgus eximius,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus eximius
566,Caprimulgus atripennis,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus atripennis
567,Caprimulgus macrurus,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus macrurus
568,Caprimulgus meesi,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus meesi
569,Caprimulgus andamanicus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus andamanicus
570,Caprimulgus manillensis,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus manillensis
571,Caprimulgus celebensis,AU,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus celebensis
572,Caprimulgus donaldsoni,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus donaldsoni
573,Caprimulgus pectoralis,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus pectoralis
574,Caprimulgus poliocephalus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus poliocephalus
575,Caprimulgus asiaticus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus asiaticus
576,Caprimulgus madagascariensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus madagascariensis
577,Caprimulgus natalensis,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus natalensis
578,Caprimulgus solala,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus solala
579,Caprimulgus inornatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus inornatus
580,Caprimulgus stellatus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus stellatus
581,Caprimulgus affinis,"OR, AU",CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus affinis
582,Caprimulgus griseatus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus griseatus
583,Caprimulgus tristigma,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus tristigma
584,Caprimulgus concretus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus concretus
585,Caprimulgus pulchellus,OR,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus pulchellus
586,Caprimulgus prigoginei,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus prigoginei
587,Caprimulgus batesi,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus batesi
588,Caprimulgus climacurus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus climacurus
589,Caprimulgus clarus,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus clarus
590,Caprimulgus fossii,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus fossii
591,Caprimulgus longipennis,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus longipennis
592,Caprimulgus vexillarius,AF,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus vexillarius
593,Steatornis caripensis,SA,STEATORNITHIFORMES,Steatornithidae,Steatornis caripensis
594,Phyllaemulor bracteatus,SA,NYCTIBIIFORMES,Nyctibiidae,Phyllaemulor bracteatus
595,Nyctibius grandis,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Nyctibius grandis
596,Nyctibius aethereus,SA,NYCTIBIIFORMES,Nyctibiidae,Nyctibius aethereus
597,Nyctibius jamaicensis,"MA, NA",NYCTIBIIFORMES,Nyctibiidae,Nyctibius jamaicensis
598,Nyctibius griseus,"MA, SA",NYCTIBIIFORMES,Nyctibiidae,Nyctibius griseus
599,Nyctibius maculosus,SA,NYCTIBIIFORMES,Nyctibiidae,Nyctibius maculosus
600,Nyctibius leucopterus,SA,NYCTIBIIFORMES,Nyctibiidae,Nyctibius leucopterus
601,Podargus ocellatus,AU,PODARGIFORMES,Podargidae,Podargus ocellatus
602,Podargus papuensis,AU,PODARGIFORMES,Podargidae,Podargus papuensis
603,Podargus strigoides,AU,PODARGIFORMES,Podargidae,Podargus strigoides
604,Rigidipenna inexpectata,AU,PODARGIFORMES,Podargidae,Rigidipenna inexpectata
605,Batrachostomus auritus,OR,PODARGIFORMES,Podargidae,Batrachostomus auritus
606,Batrachostomus harterti,OR,PODARGIFORMES,Podargidae,Batrachostomus harterti
607,Batrachostomus septimus,OR,PODARGIFORMES,Podargidae,Batrachostomus septimus
608,Batrachostomus stellatus,OR,PODARGIFORMES,Podargidae,Batrachostomus stellatus
609,Batrachostomus moniliger,OR,PODARGIFORMES,Podargidae,Batrachostomus moniliger
610,Batrachostomus hodgsoni,OR,PODARGIFORMES,Podargidae,Batrachostomus hodgsoni
611,Batrachostomus poliolophus,OR,PODARGIFORMES,Podargidae,Batrachostomus poliolophus
612,Batrachostomus mixtus,OR,PODARGIFORMES,Podargidae,Batrachostomus mixtus
613,Batrachostomus javensis,OR,PODARGIFORMES,Podargidae,Batrachostomus javensis
614,Batrachostomus affinis,OR,PODARGIFORMES,Podargidae,Batrachostomus affinis
615,Batrachostomus chaseni,OR,PODARGIFORMES,Podargidae,Batrachostomus chaseni
616,Batrachostomus cornutus,OR,PODARGIFORMES,Podargidae,Batrachostomus cornutus
617,Aegotheles insignis,AU,AEGOTHELIFORMES,Aegothelidae,Aegotheles insignis
618,Aegotheles tatei,AU,AEGOTHELIFORMES,Aegothelidae,Aegotheles tatei
619,Aegotheles crinifrons,AU,AEGOTHELIFORMES,Aegothelidae,Aegotheles crinifrons
620,Aegotheles wallacii,AU,AEGOTHELIFORMES,Aegothelidae,Aegotheles wallacii
621,Aegotheles albertisi,AU,AEGOTHELIFORMES,Aegothelidae,Aegotheles albertisi
